firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,10.0,0.0057539682539682,3.691028767733984e-07,0.0498039345650569,0.1858403343606197,1.4360670088100551,0.0218190174342032,1.0,0.0330275229357798,6.022155538322638e-08,-0.0342269265011371,7.535701725227449e-07,5.510787431958071e-07,-0.012668848057723,1.6734029936180057,-0.0059379330549845,0.0005626220497948,-0.0336852861035422,1.0991841324060885,0.1598837209302326,-0.0618181818181817,-0.1670702179176755,-0.2091954022988505,-0.1407160699417151,-0.047970479704797,-0.0282485875706213,0.1217391304347828,0.2013969732246798,0.3113087674714103,0.2000000000000001,0.1848450057405279,0.1217391304347828,0.2883895131086142,0.0828961175236098,-0.0346117867165575,-0.0264150943396226,-0.1540983606557376,9.424242424242424,7.973913043478262,10.217391304347826,-0.0309859154929577,9.424242424242424,0.034068136272545,0.0068292682926829,11.0,-0.0171428571428571,-0.0076923076923076,11.0,0.0,0.0157480314960629,0.0268656716417909,0.0029154518950438,9.863157894736842,-0.0626702997275203,-0.011494252873563,11.9,12.23076923076923,11.74074074074074,0.0445344129554654,0.0087976539589442,12.23076923076923,11.433734939759036,11.141176470588237,11.9,0.0530612244897958,11.9,12.063291139240508,11.141176470588237
BACQ-L^J02,9.0,0.2935759458559859,3.307242796398793e-06,0.4462541859941217,0.2118723360016633,1.3141806520886037,-0.2276507094665508,1.0,0.0154996353026987,1.74002898068746e-07,0.0950077399380786,2.1698612449524506e-07,3.6166472670261537e-06,0.725701331822046,0.1319540364782231,-0.5821567311866757,0.1546079746956772,-0.2703920253043227,1.0282430951885486,-0.422077922077922,-0.1046511627906976,-0.3304347826086956,-0.3556485355648535,-0.2735849056603774,-0.3636363636363636,-0.4499999999999999,-0.2666666666666667,-0.3031674208144795,-0.0833333333333332,-0.1299435028248587,-0.4652777777777778,-0.3960784313725489,-0.3529411764705882,-0.5157232704402516,-0.574585635359116,-0.6289156626506025,-0.6681034482758621,-0.6778242677824268,-0.6681034482758621,-0.6907630522088354,-0.6484018264840182,0.1323529411764705,0.0405405405405405,0.203125,0.1666666666666667,0.2419354838709677,0.2125984251968504,0.3050847457627119,0.1666666666666667,0.0065359477124182,0.0198675496688742,-0.0253164556962025,0.0405405405405405,-0.019108280254777,0.0198675496688742,0.0405405405405405,0.0620689655172415,0.0065359477124182,0.0266666666666666,-0.0064516129032258,0.0266666666666666,0.0,0.0694444444444444,0.1492537313432835,0.1846153846153846,0.1492537313432835,0.2125984251968504,0.54
BALZ-L^I10,11.0,0.210049405852038,2.4262514570589864e-07,0.0327379916033341,0.2402035623409669,1.1224260412551414,0.0615024576499098,1.0,0.152726628197806,3.870760627693708e-08,0.1426967753747124,1.4109427695959759e-09,2.2844451590579135e-07,0.2775215002665799,0.189046697880097,-0.200166231279162,0.0018689706063438,0.0595439480770558,0.4813344058957446,0.2098765432098763,0.0124999999999999,-0.0470588235294117,0.0384615384615385,0.0253164556962024,0.0945945945945947,0.2272727272727273,0.1911764705882352,0.3965517241379312,0.3728813559322035,0.3500000000000001,0.6200000000000001,0.7608695652173914,0.9285714285714288,0.7608695652173914,0.6875000000000002,0.6875000000000002,0.5882352941176472,0.9285714285714288,0.8837209302325584,1.076923076923077,0.9285714285714288,1.076923076923077,1.025,1.025,1.2500000000000004,1.2500000000000004,1.2500000000000004,1.7000000000000002,1.7000000000000002,1.53125,1.3823529411764706,0.9756097560975612,0.2272727272727273,1.1315789473684212,1.2500000000000004,1.4545454545454546,1.3823529411764706,1.2500000000000004,1.53125,1.7931034482758623,1.7931034482758623,1.8928571428571428,1.612903225806452,2.0,2.1153846153846154,2.5217391304347827,2.5217391304347827,2.3750000000000004
BAOH-L,18.0,2.1981046779079376,1.3224637541583806e-06,0.1784431995017993,0.8603948264431488,0.6035910810945586,-2.7236962673715044,1.0,2.117893155538177,5.683293384086946e-08,1.0224895497772488,3.398842517949536e-08,1.1016538772196057e-07,2.7362448299096886,0.997895444920046,-4.003646893398351,1.5710382560295897,1.5710382560295897,0.4180100144333612,0.0179211469534048,-0.0244755244755243,0.2681818181818181,0.453125,0.2511210762331839,0.125,0.1071428571428572,0.1387755102040815,0.2130434782608696,0.0182481751824816,0.1872340425531915,-0.1142857142857142,-0.2140845070422534,-0.1170886075949367,0.2916666666666665,-0.0244755244755243,-0.1253918495297805,-0.2790697674418605,-0.3094059405940594,-0.2715404699738903,-0.2954545454545454,-0.3111111111111111,-0.3059701492537312,-0.3042394014962593,-0.3571428571428571,-0.3702031602708803,-0.378619153674833,-0.3526682134570765,-0.3211678832116789,-0.460348162475822,-0.4613899613899613,-0.4972972972972973,-0.5991379310344828,-0.5113835376532399,-0.5441176470588236,-0.5872781065088757,-0.65125,-0.65125,-0.65125,-0.669431279620853,-0.669431279620853,-0.7081589958158996,-0.7372881355932204,-0.7278048780487805,-0.7155963302752293,-0.7099792099792099,-0.65125,-0.5979827089337175,-0.6014285714285714
BBIO-L^E18,10.0,0.0577235772357723,1.4324726736432086e-07,0.0193286966300611,0.3907246376811594,1.21014037716451,0.6115480649781436,1.0,0.8321299638989169,8.00208872862758e-08,0.1228763334650254,8.269362356024652e-07,2.225625030872256e-07,-0.1580352375867592,5.552534138845535,-0.0979722418254528,0.0486944248412138,0.0486944248412138,0.3934859248197105,0.0050709939148074,0.0123203285420943,-0.0050454086781029,-0.0870370370370371,-0.108499095840868,-0.022794846382557,-0.071563088512241,0.0478214665249734,0.175208581644815,0.2872062663185377,0.2355889724310775,0.5239567233384852,0.3694444444444442,0.7,0.4716417910447761,0.3094289508632137,0.2172839506172839,0.0787746170678336,-0.432681242807825,-0.3818181818181818,-0.3287950987066032,-0.1983739837398375,-0.2093023255813954,-0.2362509682416731,-0.2619760479041916,-0.291157440690151,-0.1837748344370862,-0.0627376425855513,-0.0333333333333333,-0.0733082706766918,0.0335429769392034,-0.0040404040404041,0.0422832980972514,-0.0050454086781029,-0.014985014985015,-0.1093044263775971,-0.1411149825783972,-0.1418624891209748,-0.0627376425855513,-0.0198807157057655,-0.0020242914979758,0.0030518819938962,0.0061224489795916,0.0196483971044467,0.1654846335697397,0.1780167264038232,0.2657252888318355,0.2187886279357229,0.2233250620347393
BBMG-L^B01,6.0,-0.7342383185090097,7.86601784499353e-07,0.1061380614164486,2.1085358736188184,-0.0878838506740128,20.32347528154124,1.0,-0.7449667586301865,5.237523723555854e-07,-0.004484819618055,4.139044786446248e-11,9.345747273260216e-08,-0.7696941760644052,0.1269380518163493,0.1943893593082477,-0.8056106406917523,-0.8056106406917523,0.0645754155489568,0.0364963503649633,-0.0143884892086328,0.0873015873015874,0.1229508196721311,0.1416666666666668,0.2924528301886793,0.170940170940171,0.4123711340206186,0.3838383838383838,0.078740157480315,0.2123893805309735,0.1913043478260871,-0.9876576576576576,-0.8178191489361701,-0.732943469785575,-0.7973372781065089,-0.7949101796407185,-0.8458942632170978,-0.8659491193737769,-0.8314883148831489,-0.8308641975308642,-0.8401400233372229,-0.851409978308026,-0.839766081871345,-0.8671193016488845,-0.8906624102154829,-0.8909235668789809,-0.881896551724138,-0.9012256669069936,-0.9112119248217756,-0.9101049868766404,-0.906164383561644,-0.9233780760626398,-0.9051246537396122,-0.91495965238982,-0.9207175925925926,-0.9293085655314758,-0.928347280334728,-0.928347280334728,-0.925704989154013,-0.9295267489711934,-0.9359214218896164,-0.9377272727272729,-0.9389483065953654,-0.9366327474560592,-0.9435051546391752,-0.9312938816449348,-0.927436440677966,-0.917270531400966
BBOU-L,11.0,-0.0565665932537382,2.0841367993021818e-07,0.0281217566453153,0.1162565720294426,0.2175609820947004,-0.0643817166104835,1.0,-0.1100795755968169,4.8764452681138975e-08,0.0250506978408684,1.3024777198547148e-05,6.048966343727271e-07,-0.0334987593052109,15.137671963338269,-0.1940856879743525,-0.2092914124824026,-0.2092914124824026,0.7606650589987244,-0.0676567656765675,0.0033112582781456,-0.0456692913385826,-0.0304,-0.1140350877192982,-0.0982142857142857,-0.1559888579387186,-0.1035502958579882,-0.1217391304347826,-0.1379800853485064,-0.1140350877192982,-0.0441640378548896,-0.1022222222222223,0.12430426716141,-0.0456692913385826,-0.1488764044943821,0.18359375,0.18359375,0.2193158953722334,0.1744186046511626,0.1721470019342359,0.188235294117647,0.082142857142857,0.1098901098901097,0.1058394160583939,0.0306122448979591,0.1058394160583939,0.0448275862068965,0.0116861435726209,0.0650263620386641,0.2071713147410359,0.2119999999999999,0.3260393873085336,0.3963133640552996,0.3231441048034933,0.3648648648648647,0.3804100227790432,0.3116883116883115,0.2677824267782425,0.3088552915766738,0.2811839323467229,0.3088552915766738,0.2546583850931676,0.3032258064516127,0.3202614379084967,0.3202614379084967,0.2784810126582278,0.317391304347826,0.1976284584980236
BBTK-L^C11,10.0,-0.045045045045045,0.0003055910580461,41.23413285651345,-0.1110152430255967,0.076677555108317,-5.955308427010856,1.0,-0.3955555555555555,-0.0001833546348276,-0.3165544133285467,2.1931338387454183e-08,0.0008390272137825,0.1596273291925465,0.0017437322977599,-0.2046398891966759,-0.2983898891966759,-0.3296398891966759,1.628514739947269,0.0,0.0,0.1111111111111111,0.1764705882352941,0.3793103448275863,0.3793103448275863,0.4285714285714286,0.3793103448275863,0.5384615384615385,0.8181818181818183,0.8181818181818183,0.7391304347826086,0.7391304347826086,0.5384615384615385,0.4285714285714286,0.2903225806451615,0.1764705882352941,0.0256410256410257,0.0256410256410257,0.0256410256410257,0.0526315789473683,0.0256410256410257,-0.8518518518518519,0.0,0.0,-0.1304347826086956,-0.0476190476190475,-0.0243902439024389,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0909090909090908,-0.0909090909090908,-0.0909090909090908,-0.1999999999999999,-0.069767441860465,-0.0243902439024389,-0.0243902439024389,-0.0243902439024389,-0.0243902439024389,-0.0243902439024389,0.0256410256410257,0.0256410256410257,0.0,0.0,-0.738562091503268
BBTU-L^C18,10.0,-0.0463743428588211,4.6928721711910507e-07,0.063322047386714,0.1591272561114919,1.6455078845379922,0.0393147265327695,1.0,-0.1286326822296331,6.841099194334685e-08,-0.0610351929523847,2.050968129071889e-06,5.707009801406066e-07,0.0332133317849262,2.4432983907177563,0.2727246151408675,-0.0243892395649793,0.2264818405743934,0.4863403138051619,0.077720207253886,-0.080952380952381,-0.2024793388429752,-0.2186234817813765,-0.2341269841269841,-0.2930402930402931,-0.363036303630363,-0.3156028368794326,-0.3228070175438596,-0.1227272727272728,-0.2024793388429752,-0.1752136752136751,-0.1460176991150441,-0.0721153846153846,-0.1822033898305084,-0.2956204379562044,-0.3930817610062893,-0.4221556886227544,-0.4323529411764706,-0.4289940828402366,-0.3733766233766233,-0.3344827586206896,-0.268939393939394,-0.2981818181818182,-0.2744360902255639,-0.3007246376811594,-0.2661596958174904,-0.2024793388429752,-0.2217741935483871,-0.1924686192468619,-0.1716738197424893,-0.1306306306306307,-0.1572052401746725,-0.1716738197424893,-0.1645021645021646,-0.053921568627451,-0.0252525252525253,-0.080952380952381,-0.0721153846153846,0.0157894736842105,0.0662983425414363,0.0052083333333332,0.0,0.0211640211640211,0.0376344086021505,0.1420118343195267,0.321917808219178,0.3496503496503496,0.1840490797546012
BBXK-L,11.0,0.0204625985538892,6.912692211880336e-07,0.0932746104821689,0.2224618871787372,0.9949976476184916,-0.3621729160609254,1.0,-0.0359074578546331,5.2667187535385115e-08,-0.0002717971616609,6.331995767078036e-06,4.115145956473492e-07,0.134285268414482,5.536446196896596,-0.0313296999931603,0.9976587046449844,-0.0023412953550155,0.7707106845060845,-0.1307420494699647,-0.1015873015873015,-0.2995049504950495,-0.2591623036649214,-0.226775956284153,-0.2743589743589743,-0.3325471698113208,-0.3029556650246304,-0.3114355231143553,-0.2138888888888889,-0.3131067961165048,-0.3180722891566265,-0.3697104677060133,-0.3697104677060133,-0.4768946395563771,-0.4504854368932038,-0.4863883847549909,-0.4845173041894354,-0.5086805555555556,-0.5203389830508475,-0.5069686411149825,-0.5078260869565216,-0.5275459098497496,-0.5507936507936508,-0.5360655737704918,-0.5646153846153846,-0.5283333333333333,-0.5235690235690236,-0.4429133858267716,-0.437375745526839,-0.4259634888438133,-0.4152892561983471,-0.4305835010060361,-0.4224489795918368,-0.4236252545824847,-0.435129740518962,-0.4461839530332681,-0.4429133858267716,-0.4247967479674797,-0.4164948453608247,-0.4054621848739496,-0.3874458874458875,-0.3538812785388128,-0.3309692671394799,-0.338785046728972,-0.3449074074074074,-0.371111111111111,-0.3553530751708428,-0.3213429256594724
