firms,age,agr,cash,cashdebt,chatoia,chcsho,chpmia,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,16.0,-0.1126112171305359,0.0697663052206031,0.0988162853654652,0.9930275336252872,0.0001207178248849,-0.0225204431723666,0.3484698370761779,-0.2276462205512265,-0.1112807230062656,1.813901415849809e-08,0.0177947408857716,-0.030361642288833,0.1039687999575745,-0.1292559206981068,0.1734047945160472,-0.0235932482505288,0.0713731140752759,1.186115288680063,-0.04,0.0416666666666667,0.0416666666666667,-0.1525423728813558,-0.1379310344827585,-0.0196078431372549,0.0,0.0869565217391303,0.0638297872340425,-0.0384615384615385,0.2195121951219512,0.1904761904761904,0.3157894736842106,0.4705882352941175,0.7241379310344829,0.5625,0.7241379310344829,0.6129032258064517,0.2820512820512819,0.4705882352941175,0.9230769230769228,0.4705882352941175,0.5151515151515151,0.3888888888888888,0.0638297872340425,0.0,0.0,-0.0196078431372549,-0.1071428571428572,-0.2957746478873239,-0.3421052631578947,-0.0909090909090909,-0.0566037735849057,-0.3055555555555556,-0.3055555555555556,-0.5098039215686274,-0.5098039215686274,-0.5652173913043478,-0.5145631067961165,-0.6710526315789473,-0.7311827956989247,-0.6951219512195121,-0.7282608695652174,-0.7524752475247525,-0.736842105263158,-0.7524752475247525,-0.7340425531914894,-0.7382198952879582,-0.6875
BBOU_00-L,16.0,-0.1300858183614249,0.0828246983676366,0.1569274041026138,0.5458603835394736,-0.0001200234289561,-0.6903086666471003,0.1143724696356275,-0.2547436415018167,-0.0924561032786344,6.11169685620204e-05,0.0004321787985429,-0.0753220085868956,19.514077050000044,-0.1819882063017074,-0.0504048416765208,-0.0581567796610169,-0.0581567796610169,0.5415894292345899,0.0252100840336135,-0.0555555555555555,0.0113314447592067,-0.0530503978779841,-0.0083333333333334,-0.0285714285714285,-0.0298913043478261,0.0229226361031518,0.0917431192660549,0.0562130177514792,0.1261829652996844,0.1086956521739128,0.0851063829787233,0.0453879941434844,0.0884146341463414,0.1261829652996844,0.1086956521739128,0.0577777777777777,0.0867579908675797,-0.0219178082191781,-0.1052631578947369,-0.0892857142857143,-0.0312075983717775,-0.1609870740305523,-0.1697674418604651,-0.2110497237569062,-0.2222222222222222,-0.1793103448275861,-0.1580188679245283,-0.0904458598726114,-0.0416107382550335,0.02,0.02,0.0393013100436681,-0.0312075983717775,-0.1052631578947369,-0.0691003911342894,-0.0151724137931035,-0.0027932960893854,-0.0027932960893854,0.0917431192660549,-0.048,-0.012448132780083,0.0851063829787233,0.1762767710049422,0.2374350086655112,0.22680412371134,0.186046511627907,0.2417391304347824
BBTU_63-L^C18,15.0,0.0400149809781001,0.1179640032099048,0.1179786665684125,2.054058025307447,0.0006843764400443,0.0242514663361843,0.0810558280775519,-0.0107679229243413,-0.0330073822131131,6.16612229446615e-05,0.0389505430604562,0.0882930019620667,3.736112811183969,-0.0153087397747829,0.7588167003159204,0.0473176677131886,0.6299507209344771,0.8154821179997507,0.0077160493827159,0.08,0.180327868852459,0.1739130434782609,0.1868131868131868,0.1955719557195572,0.2461538461538461,0.3699788583509513,0.4760820045558089,0.3556485355648535,0.3613445378151261,0.4594594594594594,0.4828375286041191,0.7466307277628033,0.945945945945946,0.7704918032786885,0.6701030927835052,0.6079404466501241,0.4896551724137934,0.5355450236966826,0.705263157894737,0.3846153846153848,0.4179431072210064,0.2180451127819549,0.0945945945945947,0.0588235294117647,0.0782029950083196,0.1977818853974122,0.2781065088757397,0.2730844793713165,0.3038229376257546,0.514018691588785,0.4594594594594594,0.1172413793103448,0.085427135678392,0.0927487352445195,0.1095890410958904,0.2089552238805969,0.3038229376257546,0.1675675675675676,0.1153184165232359,0.2857142857142858,0.3875802997858673,0.4025974025974026,0.3875802997858673,0.2366412213740458,0.2157598499061914,0.204460966542751,0.0746268656716417
BCPS_48-L^C06,15.0,0.0501815135437028,0.0302055457495871,0.0781949707199449,0.4537504907007689,2.282830906832292e-06,-0.4135684181176874,0.0784266984505363,0.0153945875871009,0.0147377310432137,4.05798804009678e-06,0.0907846970120078,0.0711673949879603,1.4721915953064184,-0.0769008055073381,-0.1389365541582084,0.1260058326181215,-0.1439034415754269,0.6439820820651591,0.0700934579439251,-0.0092592592592593,-0.0446428571428572,-0.0735930735930735,-0.0854700854700853,-0.0695652173913041,-0.1370967741935483,-0.2411347517730495,-0.1474103585657369,-0.1737451737451736,-0.0655021834061134,-0.0854700854700853,-0.1008403361344536,0.07,0.2369942196531793,0.3459119496855345,0.3048780487804878,0.3048780487804878,0.1567567567567567,0.1630434782608696,0.2514619883040936,-0.0530973451327432,0.014218009478673,-0.122950819672131,-0.2044609665427509,-0.2329749103942652,-0.1370967741935483,0.0288461538461539,-0.0530973451327432,-0.1008403361344536,-0.130081300813008,0.0288461538461539,0.1888888888888888,-0.0695652173913041,-0.1832061068702289,-0.1769230769230768,-0.2818791946308724,-0.1769230769230768,-0.1640625,-0.2794612794612795,-0.2866666666666666,-0.3249211356466877,-0.3184713375796179,-0.2438162544169611,-0.6445182724252492,-0.639123102866779,-0.5992509363295879,-0.6239015817223199,-0.7052341597796143
BCQE_67-L^A14,16.0,-0.2252906976744186,0.3193061355605525,-0.0463760434609778,1.01973720502181,0.6253626278936839,-0.9438961013986868,0.2318181818181818,3.5533980582524274,-0.2705432705431982,1.1705313397116053e-05,-0.1087693798449612,-0.1342398022249691,0.8654812451239376,-0.2740213523131673,0.0064923738753167,-0.0231672591083087,-0.2245914707054603,1.5480338511181706,0.0909090909090908,-0.1798245614035086,-0.1688888888888888,-0.272373540856031,-0.37248322147651,-0.1220657276995303,-0.236734693877551,-0.4918478260869565,-0.4174454828660435,-0.5461165048543689,-0.396774193548387,-0.2008547008547008,-0.1342592592592593,0.1402439024390245,0.5982905982905984,0.050561797752809,-0.6949429037520392,-0.6964285714285714,-0.7583979328165374,-0.7438356164383562,-0.7309352517985612,-0.7850574712643678,-0.7602564102564102,-0.8220742150333016,-0.8489499192245558,-0.8521739130434782,-0.8709454796411318,-0.8394849785407725,-0.8619926199261992,-0.8657573582196698,-0.8449419568822554,-0.7489932885906041,-0.5899122807017543,-0.8170254403131115,-0.8201923076923077,-0.8818698673404928,-0.8910891089108911,-0.891844997108155,-0.882093316519546,-0.8992999461497038,-0.912535079513564,-0.8977024070021882,-0.905840886203424,-0.9014752370916754,-0.8910891089108911,-0.9389088533159098,-0.9349338900487126,-0.935980828483396,-0.9321726514327168
BDAJ_H9-L,9.0,0.1080231596360629,0.0635006784260515,0.1565847636493967,0.9805454305987128,0.0006176266004374,0.1883883403911611,0.118152390438247,-0.2505688282138794,-0.0093123021789724,2.867662589251067e-06,0.0343534601599117,0.4034264931087289,1.5677244321856063,0.144436367433492,0.371418156669442,0.0755497987050684,0.3149665437662162,0.4277261673197698,-0.027906976744186,-0.0271493212669683,-0.0752688172043012,-0.0271493212669683,-0.0182648401826484,0.1082474226804124,0.0565110565110564,0.0858585858585858,0.1716621253405994,0.0858585858585858,0.0669975186104216,0.2356321839080459,0.225071225071225,0.2797619047619046,0.2990936555891237,0.3190184049079754,0.3109756097560976,0.162162162162162,0.1053984575835473,0.0361445783132527,0.2684365781710913,0.1716621253405994,0.3395638629283488,0.1684782608695652,0.0831234256926951,0.12565445026178,0.0565110565110564,0.2356321839080459,0.2285714285714284,0.347962382445141,0.3694267515923566,0.6226415094339623,0.6996047430830039,0.3782051282051282,0.3069908814589666,0.4675767918088735,0.4052287581699345,0.6602316602316602,0.6287878787878787,0.6796875,0.829787234042553,0.7695473251028804,0.6996047430830039,0.7916666666666667,0.8376068376068377,0.8454935622317594,0.8614718614718613,1.037914691943128,1.1608040201005023
BFTY_62-L^H05,17.0,0.0287939642676128,0.0001990324468216,0.0645175358974401,0.06926071457133,-0.110503297666553,-1.7347721062200083,0.1423092318329027,0.0980005632216277,-0.0174042104764323,2.5552254891751014e-08,0.0134787507012161,0.016441991331046,0.3501356613125982,0.1792235346240631,0.611446057483768,-0.0083079222557399,-0.0083079222557399,-0.0911815630785553,0.0043103448275862,-0.1439114391143912,-0.1245283018867925,-0.1310861423220973,-0.0413223140495868,-0.0085470085470085,0.0131004366812226,0.0043290043290042,0.2146596858638743,0.1542288557213931,0.3033707865168538,0.4409937888198756,0.4499999999999997,0.6223776223776223,0.6111111111111112,0.681159420289855,0.5364238410596025,0.5675675675675675,0.3727810650887573,0.5999999999999999,0.5675675675675675,0.3257142857142856,0.406060606060606,0.1317073170731708,-0.0452674897119342,-0.0607287449392713,-0.1343283582089554,-0.0793650793650794,-0.137546468401487,-0.0901960784313725,-0.0682730923694781,-0.0042918454935623,-0.1888111888111888,-0.3294797687861271,-0.3294797687861271,-0.3409090909090909,-0.4368932038834952,-0.3894736842105263,-0.3095238095238095,-0.3746630727762804,-0.4257425742574258,-0.4141414141414141,-0.3626373626373627,-0.3974025974025974,-0.3846153846153847,-0.3796791443850268,-0.3483146067415731,-0.2491909385113269,-0.1594202898550725
BFUG_04-L^H04,16.0,-0.0815724108139241,0.0003233645592443,0.0565206279381355,0.069238759930553,0.0061884798794837,-0.0285125622954142,0.0262467191601049,0.0346870595604739,0.002279891916235,6.543893746139104e-11,0.0001799920803484,-0.1663116337196091,0.0462407834288548,-0.2711487987078537,-0.092791637905532,-0.092791637905532,-0.092791637905532,0.7533849822287112,-0.1294117647058824,-0.0083333333333333,-0.011627906976744,-0.0083333333333333,0.0438596491228069,0.2192622950819673,0.1971830985915494,0.1971830985915494,0.2878787878787878,0.3076923076923077,0.2878787878787878,0.3901869158878503,0.3370786516853932,0.5994623655913978,0.9193548387096776,0.907051282051282,0.9193548387096776,0.6620111731843576,0.5866666666666667,0.3222222222222222,0.2991266375545851,0.2447698744769875,0.209349593495935,0.1121495327102803,0.0857664233576642,0.0917431192660549,0.0625,0.2142857142857142,0.1442307692307691,0.0663082437275985,0.0347826086956521,0.0438596491228069,0.0475352112676057,0.0438596491228069,0.0294117647058822,-0.0525477707006369,0.0475352112676057,0.02233676975945,0.0701438848920863,0.1643835616438356,0.2605932203389831,0.2268041237113403,0.2142857142857142,0.209349593495935,0.209349593495935,0.2293388429752068,0.209349593495935,0.2268041237113403,0.2268041237113403
BJJT_37-L,14.0,0.3111189955255947,0.0053544144024446,0.0016558916271777,0.5722266515541672,0.0082773056928489,-0.7785182899657886,0.4827586206896551,-0.0477200424178154,-0.0032921108741994,3.358776000853324e-06,-0.0002759545069284,0.3258967897896052,0.6912859777349063,-0.0068965517241379,6.713915618060695,6.713915618060695,6.713915618060695,0.8209270422596359,0.0833333333333334,-0.0666666666666667,-0.0769230769230769,-0.0666666666666667,0.0120481927710842,0.0632911392405062,0.0499999999999998,0.0980392156862743,0.3658536585365852,0.3125,0.4482758620689655,0.4736842105263159,0.4482758620689655,0.75,0.8666666666666665,0.7872340425531916,0.3333333333333332,0.3023255813953487,0.1052631578947367,0.3439999999999998,0.1830985915492957,0.1275167785234898,0.1666666666666667,-0.0819672131147541,-0.3333333333333333,-0.2789699570815451,-0.4125874125874126,-0.3333333333333333,-0.4491803278688524,-0.52,-0.4878048780487805,-0.4305084745762713,-0.4105263157894737,-0.5647668393782384,-0.5872235872235873,-0.5746835443037974,-0.5980861244019139,-0.6018957345971564,-0.532033426183844,-0.6129032258064516,-0.6164383561643836,-0.6037735849056605,-0.5267605633802817,-0.52,-0.4186851211072665,-0.4716981132075472,-0.3114754098360656,-0.3198380566801621,-0.3333333333333333
BLNT_37-L^D19,7.0,0.042168209718145,0.141959228182837,0.0367000066080464,0.1621423733207308,0.0145833420701966,0.0189916174478447,0.4166199551569506,0.2141545992249644,0.0267450367480353,1.4232210157494798e-07,0.0040371153490854,0.0302403693469479,0.7288548554218336,-0.0412755835345521,0.1053835689847067,0.1053835689847067,0.1053835689847067,0.7500747504538844,-0.1051502145922747,-0.0753968253968253,-0.08984375,-0.1338289962825278,-0.2181208053691274,-0.1174242424242424,-0.137037037037037,-0.1781305114638447,-0.1708185053380783,-0.1867364746945898,-0.1737588652482269,-0.2181208053691274,-0.2435064935064934,-0.1824561403508772,-0.1708185053380783,-0.2335526315789473,-0.2259136212624584,-0.3023952095808383,-0.29607250755287,-0.3136966126656848,-0.2233333333333332,-0.2435064935064934,-0.2410423452768728,-0.2672955974842768,-0.3106508875739644,-0.3003003003003003,-0.2271973466003316,-0.2207357859531773,-0.2532051282051282,-0.2435064935064934,-0.2603174603174603,-0.2168067226890756,-0.0450819672131147,-0.0210084033613444,-0.0661322645290581,-0.0411522633744856,-0.0168776371308017,-0.0862745098039214,-0.0311850311850311,0.0130434782608697,0.0938967136150235,-0.037190082644628,0.0108459869848156,0.2594594594594595,0.232804232804233,0.3468208092485549,0.4888178913738019,0.5958904109589043,0.6642857142857144
