firms,age,agr,cash,cashdebt,chatoia,chcsho,chpmia,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BLNU_19-L^H05,8.0,0.0173383380054165,0.0539325758736255,0.0243918950938644,0.0599163393226586,0.004410407467843,-0.1999639708870447,0.2156862745098039,0.141678498616572,0.0025116041576186,9.44505840402241e-10,-7.60203354397302e-06,-0.0718269365697334,0.1313862736940574,-0.1206636500754147,0.0886099604447628,0.0886099604447628,0.0886099604447628,0.3232253308292394,0.1182432432432432,-0.069182389937107,-0.0451612903225806,-0.0067114093959731,0.060931899641577,0.142857142857143,0.15625,0.2813852813852813,0.3097345132743363,0.3155555555555556,0.3097345132743363,0.3767441860465117,0.48,0.5416666666666667,0.5336787564766841,0.4581280788177342,0.4726368159203982,0.5025380710659899,0.494949494949495,0.4368932038834952,0.510204081632653,0.4874371859296482,0.4874371859296482,0.5257731958762888,0.3896713615023475,0.5257731958762888,0.5913978494623655,0.6263736263736264,0.6629213483146068,0.6629213483146068,0.6818181818181819,0.7411764705882353,0.922077922077922,0.6629213483146068,0.7109826589595376,0.6629213483146068,0.6818181818181819,0.7411764705882353,0.7209302325581395,0.5913978494623655,0.6818181818181819,0.8499999999999999,0.922077922077922,0.9733333333333334,1.084507042253521,0.922077922077922,0.9473684210526316,0.9473684210526316,1.0555555555555558
BLNV_40-L^F19,7.0,-0.005602442607368,0.1247881816206821,0.1485110654366426,0.0838821248260251,0.0254202269336289,-0.5616211512403521,0.979591836734694,0.1091600002190209,-0.0022999877237703,4.5506976313960726e-10,-0.0010261543336117,-0.2275971619188817,0.1736999426795668,0.8721088435374148,0.2882422939328234,0.1188433868289982,0.1188433868289982,0.1875646830918623,0.1172413793103448,-0.0397350993377483,-0.0301003344481606,0.0661764705882352,0.1111111111111111,0.1885245901639345,0.0943396226415094,0.0583941605839415,0.0583941605839415,0.0431654676258992,0.0984848484848484,0.1599999999999999,0.1788617886178862,0.2554112554112553,0.1372549019607842,0.1417322834645669,0.1693548387096775,0.2083333333333332,0.2184873949579833,0.294642857142857,0.3942307692307691,0.25,0.1885245901639345,0.2236286919831223,0.2184873949579833,0.1983471074380165,0.2340425531914893,0.213389121338912,0.244635193133047,0.244635193133047,0.4077669902912619,0.4077669902912619,0.576086956521739,0.4646464646464645,0.4795918367346938,0.4499999999999999,0.4871794871794872,0.5104166666666667,0.4948453608247423,0.6111111111111109,0.657142857142857,0.6292134831460674,0.6477272727272727,0.657142857142857,0.6292134831460674,0.6201117318435754,0.6201117318435754,0.6477272727272727,0.6477272727272727
BPVK_29-L,8.0,-0.0175290242870172,0.1653249266367097,0.3964131549512891,0.6278968113198787,-0.0002986519265965,-0.0098069694499986,0.1711783471457766,0.0607044363945084,-0.0585209781501425,8.569136753890418e-05,0.037430448052047,-0.1037136337942827,35.77931539101687,0.1763161803391177,-0.097968987768829,-0.0779496321165097,-0.04995336089642,0.5828071720475433,-0.0331099724083563,-0.0379218809252939,-0.0043171114599686,-0.0234795996920708,-0.0357278601292283,-0.0533582089552239,-0.0469571750563485,-0.0834537572254334,-0.015521924718665,0.0139888089528377,0.0440329218106996,0.070464135021097,0.0087475149105369,0.03130081300813,0.1448555956678701,0.2156205079060853,0.2144566778362853,0.1427927927927927,0.0440329218106996,0.1230633023461709,0.2684999999999999,0.3437500000000002,0.1295636687444346,-0.0533582089552239,-0.1560212907518295,-0.2052005012531328,-0.2724404932606824,-0.3001379310344827,-0.2383668567997598,-0.1810845706907682,-0.1738847281015956,-0.2024520591009115,-0.1855537720706259,-0.2326073805202662,-0.2709770114942528,-0.2265243902439023,-0.2494082840236685,-0.2181818181818182,-0.2379092820666866,-0.2069396686464519,-0.1579820776634583,-0.2482962962962962,-0.2667630057803468,-0.2022012578616352,-0.2592700729927006,-0.2034536891679749,-0.132056106739651,-0.1816129032258063,-0.1236614853195163
BTDH_50-L^A09,8.0,0.1501999549397319,0.0164245525392815,0.008706068754917,0.0505838012828416,0.0084033464924089,-0.0604657311701286,0.1542394546229228,0.1210305572198921,-0.0069051058752339,0.0003966404453424,0.0009251436296045,0.1511386553135282,23.05752419085181,0.0451304370032755,1.1259693776098627,0.1259693776098628,0.1259693776098628,0.6887866768229707,-0.0391872278664731,-0.0309423347398032,-0.0561643835616438,-0.0350140056022408,-0.0226950354609929,-0.0213068181818182,-0.0430555555555556,0.0162241887905603,-0.0114777618364418,0.0058394160583941,-0.0910290237467018,-0.0825565912117177,-0.0430555555555556,-0.0072046109510087,0.0682170542635658,0.06,0.2024432809773122,0.0799373040752351,0.0,0.0147275405007363,0.140728476821192,-0.0057720057720057,0.0192307692307691,-0.0014492753623189,-0.1440993788819876,-0.1256345177664974,-0.0663956639566396,-0.0600272851296044,-0.1472772277227723,-0.1109677419354838,-0.1132561132561132,-0.0837765957446808,0.0043731778425655,-0.1728691476590637,-0.120051085568327,-0.1577017114914425,-0.1098191214470285,-0.0981675392670157,-0.0323033707865169,-0.012893982808023,0.0782472613458529,0.0665634674922599,0.1239804241435562,0.2642201834862383,0.2303571428571429,0.317399617590822,0.3697813121272364,0.1899827288428324,0.0487062404870624
BTDS_14-L^J08,17.0,0.1739646921350058,0.0117597338261297,0.0109141752111186,0.0467543877906822,-0.0002404609112776,-0.0483744011879857,0.1413971934106162,-0.0148854517967204,0.0002364145283418,5.294620523133732e-06,-0.0004339541220792,0.1821576480053025,3.3081208183319566,-0.0202571012134769,0.0328781180928324,0.0328781180928324,0.0328781180928324,0.5958701728510419,0.0072815533980583,-0.0143540669856457,-0.0615034168564919,-0.0517836593785959,-0.0440835266821344,-0.0720720720720721,-0.0803571428571429,-0.0762331838565022,-0.0373831775700934,-0.0678733031674208,-0.0751964085297418,0.0024330900243307,-0.0167064439140811,0.0098039215686274,0.0483460559796438,0.0510204081632652,0.122615803814714,0.1045576407506703,0.0185414091470952,-0.0271546635182999,0.0364779874213836,-0.0462962962962962,0.0198019801980198,-0.0012121212121212,-0.0582857142857142,-0.1004366812227074,-0.0793296089385473,-0.0131736526946106,-0.0385064177362893,0.0274314214463842,0.0577663671373556,0.1524475524475523,0.1318681318681318,0.0510204081632652,-0.0024213075060531,-0.0072289156626507,0.0673575129533678,0.0223325062034738,0.1135135135135134,0.211764705882353,0.1704545454545454,0.211764705882353,0.211764705882353,0.4158075601374571,0.4405594405594406,0.3966101694915254,0.7644539614561028,0.3966101694915254,0.3333333333333335
BUBP_92-L^K18,8.0,0.1675227182931647,0.2736886632825719,0.2465660120331479,1.580858217488074,0.0013017627172383,-0.1317492202389169,0.5877659574468085,-1.8514664143803217,-0.1590411957710362,1.0334107107655246e-05,0.0669695772421967,0.0673550809669091,10.457568380279904,-0.0725406815492931,0.1351013952782082,1.14752040175769,0.1475204017576899,0.7595942499275495,0.03,-0.099099099099099,-0.1058122205663188,-0.1735537190082644,-0.2042440318302387,-0.1465149359886202,-0.1097922848664688,-0.0963855421686746,-0.0228013029315959,-0.1071428571428571,-0.1477272727272727,-0.0839694656488549,-0.1044776119402984,-0.0639625585023401,-0.0521327014218009,-0.0683229813664596,-0.0147783251231526,-0.0610328638497652,-0.0668740279937791,0.0434782608695651,0.149425287356322,0.0,0.0810810810810811,-0.0769230769230768,-0.183673469387755,-0.2238033635187581,-0.2788461538461538,-0.1643454038997214,-0.0654205607476635,-0.2063492063492062,-0.3087557603686636,-0.1967871485943775,0.0033444816053511,-0.2146596858638743,-0.2565055762081785,-0.1452991452991452,-0.1620111731843575,-0.3212669683257918,-0.269183922046285,-0.3582887700534759,-0.483204134366925,-0.464763603925067,-0.4134897360703813,-0.4230769230769231,-0.4174757281553398,-0.4966442953020133,-0.5041322314049587,-0.5419847328244275,-0.5471698113207547
CWI_80-L,15.0,0.1653567481272258,0.0995022028952337,0.1205337582154949,0.4907570934783404,-0.0003907332218459,0.227676541505068,0.3421256788207913,-0.1353905496624879,0.0323833829576066,8.637947476347081e-05,0.0066928650374554,0.3172420158759461,15.16066895572277,0.243311475267736,0.0037107886197158,-0.0028301886792452,-0.0028301886792452,1.9111226149303564,0.0732323232323233,-0.0736842105263159,-0.0294117647058823,-0.0582639714625445,0.0206185567010308,0.0285714285714284,0.0702702702702702,0.1218130311614731,0.2203389830508473,0.2394366197183099,0.2298136645962731,0.1715976331360946,0.1963746223564955,0.32220367278798,0.3797909407665505,0.2794830371567043,0.3655172413793104,0.2774193548387096,0.3773913043478261,0.2110091743119266,0.2374999999999998,0.0393700787401574,0.123404255319149,0.1076923076923075,-0.0329670329670329,0.1015299026425591,0.1733333333333333,0.2091603053435113,0.2631578947368422,0.360824742268041,0.382198952879581,0.3378378378378379,0.2941176470588236,0.3492333901192503,0.4067495559502665,0.4776119402985073,0.4532110091743118,0.4142857142857143,0.5348837209302324,0.4017699115044246,0.5999999999999999,0.5529411764705883,0.6363636363636365,0.6431535269709543,0.7718120805369129,0.7918552036199096,0.9750623441396508,0.7757847533632287,1.0625
CWV_20-L^I06,15.0,-0.0024524330179231,0.0208969043961362,0.1823402254088216,0.6790023062812309,0.0002837485212427,-0.0160490082834089,0.1144367405780188,0.03010510064723,-0.0803953264716992,1.0689304224990925e-05,-0.0245243301792319,-0.0395005014396169,3.963066187459378,0.0469803216255489,-0.0765091345759523,-0.0094220946317697,0.0165677885009706,0.6811066328059866,0.0258426966292135,-0.0176600441501103,-0.0154867256637166,-0.0562036055143159,-0.0044742729306487,0.0421545667447307,0.0827250608272505,0.0853658536585366,0.0495283018867924,0.0,0.0520094562647752,0.1410256410256412,0.1395646606914213,0.1469072164948455,0.1649214659685864,0.1772486772486774,0.1410256410256412,0.0022522522522521,-0.0133037694013302,0.0136674259681095,0.0171428571428571,-0.0440386680988185,0.0421545667447307,-0.1375968992248062,-0.1651031894934334,-0.1409266409266408,-0.1643192488262911,-0.1523809523809524,-0.1317073170731707,-0.160377358490566,-0.1643192488262911,-0.0357529794149512,-0.0187431091510473,-0.1291585127201565,-0.1257367387033398,-0.160377358490566,-0.1713221601489757,-0.1392649903288201,-0.1055276381909546,-0.1144278606965174,-0.1144278606965174,-0.1248770894788593,-0.0991902834008097,-0.0729166666666666,0.0324825986078887,-0.1099999999999999,-0.101010101010101,-0.0521831735889244,-0.0899795501022493
DLY_Y2-L^F16,15.0,-0.048607318405243,0.019752358490566,0.0744342622031045,0.7786669008390494,0.000241451531084,-0.1195192347826389,0.1909667194928684,-0.1877133105802047,-0.0660509375874476,7.487550439013352e-06,0.0832878208629164,-0.0085661080074487,2.1341402660452835,-0.0080339848564887,-0.0677653303706447,0.0084251458198314,0.0084251458198314,1.5480338511181706,0.0247933884297519,-0.0491159135559921,-0.0081967213114754,-0.0377733598409543,0.0041493775933609,0.0168067226890755,0.0189473684210526,0.0731707317073171,0.1496437054631829,0.1126436781609196,0.1282051282051282,0.2191435768261964,0.213032581453634,0.2069825436408978,0.3045822102425874,0.3711048158640226,0.2736842105263157,0.09255079006772,0.2191435768261964,0.1496437054631829,0.0999999999999998,0.0386266094420599,0.189189189189189,0.1100917431192658,-0.0241935483870967,-0.0491159135559921,-0.0396825396825397,0.0614035087719297,0.0852017937219731,0.237851662404092,0.2604166666666667,0.2872340425531916,0.318801089918256,0.2538860103626943,0.4666666666666668,0.5220125786163521,0.4801223241590213,0.5765472312703583,0.8127340823970037,0.7728937728937728,0.7472924187725631,1.0595744680851062,1.0166666666666666,0.890625,1.0166666666666666,0.8544061302681993,0.7925925925925925,0.8195488721804509,0.9595141700404856
DOQX_41-L^J16,16.0,0.0016574585635358,0.0520777599429284,0.142316079421554,1.2518945321758026,0.006883851143807,0.017671856487376,0.2145522388059701,0.0919540229885057,-0.0570429662342436,4.5199035936136833e-07,-0.0114180478821363,-0.0175199089874857,0.7717808991764527,0.2816374476822239,-0.0142727504497227,-0.0212428596078054,0.0073781291172595,0.6192135404472682,0.0338983050847458,-0.0634920634920636,-0.0634920634920636,-0.1127819548872181,-0.1161048689138577,0.0085470085470085,-0.1060606060606061,-0.0888030888030888,0.0630630630630628,-0.0992366412213741,0.0350877192982457,0.185929648241206,0.1799999999999999,0.1683168316831682,0.4216867469879517,0.5526315789473684,0.3720930232558139,0.2421052631578948,0.0630630630630628,0.388235294117647,0.6619718309859155,0.2291666666666667,0.2421052631578948,-0.0483870967741936,-0.2578616352201258,-0.2578616352201258,-0.3370786516853933,-0.2027027027027027,-0.1355311355311356,-0.2578616352201258,-0.1631205673758865,0.1456310679611649,0.3485714285714285,-0.0781250000000001,-0.0781250000000001,-0.1060606060606061,-0.301775147928994,-0.3586956521739131,-0.2411575562700965,-0.3706666666666667,-0.3756613756613757,-0.4624145785876993,-0.4215686274509804,-0.4215686274509804,-0.4801762114537445,-0.5613382899628253,-0.5408560311284047,-0.5163934426229508,-0.4913793103448276
