firms,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chpmia,chtx,convind,depr,ep,herf,hire,invest,lev,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,tb,agr,egr,grltnoa,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAOH-L,10.0,3.5855819018500847e-06,0.5374222787461289,0.0717768966274068,0.3802799676924624,1.3967088750088612,282.6339,0.0973520632557952,0.0117010077447139,0.0090652919145547,1.0,0.0902305010057825,5.373528042712653e-07,1.298407007356207e-07,0.0456709845886027,-0.0296829645976721,2.769890222216581e-06,4.0,0.5445534419504036,0.7308196746207135,0.2287954140116399,0.5681732000598916,0.9404809411831424,0.0324406669362218,0.0588654050758847,1.0870332587740603,-0.0300361986598528,-0.1100332450243772,-0.1024621863734239,0.1883020965313394,0.8904354452777741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBIO-L^E18,23.0,3.749341677684897e-07,0.0561967291049624,0.0306664045606447,0.1607229304502178,2.387012656667605,79.5,0.213159545678132,-0.0007862393740064,0.0041814495691839,1.0,0.1208609271523178,8.355162364808996e-08,3.846329055349189e-07,0.1,0.0721556209002488,1.0370583250657186e-06,5.0,1.7443097080885912,-0.0804544206060976,-0.0737354361921297,-0.0433842861907505,0.0775875689583198,0.0125478519778817,0.0404109589041095,0.2841864706594681,0.1506446505315539,-0.0464584920030464,0.0225073622212767,0.2666422823701536,0.1324398896334253,0.174863387978142,-0.0418848167539266,-0.0054347826086956,0.0892857142857144,-0.0895522388059699,-0.1973684210526315,-0.2179487179487178,-0.1643835616438356,-0.179372197309417,-0.1073170731707315,-0.094059405940594,-0.1029411764705882,-0.1756756756756757,-0.0615384615384614,0.0280898876404493,0.0828402366863905,0.2119205298013244,0.3357664233576642,0.6788990825688073,0.5,0.3357664233576642,0.2978723404255321,0.5775862068965518,0.5641025641025643,0.5641025641025643,0.6636363636363636,0.6944444444444444,0.6486486486486485,0.7264150943396226,0.7428571428571429,0.4639999999999999,0.4076923076923078,0.5378151260504203,1.6142857142857148,1.541666666666667,1.231707317073171,0.8865979381443301,1.259259259259259,0.5641025641025643,-0.0710659898477157,-0.2591093117408907,-0.1159420289855071,-0.1159420289855071,-0.3369565217391304,-0.3879598662207358,-0.4115755627009646,-0.3578947368421052,-0.3601398601398601,-0.3510638297872339
BBOU-L,23.0,1.464654937957194e-07,0.021952871692251,0.0499420832219549,0.1536191145467322,0.9753797018819016,-36.5,0.0452219775066483,0.0015457357608057,0.0135279730969122,1.0,0.1120689655172413,5.3057090221518954e-08,1.1501072945064302e-06,0.0212150843926703,0.0298653233268222,3.851386254395733e-07,4.0,18.70615208507903,-0.0741794051427894,0.0207722435964091,-0.0425678240398801,-0.0352086977627867,0.0240936441320726,0.0908484270734032,0.3180794465812763,0.0166032692505397,0.3089593211879211,-0.0007137212918355,-0.0597218434687755,0.0159509202453987,0.0184921763869132,0.039940828402367,0.0840400925212028,0.1393841166936791,0.1203187250996016,0.1366208569118836,0.0967238689547582,0.0848765432098765,0.1543513957307061,0.1726438698915764,0.1600660066006602,0.1716666666666666,0.1864978902953586,0.2268760907504363,0.2141623488773747,0.2735507246376814,0.2816773017319962,0.2475598935226266,0.3493282149712093,0.3289224952741021,0.2609865470852017,0.2520035618878005,0.2851919561243146,0.3327014218009478,0.2970479704797049,0.351923076923077,0.3920792079207922,0.4722513089005236,0.4615384615384617,0.5118279569892472,0.5674470457079153,0.6678529062870702,0.7251533742331289,0.7797468354430379,0.7487562189054728,0.5366120218579236,0.4630593132154008,0.5887005649717516,0.42451874366768,0.4661105318039624,0.3920792079207922,0.601366742596811,0.5639599555061179,0.4376278118609409,0.3506243996157541,0.3289224952741021,0.3610842207163602,0.3624031007751938,0.3018518518518518
BBTU-L^C18,23.0,2.3404659983669587e-07,0.0350799006856096,0.0254359764909914,0.2216816777332194,1.887422090023032,10.7,-0.0096199938856634,-0.0178505390313503,-0.0012467676394532,1.0,0.2524850894632207,9.010029235543389e-08,1.1099510281833504e-08,-0.0045130485970304,0.0110803324099723,5.592642934659869e-07,4.0,0.6829570284581817,-0.0212073354266921,-0.0516555166763148,0.9959187837975716,0.0187448707540933,0.0274862809280831,0.0976068376068376,0.251280668793635,-0.0085968096284267,0.1925175370226031,-0.0626438986953159,-0.0743132042030636,-0.0040812162024283,0.1076923076923075,-0.0076335877862595,-0.0441176470588235,0.0833333333333334,0.0236220472440944,-0.1216216216216216,-0.1503267973856209,-0.1275167785234898,-0.1447368421052631,-0.0076335877862595,-0.0298507462686566,-0.0298507462686566,0.056910569105691,0.0317460317460318,-0.0298507462686566,-0.0298507462686566,-0.0298507462686566,-0.078014184397163,0.04,-0.0647482014388488,-0.1666666666666666,-0.1875,-0.1034482758620689,-0.1719745222929936,-0.0579710144927535,-0.0579710144927535,0.04,-0.3229166666666666,-0.3264248704663212,-0.2777777777777778,-0.2972972972972972,-0.3627450980392157,-0.4468085106382978,-0.3157894736842105,-0.2215568862275448,-0.2485549132947976,-0.2972972972972972,-0.2696629213483146,-0.2261904761904761,-0.3157894736842105,-0.4347826086956521,-0.4715447154471545,-0.4693877551020408,-0.5751633986928104,-0.6,-0.6012269938650306,-0.5666666666666667,-0.5751633986928104,-0.5975232198142415
BBXK-L,23.0,5.014930637883205e-07,0.075165915183093,0.0701607248429186,0.2241228980693377,2.7031435321447748,-20.65000000000001,0.0484358231817435,0.000520153406021,-0.0002166862383269,1.0,0.1002959975977006,1.1479848701643993e-07,1.1052483084054469e-06,0.0227228027849529,0.0733517866129844,8.753759793457846e-07,3.0,2.784771376339136,0.1065366837765013,0.0178668318943832,-0.0962200949056922,-0.0176926122697563,0.0173381572471768,0.0461432263088958,0.5239804142028495,0.0266873567074876,0.2328230194595592,-0.0088430259427616,-0.0605157731564432,0.0213598137701066,0.0707395498392282,-0.0430769230769231,-0.0032051282051283,-0.0220125786163523,-0.0341614906832299,-0.0825958702064897,-0.1548913043478261,-0.194300518134715,-0.1984536082474226,-0.0825958702064897,-0.0852941176470588,-0.1312849162011173,-0.1571815718157181,-0.1922077922077922,-0.2595238095238096,-0.2066326530612244,-0.1214689265536723,-0.1337047353760445,-0.0489296636085627,-0.1288515406162464,-0.1502732240437159,-0.163978494623656,-0.0604229607250755,-0.1164772727272728,-0.22636815920398,-0.2126582278481013,-0.0852941176470588,-0.1288515406162464,-0.0798816568047336,-0.1088825214899714,-0.0220125786163523,0.0912280701754384,-0.0852941176470588,0.006472491909385,0.2489959839357427,0.3761061946902655,0.4465116279069767,0.4072398190045248,0.4009009009009008,0.4809523809523808,0.1961538461538461,0.182509505703422,-0.0220125786163523,-0.1728723404255319,-0.183727034120735,-0.2339901477832512,-0.2185929648241206,-0.283410138248848,-0.4446428571428571
BCIP-L,13.0,2.6277797968399857e-06,0.3938628220239802,0.0952670549677503,0.0135657586898786,0.7424827576827003,-4087.9717,-0.0540187507281705,-0.0184248486932778,0.0082145233603741,1.0,0.3444946044290463,-5.434042541137597e-07,7.295431263786543e-06,-0.0253419336939937,-0.0082203301447728,6.59095276947225e-06,4.0,3.7845850440992463,0.0278322826057589,-0.0182778518035623,-0.0667763806193741,0.0432352199689077,-0.0417305647658539,-0.1311920117451621,1.761956118088703,-0.0828057458365989,-0.2290523327886186,-0.1620608753914979,-0.0140538423254595,0.059220130442249,-0.0357142857142857,-0.096774193548387,-0.096774193548387,-0.111111111111111,-0.1641791044776118,-0.1249999999999998,-0.232876712328767,-0.2533333333333333,-0.2727272727272727,-0.325301204819277,-0.3170731707317072,-0.2533333333333333,-0.2112676056338027,-0.176470588235294,-0.263157894736842,-0.2222222222222221,-0.232876712328767,-0.176470588235294,-0.0819672131147539,-0.096774193548387,-0.232876712328767,-0.2432432432432432,-0.2112676056338027,-0.232876712328767,-0.1884057971014491,-0.1999999999999998,-0.2112676056338027,-0.2432432432432432,-0.1884057971014491,-0.1641791044776118,-0.096774193548387,-0.096774193548387,-0.0819672131147539,-0.2222222222222221,-0.1384615384615384,-0.1884057971014491,-0.263157894736842,-0.0175438596491226,0.0566037735849056,-0.1249999999999998,-0.1999999999999998,-0.1884057971014491,-0.3170731707317072,-0.3707865168539325,-0.3086419753086419,-0.3707865168539325,-0.4285714285714285,-0.5130434782608695,-0.5294117647058822
BCOU-L^K14,21.0,1.1057201541306964e-06,0.1657300435898075,0.9879408412124624,-1.7348047538200342,0.173372289557959,-0.8415,4.263190913562641,0.0726689349135596,-0.0003241335768562,1.0,0.4818652849740932,-1.6231727856272156e-08,4.6972384718688895e-14,2.0,-0.0625002330845854,1.1654268270506825e-08,0.0,0.0167409416910508,0.0679176585912336,-0.4640858204492483,2.4178205900060203,1.6924689750509,-0.0310291009789394,-0.0327253047081654,1.761956118088703,0.3355038169931716,0.3322593500458667,-0.0001564872758279,0.7331786542923434,1.4178205900060203,0.0833333333333334,0.0,-0.0769230769230769,0.0,-0.1999999999999999,-0.3333333333333333,-0.25,-0.25,-0.3333333333333333,-0.4,-0.368421052631579,-0.4545454545454546,-0.3333333333333333,-0.142857142857143,-0.2941176470588236,0.0,0.0909090909090908,0.0909090909090908,0.0,0.0909090909090908,-0.1999999999999999,0.0,0.1999999999999999,0.3333333333333332,0.3333333333333332,0.5,0.5,0.714285714285714,1.4,2.0,1.4,0.714285714285714,1.4,3.0,3.0,3.0,3.0,2.0,2.0,0.1999999999999999,-0.4,-0.4545454545454546,-0.4545454545454546,-0.4,-0.4545454545454546,-0.5,-0.5714285714285715,-0.5714285714285715,-0.52
BCQE-L^A14,23.0,3.1007655867282224e-07,0.046475594564364,0.1318295739348371,0.1450506370467167,2.682927670925488,-8.0,0.0282879860059782,0.0004340419900956,0.0025125628140703,1.0,0.1729957805907173,1.0919038350151913e-07,7.199750404480244e-08,0.0132708042306923,-0.0276381909547738,8.99463324866105e-07,4.0,0.8659014602979156,0.1023452065548032,-0.0466683666125595,0.1210759020988155,0.0726976355977273,0.0116632860040567,0.0352760736196319,0.3601788749684088,0.0251256281407035,0.5117647058823529,0.0605459057071894,-0.0503184713375796,0.1083370485956308,-0.0331753554502368,0.0343137254901959,0.0144230769230768,-0.0231481481481482,-0.2271062271062272,-0.3036303630363036,-0.3487654320987655,-0.305921052631579,-0.3812316715542523,-0.4005681818181819,-0.4056338028169014,-0.3720238095238095,-0.403954802259887,-0.3487654320987655,-0.279863481228669,-0.305921052631579,-0.1134453781512605,-0.2299270072992701,-0.1171548117154812,-0.2327272727272727,-0.3775811209439529,-0.3901734104046243,-0.340625,-0.3149350649350649,-0.2943143812709031,-0.2596491228070176,-0.282312925170068,-0.264808362369338,-0.224264705882353,-0.1977186311787072,-0.0663716814159292,-0.109704641350211,0.0242718446601941,0.2196531791907514,0.435374149659864,0.4652777777777777,0.2126436781609195,0.388157894736842,0.3187499999999998,0.0242718446601941,-0.2464285714285714,-0.25177304964539,-0.1692913385826772,-0.340625,-0.2895622895622897,-0.156,-0.1626984126984128,-0.1352459016393442,-0.0704845814977974
BCYN-L,23.0,6.058899852340357e-07,0.0908133701717764,0.0837676188831736,0.1793112178732867,0.9915929681764292,-3245.7636,-0.2368063705957538,-0.0107844605170805,0.0031744797658699,1.0,0.0579832827955204,6.730188912287708e-08,1.7676613291076288e-05,-0.1110934862627865,0.1217180497206308,6.958180420683976e-07,4.0,29.146294970569,-0.0518227103757264,0.1007484959373722,-0.0461897124090321,1.0781364254448222,-0.0072231843541252,-0.0164353256296259,1.9440088060091816,0.0716240238354491,-0.0924876301134438,-0.0187603729667847,0.2900001675281742,0.0781364254448222,0.2518399999999998,-0.0541767554479418,-0.0390528905289053,0.1081560283687943,-0.1706475583864118,-0.2702008407286315,-0.3104589585172109,-0.2655699177438307,-0.2832568807339449,-0.2928264313193029,-0.2722403353516535,-0.2806169429097606,-0.3033883192153366,-0.2571903969574518,-0.2340686274509803,-0.1673328004263256,-0.1073978863181948,-0.0942028985507246,0.0761019283746555,-0.0085659898477157,-0.0751701686889612,-0.2199201198202696,-0.0989042675893886,-0.0182218033301916,-0.0781710914454276,-0.0264797507788162,0.1109136153572698,0.2131211180124224,-0.2934659733212751,0.1973180076628351,-0.2824339839265212,0.0479543930248156,-0.3531359966880563,0.3309199318568994,0.8579072532699168,0.9458281444582816,1.0973154362416109,1.192982456140351,0.0775862068965518,-0.1038141669056494,-0.37624750499002,-0.3808202892807608,-0.867528613819415,-0.8737730742820212,-0.8670269350240415,-0.846978748408579,-0.4478798586572438,-0.4419642857142857,-0.4122625540718451
BCZB-L,23.0,9.824854848066426e-07,0.147259106759586,0.0651539708265802,0.1891436277815239,3.728556480648923,-18.5,0.0438149117529562,6.982235581895057e-05,0.0023030861354214,1.0,0.0548724954462659,1.159274908326422e-07,5.1875516008097295e-06,0.0205549845837615,0.0570244127130354,1.0822918089453704e-06,4.0,2.8838178558086853,-0.060294195937955,-0.0051127904667864,-0.0996925520067174,0.0711870018515597,0.0124757649835623,0.0262132483173928,0.5148215532540428,0.050115154306771,0.0922271445831655,0.01096432102094,0.0146034980472066,0.0570026046884391,-0.0297029702970296,0.0,0.0448275862068965,0.0782918149466191,0.0033112582781456,0.0033112582781456,-0.0790273556231003,-0.1140350877192982,-0.1293103448275863,-0.092814371257485,-0.1832884097035041,-0.2170542635658915,-0.1941489361702127,-0.1488764044943821,-0.2210796915167096,-0.2210796915167096,-0.1810810810810811,-0.1318051575931232,-0.0441640378548896,-0.0733944954128441,-0.1035502958579882,-0.0790273556231003,-0.1035502958579882,-0.0705521472392638,-0.0648148148148149,-0.0648148148148149,-0.0733944954128441,-0.0619195046439629,-0.0676923076923077,-0.035031847133758,-0.0380952380952381,-0.0194174757281553,-0.0873493975903614,-0.0380952380952381,-0.0257234726688103,-0.0705521472392638,-0.0762195121951219,0.086021505376344,0.082142857142857,-0.1061946902654867,-0.1318051575931232,-0.0560747663551401,-0.0225806451612904,-0.1088235294117647,-0.2026315789473683,-0.1342857142857143,-0.1293103448275863,-0.2348484848484848,-0.2870588235294118
