firms,age,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,agr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,18.0,2.218032549069821e-07,0.1000662732143824,0.1199986947796624,0.1219189377761803,1.2443296270312512,0.0538028650805555,1.0,0.1832710795419753,4.3291655096814014e-08,0.0904865145621716,9.272870730142577e-10,4.817177052553574e-07,0.1385874480014469,3.0,0.1498341435274853,-0.0017587992599501,0.0890073389017905,0.0903779587473058,0.0862822338717008,0.8234214532443697,0.1577260650019519,-0.0454545454545455,0.0476190476190476,0.1340206185567012,0.1458333333333334,0.3580246913580247,0.25,0.3253012048192774,0.4102564102564103,0.774193548387097,0.6666666666666667,0.8333333333333335,0.774193548387097,1.0,0.9642857142857142,1.2000000000000002,1.1153846153846154,1.291666666666667,1.291666666666667,1.5,1.391304347826087,1.291666666666667,1.2000000000000002,1.291666666666667,1.291666666666667,0.8644067796610171,0.8965517241379313,1.1568627450980395,1.2000000000000002,1.391304347826087,1.340425531914894,1.1153846153846154,1.6829268292682928,1.6190476190476195,1.8947368421052635,2.235294117647059,2.7931034482758625,2.4375,2.7931034482758625,2.548387096774194,1.8205128205128207,2.235294117647059,3.230769230769231,2.235294117647059,2.333333333333333,2.055555555555556,1.340425531914894,1.2000000000000002,1.2000000000000002,1.1568627450980395
BAOH-L,31.0,1.26030971991285e-06,0.5685872230343503,0.0595956409336939,0.1794464555657846,0.482419637424734,-0.0505909706814735,1.0,0.2520254692773531,1.4402724564014902e-08,-0.0712511127451486,2.784862409331647e-08,5.981754779700792e-07,-0.3448909093163009,4.0,0.5976220873774873,-0.0099509567714725,-0.2822939676590723,-0.0013199657365369,-0.0602575446779774,1.246167672996403,-0.0267194690686891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBTK-L^C11,11.0,0.0004091978659612,184.60912790116703,0.1020806241872561,0.1818181818181818,0.2887764133096575,1.1069059402938972,1.0,0.8411764705882353,4.837163271746112e-05,0.1253396739130146,1.0183745398920521e-08,0.0005438540327152,-0.108730583824317,3.0,0.0017540072734253,0.1172088780784433,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.849706215283778,0.1364296081277213,0.2790697674418605,0.048780487804878,0.048780487804878,0.048780487804878,0.048780487804878,0.0238095238095237,-0.0851063829787234,-0.0444444444444445,0.0238095238095237,0.0749999999999999,0.0749999999999999,0.0749999999999999,0.162162162162162,0.0749999999999999,0.131578947368421,-0.0444444444444445,0.0749999999999999,0.2285714285714286,0.2285714285714286,0.2285714285714286,0.2285714285714286,-0.0444444444444445,0.2285714285714286,0.2285714285714286,-0.0444444444444445,0.2285714285714286,0.2285714285714286,0.0749999999999999,0.0749999999999999,-0.0444444444444445,0.2285714285714286,0.2285714285714286,0.0749999999999999,0.0749999999999999,0.0749999999999999,-0.14,-0.2181818181818182,-0.14,0.0238095238095237,0.162162162162162,0.162162162162162,0.0749999999999999,0.6538461538461537,0.6538461538461537,0.2647058823529411,0.2647058823529411,0.2647058823529411,0.2647058823529411,0.2647058823529411
BBTU-L^C18,17.0,4.131265678605304e-07,0.1863815570650158,0.0326260272292407,0.0865919715070119,2.58138660108761,-0.004936702398555,1.0,0.0162668548134211,3.1262943114990584e-08,-0.1480181393847981,3.818665131708874e-06,4.525956351876618e-07,0.1137076537013801,4.0,3.597738253045861,-0.4054956364383289,0.9671246237408984,0.1270833440711356,-0.0328753762591016,0.4869053516841535,0.0649622881770987,0.0652173913043476,0.0054644808743169,0.0109890109890109,0.0952380952380953,0.0760233918128656,0.1572327044025157,0.1682539682539683,0.2559726962457338,0.2602739726027399,0.2646048109965635,0.3430656934306568,0.2348993288590604,0.1645569620253164,0.2390572390572389,0.295774647887324,0.4263565891472869,0.4099616858237549,0.3142857142857145,0.4153846153846154,0.4099616858237549,0.3629629629629629,0.3680297397769518,0.4838709677419355,0.6140350877192984,0.6069868995633187,0.6283185840707968,0.6355555555555557,0.7116279069767444,0.8775510204081634,1.021978021978022,0.8585858585858588,0.8585858585858588,1.0,1.0331491712707184,1.3896103896103895,1.666666666666667,1.4210526315789471,1.2857142857142856,1.2035928143712575,1.0444444444444445,1.1028571428571428,1.3291139240506329,0.8969072164948455,0.936842105263158,0.6727272727272726,0.4959349593495936,0.4488188976377953,0.4779116465863453,0.6428571428571428
BBXK-L,18.0,2.1415393196222923e-05,9.66152903150752,0.0789559543230016,0.2032536962193687,2.3936586382274294,-0.0072414277951927,1.0,1.5352205398288343,9.650180643948458e-06,-0.0112474329945733,1.7549618835873443e-06,7.51698281739143e-05,0.0774790094590285,4.0,0.030926383847013,0.0692551282599919,-0.1200608906011915,-1.5765436393384509,-0.0182063130327487,0.9539530171305716,0.2159859976662777,0.0,0.0,-0.8633663366336634,0.0147058823529411,0.0147058823529411,0.0147058823529411,0.0147058823529411,0.0,0.0,0.0,-0.7946428571428572,0.0,0.0,-0.0142857142857143,-0.7988338192419826,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,0.0,-0.75,0.0,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,0.0,0.0,-0.0142857142857143,0.0,0.0,-0.8179419525065963,-0.8235294117647058,-0.8207792207792208,-0.8212435233160622
BCQE-L^A14,18.0,-4.828134483694297e-07,-0.2178207098735982,0.2019748653500897,0.0101608806096528,1.2870403685521654,0.147096138781723,1.0,0.0248833592534992,-3.00384694736671e-08,0.0420658059141933,1.7423883398442318e-07,2.0667932289076804e-06,-0.0852788586251621,2.0,0.7824678048932945,0.0439490575566524,0.0435822707641495,0.028074751967157,-0.1594252480328429,2.2062547344210377,-0.1344211344211344,0.1999999999999999,-0.0909090909090908,0.1111111111111111,0.1111111111111111,0.4285714285714286,0.3333333333333335,0.3333333333333335,0.5384615384615385,1.0,0.6666666666666667,0.5384615384615385,0.25,0.1764705882352941,0.0,0.25,0.0526315789473683,0.25,0.6666666666666667,0.4285714285714286,0.25,0.1111111111111111,0.25,0.0,0.0526315789473683,-0.0909090909090908,-0.2307692307692307,0.1111111111111111,-0.0476190476190475,-0.375,-0.2857142857142857,-0.4285714285714285,-0.2307692307692307,0.0,0.1111111111111111,0.4285714285714286,1.0,0.3333333333333335,-0.6153846153846154,-0.6226415094339622,-0.696969696969697,-0.6774193548387096,-0.6666666666666666,-0.7297297297297297,-0.7014925373134329,-0.7777777777777778,-0.8113207547169812,-0.8148148148148149,-0.8387096774193548,-0.8
BCZB-L,18.0,6.83480162807239e-07,0.3083512581308239,0.0847258178394916,0.0669970516278778,1.6978839789742146,2.643529835008019e-05,1.0,-0.1115683584819387,1.1256492645307074e-08,-0.0475271906423147,7.445258949934176e-06,1.5446018501732302e-06,0.2267076407319458,2.0,3.2593973134591088,0.3941607047212191,0.0119014849835104,-1.4037512059420802,0.0423129339996106,1.5857455903651207,0.0971767946290239,0.0437499999999999,0.0457516339869281,0.015873015873016,0.1072664359861592,8.142857142857144,0.1387900355871887,0.1307420494699647,0.142857142857143,0.1188811188811189,0.1188811188811189,0.1347517730496454,8.142857142857144,0.1149825783972124,0.1188811188811189,0.1851851851851851,0.2260536398467434,0.198501872659176,0.2598425196850393,8.142857142857144,8.142857142857144,0.1940298507462685,0.1808118081180811,0.1510791366906476,0.2167300380228138,0.0526315789473683,0.142857142857143,0.0223642172523963,0.0738255033557047,0.0847457627118644,0.1636363636363638,0.1510791366906476,0.2121212121212121,0.2598425196850393,0.1851851851851851,0.3333333333333335,0.4545454545454546,0.3733905579399141,0.3008130081300815,0.1469534050179211,0.0738255033557047,0.1552346570397111,0.1851851851851851,0.019108280254777,0.0596026490066226,-0.1232876712328766,-0.1511936339522546,-0.2019950124688279,-0.1999999999999999,-0.2251815980629539
BDAJ-L,11.0,1.0726168844185469e-07,0.0483909824748055,0.0801965601965601,0.0797364834166288,-0.0539455338752556,0.1174898329010387,1.0,-0.6140394088669952,3.0391952564252384e-08,-0.057816377171212,1.89507464460336e-08,9.17234604416626e-07,0.0298186289578849,3.0,0.8374999477363165,0.2925904260583651,-0.0920760117405001,0.4148364306558132,-0.5851635693441868,0.2534211519267408,-0.121102628358296,-0.0517928286852589,-0.0634328358208956,-0.1797385620915034,-0.2031746031746032,-0.1661129568106312,-0.1661129568106312,-0.1099290780141843,-0.0492424242424244,-0.0805860805860806,-0.0703703703703705,-0.0346153846153847,-0.0971223021582734,-0.0971223021582734,-0.066914498141264,-0.0492424242424244,-0.1743421052631579,-0.1254355400696865,-0.1161971830985916,-0.1192982456140352,-0.1491525423728814,-0.1661129568106312,-0.1877022653721682,-0.2106918238993711,-0.2507462686567164,-0.2106918238993711,-0.2031746031746032,-0.1003584229390681,-0.143344709897611,-0.1192982456140352,-0.0492424242424244,-0.1192982456140352,-0.1344827586206897,0.004,-0.003968253968254,1.436893203883495,0.0546218487394958,0.0680851063829786,0.0635593220338983,-0.0563909774436091,-0.1035714285714285,-0.1605351170568563,0.0286885245901638,-0.0492424242424244,1.4851485148514851,-0.0528301886792453,-0.1223776223776224,-0.0872727272727273,1.4134615384615383,0.004
BDBL-L^I07,18.0,-3.90602271585141e-07,-0.1762197477353915,0.1061089708310401,0.0644722905050262,1.5902765633113125,0.0125853888700254,1.0,-0.0251445813427206,4.3372266679753216e-08,-0.0294050991501395,1.2485891393633653e-07,1.2813205287644632e-06,0.0339417096865981,5.0,1.1380240842476386,0.0363626910553329,-0.2485806841628008,0.0097244584230327,0.070568252007412,0.7200436473546012,0.0607122008172796,0.0120967741935482,-0.0676691729323308,0.0247933884297519,0.0508474576271187,0.1698113207547169,0.0122448979591835,-0.0606060606060606,0.0040485829959513,-0.0424710424710423,0.0040485829959513,0.0376569037656904,0.0205761316872428,0.0689655172413794,-0.0746268656716419,-0.0641509433962264,0.0163934426229508,0.1588785046728971,0.0829694323144105,0.1324200913242008,0.1071428571428569,0.0163934426229508,0.1588785046728971,-0.0387596899224806,-0.0981818181818181,-0.0387596899224806,0.1071428571428569,0.5597484276729559,0.4588235294117646,0.3478260869565217,0.6209150326797386,0.5597484276729559,0.7464788732394367,1.1196581196581197,0.9375,1.1196581196581197,1.7252747252747254,1.214285714285714,0.7714285714285716,0.7841726618705036,0.5499999999999998,0.3052631578947369,0.4588235294117646,0.4090909090909091,0.1923076923076923,-0.0676691729323308,-0.0676691729323308,-0.1788079470198675,-0.3149171270718232,-0.2151898734177215
BDIM-L^C23,28.0,1.9301662866378805e-07,0.0870792212084062,0.0272660230249473,0.0678344971397363,0.3346222308150202,-0.1005535727374181,1.0,-0.0731576919257561,-1.2139927194093113e-08,0.00515577559151,6.823848956649183e-08,4.151085536222981e-07,0.2556119280795395,4.0,4.521279440266978,-0.0318919465329939,0.0600186302900526,-0.3982098737559882,0.0834830190479431,2.2062547344210377,0.128597944229458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
