firms,age,agr,bm,bm_ia,cashdebt,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,10.0,0.0057539682539682,4.693180776178982e-07,0.1123485346604687,0.1858403343606197,0.0088776180842309,1.0,0.0330275229357798,7.657232273745458e-08,-0.0342269265011371,7.681539316705332e-07,7.00702250368869e-07,-0.012668848057723,1.7660181928655423,-0.0059379330549845,0.0005626220497948,-0.0336852861035422,0.9861281720186402,-0.0848837209302325,-0.0126291618828933,-0.0652173913043477,0.0736579275905118,-0.0975865687303252,-0.1955098222637979,-0.1886792452830188,-0.2950819672131147,7.686868686868687,6.478260869565218,8.347826086956522,-0.1924882629107982,7.686868686868687,-0.1382765531062124,-0.1609756097560976,9.0,-0.1809523809523809,-0.1730769230769231,9.0,-0.1666666666666667,-0.1535433070866142,-0.1442786069651742,-0.1642371234207968,8.052631578947368,-0.2188919164396003,-0.1762452107279694,9.749999999999998,10.025641025641026,9.617283950617283,-0.1295546558704454,-0.1593352883675465,10.025641025641026,9.361445783132533,9.117647058823527,9.749999999999998,-0.1224489795918368,9.749999999999998,9.886075949367088,9.117647058823527,-0.119754350051177,-0.0985324947589098,-0.1060291060291059,-0.0580503833515883,-0.0772532188841202,-0.0137614678899083,-0.0160183066361556,0.0189573459715639,0.0526315789473683,0.0552147239263802
BACQ-L^J02,8.0,-0.4536251212415131,1.7280496105271118e-06,0.4136721997770126,0.3408582089552238,0.0452953134657572,1.0,-0.4106394411606663,3.551261690488795e-07,-0.4808498961150912,4.155060735407022e-07,1.1120144193198718e-06,-0.5092476706994855,0.3337084973498984,0.3997882557447076,0.3099404068464915,-0.0650595931535085,0.6896715732634013,-0.0508474576271187,-0.3854166666666666,-0.3058823529411764,-0.2563025210084033,-0.4433962264150943,-0.511049723756906,-0.5734939759036145,-0.6185344827586207,-0.6297071129707112,-0.6185344827586207,-0.6445783132530121,-0.595890410958904,0.3014705882352939,0.195945945945946,0.3828125,0.3409090909090908,0.4274193548387097,0.3937007874015747,0.5,0.3409090909090908,0.1568627450980391,0.1721854304635761,0.120253164556962,0.195945945945946,0.1273885350318471,0.1721854304635761,0.195945945945946,0.2206896551724138,0.1568627450980391,0.1799999999999999,0.1419354838709676,0.1799999999999999,0.1493506493506493,0.2291666666666667,0.3208955223880596,0.3615384615384616,0.3208955223880596,0.3937007874015747,0.77,0.6090909090909089,0.7019230769230769,0.806122448979592,1.0823529411764707,0.9666666666666666,1.2987012987012987,1.2692307692307692,1.602941176470588,1.528571428571429,1.602941176470588
BALZ-L^I10,10.0,0.0219924914304369,3.530753732452655e-07,0.0845215701260489,0.2327529002585635,-0.0348507371780739,1.0,0.0675062019089265,5.37154077302652e-08,-0.0113125702999283,1.2811382730040908e-09,2.99964915737982e-07,-0.0254817358303024,0.1512257117589134,-0.0239793655479703,-0.0413290896241814,-0.0803568593834333,0.4306447449218926,-0.0166666666666667,0.1999999999999999,0.3043478260869563,0.4285714285714286,0.3043478260869563,0.25,0.25,0.1764705882352941,0.4285714285714286,0.3953488372093023,0.5384615384615383,0.4285714285714286,0.5384615384615383,0.4999999999999998,0.4999999999999998,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,1.0,0.875,0.7647058823529409,0.4634146341463414,-0.0909090909090909,0.5789473684210527,0.6666666666666667,0.8181818181818181,0.7647058823529409,0.6666666666666667,0.875,1.0689655172413794,1.0689655172413794,1.1428571428571428,0.9354838709677418,1.222222222222222,1.3076923076923077,1.6086956521739126,1.6086956521739126,1.5,1.4,1.3076923076923077,1.5,2.0,2.0,2.0,2.0,1.8571428571428568,1.727272727272727,1.6086956521739126
BAOH-L,17.0,-0.0643102847571514,9.663074280807214e-07,0.2313212057106898,2.762212899565969,0.6203640504369896,1.0,-0.0422685655072333,2.2475150279089737e-07,-0.1218045784724576,5.241294014590183e-09,6.717421640188924e-08,-0.2970372658597545,0.5877691071072475,0.1832308888804384,-0.2877725565566442,-0.2877725565566442,0.023905000439449,0.1659574468085107,-0.2539682539682539,-0.3380281690140845,-0.2563291139240506,0.087962962962963,-0.1783216783216782,-0.2633228840125391,-0.3927648578811369,-0.4183168316831683,-0.3864229765013055,-0.4065656565656566,-0.419753086419753,-0.4154228855721392,-0.4139650872817955,-0.4585253456221198,-0.4695259593679457,-0.4766146993318485,-0.4547563805104407,-0.4282238442822385,-0.5454545454545454,-0.5463320463320462,-0.5765765765765766,-0.6623563218390804,-0.5884413309982487,-0.6160130718954249,-0.6523668639053255,-0.70625,-0.70625,-0.70625,-0.721563981042654,-0.721563981042654,-0.75418410041841,-0.7787193973634652,-0.7707317073170732,-0.7604485219164119,-0.7557172557172557,-0.70625,-0.6613832853025936,-0.6642857142857143,-0.7295742232451092,-0.7526315789473684,-0.7353603603603605,-0.7295742232451092,-0.7314285714285714,-0.7353603603603605,-0.7388888888888889,-0.7195704057279236,-0.6967741935483871,-0.7589743589743589
BBIO-L^E18,10.0,0.0577235772357723,1.8610467333587584e-07,0.0445509950285228,0.3907246376811594,0.2488237693286687,1.0,0.8321299638989169,1.0396192096693754e-07,0.1228763334650254,8.429398399519208e-07,2.891498225129815e-07,-0.1580352375867592,5.735018048937954,-0.0979722418254528,0.0486944248412138,0.0486944248412138,0.3530141532412244,-0.0401002506265664,0.2333848531684699,0.1083333333333333,0.3758620689655174,0.1910447761194029,0.0597609561752987,-0.0148148148148147,-0.1269146608315098,-0.5408515535097813,-0.4996865203761754,-0.4567733151803947,-0.3512195121951219,-0.3600641539695268,-0.3818745158791634,-0.402694610778443,-0.426312005751258,-0.3394039735099338,-0.241444866920152,-0.2176470588235293,-0.25,-0.1635220125786162,-0.1939393939393939,-0.1564482029598308,-0.1947527749747729,-0.2027972027972027,-0.2791327913279132,-0.3048780487804877,-0.3054830287206266,-0.241444866920152,-0.2067594433399602,-0.1923076923076923,-0.1881993896236011,-0.1857142857142857,-0.1747673216132367,-0.0567375886524823,-0.0465949820788529,0.024390243902439,-0.0135970333745364,-0.009925558312655,-0.0350665054413541,0.017857142857143,0.1052631578947369,0.2333848531684699,0.2646592709984154,0.2295839753466872,0.2788461538461539,0.3951048951048952,0.4509090909090909,0.3571428571428572
BBMG-L^B01,5.0,0.1986254472108681,3.448599493752574e-06,0.8255490641240114,1.4612792760385256,2.524358337180052,1.0,0.3181997473983268,6.953386448973831e-07,-0.0295931775082426,1.116553935505842e-09,4.537260722631159e-07,-0.1355534339098598,0.152342714548705,-0.3421601960795321,0.0142736983056664,0.0142736983056664,0.0870711594013474,0.1238938053097347,-0.017391304347826,-0.9898198198198198,-0.8497340425531915,-0.7797270955165692,-0.8328402366863905,-0.8308383233532934,-0.8728908886389202,-0.8894324853228963,-0.8610086100861009,-0.8604938271604938,-0.868144690781797,-0.8774403470715836,-0.8678362573099415,-0.8903976721629486,-0.9098164405426976,-0.910031847133758,-0.9025862068965518,-0.9185291997116078,-0.9267660401814648,-0.9258530183727034,-0.9226027397260274,-0.9368008948545862,-0.9217451523545708,-0.9298572315332092,-0.9346064814814816,-0.9416924664602684,-0.940899581589958,-0.940899581589958,-0.9387201735357916,-0.9418724279835392,-0.9471468662301216,-0.9486363636363636,-0.9496434937611408,-0.9477335800185014,-0.95340206185567,-0.9433299899699096,-0.9401483050847458,-0.9317632850241546,-0.9339953271028038,-0.9365524985962942,-0.9320096269554754,-0.932537313432836,-0.9344927536231884,-0.9354285714285714,-0.9352064220183488,-0.9246666666666666,-0.9227086183310532,-0.9440316988608222
BBOU-L,10.0,1.2083706642774863,1.7960584378023457e-07,0.0429952612684035,0.2423352069494123,-0.1468668562450036,1.0,0.0895953757225433,5.311950021617016e-08,0.2798101089081262,2.1235473526835855e-05,4.79981134240282e-07,2.3903533370723498,26.4867186859164,1.956056510597436,2.1536997885835096,2.1536997885835096,0.9925728215278647,0.0277777777777779,0.0788643533123027,0.0133333333333334,0.2690166975881263,0.0771653543307087,-0.0393258426966292,0.3359375,0.3359375,0.3762575452716299,0.3255813953488371,0.3230174081237911,0.3411764705882354,0.2214285714285715,0.2527472527472527,0.2481751824817517,0.1632653061224489,0.2481751824817517,0.1793103448275861,0.1419031719532553,0.2021089630931458,0.3625498007968128,0.3679999999999999,0.4967177242888401,0.5760368663594471,0.4934497816593886,0.5405405405405403,0.5580865603644647,0.4805194805194803,0.4309623430962341,0.4773218142548596,0.4460887949260042,0.4773218142548596,0.4161490683229814,0.4709677419354836,0.4901960784313726,0.4901960784313726,0.4430379746835442,0.4869565217391305,0.3517786561264822,0.3204633204633205,0.3734939759036142,0.379032258064516,0.4161490683229814,0.4279749478079331,0.4615384615384617,0.5032967032967033,0.6247030878859858,0.6247030878859858,0.52
BBQS-L^G99,10.0,-0.3223404255319148,1.174866657549234e-06,0.2812475242101463,0.1629494276347611,0.0387923750023826,1.0,-0.4893182240386401,4.137035010940919e-07,-0.1171994479465826,6.323878862680329e-07,3.436987144420132e-06,-0.2388073828679602,0.2460436645867006,0.3092733011002657,-0.0618206967405234,-0.1680294754532821,0.3863840741032018,-0.1578947368421053,0.0,-0.0843373493975903,-0.2830188679245283,-0.4571428571428571,-0.5529411764705883,-0.5421686746987951,-0.5777777777777777,-0.5777777777777777,-0.5824175824175823,-0.5421686746987951,-0.4722222222222222,-0.4864864864864865,-0.5064935064935066,-0.5529411764705883,-0.5476190476190477,-0.5308641975308642,-0.5220125786163522,-0.5365853658536586,-0.5681818181818181,-0.5824175824175823,-0.6041666666666666,-0.6122448979591837,-0.5913978494623656,-0.62,-0.5824175824175823,-0.5681818181818181,-0.580110497237569,-0.5913978494623656,-0.580110497237569,-0.5657142857142857,-0.5824175824175823,-0.5754189944134078,-0.5891891891891892,-0.5581395348837209,-0.5730337078651686,-0.5502958579881656,-0.5096774193548388,-0.5421686746987951,-0.5706214689265536,-0.6041666666666666,-0.6142131979695431,-0.5754189944134078,-0.5869565217391304,-0.5891891891891892,-0.5913978494623656,-0.5754189944134078,-0.5657142857142857,-0.5754189944134078
BBTK-L^C11,10.0,-0.045045045045045,0.0005556201055384,133.0080976253325,-0.1110152430255967,-2.423067580757672,1.0,-0.3955555555555555,-0.000333372063323,-0.3165544133285467,2.235577312292219e-08,0.0015255040250591,0.1596273291925465,0.0012869361069347,-0.2046398891966759,-0.2983898891966759,-0.3296398891966759,1.4610147802027318,0.0,-0.0434782608695653,-0.0434782608695653,-0.1538461538461538,-0.2142857142857143,-0.2903225806451612,-0.3529411764705883,-0.4358974358974359,-0.4358974358974359,-0.4358974358974359,-0.4210526315789473,-0.4358974358974359,-0.9185185185185184,-0.45,-0.45,-0.5217391304347827,-0.4761904761904761,-0.4634146341463414,-0.4761904761904761,-0.4761904761904761,-0.4761904761904761,-0.4761904761904761,-0.4761904761904761,-0.4761904761904761,-0.5,-0.5,-0.5,-0.56,-0.4883720930232558,-0.4634146341463414,-0.4634146341463414,-0.4634146341463414,-0.4634146341463414,-0.4634146341463414,-0.4358974358974359,-0.4358974358974359,-0.45,-0.45,-0.8562091503267975,-0.8674698795180723,-0.875,-0.8742857142857143,-0.872093023255814,-0.8674698795180723,-0.8735632183908046,-0.8650306748466258,-0.8571428571428572,-0.8493150684931507,-0.8503401360544218
BBTU-L^C18,10.0,-0.0463743428588211,5.54704678140875e-07,0.1327889564253545,0.1591272561114919,0.0159961890262201,1.0,-0.1286326822296331,8.086284024565926e-08,-0.0610351929523847,2.090660285562161e-06,6.745772992645387e-07,0.0332133317849262,2.773753668826924,0.2727246151408675,-0.0243892395649793,0.2264818405743934,0.4363180567225224,-0.0909090909090908,0.0341880341880342,0.0707964601769912,0.1634615384615383,0.0254237288135592,-0.1167883211678832,-0.2389937106918239,-0.2754491017964071,-0.288235294117647,-0.2840236686390532,-0.2142857142857143,-0.1655172413793103,-0.0833333333333333,-0.12,-0.0902255639097745,-0.1231884057971014,-0.0798479087452471,0.0,-0.0241935483870967,0.0125523012552299,0.0386266094420599,0.09009009009009,0.056768558951965,0.0386266094420599,0.0476190476190476,0.1862745098039215,0.2222222222222221,0.1523809523809522,0.1634615384615383,0.2736842105263157,0.3370165745856353,0.2604166666666667,0.2538860103626943,0.2804232804232804,0.3010752688172042,0.4319526627218935,0.6575342465753424,0.6923076923076923,0.4846625766871166,0.4319526627218935,0.4578313253012047,0.4152046783625731,0.4152046783625731,0.3370165745856353,0.3595505617977528,0.4152046783625731,0.375,0.4404761904761904,0.4152046783625731
