firms,age,chcsho,herf,mve_ia,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BDAJ_H9-L,1.0,0.0012004801920768,1.02460368186005e-05,7.74019839944847,0.0841799709724238,0.0162241887905603,0.0551301684532923,0.0682170542635658,0.2066549912434325,0.1858864027538727,0.1737649063032367,0.1185064935064934,0.1797945205479452,0.2392086330935252,0.1295081967213114,0.1941074523396881,0.2173144876325088,0.3301158301158302,0.3275529865125239,0.1920415224913494,0.2066549912434325,0.2303571428571429,0.2481884057971015,0.1879310344827585,0.2173144876325088,0.345703125,0.3863179074446681,0.1579831932773108,0.2878504672897197,0.1618887015177066,0.1464226289517471,0.2642201834862383,0.4235537190082643,0.4690831556503196,0.5311111111111111,0.5875576036866359,0.7096774193548385,0.5875576036866359,0.7576530612244898,0.7398989898989898,0.8825136612021856,0.8672086720867207,0.753180661577608,0.8083989501312334,0.9085872576177284,1.126543209876543,1.173501577287066,1.5424354243542435,1.1531249999999995,0.9192200557103064,0.6522781774580335,0.7096774193548385,0.924581005586592
BDBO_45-L^K97,1.0,0.0074168152866242,3.2490797070500936e-08,0.0247433002967492,0.4444444444444446,0.0,-0.1818181818181818,-0.25,-0.4705882352941177,-0.64,-0.71875,-0.7352941176470589,-0.7428571428571429,-0.7692307692307693,-0.8043478260869565,-0.7428571428571429,-0.71875,-0.71875,-0.6896551724137931,-0.71875,-0.7804878048780488,-0.7428571428571429,-0.7567567567567568,-0.7631578947368421,-0.7631578947368421,-0.8163265306122449,-0.7857142857142857,-0.71875,-0.8043478260869565,-0.8200000000000001,-0.8548387096774194,-0.847457627118644,-0.8448275862068966,-0.9142857142857144,-0.9644268774703556,-0.9623430962343096,-0.9608695652173912,-0.972644376899696,-0.970873786407767,-0.961206896551724,-0.9763157894736842,-0.9738372093023256,-0.9745762711864406,-0.975,-0.9672727272727272,-0.9623430962343096,-0.9649805447470816,-0.9664179104477612,-0.9686411149825784,-0.9765013054830288,-0.9791666666666666,-0.9775,-0.9724770642201837
BDFF_05-L^C99,8.0,0.0002627085248916,8.178380219955808e-06,2.631318085590715,0.0151515151515151,0.0366492146596857,0.0476190476190476,-0.0480769230769231,-0.0198019801980197,-0.0480769230769231,-0.0999999999999999,-0.1238938053097344,-0.0704225352112676,-0.0149253731343284,-0.091743119266055,-0.061611374407583,-0.0526315789473683,-0.0149253731343284,-0.0050251256281406,-0.0999999999999999,-0.0571428571428571,-0.0747663551401868,-0.0246305418719211,-0.1715481171548116,-0.1465517241379309,-0.1238938053097344,-0.1610169491525424,-0.1818181818181817,-0.1353711790393011,-0.1885245901639343,-0.2111553784860558,-0.2235294117647058,-0.2016129032258065,-0.1353711790393011,-0.1160714285714284,-0.131578947368421,-0.0388349514563106,0.0,-0.01,-0.0480769230769231,-0.01,-0.01,-0.0388349514563106,-0.0198019801980197,0.0760869565217392,0.1,0.2692307692307694,0.5000000000000002,0.3026315789473686,0.2222222222222223,0.0588235294117647,-0.0571428571428571,0.053191489361702
BFQZ_11-L^I03,9.0,0.0014086251650975,1.983496085786415e-09,0.0801719064075984,0.1060606060606059,-0.0704225352112676,-0.0704225352112676,-0.0704225352112676,0.0,0.0153846153846153,0.4347826086956521,0.1999999999999999,0.1578947368421053,0.11864406779661,-0.1951219512195121,-0.1951219512195121,-0.2048192771084337,-0.2666666666666667,-0.3195876288659793,-0.2978723404255319,-0.2747252747252747,-0.2978723404255319,-0.25,-0.3399999999999999,-0.2978723404255319,-0.3944954128440366,-0.415929203539823,-0.4803149606299213,-0.5285714285714286,-0.5182481751824817,-0.6,-0.56,-0.5147058823529411,-0.5182481751824817,-0.472,-0.5352112676056338,-0.5285714285714286,-0.5319148936170213,-0.4453781512605042,-0.472,-0.5319148936170213,-0.525179856115108,-0.5510204081632653,-0.5037593984962406,-0.4107142857142857,-0.4453781512605042,-0.4499999999999999,-0.2325581395348837,-0.4499999999999999,-0.5111111111111111,-0.5629139072847682,-0.5448275862068965,-0.56
BFSV_71-L^I00,7.0,0.0054240222610853,2.2074005217458475e-10,0.0128722291138262,-0.04,0.1363636363636364,0.1904761904761904,0.25,0.25,0.7857142857142856,0.7857142857142856,0.5625,0.5625,0.5625,0.3888888888888888,0.3888888888888888,0.1904761904761904,0.3888888888888888,0.1363636363636364,-0.2857142857142857,-0.3055555555555556,-0.1935483870967741,-0.358974358974359,-0.4318181818181817,-0.3421052631578947,-0.5454545454545454,-0.5833333333333333,-0.647887323943662,-0.6575342465753424,-0.691358024691358,-0.6951219512195121,-0.6710526315789473,-0.6153846153846154,-0.6428571428571428,-0.6153846153846154,-0.647887323943662,-0.6212121212121212,-0.596774193548387,-0.576271186440678,-0.576271186440678,-0.6153846153846154,-0.576271186440678,-0.6031746031746033,-0.5283018867924529,-0.375,-0.4318181818181817,-0.4897959183673469,-0.21875,-0.358974358974359,-0.4186046511627906,-0.5098039215686274,-0.5370370370370371,-0.4897959183673469
BFTH_19-L^F96,9.0,0.0003038590094196,1.1183300970255029e-06,2.495777135173902,0.1108312342569268,-0.0456730769230768,0.0906593406593407,0.305921052631579,0.1745562130177516,0.2066869300911855,0.2253086419753085,0.4128113879003559,0.4436363636363636,0.5328185328185331,0.4868913857677903,0.4813432835820894,0.5387596899224807,0.7412280701754388,0.6822033898305087,0.7723214285714284,0.748898678414097,0.6751054852320675,0.8211009174311925,0.3978873239436622,0.4595588235294117,0.6072874493927125,0.5816733067729085,0.4436363636363636,0.4813432835820894,0.4280575539568347,0.3367003367003367,0.5037878787878789,0.6680672268907564,0.7412280701754388,0.748898678414097,0.7412280701754388,0.8726415094339623,0.8904761904761904,1.1933701657458564,1.100529100529101,1.2429378531073447,1.05699481865285,1.2429378531073447,1.3915662650602414,1.5947712418300657,1.6824324324324325,1.876811594202899,2.892156862745098,2.642201834862385,2.3361344537815127,2.254098360655738,2.227642276422765,2.854368932038835
BFTI_63-L^E99,9.0,0.0013422818791946,1.6131625685581845e-08,1.5646097915268182,0.0400682011935207,-0.08359375,-0.1032110091743119,-0.0683081810961079,-0.0615999999999999,-0.087869362363919,0.02,-0.0042444821731747,0.0473214285714287,0.0972871842843781,0.0722120658135283,0.0398936170212766,0.1443902439024391,0.2155440414507772,0.1945010183299389,0.1993865030674848,0.2373417721518986,0.2180685358255452,0.2612903225806451,0.1171428571428572,0.2626480086114102,0.4773299748110831,0.3751465416178197,0.2918502202643172,0.2180685358255452,0.0473214285714287,-0.0167644593461859,0.1377303588748788,0.2399577167019027,0.1683266932270917,0.2439024390243902,0.209278350515464,0.3767605633802817,0.4923664122137405,0.5077120822622108,0.4885786802030458,0.5155038759689923,0.5766129032258065,0.687769784172662,0.779969650986343,1.0797872340425534,1.2173913043478262,1.204887218045113,1.4904458598726116,1.2776699029126215,1.0687830687830688,0.8414442700156985,0.8443396226415094,1.209039548022599
BFTO_72-L^I99,7.0,0.0006211621239355,1.3312532372547882e-09,0.0481860526913875,0.0,-0.0333333333333333,-0.0169491525423729,-0.1076923076923077,0.2888888888888887,0.2888888888888887,0.2340425531914893,0.1372549019607842,0.1599999999999999,0.1372549019607842,0.1372549019607842,0.0943396226415094,0.0,-0.0333333333333333,-0.1212121212121213,-0.1076923076923077,-0.0491803278688525,-0.0491803278688525,-0.1076923076923077,-0.1076923076923077,0.0357142857142855,0.0545454545454544,-0.2467532467532468,-0.2266666666666666,-0.1470588235294119,-0.1076923076923077,-0.0937500000000001,-0.0169491525423729,0.1599999999999999,0.1153846153846152,0.1153846153846152,0.1372549019607842,0.4146341463414633,0.3809523809523809,0.3809523809523809,0.4146341463414633,0.3488372093023255,0.2608695652173911,0.2888888888888887,0.487179487179487,0.6111111111111112,0.7058823529411762,1.0,1.2307692307692304,1.2307692307692304,0.8124999999999998,0.657142857142857,0.657142857142857,1.0714285714285712
BFTY_62-L^H05,7.0,0.000879706684243,8.097685941283086e-08,0.389854596489519,0.1481481481481481,-0.0939597315436241,-0.0492957746478872,-0.0816326530612243,-0.0939597315436241,-0.0559440559440558,-0.0624999999999998,-0.0073529411764705,0.1065573770491803,0.0975609756097561,0.0384615384615385,0.1946902654867257,0.2162162162162162,0.2162162162162162,0.1739130434782609,0.163793103448276,0.1946902654867257,0.2857142857142858,0.25,0.1739130434782609,0.1344537815126052,0.2162162162162162,0.1739130434782609,0.1065573770491803,0.062992125984252,-0.028776978417266,-0.0357142857142855,0.1739130434782609,0.2980769230769231,0.25,0.25,0.2162162162162162,0.5,0.5168539325842698,0.5697674418604652,0.6463414634146343,0.5697674418604652,0.6071428571428572,0.7763157894736843,1.076923076923077,1.288135593220339,1.5,1.6470588235294117,1.8723404255319156,1.7000000000000002,1.3684210526315792,1.17741935483871,1.076923076923077,1.327586206896552
BFUA_68-L^C99,7.0,0.0482720512226237,3.49048176752313e-09,0.0394433149858717,-0.0454545454545455,0.0,0.0,0.2941176470588234,0.0999999999999998,0.2222222222222223,0.0999999999999998,-0.5268817204301075,-0.6036036036036037,-0.4823529411764705,-0.5510204081632653,-0.5809523809523809,-0.5809523809523809,-0.6206896551724137,-0.6271186440677966,-0.6363636363636364,-0.6333333333333333,-0.6173913043478261,-0.5887850467289719,-0.6206896551724137,-0.6239316239316239,-0.6302521008403361,-0.6507936507936508,-0.6944444444444444,-0.6965517241379311,-0.6302521008403361,-0.6507936507936508,-0.6363636363636364,-0.6965517241379311,-0.7066666666666667,-0.6834532374100719,-0.8225806451612903,-0.8158995815899581,-0.8225806451612903,-0.7924528301886793,-0.7972350230414746,-0.8127659574468085,-0.8143459915611815,-0.8294573643410853,-0.7962962962962963,-0.7810945273631841,-0.7755102040816326,-0.778894472361809,-0.7441860465116279,-0.7853658536585366,-0.8218623481781376,-0.8523489932885906,-0.8352059925093633,-0.8411552346570397
BFUG_04-L^H04,8.0,0.010047472832239,6.300322767439756e-11,0.0441772883294737,-0.0163934426229507,0.0032894736842103,0.0338983050847456,0.1090909090909091,0.1380597014925371,0.0338983050847456,0.0338983050847456,0.1296296296296295,0.0409556313993173,0.2448979591836733,0.431924882629108,0.5024630541871922,0.4523809523809523,0.4186046511627908,0.3090128755364805,0.431924882629108,0.431924882629108,0.3990825688073391,0.0971223021582734,0.0701754385964912,0.0166666666666666,-0.0408805031446541,-0.0840840840840841,-0.1235632183908046,-0.1359773371104815,-0.1866666666666667,-0.1823056300268096,-0.0317460317460317,-0.0468750000000001,-0.0615384615384615,0.0701754385964912,0.0892857142857141,0.2708333333333332,0.2708333333333332,0.4878048780487805,0.4878048780487805,0.4663461538461537,0.5174129353233832,0.5404040404040402,0.6052631578947367,0.6052631578947367,0.5803108808290156,0.4663461538461537,0.431924882629108,0.3863636363636362,0.3863636363636362,0.3863636363636362,0.4186046511627908,0.4186046511627908
BJFG_09-L^J99,7.0,-0.0050836783625838,2.374781133773455e-09,0.1527466620721063,0.0436781609195402,-0.0113636363636365,-0.0202702702702703,-0.0022935779816515,0.0235294117647058,0.0046189376443417,-0.0665236051502147,-0.0685224839400429,-0.060475161987041,-0.0397350993377484,-0.0290178571428573,-0.0290178571428573,-0.0246636771300449,-0.0376106194690265,-0.0136054421768708,0.0046189376443417,-0.060475161987041,-0.1104294478527607,-0.1634615384615385,-0.1853932584269663,-0.1853932584269663,-0.2018348623853212,-0.2652027027027027,-0.2786069651741294,-0.2809917355371901,-0.3458646616541354,-0.3149606299212598,-0.2689075630252101,-0.2639593908629443,-0.2614601018675722,-0.1317365269461078,-0.0113636363636365,0.1096938775510203,0.166219839142091,0.2608695652173911,0.7469879518072287,0.6730769230769229,0.9333333333333332,0.9594594594594592,1.2081218274111674,1.2307692307692308,1.3513513513513509,1.4166666666666663,2.9545454545454537,1.589285714285714,0.8125,0.4356435643564356,0.5104166666666665,0.537102473498233
BJJT_37-L,7.0,0.0007293946024799,4.906104599588507e-09,0.5519215535864523,0.0,-0.0084745762711864,0.0733944954128438,0.1359223300970873,0.0263157894736842,0.0,0.0446428571428569,0.0,-0.025,0.0733944954128438,-0.040983606557377,0.0263157894736842,0.0636363636363634,0.0934579439252334,0.0636363636363634,0.0833333333333332,-0.0084745762711864,-0.0859375000000001,0.0086206896551723,-0.2302631578947369,-0.2451612903225807,-0.2402597402597402,-0.1875,-0.2147651006711409,-0.176056338028169,-0.2732919254658386,-0.3743315508021391,-0.1136363636363637,0.0173913043478262,-0.064,-0.2302631578947369,-0.2302631578947369,-0.2040816326530612,-0.048780487804878,0.0934579439252334,0.125,0.258064516129032,0.1818181818181816,0.2999999999999998,0.3604651162790697,0.3764705882352941,0.3448275862068966,0.4268292682926828,0.5394736842105261,0.3764705882352941,0.4096385542168674,0.2857142857142856,0.3604651162790697,0.4624999999999999
BKEO_50-L^A00,7.0,0.0006768189509306,9.850129904107264e-08,1.274513377103636,0.0246913580246914,0.0,0.0704845814977974,-0.0864661654135338,-0.1163636363636363,-0.1098901098901098,-0.0760456273764257,-0.0760456273764257,-0.0357142857142857,0.0125000000000001,-0.0121951219512194,-0.0040983606557376,0.1682692307692308,0.3351648351648353,0.3885714285714285,0.5,0.4046242774566475,0.4046242774566475,0.5986842105263159,0.8692307692307693,0.9440000000000002,0.8270676691729324,0.6993006993006994,0.7234042553191491,0.7482014388489211,0.6308724832214767,0.4210526315789475,0.7737226277372262,0.9285714285714286,1.1504424778761069,1.3142857142857145,1.1696428571428572,1.25,0.0848214285714286,0.1198156682027651,0.1682692307692308,0.0657894736842106,0.1408450704225352,0.1095890410958904,0.1302325581395349,0.1198156682027651,0.2590673575129534,0.2590673575129534,0.4727272727272729,0.4210526315789475,0.1853658536585367,-0.0544747081712061,0.0995475113122172,-0.0617760617760616
