firms,age,chcsho,herf,mve_ia,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,7.0,0.0007007708479327,5.2930481984519096e-06,3.786698832789311,0.0674740484429066,0.080373831775701,0.10727969348659,0.0743494423791821,0.1377952755905511,0.445,0.3196347031963471,0.3860911270983214,0.467005076142132,0.7000000000000002,0.6145251396648046,0.8766233766233766,0.8407643312101911,1.125,1.0496453900709222,1.1172161172161172,1.0866425992779782,1.2230769230769232,1.4700854700854702,1.2578125,1.5575221238938055,1.5240174672489082,1.5350877192982455,1.6513761467889907,1.6036036036036037,1.627272727272727,1.388429752066116,1.0791366906474824,1.1893939393939394,0.9395973154362418,0.9659863945578232,0.913907284768212,0.7950310559006211,0.6705202312138729,0.7100591715976332,0.8062499999999999,0.8291139240506329,0.913907284768212,0.9931034482758624,1.094202898550725,1.3400809716599191,2.36046511627907,2.79016393442623,3.757201646090535,2.986206896551725,2.36046511627907,2.082666666666667,2.184573002754821,3.158273381294965
BALZ_07-L^I10,8.0,-1.1138550954305873e-07,2.457385276176732e-08,0.1166810790755982,-0.096774193548387,0.1481481481481481,0.1923076923076923,0.3478260869565217,0.3478260869565217,0.2916666666666667,0.24,0.1923076923076923,0.2916666666666667,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.5499999999999998,0.4761904761904763,0.4090909090909091,0.3478260869565217,0.3478260869565217,0.1923076923076923,0.1481481481481481,0.0689655172413794,0.0333333333333334,-0.03125,-0.088235294117647,-0.1142857142857142,-0.0606060606060606,-0.03125,-0.03125,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.3478260869565217,0.5499999999999998,0.8235294117647058,0.8235294117647058,1.3846153846153846,1.214285714285714,1.214285714285714,1.3846153846153846,1.3846153846153846,3.428571428571428,2.1,2.4444444444444446,2.1,1.8181818181818183,1.8181818181818183,1.5833333333333337,2.875,2.4444444444444446
BAMD_17-L^J98,7.0,0.0012187690432663,5.52013682861183e-08,0.6044476903270034,0.0046948356807512,0.0649999999999999,0.0240384615384614,0.009478672985782,0.0492610837438423,0.0339805825242718,0.0441176470588233,0.0390243902439024,0.0544554455445545,0.3148148148148146,0.2831325301204819,0.3566878980891719,0.4689655172413793,0.439189189189189,0.3148148148148146,0.2033898305084744,0.290909090909091,0.3481012658227846,0.2678571428571428,0.1703296703296701,0.2033898305084744,0.2987804878048781,0.3831168831168829,0.0492610837438423,-0.0093023255813953,-0.0616740088105727,-0.1087866108786611,-0.0575221238938052,0.0142857142857142,0.0492610837438423,0.086734693877551,0.1576086956521738,0.1576086956521738,0.0757575757575756,0.0544554455445545,0.1767955801104972,0.2312138728323698,0.3741935483870966,0.3741935483870966,0.439189189189189,0.6904761904761905,0.6384615384615384,1.048076923076923,0.972222222222222,0.6904761904761905,0.5777777777777775,0.3741935483870966,0.439189189189189,0.6904761904761905
BBNH_32-L^L97,9.0,0.0004770992366412,9.656835374861684e-05,15.645719707829452,0.030878859857482,-0.0366132723112128,-0.0366132723112128,-0.0926724137931034,-0.0410022779043279,-0.0344036697247707,-0.0431818181818183,0.0293398533007336,0.1049868766404198,0.0878552971576227,0.0551378446115287,0.0577889447236181,0.0658227848101264,0.1108179419525066,0.1534246575342466,0.0343980343980343,0.1137566137566137,0.0095923261390886,0.0472636815920399,-0.0539325842696629,0.0144578313253012,0.0218446601941746,-0.0094117647058823,-0.1155462184873948,-0.0685840707964601,-0.1004273504273504,-0.1210855949895616,-0.1155462184873948,0.0095923261390886,0.0318627450980391,0.0120192307692306,-0.0747252747252746,0.0071770334928229,-0.0209302325581395,0.0395061728395063,0.0268292682926829,-0.025462962962963,-0.0726872246696035,-0.0453514739229025,-0.0946236559139785,-0.0581655480984339,0.0218446601941746,0.0472636815920399,0.0850515463917525,-0.0023696682464454,-0.0747252747252746,-0.177734375,-0.1319587628865979,-0.0496613995485326
BBOU_00-L,7.0,-0.0493583415597235,1.822214554828508e-05,15.991500603471536,0.0390334572490707,0.0131826741996234,0.0131826741996234,-0.0200364298724955,0.0112781954887217,-0.0819112627986349,-0.1063122923588039,-0.0659722222222222,-0.0627177700348432,-0.037567084078712,-0.0288808664259928,-0.007380073800738,0.0208728652751424,0.1047227926078029,0.1047227926078029,0.0326295585412668,0.02868068833652,-0.009208103130755,0.0267175572519082,-0.0460992907801418,0.0426356589147285,0.0611439842209071,-0.0146520146520147,-0.0323741007194243,-0.0055452865064695,-0.1063122923588039,-0.1194762684124386,-0.027124773960217,-0.0218181818181818,0.0717131474103587,0.0979591836734692,-0.0865874363327673,-0.0018552875695732,-0.0235934664246824,-0.0110294117647059,-0.0341113105924596,-0.0659722222222222,0.0306513409961686,0.0112781954887217,-0.0988274706867671,-0.1671826625386997,-0.1294498381877022,-0.135048231511254,-0.1092715231788079,-0.146031746031746,-0.1473851030110934,-0.2292263610315187,-0.2347083926031294,-0.1580594679186228
BBQS_26-L^G99,7.0,0.0054308989566957,1.7880852066321154e-05,2.164833592413109,-0.0324324324324324,0.0724637681159421,0.0393258426966292,0.0946745562130177,0.1935483870967742,0.1144578313253013,0.0571428571428571,-0.0364583333333332,-0.0609137055837563,0.0335195530726257,0.0054347826086955,0.0,-0.0053763440860215,0.0335195530726257,0.0571428571428571,0.0335195530726257,0.1419753086419752,0.1077844311377247,0.0693641618497109,0.0335195530726257,0.0882352941176471,0.2091503267973857,0.1490683229813665,0.0946745562130177,0.0946745562130177,0.0571428571428571,0.0335195530726257,0.1635220125786163,0.2012987012987013,0.128048780487805,0.1708860759493671,0.0946745562130177,0.25,0.2847222222222223,0.2333333333333334,0.1783439490445859,0.15625,0.1490683229813665,0.2758620689655173,0.3909774436090225,0.5811965811965814,0.7452830188679245,1.1764705882352944,0.8500000000000001,0.4566929133858268,0.1635220125786163,0.0335195530726257,-0.0561224489795917,0.1349693251533743
BBTU_63-L^C18,7.0,0.0008576329331046,2.2198548484511075e-05,3.875151564593356,0.0219298245614036,0.0155902004454342,0.1176470588235292,0.291784702549575,0.3217391304347825,0.1603053435114503,0.1041162227602905,0.1399999999999999,0.1041162227602905,0.1041162227602905,0.0434782608695651,0.0629370629370629,0.1041162227602905,0.072941176470588,0.1259259259259257,0.1041162227602905,0.2031662269129286,0.2596685082872927,0.2425068119891007,0.1315136476426797,0.0987951807228912,0.2225201072386058,0.1603053435114503,0.0155902004454342,-0.0277185501066099,-0.1058823529411765,-0.0731707317073171,0.1632653061224489,0.2527472527472525,0.0987951807228912,0.0044052863436121,-0.0636550308008214,-0.0043668122270743,0.0,0.0555555555555553,0.1603053435114503,0.072941176470588,-0.0297872340425533,-0.0952380952380953,0.0340136054421766,-0.0256410256410256,0.0857142857142856,0.0987951807228912,0.3217391304347825,0.0679156908665106,-0.0824949698189134,-0.1957671957671958,-0.2500000000000001,-0.1076320939334639
BBVN_02-L^I99,8.0,0.0002949852507374,1.437297432198682e-07,0.8511145818659587,0.1679999999999999,0.1061946902654868,0.0080645161290322,-0.0234375,-0.0458015267175573,-0.0458015267175573,-0.0671641791044777,-0.0310077519379845,0.0245901639344261,0.1363636363636362,0.1160714285714283,0.146788990825688,0.25,0.3020833333333335,0.3586956521739131,0.3736263736263736,0.5060240963855422,0.4534883720930232,0.4534883720930232,0.3157894736842106,0.4534883720930232,0.5432098765432098,0.3736263736263736,0.3586956521739131,-0.0234375,-0.0740740740740741,-0.1319444444444444,0.0245901639344261,-0.0310077519379845,-0.1379310344827585,-0.0942028985507246,-0.3781094527363183,-0.2774566473988439,-0.2088607594936709,-0.2732558139534884,-0.2937853107344632,-0.2774566473988439,-0.3556701030927834,-0.4292237442922374,-0.4419642857142858,-0.3842364532019704,-0.3279569892473118,-0.2897727272727273,-0.2690058479532163,-0.2469879518072288,-0.3686868686868687,-0.5136186770428015,-0.5421245421245422,-0.4939271255060729
BCPS_48-L^C06,7.0,0.0016528925619834,6.474718604914877e-05,5.469395301435605,-0.0112994350282484,0.0056818181818181,-0.0184842883548984,0.1155462184873949,0.0971074380165288,0.0948453608247423,0.0881147540983606,-0.0415162454873646,-0.0813148788927337,-0.0891938250428817,-0.1504000000000001,-0.0829015544041451,-0.0813148788927337,-0.0634920634920636,-0.0829015544041451,-0.1295081967213115,-0.1252059308072488,-0.1677115987460815,-0.133768352365416,-0.2202643171806168,-0.1917808219178083,-0.1703125000000001,-0.1476725521669343,-0.2510578279266573,-0.2337662337662338,-0.2191176470588235,-0.2468085106382979,-0.1780185758513932,-0.1531100478468899,-0.0601769911504426,-0.0449640287769784,-0.1805555555555557,-0.2015037593984963,-0.1407766990291262,-0.1075630252100841,-0.0601769911504426,-0.0732984293193719,-0.0551601423487545,-0.0432432432432432,0.0535714285714283,0.0814663951120162,0.1747787610619469,0.3615384615384613,0.6593749999999998,0.5710059171597632,0.270334928229665,0.045275590551181,0.0514851485148515,0.2795180722891563
BCQE_67-L^A14,8.0,0.0023364485981308,1.012956333367064e-05,6.326832851533217,-0.0361816782140108,0.0948166877370417,0.118381403357727,0.1207937877480587,0.1681654676258994,0.1868433074463225,0.2295314718409844,0.3336755646817249,0.3127842344618494,0.4081300813008131,0.4306167400881058,0.5870494807574831,0.62375,0.6859182349123945,0.7554054054054054,0.5968039336201598,0.5948434622467773,0.6484771573604062,0.6793794440853265,0.555688622754491,0.4761363636363636,0.5889908256880734,0.6268002504696306,0.4353591160220993,0.5034722222222221,0.463661971830986,0.5113438045375218,0.5612980769230769,0.5345540460720615,0.6288401253918496,0.6837329876863254,0.7389558232931728,0.7262458471760798,0.8425531914893618,0.9622356495468278,0.9287305122494433,1.0139534883720929,0.9005120702267739,0.9622356495468278,1.0505130228887136,1.4122562674094707,1.624242424242424,1.5150048402710552,2.1414752116082227,1.86438809261301,1.5321637426900585,1.490891658676894,1.605817452357071,1.833151581243184
BCUB_73-L^L00,7.0,0.0021321961620469,3.2844917584413245e-06,4.387378201726798,0.0881763527054106,0.0246406570841888,0.0352697095435683,0.0871459694989107,0.1289592760180995,0.1550925925925925,0.1213483146067415,0.1631701631701632,0.205314009661836,0.2537688442211057,0.2961038961038962,0.3746556473829201,0.3342245989304813,0.4548104956268222,0.4676470588235295,0.3062827225130891,0.3342245989304813,0.3977591036414567,0.4380403458213255,0.3486486486486486,0.2894056847545219,0.4216524216524218,0.3784530386740332,0.2111650485436893,0.266497461928934,0.2111650485436893,0.1880952380952381,0.2443890274314215,0.2994791666666667,0.4590643274853803,0.4421965317919076,0.386111111111111,0.4135977337110483,0.4257142857142857,0.5353846153846153,0.5841269841269843,0.6360655737704919,0.6744966442953022,0.6468646864686471,0.5791139240506329,0.6801346801346801,0.6523178807947021,0.769503546099291,0.934108527131783,0.589171974522293,0.4807121661721067,0.4590643274853803,0.4676470588235295,0.5942492012779554
BCYO_38-L^K98,7.0,0.0002384358607534,6.663085165438182e-07,1.1178178720339356,-0.0606060606060605,0.0855263157894736,0.0714285714285714,0.1702127659574468,0.2406015037593982,0.3095238095238095,0.3636363636363635,0.2595419847328244,0.1301369863013699,0.1148648648648649,-0.0060240963855421,0.064516129032258,0.1702127659574468,0.1785714285714286,0.1785714285714286,0.2043795620437953,0.1619718309859155,0.1458333333333332,0.1301369863013699,0.0855263157894736,0.1538461538461537,0.1148648648648649,0.0377358490566037,-0.2826086956521739,-0.2699115044247787,-0.2396313364055299,-0.2500000000000001,-0.2699115044247787,-0.2887931034482758,-0.2180094786729858,-0.2500000000000001,-0.2794759825327512,-0.2948717948717948,-0.2731277533039647,-0.1581632653061224,-0.0934065934065935,-0.1538461538461538,-0.1081081081081082,-0.1951219512195121,-0.1269841269841269,-0.0782122905027933,-0.2396313364055299,-0.1624365482233503,0.064516129032258,-0.2431192660550459,-0.2325581395348837,-0.3726235741444866,-0.3843283582089553,-0.2918454935622318
BCZR_85-L^G00,7.0,0.0028258565877781,1.68166043410736e-06,1.65940232867004,0.0303030303030302,0.0819672131147541,0.0891089108910891,0.1578947368421051,0.3043478260869565,0.3043478260869565,0.2177121771217711,0.2132352941176469,0.2499999999999997,0.284046692607004,0.2132352941176469,0.3636363636363635,0.404255319148936,0.4410480349344976,0.4932126696832579,0.4798206278026904,0.4666666666666665,0.3147410358565736,0.4102564102564103,0.264367816091954,0.2941176470588236,0.4864864864864862,0.4537444933920704,0.3807531380753137,0.5789473684210527,0.4732142857142856,0.4864864864864862,0.7098445595854921,0.746031746031746,0.5789473684210527,0.4666666666666665,0.2941176470588236,0.3414634146341462,0.4999999999999998,0.6336633663366336,0.5942028985507246,0.5714285714285712,0.7277486910994764,0.9411764705882352,1.0624999999999996,1.1428571428571428,1.1153846153846154,0.0,0.0122699386503066,0.0185185185185183,0.0576923076923077,0.0476190476190476,0.0927152317880795,0.1870503597122301
