firms,absacc,acc,age,agr,chpmia,currat,depr,egr,herf,invest,pchcurrat,pchdepr,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0967909575159153,-0.0967909575159153,7.0,0.0048186494758089,2.690598647469162,1.388711151736746,0.0878022568511553,0.023020038167939,7.139008559266641e-06,-0.0001953506544246,-0.033316893229123,-0.0116371257375428,0.0357299181084283,0.1339410939691444,-0.0731796242925101,-2.0135135135135136,0.7895338208409507,-0.0161290322580644,-0.0867579908675798,0.0503597122302157,0.1116751269035531,0.2882352941176471,0.2234636871508379,0.422077922077922,0.394904458598726,0.6102941176470587,0.5531914893617023,0.6043956043956045,0.5812274368231047,0.6846153846153846,0.8717948717948718,0.7109375,0.9380530973451328,0.9126637554585152,0.9210526315789476,1.0091743119266052,0.9729729729729728,0.9909090909090909,0.8099173553719008,0.5755395683453237,0.659090909090909,0.4697986577181208,0.489795918367347,0.4503311258278144,0.3602484472049687,0.2658959537572254,0.2958579881656804,0.3687499999999999,0.3860759493670884,0.4503311258278144,0.5103448275862068,0.5869565217391306,0.7732793522267205,1.5465116279069768,1.872131147540984,2.604938271604938,2.0206896551724136,1.5465116279069768,1.336,1.4132231404958675,2.1510791366906474,1.7987220447284344,1.9897610921501705,2.0206896551724136,1.9494949494949492,1.4401114206128134,1.5764705882352943
BALZ_07-L^I10,0.1041725556254218,-0.1041725556254218,7.0,0.0677656770007037,-0.8726187274106221,1.972490347490348,0.2180368636629607,-0.252415062101597,2.4741516737694952e-08,0.0031968317965478,-0.1526625972048508,-0.1579289261076168,-0.1438596456573574,-0.1020043514176313,0.0283242241666245,-4.423811856932876,1.4093515784692257,0.0907253094028894,-0.04,-0.0384615384615385,0.0416666666666667,0.25,0.25,0.25,0.25,0.1904761904761904,0.1363636363636364,0.0869565217391303,0.0869565217391303,-0.0384615384615385,-0.0740740740740741,-0.1379310344827585,-0.1666666666666666,-0.21875,-0.2647058823529412,-0.2857142857142857,-0.2424242424242424,-0.21875,-0.21875,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0869565217391303,0.25,0.4705882352941175,0.4705882352941175,0.9230769230769228,0.7857142857142856,0.7857142857142856,0.9230769230769228,0.9230769230769228,2.571428571428571,1.5,1.7777777777777777,1.5,1.272727272727273,1.272727272727273,1.0833333333333337,2.125,1.7777777777777777,1.5,1.7777777777777777,2.571428571428571,1.272727272727273,0.7857142857142856,0.7857142857142856
BAMD_17-L^J98,0.0129616455864089,-0.0129616455864089,6.0,0.114155527586152,-2.21802550082955,1.292787692435543,0.0570751182864121,0.0406553481882606,5.699930323227928e-08,0.0357863208373827,-0.0112082020007852,0.0285345364211516,-0.0286331922898863,0.1153326855082581,-0.0012169074092176,-0.4162230181008616,1.2114245943531463,0.1438236696872656,0.0098039215686274,-0.0048780487804876,0.0099009900990099,0.2592592592592593,0.2289156626506026,0.2993630573248407,0.4068965517241381,0.3783783783783785,0.2592592592592593,0.1525423728813559,0.2363636363636365,0.2911392405063291,0.2142857142857144,0.1208791208791209,0.1525423728813559,0.2439024390243902,0.3246753246753247,0.0049261083743843,-0.0511627906976743,-0.1013215859030837,-0.1464435146443514,-0.0973451327433627,-0.0285714285714285,0.0049261083743843,0.0408163265306122,0.108695652173913,0.108695652173913,0.0303030303030302,0.0099009900990099,0.1270718232044199,0.1791907514450867,0.3161290322580645,0.3161290322580645,0.3783783783783785,0.6190476190476191,0.5692307692307692,0.9615384615384616,0.8888888888888888,0.6190476190476191,0.5111111111111111,0.3161290322580645,0.3783783783783785,0.6190476190476191,0.3421052631578947,0.2830188679245282,0.3972602739726028,0.4890510948905109,0.2830188679245282,0.1724137931034484
BBEK_99-L^L95,0.5759162303664921,-0.5759162303664921,6.0,-0.2054543942795377,-40.77912133710165,1.296165803108808,0.1680799515445185,-0.5946219167003639,3.360335455832653e-06,-0.0096449654943045,-0.1380110365788668,0.4007702084192525,-0.1659781420186613,0.1317504472951228,-0.1077162242499198,-1.287549202403149,0.8147150259067357,-0.0267290848686198,0.0272373540856032,0.00390625,0.297979797979798,0.374331550802139,0.4770114942528733,0.3817204301075267,0.4198895027624307,0.9922480620155036,1.3577981651376143,1.336363636363636,1.1779661016949152,1.2155172413793105,1.3153153153153148,0.7019867549668872,0.8897058823529409,0.9469696969696968,0.8623188405797102,0.6688311688311688,1.0078125,1.0236220472440944,0.8489208633093526,0.917910447761194,0.8623188405797102,0.6163522012578615,0.5481927710843373,0.4357541899441339,0.4855491329479768,0.4519774011299433,0.5864197530864195,0.5670731707317074,0.2722772277227723,0.1222707423580784,0.1735159817351597,0.0489795918367346,0.1735159817351597,0.1371681415929204,0.3597883597883597,0.4855491329479768,0.4120879120879119,0.200934579439252,-0.2920110192837466,-0.341025641025641,-0.2116564417177914,-0.346055979643766,-0.3359173126614987,-0.2116564417177914,-0.3272251308900523,-0.4388646288209608,-0.4484978540772533
BBNH_32-L^L97,0.0448331899436,-0.0448331899436,9.0,0.139482564679415,1.946191299928399,1.260213374967473,0.1084057971014492,-0.1238662131519274,0.0001302467459425,-0.0171796707229778,-0.0302592131256478,-0.0507882644043831,0.030618937100669,-0.2663650464339001,0.031491002570694,-0.7803660565723793,0.9458756180067656,0.031491002570694,-0.0090909090909091,0.0757946210268949,0.1548556430446195,0.136950904392765,0.1027568922305763,0.1055276381909549,0.1139240506329113,0.1609498680738788,0.2054794520547946,0.0810810810810811,0.1640211640211641,0.0551558752997602,0.0945273631840797,-0.0112359550561796,0.0602409638554217,0.0679611650485436,0.0352941176470589,-0.0756302521008401,-0.0265486725663715,-0.0598290598290597,-0.0814196242171189,-0.0756302521008401,0.0551558752997602,0.0784313725490197,0.0576923076923077,-0.0329670329670328,0.0526315789473685,0.0232558139534884,0.0864197530864199,0.0731707317073173,0.0185185185185186,-0.0308370044052862,-0.002267573696145,-0.053763440860215,-0.0156599552572705,0.0679611650485436,0.0945273631840797,0.1340206185567012,0.042654028436019,-0.0329670329670328,-0.140625,-0.092783505154639,-0.0067720090293452,-0.0393013100436681,-0.0598290598290597,-0.002267573696145,0.0705596107055961,0.0328638497652582,0.0576923076923077
BBOU_00-L,0.041506339494102,-0.041506339494102,6.0,-0.0230702082553934,6.774595710824928,1.6250563316809374,0.0790358744394618,0.0584607133279699,2.4211907007522744e-05,0.0225713929417633,0.1093592645752526,-0.0120515695067264,0.1359262138892603,-0.0351862128515293,0.0061064262867112,-0.5132605304212169,0.7877422262280307,0.0061064262867112,-0.0265780730897008,0.0451388888888888,0.0487804878048778,0.0769230769230768,0.0866425992779782,0.1107011070110699,0.1423149905123339,0.2361396303901435,0.2361396303901435,0.1554702495201534,0.1510516252390055,0.1086556169429098,0.1488549618320609,0.0673758865248226,0.1666666666666665,0.1873767258382641,0.1025641025641024,0.0827338129496402,0.1127541589648797,0.0,-0.0147299509001638,0.0886075949367086,0.0945454545454544,0.199203187250996,0.2285714285714284,0.0220713073005092,0.1168831168831168,0.0925589836660616,0.1066176470588233,0.0807899461400358,0.0451388888888888,0.1532567049808428,0.131578947368421,0.0083752093802345,-0.0681114551083591,-0.0258899676375404,-0.0321543408360128,-0.0033112582781458,-0.0444444444444445,-0.045958795562599,-0.1375358166189113,-0.143669985775249,-0.0579029733959312,-0.1185944363103953,-0.0906344410876134,0.0238095238095237,0.0506108202443278,-0.0066006600660065,0.0066889632107021
BBQS_26-L^G99,0.0816537710778203,-0.0816537710778203,6.0,-0.0037089201877934,0.3734807379003632,1.6966885710604305,0.1034904250984653,0.0352848101265822,3.673010477367505e-05,0.038356807511737,-0.0660796698556764,-0.116360384519361,-0.0935375873031865,-0.1131317253978738,-0.1042139590081546,-1.7120315581854042,1.0739595412962246,-0.0725773106134795,-0.0514285714285714,-0.0885416666666666,-0.1116751269035533,-0.0223463687150837,-0.0489130434782608,-0.054054054054054,-0.0591397849462366,-0.0223463687150837,0.0,-0.0223463687150837,0.0802469135802468,0.0479041916167666,0.0115606936416186,-0.0223463687150837,0.0294117647058824,0.1437908496732025,0.0869565217391303,0.0355029585798816,0.0355029585798816,0.0,-0.0223463687150837,0.10062893081761,0.1363636363636362,0.0670731707317073,0.1075949367088606,0.0355029585798816,0.1824324324324324,0.2152777777777779,0.1666666666666667,0.1146496815286624,0.09375,0.0869565217391303,0.2068965517241379,0.3157894736842104,0.4957264957264957,0.6509433962264151,1.058823529411765,0.75,0.3779527559055118,0.10062893081761,-0.0223463687150837,-0.1071428571428571,0.0736196319018405,0.1363636363636362,0.0542168674698795,0.0479041916167666,0.0479041916167666,-0.1116751269035533,-0.1935483870967741
BBTU_63-L^C18,0.1884177083205554,-0.1884177083205554,6.0,-0.0299420009666505,-8.650601308148424,1.080961235874696,0.0335692519414135,-0.1200092421441774,3.8458223528551954e-05,0.0537699371677139,0.0366893092891302,-0.1305657254839466,0.0339202555893781,-0.3011689297456924,-0.1266190326263506,-2.526315789473684,0.7958804176798743,0.0265059673736492,-0.0484261501210653,0.0324999999999999,0.0,0.0,-0.0549199084668192,-0.0372960372960373,0.0,-0.0282352941176471,0.019753086419753,0.0,0.0897097625329814,0.1408839779005524,0.1253405994550409,0.0248138957816377,-0.0048192771084338,0.1072386058981234,0.0508905852417302,-0.0801781737193764,-0.1194029850746269,-0.1901960784313725,-0.1605691056910568,0.0535714285714286,0.1346153846153845,-0.0048192771084338,-0.0903083700440529,-0.1519507186858316,-0.0982532751091703,-0.0942982456140349,-0.0439814814814816,0.0508905852417302,-0.0282352941176471,-0.1212765957446808,-0.1805555555555555,-0.0634920634920636,-0.1175213675213674,-0.0166666666666667,-0.0048192771084338,0.1971014492753622,-0.0327868852459015,-0.1690140845070422,-0.2716049382716049,-0.3207236842105263,-0.1917808219178083,-0.2624999999999999,-0.1854043392504931,-0.2624999999999999,-0.2741652021089631,-0.3150912106135987,-0.3392
BBVN_02-L^I99,0.0167607319993158,-0.0167607319993158,7.0,-0.1047001620745543,54.19017791174735,1.493881118881119,0.1695501730103806,-11.685714285714289,2.046464134813625e-07,-0.0868719611021069,0.6558869962154633,-0.324882038376848,0.7692807965429772,-0.0860443137296391,0.0067354379370067,-0.418803418803419,1.076048951048951,-0.1979324256177508,-0.0223880597014926,0.0387596899224806,0.098360655737705,0.2181818181818182,0.1964285714285714,0.2293577981651375,0.3400000000000001,0.3958333333333335,0.4565217391304348,0.4725274725274726,0.6144578313253013,0.558139534883721,0.558139534883721,0.4105263157894738,0.558139534883721,0.654320987654321,0.4725274725274726,0.4565217391304348,0.046875,-0.0074074074074074,-0.0694444444444443,0.098360655737705,0.0387596899224806,-0.0758620689655171,-0.0289855072463767,-0.3333333333333332,-0.2254335260115606,-0.1518987341772152,-0.2209302325581394,-0.2429378531073446,-0.2254335260115606,-0.3092783505154638,-0.3881278538812784,-0.4017857142857143,-0.3399014778325122,-0.2795698924731182,-0.2386363636363636,-0.2163742690058478,-0.1927710843373493,-0.3232323232323232,-0.4785992217898832,-0.5091575091575091,-0.4574898785425101,-0.4661354581673306,-0.4904942965779467,-0.4865900383141762,-0.4724409448818897,-0.4846153846153845,-0.4416666666666666
BCPS_48-L^C06,0.0577339279250136,-0.0577339279250136,6.0,0.0143196239353367,-3.4626139619903427,1.154070766059773,0.0447022572889189,-0.0090591787913251,7.255585093355458e-05,0.0961726422266006,-0.240083373681579,0.018729645450107,-0.2753951650456231,-0.0228202163486581,0.0827279795770098,-1.5701717637201509,0.8894423451276767,0.0423947093630352,-0.0061475409836065,-0.1191335740072202,-0.1557093425605537,-0.16295025728988,-0.2192,-0.1571675302245251,-0.1557093425605537,-0.1393298059964727,-0.1571675302245251,-0.1999999999999999,-0.1960461285008238,-0.2351097178683385,-0.2039151712887439,-0.2834067547723935,-0.2572298325722983,-0.2375,-0.21669341894061,-0.311706629055007,-0.2958152958152957,-0.2823529411764706,-0.3078014184397163,-0.2445820433436533,-0.2216905901116427,-0.1362831858407081,-0.1223021582733812,-0.2469135802469136,-0.2661654135338346,-0.2103559870550161,-0.1798319327731092,-0.1362831858407081,-0.1483420593368237,-0.1316725978647687,-0.1207207207207207,-0.0317460317460317,-0.0061099796334013,0.0796460176991151,0.2512820512820513,0.5249999999999999,0.4437869822485207,0.1674641148325359,-0.0393700787401575,-0.0336633663366336,0.1759036144578312,0.326086956521739,0.1192660550458715,0.1401869158878503,0.159144893111639,-0.0298210735586481,-0.0615384615384615
