firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ-L^J02,10.0,-0.1277982674328845,1.2232612081656785e-06,0.034506729958244,-0.0961240310077519,2.45234530874879,0.0491639431020896,1.0,-0.2810199317651284,-4.646803940109882e-07,-0.2166025288619949,2.2184545134495298e-07,1.883467869216136e-06,0.0123152709359605,3.0,0.3085135644550587,0.3508316661521772,0.0462836710914117,0.2775880189174986,1.601333559457787,0.1768707482993197,0.8374999999999999,0.5806451612903225,2.0625,2.340909090909091,2.340909090909091,2.5853658536585367,2.4186046511627906,2.0,2.675,1.8823529411764703,1.722222222222222,1.773584905660377,0.651685393258427,0.651685393258427,-0.0454545454545455,-0.1453488372093023,-0.3608695652173912,-0.3849372384937238,-0.3066037735849057,-0.3925619834710744,-0.475,-0.3,-0.334841628959276,-0.125,-0.1694915254237288,-0.4895833333333333,-0.4235294117647058,-0.3823529411764705,-0.5377358490566038,-0.5939226519337018,-0.6457831325301205,-0.6831896551724137,-0.6924686192468619,-0.6831896551724137,-0.7048192771084338,-0.6643835616438356,0.0808823529411764,-0.0067567567567567,0.1484375,0.1136363636363635,0.185483870967742,0.1574803149606298,0.2457627118644068,0.1136363636363635,-0.0392156862745098,-0.0264900662251655,-0.069620253164557,-0.0067567567567567
BALZ-L^I10,12.0,0.3156111683077707,1.711513424680924e-07,0.0048279738759912,0.3818520944272005,1.3136107481233497,0.0057085412942445,1.0,0.0960329392469078,2.6174392794638665e-08,0.0690320839967619,1.3463291235996403e-09,2.277206855337858e-07,0.5488196548783365,5.0,0.3532938346080142,-0.0820971884664465,0.035242139855733,0.2342481040704447,0.5198499018319287,-0.1827956989247312,0.1341463414634147,0.0108695652173913,-0.0792079207920791,-0.0210526315789473,-0.0792079207920791,-0.0106382978723402,-0.026178010471204,0.1625000000000001,0.4418604651162792,0.4645669291338583,0.2077922077922078,0.6607142857142856,0.8979591836734695,0.8979591836734695,1.2962962962962965,1.3250000000000002,1.1882352941176473,1.3846153846153846,1.3544303797468356,1.5135135135135136,1.8181818181818183,1.7352941176470589,2.2068965517241383,2.1525423728813564,2.1,2.72,3.0434782608695654,3.428571428571429,3.0434782608695654,2.8750000000000004,2.8750000000000004,2.647058823529412,3.428571428571429,3.325581395348838,3.769230769230769,3.428571428571429,3.769230769230769,3.65,3.65,4.166666666666667,4.166666666666667,4.166666666666667,5.2,5.2,4.8125,4.470588235294118,3.536585365853659,1.8181818181818183
BAOH-L,19.0,-0.2733488616400161,7.677100644032489e-07,0.0216561791559739,0.3776985349500561,0.4294986065926694,0.0141349041784406,1.0,-0.5247674532048731,6.081384855871677e-08,-0.4092860175617582,2.7787389101919614e-08,5.010620056084273e-07,2.7233942606392305,4.0,0.9825747900808957,-0.2258642973389147,0.1424570913125415,0.1424570913125415,-0.0947458425718276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2123287671232877,-0.0836653386454183,-0.2255892255892256,-0.1901408450704225,-0.1756272401433692,-0.1958041958041958,0.0454545454545451,0.1979166666666665,0.0313901345291478,-0.0725806451612903,-0.0873015873015873,-0.0612244897959185,0.0,-0.1605839416058395,-0.0212765957446809,-0.2698412698412699,-0.352112676056338,-0.2721518987341773,0.0648148148148146,-0.1958041958041958,-0.2789968652037617,-0.4056847545219638,-0.4306930693069307,-0.3994778067885118,-0.4191919191919192,-0.4320987654320988,-0.4278606965174129,-0.42643391521197,-0.4700460829493088,-0.4808126410835214,-0.4877505567928731,-0.4663573085846867,-0.4403892944038931,-0.5551257253384914,-0.555984555984556,-0.5855855855855856,-0.6695402298850575,-0.5971978984238179
BBIO-L^E18,12.0,0.1583160391343018,2.5099571395102056e-07,0.0070802877293657,0.2313078834425118,1.2016680844711625,0.0096847771132864,1.0,0.0760709010339734,5.4953763040751944e-08,0.0373626373626272,9.97352384642798e-07,4.187855735174544e-07,0.2179358717434869,4.0,5.471326660048686,-0.0301251307496586,0.1121898597626753,0.1121898597626753,0.7881171436829861,-0.032490974729242,0.1753889674681754,0.0992063492063493,0.0322981366459627,0.2552870090634442,-0.0641891891891892,-0.0200471698113207,-0.0393063583815028,-0.1016216216216215,-0.0641891891891892,0.0559085133418044,0.0221402214022139,0.0848563968668407,-0.1476923076923076,-0.1614530776992936,-0.1572008113590263,-0.1468172484599589,-0.1614530776992936,-0.2305555555555555,-0.2486437613019891,-0.1764122893954409,-0.2175141242937852,-0.1168969181721572,-0.0095351609058402,0.0848563968668407,0.0413533834586465,0.2843894899536323,0.1541666666666667,0.4327586206896552,0.2402985074626866,0.103585657370518,0.0259259259259261,-0.0908096280087527,-0.5218642117376294,-0.4789968652037617,-0.4343090537780802,-0.324390243902439,-0.3336006415396952,-0.3563129357087529,-0.3779940119760479,-0.4025880661394679,-0.3120860927152318,-0.2100760456273763,-0.1852941176470587,-0.218984962406015,-0.1289308176100627,-0.1606060606060606,-0.1215644820295983,-0.1614530776992936
BBOU-L,12.0,-0.0087234303968546,1.9204929768089569e-07,0.005417480101149,0.1198083067092651,0.8927145161474951,-0.0011905449771903,1.0,0.1701440635866865,3.97877551552864e-08,-0.0172764854692416,8.262524401399595e-06,4.423534131045213e-07,-0.0713735558408215,4.0,23.12063615152422,0.0349689807601013,0.006358626536668,0.006358626536668,0.6579249562936195,0.0948012232415902,-0.128,-0.0954356846473029,-0.0060790273556231,0.0774299835255354,0.1334488734835355,0.1237113402061855,0.0863787375415283,0.1373913043478261,0.2576923076923076,0.2950495049504951,0.3682008368200835,0.4533333333333333,0.3132530120481926,0.1575221238938051,0.0792079207920792,0.0827814569536424,0.0299212598425198,0.0464,-0.043859649122807,-0.0267857142857141,-0.0891364902506963,-0.0325443786982247,-0.0521739130434782,-0.069701280227596,-0.043859649122807,0.0315457413249211,-0.031111111111111,0.2133580705009277,0.0299212598425198,-0.0814606741573034,0.27734375,0.27734375,0.3158953722334006,0.2674418604651163,0.2649903288201161,0.2823529411764707,0.1678571428571429,0.1978021978021977,0.1934306569343065,0.1122448979591836,0.1934306569343065,0.1275862068965518,0.0918196994991653,0.149384885764499,0.3027888446215141,0.308,0.4310722100656454,0.5069124423963134
BBTK-L^C11,11.0,0.1364296081277213,0.000643025217939,18.1389693416643,0.1818181818181818,0.2720060697599479,-0.551006134095486,1.0,0.8411764705882353,7.601256569886749e-05,0.1253396739130146,2.069112989492478e-08,0.0008546277656953,-0.108730583824317,3.0,0.0018351675527839,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.6167298168182018,0.1666666666666667,0.1999999999999999,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.1999999999999999,0.1999999999999999,0.4999999999999998,0.1111111111111109,0.3636363636363635,-0.0625,0.875,0.875,0.3636363636363635,-0.2500000000000001,-0.2500000000000001,-0.2500000000000001,-0.1666666666666666,-0.1176470588235295,0.0344827586206897,0.0344827586206897,0.0714285714285714,0.0344827586206897,0.1538461538461537,0.3636363636363635,0.3636363636363635,0.3043478260869563,0.3043478260869563,0.1538461538461537,0.0714285714285714,-0.0322580645161291,-0.1176470588235295,-0.2307692307692308,-0.2307692307692308,-0.2307692307692308,-0.2105263157894736,-0.2307692307692308,-0.8888888888888888,-0.2500000000000001,-0.2500000000000001,-0.3478260869565218,-0.2857142857142857,-0.2682926829268293,-0.2857142857142857,-0.2857142857142857,-0.2857142857142857,-0.2857142857142857,-0.2857142857142857,-0.2857142857142857
BBTU-L^C18,12.0,0.0199125578979264,7.226526364477337e-07,0.0203851632121221,0.1282051282051282,0.7043707894493461,-0.0064820161048073,1.0,0.0372614107883818,4.01827012025902e-08,-0.0017573185890016,9.156622074557616e-07,6.385580481036079e-07,0.001359989120087,4.0,3.2604314270821133,-0.103440790187778,-0.1309824525176302,-0.0809182676652555,0.6589660402948592,-0.0456431535269711,0.15311004784689,0.2422680412371134,0.2552083333333335,0.2422680412371134,0.110599078341014,0.0904977375565612,0.0807174887892376,-0.0359999999999999,-0.1074074074074074,-0.1423487544483985,-0.073076923076923,0.4176470588235295,0.2171717171717173,0.1586538461538462,0.2487046632124354,0.1476190476190475,-0.0041322314049585,-0.0242914979757085,-0.0436507936507936,-0.1172161172161171,-0.2046204620462045,-0.1453900709219857,-0.1543859649122806,0.0954545454545454,-0.0041322314049585,0.02991452991453,0.0663716814159294,0.1586538461538462,0.0211864406779662,-0.1204379562043795,-0.2421383647798741,-0.278443113772455,-0.2911764705882352,-0.2869822485207099,-0.2175324675324674,-0.1689655172413792,-0.0871212121212121,-0.1236363636363635,-0.093984962406015,-0.1268115942028984,-0.0836501901140683,-0.0041322314049585,-0.0282258064516128,0.0083682008368199,0.0343347639484978,0.0855855855855856,0.0524017467248909,0.0343347639484978
BBXK-L,12.0,0.0270225251774594,7.260388529139686e-07,0.0204806843129308,0.1734015430504407,1.1817357446059338,0.0069016281491575,1.0,0.0043817440979546,3.82904717853839e-08,-0.0575091181471498,3.938784556405462e-06,4.579019426456984e-07,0.0640778702620897,4.0,6.368030131019753,0.0748325707657894,0.99653453307393,-0.00346546692607,0.9792461117364588,0.0491071428571427,0.2043010752688172,0.142857142857143,0.154639175257732,0.1144278606965176,0.061611374407583,0.0181818181818183,-0.0627615062761506,-0.1417624521072795,-0.0468085106382978,-0.1417624521072795,-0.1384615384615384,-0.2084805653710246,-0.2406779661016949,-0.089430894308943,-0.2084805653710246,-0.2888888888888887,-0.4455445544554455,-0.4136125654450261,-0.3879781420765027,-0.4256410256410255,-0.4716981132075472,-0.4482758620689654,-0.4549878345498783,-0.3777777777777777,-0.4563106796116504,-0.4602409638554217,-0.5011135857461024,-0.5011135857461024,-0.5859519408502772,-0.5650485436893204,-0.5934664246823955,-0.5919854280510017,-0.611111111111111,-0.6203389830508474,-0.6097560975609756,-0.6104347826086955,-0.6260434056761268,-0.6444444444444444,-0.6327868852459015,-0.6553846153846153,-0.6266666666666667,-0.6228956228956228,-0.5590551181102361,-0.5546719681908548,-0.5456389452332657,-0.5371900826446281,-0.5492957746478873,-0.5428571428571429
BCPS-L^C06,12.0,-0.3951003839133992,5.06642941693155e-06,0.1429178907787964,0.1093293277037999,0.6892153057585124,0.0243267610540955,1.0,-0.521809612440335,2.1691913254738643e-07,-0.5170929696766813,9.12282144291932e-07,6.713042832177618e-06,-0.2504439235741175,3.0,0.2963370232184107,0.0705115391440066,-0.3986929112079849,-0.3572662386337712,2.0662368509132736,-0.0003189792663477,28.668769716088327,-0.0023337222870478,62.5472972972973,0.0693575895395111,0.0402610330715629,0.0271952817824376,0.02294974983685,69.1865671641791,79.38461538461539,0.0408366533864541,72.4765625,60.07142857142857,52.4375,58.5253164556962,59.67741935483871,57.78124999999999,53.05172413793103,53.36416184971098,54.3235294117647,56.0,9.403761061946904,9.496651785714285,68.15441176470587,73.64285714285714,12.246478873239436,69.71428571428571,78.03361344537815,78.70338983050847,72.4765625,54.98214285714285,60.47058823529412,58.90445859872611,57.05555555555555,58.90445859872611,66.17857142857143,12.435714285714283,0.254,76.72727272727273,81.5,77.375,13.358778625954198,82.97321428571428,84.49999999999999,78.70338983050847,80.07758620689656,81.5,75.46341463414635,91.20588235294116
BCQE-L^A14,12.0,-0.1560275411366553,1.8405977628828362e-07,0.0051921052953838,0.0254641038278298,0.9286466352920564,0.0076643650598443,1.0,-0.5203747072599532,-4.277951831700343e-08,-0.1293589013353308,4.785986724514391e-06,1.0741613506824051e-06,-0.0358180058083252,4.0,5.243731731539923,0.1324258299443561,-0.157783764691811,-0.0403654132143615,1.601333559457787,-0.1311475409836066,0.1730769230769231,0.0764705882352942,0.1296296296296295,0.2448979591836735,-0.3015267175572519,-0.2560975609756097,-0.268,-0.2245762711864406,-0.4058441558441558,-0.3068181818181819,-0.3487544483985765,-0.3623693379790941,-0.456973293768546,-0.3859060402684563,-0.3859060402684563,-0.3487544483985765,-0.4537313432835821,-0.4454545454545454,-0.3980263157894737,-0.3578947368421052,-0.4227129337539431,-0.3417266187050358,-0.2988505747126436,-0.2043478260869564,-0.2278481012658227,-0.1285714285714285,-0.2766798418972331,-0.0161290322580645,-0.1285714285714285,-0.8321100917431192,-0.8481327800829875,-0.8782435129740519,-0.8661302121433796,-0.8582494190549961,-0.85703125,-0.8305555555555555,-0.8468619246861925,-0.8373333333333333,-0.8453085376162299,-0.8586872586872587,-0.8324175824175823,-0.8324175824175823,-0.8209393346379648,-0.809375,-0.8006535947712419,-0.8180914512922466,-0.811340206185567,-0.8228460793804453
