firms,age,agr,bm,bm_ia,cashdebt,chpmia,convind,depr,egr,ep,grltnoa,herf,invest,lev,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,9.0,-0.1055900621118012,3.379395872087873e-07,0.0382757710311332,0.161536093581653,0.0222098125715905,1.0,0.1578563616478308,0.0205992509363295,5.461068296571884e-08,-0.0523185011709543,1.006389123189876e-06,-0.055678793256433,5.279032686686155e-07,-0.1528182528964389,2.729510851370804,0.3111917302184321,0.0108982153007041,-0.077291012355039,-0.0403660728877267,1.1985740039841055,-0.1311475409836064,11.323232323232322,9.608695652173914,12.26086956521739,0.1455399061032862,11.323232323232322,0.222444889779559,0.1902439024390243,13.186046511627906,0.1619047619047617,0.1730769230769229,13.186046511627906,0.1821705426356588,0.200787401574803,0.2139303482587062,0.1856171039844509,11.842105263157894,0.1080835603996366,0.1685823754789273,14.249999999999998,14.64102564102564,14.061728395061726,0.2348178137651819,0.1925708699902246,14.64102564102564,13.698795180722891,13.352941176470589,14.249999999999998,0.2448979591836733,14.249999999999998,14.443037974683543,13.352941176470589,0.2487205731832138,0.2788259958071279,0.2681912681912681,0.3362541073384444,0.3090128755364805,0.3990825688073391,0.3958810068649885,0.4454976303317535,0.4932680538555691,0.4969325153374231,0.4914425427872859,0.4186046511627908,0.4506539833531509,0.3510520487264674,0.4169570267131242,0.4336075205640421,0.4120370370370367
BACQ-L^J02,7.0,-0.038750655556203,1.1869606536256193e-06,0.1344377395273006,0.2335152192492275,0.0463394747574731,1.0,0.0809958223207434,0.0179411442949348,1.0536587854860413e-07,-0.0610274237157165,5.81519628469644e-07,0.066196608589243,9.17295439035124e-07,-0.1033665835411471,0.9477186151427812,0.1136925569102225,0.0274655057653525,-0.2496387463251781,0.1120633813343963,0.7548602621274476,-0.1056034482758618,-0.0292887029288704,0.0,-0.0682730923694781,0.0593607305936072,2.4117647058823524,2.135135135135135,2.625,2.5151515151515147,2.7419354838709675,2.653543307086614,2.932203389830508,2.5151515151515147,2.0326797385620914,2.072847682119205,1.936708860759493,2.135135135135135,1.9554140127388533,2.072847682119205,2.135135135135135,2.2,2.0326797385620914,2.0933333333333333,1.9935483870967736,2.0933333333333333,2.0129870129870127,2.2222222222222223,2.4626865671641784,2.569230769230769,2.4626865671641784,2.653543307086614,3.64,3.218181818181818,3.461538461538461,3.73469387755102,4.458823529411765,4.155555555555555,5.025974025974025,4.948717948717948,5.823529411764705,5.628571428571428,5.823529411764705,5.72463768115942,6.138461538461538,7.0,6.249999999999999,7.285714285714285,7.140350877192983,7.140350877192983
BALZ-L^I10,10.0,0.0219924914304369,4.345040875986802e-07,0.0492128759059634,0.2327529002585635,0.0333981174675974,1.0,0.2932646212847555,0.0675062019089265,6.610363110659955e-08,-0.0113125702999283,1.5672954299118375e-09,-0.0196855106371401,3.691449245705628e-07,-0.0254817358303024,0.1412773462218434,-0.0319136558585792,-0.0239793655479703,-0.0413290896241814,-0.0803568593834333,0.472456199442543,-0.0588235294117647,0.2142857142857144,0.186046511627907,0.3076923076923077,0.2142857142857144,0.3076923076923077,0.2749999999999999,0.2749999999999999,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.7000000000000002,0.7000000000000002,0.59375,0.5,0.2439024390243902,-0.2272727272727273,0.3421052631578947,0.4166666666666667,0.5454545454545454,0.5,0.4166666666666667,0.59375,0.7586206896551726,0.7586206896551726,0.8214285714285714,0.6451612903225807,0.8888888888888888,0.9615384615384616,1.2173913043478262,1.2173913043478262,1.125,1.04,0.9615384615384616,1.125,1.5499999999999998,1.5499999999999998,1.5499999999999998,1.5499999999999998,1.4285714285714288,1.3181818181818183,1.2173913043478262,1.2173913043478262,0.9615384615384616,0.8888888888888888,0.7586206896551726,0.7000000000000002,0.59375,0.5
BAMD-L^J98,9.0,0.2759953027639453,2.663191847974457e-07,0.0301638888261032,0.0986578295405205,0.0279080686565196,1.0,0.070531720444922,0.0885401189833655,3.4455898586333367e-08,0.010325235692532,7.965995939940691e-09,0.0991182176650628,5.419663734881126e-07,0.3986491402053094,0.8148057745314514,-0.0504828825837672,-0.6329725441464642,0.0308760953709526,0.1509468879156127,0.811268052158646,0.0206185567010308,0.375886524822695,0.6302521008403361,0.4980694980694982,0.4370370370370369,0.39568345323741,0.6796536796536796,0.5396825396825395,0.5396825396825395,0.2933333333333332,0.4160583941605837,0.276315789473684,0.2597402597402596,0.2847682119205297,0.3425605536332179,0.2201257861635219,0.3807829181494662,0.6581196581196582,0.564516129032258,0.564516129032258,0.564516129032258,0.732142857142857,0.755656108597285,0.8388625592417063,0.7636363636363634,0.8130841121495325,0.8215962441314555,0.94,0.8653846153846152,0.8388625592417063,0.911330049261084,0.8834951456310678,0.9019607843137254,0.8926829268292684,0.9207920792079208,1.3950617283950617,1.3373493975903616,1.4713375796178343,1.6758620689655173,1.6216216216216215,1.3950617283950617,1.1920903954802258,1.3515151515151516,1.4556962025316451,1.3095238095238098,1.1318681318681318,1.1920903954802258,1.3658536585365852,1.5194805194805192
BBIO-L^E18,9.0,-0.0167079702614118,9.633107285689445e-08,0.010910666365867,0.2022552849583021,-0.2859836583445172,1.0,0.1057007125890736,-0.236072807501379,4.799165362545644e-08,0.0235801523640559,9.376775619077084e-07,0.105364137820769,3.256824900017388e-07,0.0787306341070091,6.952527640284123,-0.1495289040013775,-0.155822604587185,-0.0135746606334841,-0.0135746606334841,0.7201278593210172,-0.1137855579868709,-0.4741081703107018,-0.4269592476489028,-0.3778080326752893,-0.2569105691056911,-0.2670408981555734,-0.2920216886134779,-0.3158682634730538,-0.3429187634795111,-0.2433774834437085,-0.1311787072243345,-0.1039215686274508,-0.1409774436090225,-0.041928721174004,-0.0767676767676767,-0.0338266384778013,-0.077699293642785,-0.0869130869130868,-0.1743450767841011,-0.2038327526132404,-0.2045256744995648,-0.1311787072243345,-0.0914512922465208,-0.0748987854251012,-0.0701932858596133,-0.0673469387755102,-0.0548086866597724,0.0803782505910164,0.0919952210274792,0.1732991014120668,0.1297898640296664,0.1339950372208436,0.1051995163240631,0.1658163265306123,0.2659279778393353,0.412673879443586,0.4484944532488115,0.4083204930662558,0.4647435897435898,0.5979020979020981,0.6618181818181819,0.554421768707483,0.4600638977635785,0.5132450331125828,0.4910277324632954,0.4554140127388535,0.469453376205788,0.6409335727109515,0.559726962457338
BBOU-L,10.0,1.2083706642774863,1.5782588574782928e-06,0.1787570232763967,0.2423352069494123,0.1407452729594878,1.0,0.1859614105123087,0.0895953757225433,4.667794764159938e-07,0.2798101089081262,2.597866390532646e-05,0.3203634967362089,4.217760739812679e-06,2.3903533370723498,3.4653229708017803,1.04674508425497,1.956056510597436,2.1536997885835096,2.1536997885835096,1.0889420768714382,0.0,0.0301810865191147,-0.0077519379844961,-0.0096711798839458,0.0039215686274509,-0.0857142857142856,-0.0622710622710622,-0.0656934306569343,-0.129251700680272,-0.0656934306569343,-0.1172413793103447,-0.1452420701168614,-0.1001757469244288,0.0199203187250998,0.024,0.1203501094091903,0.1797235023041474,0.1179039301310043,0.1531531531531531,0.1662870159453304,0.1082251082251082,0.0711297071129706,0.1058315334773218,0.0824524312896404,0.1058315334773218,0.0600414078674949,0.1010752688172043,0.1154684095860567,0.1154684095860567,0.0801687763713079,0.1130434782608695,0.0118577075098815,-0.0115830115830115,0.0281124497991966,0.032258064516129,0.0600414078674949,0.0688935281837161,0.0940170940170941,0.1252747252747252,0.2161520190023753,0.2161520190023753,0.1377777777777777,0.1327433628318586,0.091684434968017,0.130242825607064,0.0513347022587269,0.147982062780269,0.1689497716894978,0.0847457627118644
BBQS-L^G99,9.0,-0.0462548492987168,4.434861986238169e-07,0.0502302092933121,0.1215626864986457,0.0170661847407778,1.0,0.1156758803483528,-0.0216284987277355,5.87415306741188e-08,-0.0581029479150742,1.1176929806969436e-06,-0.0475678901820352,8.704127231024756e-07,-0.0582100196113388,1.467383486272952,-0.0058222356646134,-0.0063231887698314,0.0375047657381329,-0.0358355925337322,0.8565100345514284,-0.0777777777777778,0.0,-0.0109890109890109,0.0843373493975905,0.25,0.2162162162162162,0.1688311688311687,0.0588235294117647,0.0714285714285714,0.1111111111111111,0.1320754716981131,0.0975609756097561,0.0227272727272727,-0.0109890109890109,-0.0624999999999998,-0.0816326530612244,-0.0322580645161291,-0.0999999999999999,-0.0109890109890109,0.0227272727272727,-0.005524861878453,-0.0322580645161291,-0.005524861878453,0.0285714285714286,-0.0109890109890109,0.0055865921787709,-0.027027027027027,0.0465116279069768,0.0112359550561798,0.0650887573964498,0.1612903225806452,0.0843373493975905,0.0169491525423728,-0.0624999999999998,-0.0862944162436547,0.0055865921787709,-0.0217391304347825,-0.027027027027027,-0.0322580645161291,0.0055865921787709,0.0285714285714286,0.0055865921787709,0.1111111111111111,0.0778443113772455,0.0404624277456648,0.0055865921787709,0.0588235294117647,0.1764705882352941,0.1180124223602483
BBTK-L^C11,9.0,0.1416139240506329,0.0005947922842593,67.36746491120334,0.1980542043085476,0.0586496992700073,1.0,0.1200607902735562,0.0098743267504488,2.537780412839773e-05,0.014407092722568,6.085947855950923e-08,0.1922468354430379,0.0008512138468066,0.2697160883280757,0.0022865808017374,-0.1535209828612296,-0.1789052069425901,-0.1789052069425901,-0.0360480640854472,3.539660727872258,-0.1282051282051282,0.0,0.0,0.0263157894736842,0.0,-0.8555555555555556,-0.025,-0.025,-0.1521739130434782,-0.0714285714285714,-0.0487804878048779,-0.0714285714285714,-0.0714285714285714,-0.0714285714285714,-0.0714285714285714,-0.0714285714285714,-0.0714285714285714,-0.1136363636363636,-0.1136363636363636,-0.1136363636363636,-0.2199999999999999,-0.0930232558139534,-0.0487804878048779,-0.0487804878048779,-0.0487804878048779,-0.0487804878048779,-0.0487804878048779,0.0,0.0,-0.025,-0.025,-0.7450980392156863,-0.7650602409638554,-0.7784090909090909,-0.7771428571428571,-0.7732558139534884,-0.7650602409638554,-0.7758620689655172,-0.7607361963190183,-0.7467532467532467,-0.7328767123287672,-0.7346938775510203,-0.7346938775510203,-0.7346938775510203,-0.74,-0.738255033557047,-0.7417218543046358,-0.7132352941176471,-0.7310344827586206
BBTU-L^C18,9.0,0.1005559506108991,4.437397600549654e-07,0.0502589282112735,0.127089215590822,-0.0872751094300827,1.0,0.0233869283775318,-0.0284094196609384,3.9902753554251894e-08,0.0828165633126624,1.7002629303050033e-06,0.0565324196780658,4.551027958353153e-07,0.2671620925612539,4.5748139621567,-0.1654510686266151,-0.0138922145434006,-0.0439385948620132,-0.0021963081106521,0.5519800810176906,-0.0479041916167664,-0.0176470588235294,-0.0118343195266272,0.0844155844155842,0.1517241379310345,0.2651515151515151,0.2145454545454546,0.2556390977443608,0.2101449275362319,0.2699619771863117,0.3801652892561984,0.346774193548387,0.3974895397489537,0.4334763948497853,0.5045045045045042,0.4585152838427946,0.4334763948497853,0.4458874458874458,0.6372549019607843,0.6868686868686869,0.5904761904761904,0.6057692307692306,0.7578947368421052,0.8453038674033149,0.7395833333333333,0.7305699481865284,0.7671957671957672,0.7956989247311825,0.9763313609467454,1.287671232876712,1.3356643356643358,1.0490797546012272,0.9763313609467454,1.0120481927710845,0.953216374269006,0.953216374269006,0.8453038674033149,0.8764044943820224,0.953216374269006,0.8977272727272727,0.988095238095238,0.953216374269006,1.127388535031847,1.2266666666666666,1.1973684210526314,1.0,0.941860465116279,1.1688311688311686,1.0490797546012272
BBVN-L^I99,10.0,-0.0498678996036988,1.1943596972663789e-07,0.0135275771267181,0.144223693892568,0.0134180992338894,1.0,0.2065404475043029,-0.0444203683640302,2.3562198109336723e-08,-0.0413209144792546,1.3879964207386989e-08,-0.0260898282694847,2.681215646924524e-07,-0.0557939914163089,0.8927560492172243,0.1264264742041395,-0.0294089333846746,0.0057132126397269,0.0165094339622642,0.9396106551541192,-0.0273972602739726,0.0841584158415842,0.1837837837837836,0.2234636871508379,0.4038461538461537,0.3435582822085889,0.4407894736842104,0.4407894736842104,0.3035714285714286,0.3353658536585366,0.3035714285714286,0.2586206896551724,0.2586206896551724,0.2166666666666665,0.2372881355932203,0.3035714285714286,0.311377245508982,0.3192771084337349,0.3192771084337349,0.4038461538461537,0.422077922077922,0.3860759493670884,0.4407894736842104,0.4407894736842104,0.4407894736842104,0.5,0.752,0.9380530973451328,0.7661290322580645,0.7109375,0.6717557251908395,0.6717557251908395,0.659090909090909,0.6976744186046511,0.7950819672131149,0.9909090909090909,0.9553571428571426,1.0091743119266052,1.19,1.28125,1.3804347826086951,1.4065934065934065,1.6385542168674698,1.5465116279069768,1.5465116279069768,1.305263157894737,1.5465116279069768,1.3804347826086951,1.1262135922330097
