firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roic,salerec,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0384875324582933,-0.0384875324582933,2.0,0.4040533606977937,5.344915822284438e-07,0.4155681541383963,-0.0047831169436314,1.0,1.1029371770465053,-0.0580303806110257,9.384351208178333e-08,1.2557903779324694e-06,0.4485206088592441,2.169113793044377,-0.1773507241730069,-0.1748476712829036,-0.445430094070902,-0.3420575088326967,0.744984786630636,-0.558307533539732,2.0,0.7247756323089475,0.1146785928843201,4.288523773960668,0.1213304693093797,0.9742417356179705,-0.0291095890410958,0.0503597122302159,0.1726907630522087,0.1496062992125983,0.2399150743099787,0.2478632478632478,0.2294736842105262,0.0956848030018762,-0.1070336391437308,-0.0759493670886076,-0.0889235569422777,0.0391459074733095,-0.0101694915254237,-0.0234113712374582,-0.0860719874804382,-0.1572871572871572,-0.1511627906976744,-0.1399116347569956,-0.0626003210272874,-0.1138088012139605,-0.0788643533123027,-0.0519480519480519,-0.0118443316412859,0.0336283185840706,0.0794824399260627,0.0875232774674115,0.0656934306569341,0.2166666666666667,0.1797979797979796,0.0695970695970695,0.1060606060606059,0.1428571428571428,0.0735294117647058,0.0814814814814814,0.0814814814814814,0.0428571428571429,0.140625,0.1774193548387097,0.2192066805845511,0.3456221198156681,0.5248041775456918,0.5208333333333333,0.0068965517241379,-0.0034129692832765,-0.0101694915254237,0.0373001776198933,0.1633466135458168,0.2723311546840958,0.2863436123348017
BACQ-L^J02,0.0364670251560665,0.0364670251560665,13.0,-0.0214014919897272,1.3612104854361377e-06,1.0583435691691665,-0.0233429724885708,1.0,0.9886275120735316,-0.0005420788724759,1.777417894881357e-07,1.3729981172547071e-06,0.0710529534058945,1.1381501254056776,-0.0239324690231623,-0.0490482891448421,-0.0490903334662364,-0.037555407369483,-0.1135840815283652,0.6126687435098657,3.0,0.5309238199096433,0.0589946553007238,22.376397515527948,-0.0094583447896618,0.5865930636602812,-0.010204081632653,0.0,0.3066666666666666,0.2727272727272727,0.101123595505618,0.4202898550724638,0.3424657534246575,-0.0297029702970297,-0.0754716981132076,-0.1623931623931623,-0.4787234042553191,-0.3422818791946309,-0.3875,-0.4463276836158192,-0.4895833333333333,-0.5242718446601942,-0.5,-0.5,-0.5829787234042554,-0.6329588014981273,-0.6230769230769231,-0.5720524017467249,-0.5333333333333334,-0.5377358490566038,-0.5377358490566038,-0.5196078431372549,-0.5148514851485149,-0.4201183431952663,-0.4269005847953216,-0.5288461538461539,-0.4842105263157894,-0.505050505050505,-0.5663716814159292,-0.5757575757575758,-0.5864978902953586,-0.6000000000000001,-0.5899581589958159,-0.5967078189300412,-0.5950413223140496,-0.5605381165919283,-0.5701754385964912,-0.5983606557377049,-0.6620689655172414,-0.6689189189189189,-0.689873417721519,-0.6956521739130435,-0.6956521739130435,-0.6908517350157728,-0.6666666666666667
BALZ-L^I10,0.057648401826484,-0.057648401826484,3.0,-0.3456090651558074,1.6956839527437114e-06,1.3183972838371552,-0.0131262768444613,1.0,2.148373983739837,-0.0146571335716607,-6.152090596715205e-08,1.966959223161048e-08,-0.3663833805476864,0.0751212438347975,0.5795129220205545,0.8485382703567967,0.2389352912673187,0.2874065367159695,-0.0069539091509325,-4.59090909090909,5.0,1.6686991869918697,0.1367515993649695,6.056179775280898,-0.2784471218206158,1.5350247834370947,-0.0625,-0.0588235294117647,0.0,-0.0588235294117647,-0.238095238095238,-0.3333333333333332,-0.36,-0.4482758620689654,-0.4666666666666667,-0.5151515151515151,-0.5555555555555556,-0.5294117647058824,-0.5789473684210527,-0.5555555555555556,-0.5675675675675675,-0.5294117647058824,-0.5428571428571428,-0.5151515151515151,-0.5675675675675675,-0.5428571428571428,-0.5789473684210527,-0.6000000000000001,-0.6000000000000001,-0.6595744680851063,-0.7142857142857143,-0.728813559322034,-0.75,-0.7192982456140351,-0.7241379310344827,-0.7333333333333334,-0.6981132075471699,-0.7037037037037037,-0.7377049180327868,-0.728813559322034,-0.6666666666666666,-0.6862745098039216,-0.6666666666666666,-0.6923076923076923,-0.7333333333333334,-0.7192982456140351,-0.6862745098039216,-0.7333333333333334,-0.8333333333333333,-0.8241758241758241,-0.84,-0.8333333333333333,-0.8350515463917526,-0.8072289156626506,-0.7611940298507462
BBEK-L^L95,0.0715290147182902,0.0715290147182902,2.0,0.1881025641025642,1.2521135265700484e-07,0.0973520489956075,0.0154800393927316,1.0,1.2113502935420746,0.1189962223421477,5.3985507246376814e-08,5.733288608276191e-07,0.1209230769230769,6.957498796115554,-0.1305661043733276,-0.1374161694793008,-0.0775669951964783,-0.1312287939240664,-0.2711312654696758,0.4267337807606272,5.0,0.8818304982688546,0.2149340825588934,3.533697632058288,0.1884827445374719,0.4352670946323305,0.0300429184549355,0.0812064965197216,0.2360742705570291,0.2628726287262872,0.2167101827676241,0.3468208092485549,0.3126760563380282,0.3827893175074184,0.2295514511873351,0.2594594594594595,0.2426666666666668,0.4250764525993884,0.3910447761194029,0.45625,0.4121212121212123,0.3625730994152047,0.3314285714285714,0.4250764525993884,0.4700315457413251,0.2802197802197801,0.3546511627906976,0.5379537953795381,0.5585284280936453,0.522875816993464,0.569023569023569,0.6350877192982456,0.7388059701492538,1.0173160173160172,1.0086206896551726,0.8203125,0.8790322580645162,1.034934497816594,0.827450980392157,0.7718631178707225,0.7923076923076924,0.7718631178707225,0.9497907949790794,0.8866396761133601,0.7518796992481203,0.8866396761133601,1.099099099099099,0.7007299270072991,0.3089887640449438,0.2802197802197801,0.3625730994152047,0.2908587257617729,0.3089887640449438,-0.2874617737003058,-0.2410423452768728
BBIO-L^E18,0.0188766916419817,0.0188766916419817,2.0,-0.0457434733257661,7.161309369069163e-07,0.5567930748900206,-0.0120486535887384,1.0,1.3150136487716106,0.02255299954894,9.803233381272445e-08,1.7613405357339676e-06,-0.0199205448354143,1.995001152480132,0.0520743925854686,0.0674068232221226,0.1075902599495932,0.1444704701694206,-0.0352295833924432,0.3490870032223412,5.0,0.7175614194722475,0.0418392990558989,6.660790075089781,-0.0352295833924432,0.9925724163578208,-0.0213333333333333,0.0302197802197801,0.1904761904761904,0.1398176291793313,0.1432926829268292,0.2798634812286689,0.1980830670926519,0.0869565217391303,-0.002659574468085,-0.0831295843520781,-0.0359897172236504,-0.0284974093264248,-0.0433673469387755,-0.0183246073298428,-0.1258741258741258,-0.1496598639455783,-0.0648379052369076,-0.0234375,-0.1319444444444445,-0.1776315789473683,-0.1379310344827585,-0.0506329113924051,-0.0384615384615384,-0.0259740259740259,0.0273972602739727,0.053370786516854,0.0623229461756373,0.2626262626262625,0.2135922330097088,0.1295180722891566,0.2254901960784314,0.2254901960784314,0.1194029850746267,0.1980830670926519,0.1829652996845425,0.2135922330097088,0.2842465753424659,0.1609907120743035,0.1942675159235667,0.3440860215053762,0.4880952380952381,0.3888888888888888,-0.0898058252427185,-0.0433673469387755,-0.0763546798029556,0.0302197802197801,0.1194029850746267,0.1363636363636364,0.2135922330097088
BBNH-L^L97,0.0380200105318588,0.0380200105318588,2.0,-0.0156739811912225,4.1946184122583363e-07,0.3261323262808839,0.0103974386574448,1.0,1.229109454688113,0.2112223016440314,7.847117360200015e-08,3.734211872133807e-05,0.0096133751306165,16.97234775764976,0.1214838567818624,0.1250208989048739,-0.0527169641369446,-0.1341994359513619,0.0103248010324801,0.5694006309148265,6.0,0.6998823067869753,0.0920231972863551,7.367843137254902,0.0103248010324801,0.675507751701813,0.0112079701120797,0.0969945355191255,0.212990936555891,0.1896296296296296,0.3338870431893688,0.4547101449275361,0.4842883548983363,0.4390681003584227,0.2203647416413372,0.2315950920245397,0.2645669291338581,0.4706959706959706,0.375,0.4339285714285714,0.3207236842105261,0.2786624203821655,0.4087719298245613,0.5592233009708736,0.3892733564013839,0.268562401263823,0.349579831932773,0.4520795660036165,0.4981343283582087,0.3989547038327525,0.4653284671532844,0.5562015503875968,0.5714285714285712,0.8674418604651162,0.7884187082405343,0.7844444444444443,0.6522633744855966,0.6454918032786885,0.6255060728744937,0.5776031434184674,0.5776031434184674,0.6421267893660532,0.7121535181236671,0.7121535181236671,0.7687224669603523,0.7884187082405343,1.1299734748010608,0.9925558312655084,0.4112478031634443,0.5037453183520599,0.4416517055655293,0.5009345794392523,0.4087719298245613,0.622222222222222,0.7380952380952379
BBOU-L,0.0082929119073697,0.0082929119073697,2.0,0.0626109407777957,4.1595975103531563e-07,0.323409444940018,0.0054110649544921,1.0,1.5523809523809524,0.1128188358404185,6.808392046037931e-08,2.6722852888368514e-06,0.0164595772147813,17.185946331801038,0.1863064098878988,0.3256023457090976,0.1657890470951523,0.2128012157174904,0.1820319849482596,0.0951526032315978,5.0,0.746218487394958,0.1028215336679937,3.068376068376069,0.1820319849482596,0.7413315381410744,0.0145251396648045,0.1118012422360246,0.1838624338624337,0.1760840998685937,0.2094594594594592,0.2659123055162657,0.3220088626292465,0.2570224719101122,0.1090458488228003,0.1272040302267001,0.1533505154639174,0.3378176382660685,0.3358208955223878,0.3685015290519877,0.3458646616541352,0.3046647230320698,0.3769230769230769,0.4991624790619764,0.5784832451499118,0.5067340067340065,0.654343807763401,0.7757936507936507,0.8340163934426228,0.9247311827956984,1.0433789954337898,1.2544080604534005,1.3007712082262208,1.679640718562874,1.7286585365853655,1.6323529411764706,1.7881619937694704,1.9440789473684208,1.7370030581039757,1.7039274924471297,1.7623456790123453,1.841269841269841,2.033898305084745,1.963576158940397,2.107638888888889,2.107638888888889,2.638211382113821,2.49609375,1.3866666666666665,1.528248587570621,1.44535519125683,1.4930362116991645,1.5070028011204482,1.6957831325301205,1.8685897435897432
BBQS-L^G99,0.0908950855030041,0.0908950855030041,2.0,0.1978555304740406,3.982867783985103e-07,0.3096686773376639,-0.0065087184438749,1.0,1.3128398159765788,0.0400700252869092,1.0175046554934825e-07,7.518552121970747e-06,0.1992099322799096,2.8201818036790858,-0.0938294733828112,-0.1440016843354568,-0.0882925358991724,-0.0910158972965051,-0.0763696922633203,1.2957540263543186,3.0,0.6630071099958176,0.1253616200578592,8.237639241743208,0.1428881297109701,0.4674746046192031,0.0,0.1210762331838564,0.4880952380952381,0.0204081632653061,0.0080645161290322,-0.0196078431372548,0.0162601626016261,-0.0347490347490346,-0.1103202846975088,-0.1134751773049644,-0.053030303030303,0.0638297872340425,0.1111111111111111,-0.0384615384615385,-0.070631970260223,-0.1319444444444444,-0.0636704119850186,-0.0974729241877256,-0.1610738255033557,-0.1935483870967742,-0.1134751773049644,-0.077490774907749,-0.077490774907749,-0.070631970260223,-0.077490774907749,-0.0942028985507246,-0.0909090909090909,0.0460251046025104,-0.0234375,-0.0601503759398496,-0.0494296577946767,-0.0347490347490346,-0.103942652329749,-0.1379310344827585,-0.0875912408759125,-0.1007194244604315,-0.0808823529411765,-0.1289198606271777,-0.1582491582491583,-0.1166077738515901,0.0964912280701755,-0.0196078431372548,-0.2774566473988439,-0.2260061919504643,-0.228395061728395,-0.1694352159468437,-0.1379310344827585,-0.0458015267175573,-0.0118577075098813
BBTK-L^C11,0.078929135604024,0.078929135604024,2.0,0.2504053885493326,6.848525597925272e-07,0.5324740811508156,0.0001450091184917,1.0,2.7671353251318105,0.0462215700660309,6.523548810552941e-08,5.426333548762034e-08,0.1534863415242608,2.624439129215907,0.0495322586491923,0.055220714303352,0.2181679765610405,-0.2007955928805357,0.2549540697068504,1.7472392638036818,5.0,2.703280609256005,-0.0214343928280358,2.6624535315985134,0.3595292331055431,0.5198366137774701,-0.0169491525423729,-0.0483870967741936,0.0290697674418605,-0.0610079575596816,-0.1611374407582937,-0.1954545454545455,-0.2185430463576159,-0.292,-0.2027027027027027,-0.1428571428571428,-0.1344743276283618,-0.0193905817174514,-0.4030354131534569,-0.4234527687296416,-0.44251968503937,-0.3948717948717948,-0.3575317604355716,-0.3179190751445087,-0.2990099009900989,-0.3295454545454546,-0.3166023166023165,-0.2760736196319018,-0.2337662337662337,-0.2419700214132761,-0.2133333333333333,-0.1936218678815489,-0.2848484848484849,-0.268595041322314,-0.2370689655172413,-0.294820717131474,-0.366726296958855,-0.0732984293193717,-0.2419700214132761,-0.2168141592920353,-0.1407766990291262,-0.1237623762376237,0.0473372781065088,0.2081911262798634,0.1346153846153845,0.3062730627306274,0.7019230769230769,0.4688796680497924,-0.0659630606860158,-0.0380434782608696,-0.0876288659793813,0.1309904153354633,0.3667953667953669,0.4448979591836735,0.4448979591836735
BBTU-L^C18,0.0138618936756444,0.0138618936756444,2.0,0.0044096241116532,1.0206763838847037e-06,0.7935777006163056,0.0029626808709935,1.0,1.4236011477761834,0.0242409301943383,9.376023583360629e-08,6.111943310301441e-06,0.0457444986728315,5.13073522331903,-0.0050267590210379,-0.0850543795483027,-0.1819425871397172,0.3305408730889111,0.0534552269394929,0.2834061135371173,3.0,1.090028694404591,0.0574990736502539,21.12562534741523,0.0385298538051646,0.5107811724799416,-0.0206896551724138,0.0780669144981411,0.2608695652173913,0.1788617886178862,0.0984848484848484,0.0902255639097744,0.1983471074380165,0.0283687943262411,-0.0965732087227414,-0.1317365269461078,-0.0909090909090909,0.102661596958175,-0.0235690235690236,-0.0102389078498293,-0.0909090909090909,-0.1495601173020528,-0.0584415584415585,0.0283687943262411,-0.1212121212121212,-0.1291291291291292,-0.1185410334346505,-0.0034364261168385,-0.5,-0.483065953654189,-0.469835466179159,-0.4569288389513108,-0.4176706827309238,-0.3317972350230415,-0.3192488262910797,-0.3640350877192981,-0.3526785714285715,-0.3192488262910797,-0.3363844393592677,-0.3255813953488372,-0.296116504854369,-0.2857142857142857,-0.2676767676767677,-0.2119565217391305,-0.1988950276243094,-0.0993788819875777,-0.0068493150684931,-0.1761363636363636,-0.3626373626373627,-0.3453724604966139,-0.3626373626373627,-0.3160377358490567,-0.3317972350230415,-0.3424036281179139,-0.3192488262910797
