firms,absacc,acc,age,agr,chpmia,convind,currat,egr,grltnoa,herf,invest,pchcurrat,pchquick,pchsale_pchrect,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0676604245790432,-0.0676604245790432,8.0,-0.0204684716005388,-0.0252956071152474,1.0,1.4640008740303727,0.0557830814856658,-0.031964172026958,1.2699550247716765e-06,-0.0094737299552387,-0.0278619252726101,0.0131057078014376,0.0253368871797727,-0.993552546744036,7.0,1.148585163334426,0.0036083319665409,10.918604651162791,-0.918095238095238,-0.9173076923076924,0.0,-0.9166666666666666,-0.9153543307086616,-0.9144278606965174,-0.9164237123420796,-0.0947368421052631,-0.92188919164396,-0.9176245210727968,0.0749999999999999,0.1025641025641024,0.0617283950617282,-0.9129554655870444,-0.9159335288367546,0.1025641025641024,0.036144578313253,0.0117647058823529,0.0749999999999999,-0.9122448979591836,0.0749999999999999,0.0886075949367088,0.0117647058823529,-0.9119754350051176,-0.909853249475891,-0.9106029106029104,-0.9058050383351588,-0.907725321888412,-0.9013761467889908,-0.9016018306636157,-0.8981042654028436,-0.8947368421052632,-0.894478527607362,-0.8948655256723717,-0.9,-0.8977407847800238,-0.9047619047619048,-0.9001161440185831,-0.8989424206815511,-0.900462962962963,-0.8973747016706444,-0.8948655256723717,-0.8966346153846154,-0.8979833926453143,-0.897005988023952,-0.8890322580645161,-0.8886010362694301,-0.8894601542416453
BACQ-L^J02,0.1114775529607511,-0.1114775529607511,7.0,-0.038750655556203,0.0716163408127217,1.0,0.909863609408974,0.0179411442949348,-0.0610274237157165,6.757685440517408e-07,0.066196608589243,0.012144494643547,-0.2789975781603455,0.1102965968820995,-2.2711864406779663,7.0,0.3447321605060289,0.1120633813343963,-0.0303030303030302,0.0645161290322582,0.0393700787401574,0.1186440677966103,0.0,-0.1372549019607842,-0.1258278145695364,-0.1645569620253164,-0.108108108108108,-0.1592356687898088,-0.1258278145695364,-0.108108108108108,-0.089655172413793,-0.1372549019607842,-0.12,-0.1483870967741934,-0.12,-0.1428571428571428,-0.0833333333333332,-0.0149253731343284,0.0153846153846153,-0.0149253731343284,0.0393700787401574,0.32,0.1999999999999999,0.2692307692307691,0.3469387755102042,0.5529411764705883,0.4666666666666668,0.7142857142857144,0.6923076923076923,0.9411764705882352,0.8857142857142859,0.9411764705882352,0.9130434782608698,1.0307692307692309,1.2758620689655171,1.0625,1.3571428571428572,1.3157894736842106,1.3157894736842106,1.4,1.3571428571428572,1.4,1.2000000000000002,0.8857142857142859,1.0,0.783783783783784,0.783783783783784
BALZ-L^I10,0.0399728572919929,0.0399728572919929,9.0,-0.0781461604052766,-0.1510299623194864,1.0,2.179195852407479,0.1988909892879648,-0.0649545881616034,2.1535045279201422e-09,-0.1352058985805286,0.1864200722710116,0.2928500062155283,0.0911540034953092,0.3810708598726114,7.0,1.687110473774199,-0.0158417697787775,0.1111111111111111,0.0,0.0,0.1999999999999999,0.1999999999999999,0.125,0.0588235294117645,-0.1219512195121951,-0.4545454545454546,-0.0526315789473684,0.0,0.0909090909090908,0.0588235294117645,0.0,0.125,0.2413793103448276,0.2413793103448276,0.2857142857142856,0.161290322580645,0.3333333333333332,0.3846153846153846,0.5652173913043477,0.5652173913043477,0.5,0.4399999999999999,0.3846153846153846,0.5,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7142857142857142,0.6363636363636362,0.5652173913043477,0.5652173913043477,0.3846153846153846,0.3333333333333332,0.2413793103448276,0.1999999999999999,0.125,0.0588235294117645,0.0285714285714286,0.0909090909090908,0.125,0.125,0.5,0.5,0.5,0.5
BAMD-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.0378543010413991,-0.1033689132020056,1.0,1.3085600372435031,0.0024438432779111,-0.0260198251949045,6.9881643228816e-09,0.0250391312143517,-0.0121334256342019,-0.0383710071443663,0.2771323626389654,-2.5336746403036456,7.0,1.188055817506834,0.1828653032293035,0.0,-0.16,-0.0802919708029197,-0.1710526315789473,-0.1818181818181818,-0.1655629139072847,-0.1280276816608997,-0.2075471698113208,-0.1032028469750889,0.0769230769230771,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.125,0.1402714932126696,0.1943127962085309,0.1454545454545452,0.1775700934579438,0.1830985915492957,0.26,0.2115384615384614,0.1943127962085309,0.2413793103448276,0.2233009708737863,0.2352941176470588,0.229268292682927,0.2475247524752475,0.5555555555555554,0.5180722891566265,0.6050955414012738,0.7379310344827588,0.7027027027027026,0.5555555555555554,0.423728813559322,0.5272727272727273,0.5949367088607593,0.5,0.3846153846153846,0.423728813559322,0.5365853658536586,0.6363636363636362,0.2413793103448276,0.172093023255814,0.1101321585903083,0.0543933054393304,0.1150442477876108,0.1999999999999999,0.2413793103448276,0.2857142857142858
BAOH-L,0.0719936695539558,0.0719936695539558,16.0,-0.0197232329480895,0.1279163941249513,1.0,0.5872953466820185,-0.0040233581530486,0.0215723627825382,1.4688910013095724e-08,0.020061435337291,-0.2857891477688943,-0.3422953232052952,-0.0422544716521879,0.449974992758424,3.0,0.464491186685014,-0.0626230685081361,-0.020316027088036,-0.0133630289532294,0.0278422273781902,0.0778588807785887,-0.1431334622823985,-0.1447876447876448,-0.2018018018018018,-0.3635057471264368,-0.2241681260945709,-0.2761437908496732,-0.3446745562130178,-0.44625,-0.44625,-0.44625,-0.4751184834123223,-0.4751184834123223,-0.5366108786610879,-0.5828625235404896,-0.5678048780487805,-0.5484199796126402,-0.5395010395010396,-0.44625,-0.3616714697406341,-0.3671428571428572,-0.4902186421173763,-0.5336842105263158,-0.5011261261261262,-0.4902186421173763,-0.4937142857142857,-0.5011261261261262,-0.5077777777777779,-0.4713603818615752,-0.4283870967741936,-0.5456410256410257,-0.5142543859649122,-0.5307203389830508,-0.5543259557344065,-0.5461065573770492,-0.5246781115879828,-0.5104972375690608,-0.4093333333333333,-0.432051282051282,-0.4178712220762155,-0.3989145183175034,-0.4434673366834171,-0.5050279329608938,-0.4246753246753247,-0.4363867684478372,-0.3635057471264368
BBIO-L^E18,0.1267289946085657,-0.1267289946085657,8.0,0.0209345031626199,0.3132412666559741,1.0,1.6393342804952304,-0.2170157633340531,-0.1390868889202917,1.119846965955155e-06,-0.0560293817588247,0.1023904775511264,0.1853786469479944,0.0844576134844833,-7.4714285714285715,4.0,1.3061700832149383,-0.0071191595244677,-0.0395398993529835,0.1514900662251654,0.3222433460076046,0.3637254901960784,0.3073308270676691,0.4580712788259959,0.4050505050505051,0.4704016913319238,0.403632694248234,0.3896103896103897,0.2565492321589881,0.2116724738675957,0.2106179286335945,0.3222433460076046,0.382703777335984,0.4078947368421051,0.4150559511698881,0.4193877551020406,0.4384694932781798,0.644208037825059,0.6618876941457588,0.7856225930680361,0.7194066749072929,0.7258064516129032,0.6819830713422008,0.7742346938775511,0.9265927977839336,1.1499227202472952,1.2044374009508716,1.143297380585516,1.2291666666666663,1.431818181818182,1.5290909090909093,1.3656462585034013,1.222044728434505,1.302980132450331,1.2691680261011418,1.2149681528662422,1.2363344051446945,1.497307001795332,1.373720136518771,1.2363344051446945,1.5855018587360594,1.5903165735567968,1.302980132450331,1.6344696969696968,1.8387755102040813,1.910041841004184,2.01082251082251
BBNH-L^L97,0.0959706632082643,-0.0959706632082643,8.0,0.0067306829399623,0.2700145675611845,1.0,1.847747093023256,0.0349401488191523,-0.0160994588792987,1.092595873881418e-05,0.0015256214663914,0.4662176499046814,0.5086150674962413,0.3035061891765225,-18.5,5.0,1.4269622093023255,0.1182554517133956,-0.0872483221476508,0.0530035335689045,0.0067567567567567,-0.0033444816053512,0.0492957746478874,0.1640625,4.900990099009901,0.3127753303964757,4.96,0.2984749455337692,9.642857142857142,0.2956521739130435,9.642857142857142,0.2735042735042736,0.3576309794988612,10.037037037037036,10.037037037037036,0.3732718894009217,9.642857142857142,9.642857142857142,0.3638443935926774,0.2844827586206897,9.836363636363636,0.36697247706422,0.3393258426966292,0.4572127139364303,0.5643044619422573,0.5400516795865633,0.4937343358395989,0.4974874371859297,0.5088607594936707,0.5725593667546174,0.6328767123287671,0.4643734643734643,0.5767195767195767,0.4292565947242206,0.482587064676617,0.3393258426966292,0.4361445783132529,0.4466019417475728,0.4023529411764706,0.2521008403361344,0.3185840707964602,0.2735042735042736,0.244258872651357,0.2521008403361344,0.4292565947242206,0.4607843137254901,0.4326923076923077
BBOU-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,0.102052514874786,1.0,1.3946345256609642,-0.0312645823611759,-0.018684603886395,3.035356508799183e-06,-0.0093412592502729,-0.0493759992445892,-0.1013909384160723,0.2885935840626945,-0.4890510948905109,7.0,0.6687402799377916,0.3568559954102123,-0.0680272108843537,0.0729927007299269,0.0137931034482758,-0.018363939899833,0.0333919156414761,0.1713147410358566,0.1759999999999999,0.2866520787746169,0.3548387096774195,0.2838427947598252,0.3243243243243241,0.3394077448747152,0.2727272727272727,0.2301255230125523,0.2699784017278617,0.2431289640591964,0.2699784017278617,0.2173913043478259,0.2645161290322579,0.281045751633987,0.281045751633987,0.240506329113924,0.2782608695652175,0.1620553359683796,0.1351351351351351,0.1807228915662648,0.185483870967742,0.2173913043478259,0.2275574112734864,0.2564102564102564,0.2923076923076924,0.3966745843230403,0.3966745843230403,0.3066666666666666,0.3008849557522124,0.2537313432835819,0.2980132450331125,0.2073921971252565,0.3183856502242153,0.3424657534246575,0.2457627118644068,0.2250000000000001,0.2591006423982869,0.1307692307692307,0.1136363636363635,0.2301255230125523,0.2378947368421051,0.3548387096774195,0.3900709219858154
BBQS-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1036095376103279,-0.1694129443578944,1.0,1.708792060784618,-0.1617915904936013,-0.0152174593731401,1.397185039536609e-06,0.0957713081280463,0.0641043848380007,0.0713216290119495,-0.1416223135093191,-0.9255765199161424,6.0,0.9837184059544116,-0.0706880574539557,0.0119047619047618,0.0370370370370369,0.0566037735849056,0.024390243902439,-0.0454545454545455,-0.0769230769230769,-0.125,-0.1428571428571429,-0.0967741935483872,-0.16,-0.0769230769230769,-0.0454545454545455,-0.0718232044198895,-0.0967741935483872,-0.0718232044198895,-0.04,-0.0769230769230769,-0.0614525139664805,-0.0918918918918919,-0.0232558139534884,-0.0561797752808989,-0.0059171597633136,0.0838709677419353,0.0120481927710842,-0.0508474576271187,-0.125,-0.1472081218274111,-0.0614525139664805,-0.0869565217391304,-0.0918918918918919,-0.0967741935483872,-0.0614525139664805,-0.04,-0.0614525139664805,0.0370370370370369,0.0059880239520957,-0.0289017341040462,-0.0614525139664805,-0.0117647058823529,0.0980392156862743,0.0434782608695651,-0.0059171597633136,-0.0059171597633136,-0.04,-0.0614525139664805,0.0566037735849056,0.0909090909090908,0.024390243902439,0.0632911392405062
BBTK-L^C11,0.1419922949917446,-0.1419922949917446,8.0,-0.1351351351351351,-0.1423605374881495,1.0,2.2118959107806693,0.0324374420759962,-0.12841680425609,7.61116367030135e-08,-0.0195005131713992,0.2478188301342843,0.258828996282528,0.1652421652421652,-5.776119402985074,6.0,2.159851301115242,0.1758241758241758,-0.1304347826086956,0.0952380952380953,0.1219512195121952,0.0952380952380953,0.0952380952380953,0.0952380952380953,0.0952380952380953,0.0952380952380953,0.0952380952380953,0.0454545454545454,0.0454545454545454,0.0454545454545454,-0.0799999999999999,0.0697674418604652,0.1219512195121952,0.1219512195121952,0.1219512195121952,0.1219512195121952,0.1219512195121952,0.1794871794871795,0.1794871794871795,0.1499999999999999,0.1499999999999999,-0.6993464052287581,-0.7228915662650602,-0.7386363636363636,-0.7371428571428571,-0.7325581395348837,-0.7228915662650602,-0.735632183908046,-0.7177914110429447,-0.7012987012987013,-0.684931506849315,-0.6870748299319728,-0.6870748299319728,-0.6870748299319728,-0.6933333333333334,-0.6912751677852349,-0.695364238410596,-0.661764705882353,-0.6827586206896552,-0.6933333333333334,-0.6198347107438016,-0.6434108527131783,-0.640625,-0.603448275862069,-0.5964912280701754,-0.6783216783216783,-0.684931506849315
