firms,absacc,acc,age,agr,cashdebt,cinvest,currat,egr,gma,grltnoa,invest,lgr,mve_ia,operprof,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0335864479580991,0.0335864479580991,20.0,0.1849771597667135,0.2032752741992374,0.0464543864487226,1.3733915909132983,0.4746497769180369,0.5659972610873291,0.0146521591444503,0.0595665622815333,0.0566878540831835,0.2185246207721231,0.5560200929768179,0.3284618814445543,0.0777763710766753,0.0651583594072382,0.132120027479713,0.3111246447421844,1.0424712569196306,0.144497403238942,0.3091744196284448,0.0588235294117645,-0.074829931972789,-0.2916666666666666,-0.4471544715447154,-0.4603174603174602,-0.4559999999999999,-0.5160142348754448,-0.3429951690821254,-0.3061224489795917,-0.2444444444444444,-0.231638418079096,-0.231638418079096,-0.2486187845303866,-0.3523809523809523,-0.2444444444444444,-0.1337579617834394,-0.1904761904761903,-0.1999999999999999,-0.15,-0.1337579617834394,-0.1604938271604938,-0.1168831168831168,-0.15,-0.1392405063291139,-0.0933333333333332,-0.0072992700729926,0.0625,0.2035398230088496,0.2830188679245282,0.3465346534653466,0.3737373737373739,0.3465346534653466,0.2952380952380953,0.2363636363636363,0.2952380952380953,0.4020618556701032,0.4166666666666667,0.6790123456790123,0.5454545454545456,0.63855421686747,0.7435897435897436,1.1935483870967745,1.0606060606060606,1.266666666666667,1.1935483870967745,1.4727272727272729,1.4285714285714284,1.7200000000000002,1.6153846153846154
BBOU_00-L,0.0043357902811593,-0.0043357902811593,20.0,0.1483949555746632,0.1593492929106202,0.1207576953433307,1.1959906163361058,-0.1193353474320241,0.3635712238463743,0.0690391221692292,0.0447836056176554,0.2111179235642755,13.975643440825657,0.8527190332326284,0.0960990138502842,-0.0318171201088667,-0.056138939776352,-0.0858599579366048,-0.0434782608695652,0.6118575389208787,0.1443700464607816,0.0814062291137548,0.0858757062146893,-0.1033434650455926,-0.0771637122002085,-0.1237623762376237,0.0079726651480638,-0.0155728587319243,-0.0950920245398773,-0.1498559077809799,-0.16351606805293,-0.1432720232333011,-0.1424418604651163,-0.1805555555555557,-0.1797961075069508,-0.1873278236914601,-0.1873278236914601,-0.1547277936962752,-0.1132264529058116,-0.1506717850287908,-0.1835793357933579,-0.16351606805293,-0.1424418604651163,-0.1114457831325302,-0.1158841158841158,-0.1167664670658682,-0.0932377049180328,-0.0932377049180328,-0.0595111583421892,-0.0585106382978724,-0.0453074433656958,-0.0390879478827362,-0.0033783783783785,-0.0220994475138123,-0.0274725274725274,-0.0011286681715575,0.0460992907801416,0.0498220640569395,0.0436320754716981,0.062424969987995,0.0662650602409637,0.0993788819875776,0.1302681992337164,0.0740291262135921,0.114609571788413,0.1434108527131783,0.1675461741424802,0.189516129032258,0.213991769547325,0.1911170928667565,0.2057220708446865
BBTU_63-L^C18,0.0685791313871688,-0.0685791313871688,20.0,0.2000926784059315,0.1685539378945031,0.04904831625183,0.3071000855431993,-0.2724046140195209,0.4147358665430953,0.0896415181768354,-0.1675625579240036,0.0608576284481632,0.6485024522410665,-0.6712511091393076,-0.0304758446701132,-0.1600745346687461,-0.1600745346687461,0.5112578806372993,-0.3850520340586565,0.3071000855431993,0.2454867954276705,-0.0509311740890689,0.0463576158940397,0.055944055944056,-0.062111801242236,-0.2256410256410256,-0.2809523809523809,-0.2775119617224879,-0.421455938697318,-0.4548736462093863,-0.4568345323741006,-0.4078431372549019,-0.421455938697318,-0.4509090909090909,-0.421455938697318,-0.5623188405797102,-0.5951742627345844,-0.5851648351648352,-0.5532544378698225,-0.5951742627345844,-0.5648414985590778,-0.5648414985590778,-0.5571847507331378,-0.5623188405797102,-0.6098191214470284,-0.5758426966292135,-0.5635838150289016,-0.5685714285714285,-0.5465465465465466,-0.5424242424242425,-0.5424242424242425,-0.5673352435530086,-0.5492537313432836,-0.5770308123249299,-0.8402116402116402,-0.8297632468996617,-0.8291855203619909,-0.8278221208665906,-0.813810110974106,-0.816747572815534,-0.8031290743155151,-0.8013157894736842,-0.7861189801699717,-0.7861189801699717,-0.7849002849002849,-0.7712121212121212,-0.7902777777777777,-0.8020969855832241,-0.7894002789400278,-0.7798833819241983,-0.7568438003220612
BCQE_67-L^A14,0.0608764103909734,0.0608764103909734,20.0,-0.0829979879275654,0.131811697574893,0.0142201834862385,1.427536231884058,-2.885,0.3480885311871227,0.110207294673294,-0.0799798792756539,-0.3529135338345864,0.8091620087972239,-1.255,-0.1194155546257499,0.0391059274359744,0.107445111399524,-0.0943323801760537,0.6946107784431138,1.2536231884057971,0.1494404213298222,-0.1772053083528493,0.1421052631578947,-0.05,-0.2635658914728682,-0.4586894586894586,-0.4617563739376771,-0.4006309148264985,-0.525,-0.4878706199460917,-0.3929712460063898,-0.3968253968253968,-0.3790849673202614,-0.3309859154929577,-0.3770491803278688,-0.5365853658536586,-0.5077720207253886,-0.5518867924528302,-0.6000000000000001,-0.6130346232179227,-0.6074380165289257,-0.539951573849879,-0.4794520547945206,-0.4492753623188407,-0.4946808510638297,-0.4476744186046512,-0.4224924012158055,-0.3379790940766551,-0.3014705882352941,-0.246031746031746,-0.188034188034188,-0.2213114754098361,-0.3014705882352941,-0.3140794223826715,-0.3090909090909091,-0.205020920502092,-0.2607003891050583,-0.1203703703703704,-0.1203703703703704,0.1801242236024842,0.0857142857142856,0.0857142857142856,0.225806451612903,0.5447154471544715,0.386861313868613,0.2751677852348992,0.0326086956521738,-0.0594059405940594,-0.1666666666666666,0.0497237569060773,-0.1324200913242009
BDAJ_H9-L,0.1919012596161974,-0.1919012596161974,14.0,-0.0608196721311475,0.0106613359986673,0.0338028169014084,0.519533711405167,-0.6691729323308271,0.3806557377049181,-0.1898723476202463,0.0481967213114754,-0.07380073800738,0.1545123485542024,-1.7894736842105297,-0.2296648340801112,-0.0550367966139979,-0.0462198344001146,-0.5522411060232476,-5.703517587939699,0.5075614366729679,0.2827406764960971,-0.0228293413173651,0.2363636363636363,-0.0677966101694914,-0.236111111111111,-0.2763157894736842,-0.2567567567567567,-0.2948717948717948,-0.375,-0.4210526315789473,-0.4329896907216494,-0.4148936170212765,-0.4021739130434782,-0.3956043956043955,-0.4954128440366973,-0.4329896907216494,-0.6625766871165644,-0.6783625730994152,-0.6726190476190476,-0.6961325966850829,-0.7263681592039801,-0.7193877551020408,-0.7330097087378641,-0.8184818481848184,-0.8275862068965517,-0.8307692307692307,-0.8533333333333333,-0.8424068767908309,-0.8323170731707317,-0.8253968253968254,-0.7955390334572491,-0.8,-0.8083623693379791,-0.8264984227129337,-0.8338368580060422,-0.8424068767908309,-0.8521505376344086,-0.8705882352941177,-0.8744292237442922,-0.868421052631579,-0.868421052631579,-0.8596938775510203,-0.8497267759562841,-0.8548812664907651,-0.8529411764705882,-0.8472222222222222,-0.8578811369509044,-0.8578811369509044,-0.8529411764705882,-0.8501362397820164,-0.8696682464454977
BLNT_37-L^D19,0.1679343596610596,-0.1679343596610596,12.0,0.3388293193823754,0.1116519363581363,0.0209658201863309,1.0555673687621994,0.0358686730506155,0.2905030276222869,0.0279617061792691,0.016106645516526,0.454621978298508,0.5411703706779725,0.8790241678066576,0.0966920753161175,-0.0637147361682633,-0.0637147361682633,-0.1522166494721208,-2.428935247048466,1.0555673687621994,0.0894757172098945,0.1249337605269808,-0.124,0.1210762331838564,0.1820330969267138,0.1111111111111111,0.2376237623762376,0.278772378516624,0.3123359580052494,0.3333333333333332,0.3333333333333332,0.3888888888888888,0.4492753623188406,0.5060240963855422,0.4792899408284023,0.3661202185792349,0.3404825737265415,0.2820512820512821,0.3368983957219251,0.2077294685990338,0.0869565217391306,0.1655011655011655,0.1111111111111111,0.1737089201877935,0.2594458438287153,0.1904761904761904,0.2254901960784314,0.2106537530266343,0.2755102040816326,0.2690355329949239,0.400560224089636,0.25,0.4124293785310735,0.3089005235602096,0.36986301369863,0.0504201680672269,0.098901098901099,0.0020040080160319,0.0395010395010395,0.0683760683760683,0.1600928074245939,0.2437810945273633,0.2285012285012284,0.3192612137203166,0.4084507042253522,0.4619883040935673,0.2987012987012987,0.3440860215053762,0.2987012987012987,0.3440860215053762,0.3888888888888888
BPVK_29-L,0.0648214925981258,-0.0648214925981258,13.0,0.348190861322737,0.2916555572003477,0.0434013779132708,1.2126126174454024,0.4880418554056397,0.7892783735391941,0.1238813184025536,0.0730528615479188,0.2850424294822248,23.63416792119182,1.446987902204103,0.1653929337505236,0.0780908358882258,0.1061042295849432,-0.0619860807702569,-0.4328798469719655,1.089789797207862,0.2559058836919183,0.4774647382742412,0.1599173553719008,-0.1050295857988166,-0.0423426988523941,-0.1154970760233918,-0.0069757899056217,0.136150234741784,0.110091743119266,0.1507370423204943,0.2015888778550147,0.2886048988285408,0.1606714628297361,0.1182994454713493,0.0558464223385688,0.0386266094420599,-0.0222222222222222,-0.0049342105263158,-0.0434782608695653,-0.0895410082768999,-0.0980245993291092,-0.1079985256173977,-0.1096394407652685,-0.1387900355871887,-0.1663796073027902,-0.1180758017492712,-0.162629757785467,-0.232233502538071,-0.2743628185907046,-0.2954876273653567,-0.2519319938176199,-0.2585784313725491,-0.1550279329608939,-0.2013201320132013,-0.1675266597867217,-0.0861027190332326,-0.1148500365764447,-0.1445740544361965,-0.1017074981440238,-0.0449881610102604,-0.0888554216867469,-0.0546875000000001,-0.0543180930050801,0.0471657291215923,0.0276008492569002,0.0609381850065759,0.1534795042897998,0.1668273866923819,0.1944718657453108,0.2811011116993116,0.1651420317766008
BUBP_92-L^K18,0.2509372656835791,-0.2509372656835791,12.0,0.0413265306122449,0.029299519881817,0.0293816414078007,0.8969889064976229,-4.574468085106383,0.7625,0.0154961259685019,-0.0423469387755102,0.0973405628711593,4.895361851208382,17.404255319148938,-0.1285830158684231,-0.0135096325459011,0.2998229593788633,-0.1067299041301417,-7.905511811023622,0.8489170628631801,0.3871362940275651,0.088112502746649,0.1594202898550725,0.0615384615384615,-0.0048076923076924,-0.113490364025696,-0.0717488789237669,-0.0921052631578946,-0.2247191011235955,-0.2445255474452555,-0.2762237762237762,-0.2540540540540541,-0.2553956834532374,-0.3311793214862683,-0.321311475409836,-0.4,-0.3947368421052631,-0.3839285714285715,-0.3679389312977099,-0.3490566037735849,-0.3708206686930092,-0.2910958904109589,-0.2633451957295374,-0.2472727272727273,-0.2698412698412699,-0.2068965517241379,-0.2114285714285715,-0.2361623616236162,-0.2417582417582418,-0.2711267605633802,-0.2553956834532374,-0.2685512367491166,-0.2333333333333334,-0.2129277566539924,-0.2261682242990654,-0.1866404715127702,-0.1752988047808764,-0.1653225806451613,-0.1769383697813122,-0.2068965517241379,-0.2540540540540541,-0.2711267605633802,-0.2347504621072089,-0.2188679245283019,-0.2276119402985076,-0.2333333333333334,-0.2762237762237762,-0.2774869109947645,-0.2762237762237762,-0.2633451957295374,-0.2633451957295374
BUNQ_03-L^K12,0.6811440677966101,-0.6811440677966101,20.0,-0.5574021012416428,-2.6818102999826605,-0.0608695652173913,1.019777503090235,-0.8461443400889768,0.2147086914995224,-0.6308262711864404,0.0437440305635148,0.4251471825063077,0.002994678097801,-0.3442906574394463,-0.1610187930234022,-0.6180184950028899,-0.6788989527592014,-1.34506065082136,-0.6394828443560417,0.7667902760609807,0.4815070066620721,0.2003938946331856,-0.142857142857143,-0.2222222222222221,-0.4166666666666666,-0.5,-0.5,-0.611111111111111,-0.6499999999999999,-0.6666666666666666,-0.6818181818181818,-0.6956521739130435,-0.6666666666666666,-0.7307692307692307,-0.7307692307692307,-0.7586206896551724,-0.7307692307692307,-0.78125,-0.8108108108108107,-0.7307692307692307,-0.6499999999999999,-0.631578947368421,-0.611111111111111,-0.611111111111111,-0.611111111111111,-0.588235294117647,-0.588235294117647,-0.588235294117647,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5333333333333332,-0.5625,-0.5625
BWQW_65-L^I10,0.1737011649739746,-0.1737011649739746,7.0,0.1662141775084655,0.0906793128741394,0.021973265911176,2.471963256849424,0.0423652465740653,0.5323072981643201,-0.0517012954181144,0.2908552842630547,0.2669424079065588,0.6327506145219871,0.3144955719213201,0.0488001580840795,0.0214531906597297,-0.0320555422497928,0.1956286264956487,-9.489869716576807,1.4576493872862464,0.1971485877043453,0.3015026683435874,0.1603773584905659,-0.1092436974789915,-0.2535211267605632,-0.2933333333333333,-0.1587301587301587,-0.2638888888888888,-0.3908045977011494,-0.4078212290502793,-0.4175824175824175,-0.3690476190476189,-0.4361702127659573,-0.4011299435028248,-0.4450261780104712,-0.5159817351598173,-0.5288888888888889,-0.5583333333333333,-0.5350877192982455,-0.5938697318007662,-0.6074074074074074,-0.6029962546816479,-0.6059479553903345,-0.5826771653543307,-0.6159420289855072,-0.5691056910569106,-0.5583333333333333,-0.5601659751037344,-0.5527426160337553,-0.6293706293706294,-0.6267605633802816,-0.6332179930795847,-0.6227758007117438,-0.6873156342182891,-0.6900584795321637,-0.6835820895522389,-0.6728395061728395,-0.6466666666666667,-0.6319444444444444,-0.6102941176470589,-0.6357388316151202,-0.6293706293706294,-0.6131386861313869,-0.6015037593984962,-0.6088560885608856,-0.5673469387755102,-0.6,-0.6214285714285714,-0.6159420289855072,-0.5826771653543307,-0.5742971887550201
