firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,14.0,-0.1812127992406081,6.88842571402805e-07,0.0554889380997429,0.1425760091281466,-0.1180840664711632,0.6248866582969541,-0.12578419425184,1.0,-0.2502783995680588,-1.970897336371772e-07,-0.0500978577800263,1.1816438652334815e-09,1.057949165378586e-06,-0.129401258717469,4.0,0.0851204831884985,-0.1642644008841205,-0.3555716397075974,-0.2264079107949389,0.9464386438120406,0.1470588235294117,0.3076923076923077,0.0,0.0303030303030302,-0.0555555555555554,-0.276595744680851,-0.3199999999999999,-0.3199999999999999,-0.3333333333333332,-0.3928571428571429,-0.5211267605633803,-0.5526315789473684,-0.3818181818181818,-0.3584905660377359,-0.5277777777777777,-0.5277777777777777,-0.6666666666666666,-0.6666666666666666,-0.7043478260869565,-0.6699029126213591,-0.7763157894736842,-0.8172043010752688,-0.7926829268292683,-0.8152173913043478,-0.8316831683168316,-0.8210526315789474,-0.8316831683168316,-0.8191489361702128,-0.8219895287958114,-0.7875,-0.7364341085271318,-0.7322834645669292,-0.7792207792207793,-0.6964285714285714,-0.6530612244897959,-0.6530612244897959,-0.5802469135802469,-0.575,-0.6,-0.5641025641025641,-0.5696202531645569,-0.5405405405405406,-0.4848484848484848,-0.5,-0.4137931034482758,-0.423728813559322,-0.4333333333333332,-0.3199999999999999,-0.2608695652173912
BBIO-L^E18,13.0,-0.1343742001535705,5.96954292547101e-07,0.048086981209749,0.0456316082359488,0.1026288117770767,0.932906123277788,-0.0359388514626895,1.0,-0.2889498970487302,2.016737474821287e-08,-0.0740842365207599,6.326168233128858e-07,1.3391136832813346e-06,-0.044014808720691,3.0,1.5267434508659028,-0.0033464268796865,-0.1677982541222114,-0.1677982541222114,2.568904890346968,0.1023255813953489,-0.100418410041841,-0.2066420664206641,-0.1535433070866142,-0.3130990415335463,-0.3562874251497006,-0.3445121951219512,-0.3768115942028985,-0.2760942760942761,-0.2153284671532848,-0.1886792452830188,-0.2482517482517482,-0.2153284671532848,-0.1666666666666667,-0.2927631578947368,-0.6941678520625889,-0.6902017291066282,-0.7193211488250653,-0.7163588390501319,-0.7022160664819945,-0.7325870646766168,-0.7412755716004813,-0.695898161244696,-0.7156084656084656,-0.7329192546583851,-0.6752265861027191,-0.757882882882883,-0.7464622641509434,-0.7514450867052023,-0.7675675675675676,-0.757882882882883,-0.7268106734434562,-0.7355473554735548,-0.7193211488250653,-0.7794871794871795,-0.7830474268415741,-0.781947261663286,-0.7792607802874744,-0.7830474268415741,-0.8009259259259259,-0.8056057866184448,-0.7869177403369673,-0.7975517890772128,-0.7715196599362381,-0.7437425506555424,-0.7193211488250653,-0.7305764411027569,-0.6676970633693973,-0.7013888888888888
BBOU-L,14.0,0.04883166969147,2.870575230531914e-07,0.0231235957082707,0.0863029254312442,0.1612550471063257,0.6089844200837308,0.0255283479173405,1.0,0.1569307885097358,7.734911094434438e-08,-0.056636678200692,6.836256816836115e-06,5.710057744852434e-07,0.0082777261593039,4.0,18.3908619080936,-0.1576718471794846,-0.120037438577334,-0.120037438577334,0.3699129393254234,-0.0999999999999999,-0.0852130325814537,-0.0688775510204081,-0.0094979647218453,-0.1421856639247943,-0.1511627906976743,-0.1933701657458564,-0.20479302832244,-0.1609195402298849,-0.1391509433962264,-0.0700636942675159,-0.0201342281879195,0.0428571428571429,0.0428571428571429,0.0625909752547306,-0.0094979647218453,-0.0852130325814537,-0.0482398956975228,0.0068965517241379,0.0195530726256982,0.0195530726256982,0.1162079510703364,-0.0266666666666667,0.0096818810511756,0.1094224924012157,0.202635914332784,0.2651646447140381,0.2542955326460481,0.212624584717608,0.2695652173913043,0.4038461538461537,0.4455445544554455,0.5271966527196652,0.6222222222222222,0.4658634538152608,0.2920353982300883,0.2046204620462046,0.2086092715231788,0.1496062992125983,0.1679999999999999,0.067251461988304,0.0863095238095237,0.0167130919220055,0.0798816568047338,0.0579710144927534,0.038406827880512,0.067251461988304,0.1514195583596214,0.0814814814814814
BBTK-L^C11,11.0,0.1364296081277213,0.0006082670980504,48.99827152537594,0.1020806241872561,0.1818181818181818,0.288370935206189,0.5844782317828076,1.0,0.8411764705882353,7.190377836379356e-05,0.1253396739130146,1.8950429988292813e-08,0.0008084316702523,-0.108730583824317,3.0,0.0018107454103482,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.3645067749816643,0.0,-0.075,0.4230769230769229,0.4230769230769229,0.0882352941176469,0.0882352941176469,0.0882352941176469,0.0882352941176469,0.0882352941176469,-0.119047619047619,-0.119047619047619,-0.119047619047619,-0.119047619047619,-0.119047619047619,-0.075,-0.075,0.5416666666666667,-0.075,-0.075,-0.0263157894736841,0.0571428571428571,0.2333333333333334,0.48,0.3214285714285714,0.3214285714285714,0.3214285714285714,0.48,0.48,0.8499999999999999,0.3703703703703702,0.6818181818181819,0.15625,1.3125,1.3125,0.6818181818181819,-0.075,-0.075,-0.075,0.0277777777777779,0.0882352941176469,0.2758620689655173,0.2758620689655173,0.3214285714285714,0.2758620689655173,0.4230769230769229,0.6818181818181819,0.6818181818181819,0.6086956521739129,0.6086956521739129
BBTU-L^C18,13.0,0.0745087220406604,9.469509442056952e-07,0.0762805675896543,0.0114483440434997,0.1377533193570929,1.06430741818248,-0.0004240452323154,1.0,0.0755260420833665,5.040120513123371e-08,0.0276405298961602,9.302690888806638e-07,8.348426032324479e-07,0.0730680429172891,4.0,2.497733522574181,0.062030868777317,-0.1057039092888807,0.0532202960900924,0.3756653736444718,0.0285714285714286,0.1075949367088606,-0.0979381443298968,-0.0789473684210525,-0.2045454545454545,-0.2886178861788617,-0.3110236220472441,-0.2971887550200803,-0.2187500000000001,-0.1666666666666667,-0.1706161137440758,-0.1504854368932039,-0.0168539325842697,-0.0489130434782608,-0.2708333333333332,-0.2914979757085021,-0.2886178861788617,-0.2768595041322313,-0.2117117117117117,-0.1504854368932039,-0.2391304347826086,-0.2738589211618257,-0.1626794258373205,-0.0979381443298968,-0.0885416666666666,-0.0979381443298968,-0.1935483870967741,-0.2081447963800905,-0.2152466367713004,-0.3,-0.3518518518518518,-0.3772241992882562,-0.326923076923077,0.0294117647058824,-0.1161616161616161,-0.1586538461538461,-0.0932642487046632,-0.1666666666666667,-0.2768595041322313,-0.2914979757085021,-0.3055555555555556,-0.3589743589743589,-0.4224422442244224,-0.3794326241134751,-0.3859649122807017,-0.2045454545454545,-0.2768595041322313,-0.2521367521367521,-0.2256637168141592
BBXK-L,14.0,-0.065146749161619,1.11664608144673e-05,0.8995016839121251,0.0586361768332061,0.1127210112972995,1.4395333973324198,0.0099786498992748,1.0,-0.3366986696516983,5.544635396142852e-07,-0.1122292685547688,3.5547085672732413e-06,1.4897674281048136e-05,0.3556588840522356,2.0,0.2427536829011858,0.3189269395488051,1.0073925480144137,0.0073925480144135,1.1289219117365843,0.0144927536231884,0.0,-0.0142857142857143,0.0,0.0,-0.8179419525065963,-0.8235294117647058,-0.8207792207792208,-0.8212435233160622,-0.8155080213903744,-0.8088642659279779,-0.7994186046511628,-0.7653061224489797,-0.7294117647058824,-0.7463235294117647,-0.7217741935483871,-0.7346153846153847,-0.7228915662650603,-0.7386363636363636,-0.7444444444444445,-0.7063829787234043,-0.6919642857142858,-0.6290322580645162,-0.6479591836734694,-0.6443298969072165,-0.6567164179104478,-0.6729857819905214,-0.6863636363636364,-0.7112970711297071,-0.735632183908046,-0.7063829787234043,-0.735632183908046,-0.7346153846153847,-0.7561837455830389,-0.7661016949152543,-0.7195121951219512,-0.7561837455830389,-0.780952380952381,-0.8292079207920793,-0.8193717277486912,-0.8114754098360656,-0.823076923076923,-0.8372641509433962,-0.8300492610837438,-0.832116788321168,-0.8083333333333333,-0.8325242718446602,-0.8337349397590361,-0.846325167037862
BCPS-L^C06,13.0,-0.0099882949668357,5.661491355384106e-06,0.4560550645576131,0.0244872388527224,0.1109114127607245,0.6479133768250958,0.0165321515775645,1.0,-0.017326888065792,4.314929525952366e-07,-0.0191357540585025,3.292664333455434e-07,7.660537079603614e-06,0.0035061120060646,2.0,0.2432283123674453,-0.2816279001455417,0.0263958006576339,-0.3722427868769332,0.3554103205597604,-0.0203791469194312,-0.0220162224797217,-0.0270893371757924,0.0288918688284773,0.0409472126295018,0.0926980838943554,0.0866486416891978,0.0852513822810854,0.0187085093542547,36.34513274336284,34.46218487394958,-0.0140186915887848,49.23809523809524,-0.0172333488588727,-0.0740537575425123,-0.0415625709743356,60.159420289855085,0.0064393036012402,-0.0063574287732516,66.52000000000001,-0.1023186556051902,-0.1026049973418393,25.62460567823344,-0.1046992680598281,56.02702702702703,-0.0403638430926662,-0.0664749474615639,-0.0782000873743992,-0.0820100065259951,61.98507462686568,71.13675213675215,-0.0659583886675519,64.9375,53.80519480519481,46.95454545454546,52.41772151898734,53.45161290322581,51.75,47.50574712643679,47.78612716763006,48.64705882352941,50.15151515151516,8.33628318584071,8.419642857142858,61.05882352941176,65.98412698412699,10.887323943661974,62.45864661654135,69.92436974789916
BCQE-L^A14,14.0,-0.1943405634505111,6.235547818857336e-08,0.0050229753691607,0.071364046973803,-0.0745637635483127,1.1118500722407072,-0.0720133155058905,1.0,-0.8254545454545454,-3.762979899018767e-07,-0.1373835001724995,2.6107238433948004e-06,2.629755687772264e-06,-0.1244232987312572,4.0,2.0315862638780726,0.2073769695147286,-0.1192414543501914,-0.1133155284242655,0.9464386438120406,0.0645161290322582,0.0333333333333334,-0.1621621621621621,-0.0746268656716419,-0.3111111111111111,-0.4150943396226415,-0.4259259259259259,-0.5,-0.38,-0.4655172413793103,-0.4789915966386554,-0.3980582524271845,-0.03125,0.5897435897435896,-0.2954545454545454,-0.3033707865168539,-0.5441176470588236,-0.5782312925170068,-0.5810810810810811,-0.5441176470588236,-0.6100628930817611,-0.6612021857923498,-0.6025641025641026,-0.6352941176470588,-0.617283950617284,-0.5782312925170068,-0.7633587786259542,-0.7479674796747968,-0.752,-0.7372881355932204,-0.7987012987012987,-0.7651515151515151,-0.7793594306049823,-0.7839721254355401,-0.8160237388724035,-0.7919463087248322,-0.7919463087248322,-0.7793594306049823,-0.8149253731343283,-0.8121212121212121,-0.7960526315789473,-0.7824561403508772,-0.804416403785489,-0.7769784172661871,-0.7624521072796935,-0.7304347826086957,-0.7383966244725739,-0.7047619047619047,-0.7549407114624506
BCYN-L,13.0,0.0392066420664206,3.5090302271063576e-07,0.0282665980799511,0.0420076772651553,0.1798969072164948,0.4921887467253937,-0.0314579620665513,1.0,0.0065133319763891,5.329184429842011e-08,-0.0632586895875744,1.721812707517396e-06,5.679023034890228e-07,0.0646534521750698,5.0,12.39728474684007,0.0246144241729292,0.0892651019622931,0.0892651019622931,0.6288586994170549,0.1553228621291447,0.1040462427745665,0.0096916299559473,0.1072463768115943,-0.0575657894736841,-0.1198156682027649,-0.772438443208896,-0.7894543450303142,-0.7992994746059545,-0.7974549310710498,-0.7814645308924485,-0.7822534676040281,-0.7441964285714285,-0.7270778756846868,-0.7638574077889965,-0.7572033898305085,-0.7786362758354259,-0.7902635431918008,-0.7984168865435356,-0.75781910397295,-0.7753381689864732,-0.7631742095474272,-0.753813104189044,-0.7240549000722369,-0.7382366377341252,-0.7102402022756005,-0.752697453603798,-0.7333643555141927,-0.7346608011113683,-0.7119879366675044,-0.7159147248388695,-0.7319298245614034,-0.7069803119406801,-0.7458980044345898,-0.8067779463834092,-0.7717131474103586,-0.7259684361549498,-0.7256404117787887,-0.7436241610738255,-0.7577679137603044,-0.7380571428571429,-0.6859413537955604,-0.7386545039908781,-0.668018539976825,-0.6346828179789608,-0.6115254237288135,-0.589541547277937,-0.5931842385516507,-0.6142712891282396
BCZB-L,14.0,0.0679077843156168,8.446758242907022e-07,0.0680419104077243,0.2437391304347826,0.1279723303069606,1.931305265036728,0.0032195670455877,1.0,-0.0128283445326817,6.342037954657913e-08,0.0303199925366172,1.5819107375882137e-05,1.0736164251813751e-06,0.1404775124930594,3.0,5.049169342670599,0.0109721146763149,0.0068149707360183,-0.0047552771978659,0.5200212328637587,0.075812274368231,0.0259259259259259,-0.1178343949044585,-0.0827814569536423,-0.2410958904109589,-0.2652519893899204,-0.3092269326683291,-0.3075,-0.3292978208232445,-0.2915601023017903,-0.2431693989071038,-0.2348066298342541,-0.2652519893899204,-0.2305555555555556,-0.2632978723404254,-0.3143564356435643,-0.3704545454545455,-0.3646788990825689,-0.3005050505050505,-0.3005050505050505,-0.2729658792650918,-0.2410958904109589,-0.3022670025188917,-0.2933673469387755,-0.2969543147208121,-0.2573726541554959,-0.2348066298342541,-0.1397515527950311,-0.1206349206349206,0.0183823529411764,-0.175595238095238,-0.0766666666666666,0.0374531835205993,-0.1606060606060605,-0.2063037249283668,-0.1580547112462006,-0.2431693989071038,-0.2533692722371967,-0.3558139534883721,-0.2593582887700535,-0.3260340632603407,-0.2710526315789473,-0.2987341772151899,-0.2805194805194805,-0.2348066298342541,-0.352803738317757,-0.4253112033195021,-0.4426559356136821,-0.4851301115241635
