firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BDAJ-L,7.0,-0.0363123115416694,3.2514017396352005e-07,0.0261913007932424,0.0713032288254562,0.2190345119627355,1.253204477248212,0.14506022072542,1.0,0.0546095126247797,7.621604300592536e-08,-0.0914793518034479,1.0035052887556373e-07,5.4473651640102e-07,-0.0849467815509376,5.0,1.4578214735334112,-0.3022336159647405,-0.022528402600113,-0.23781643805063,0.2420425035243777,-0.0635451505016724,0.2254098360655738,0.1325757575757575,1.9603960396039604,0.128301886792453,0.0454545454545456,0.0872727272727273,1.875,0.1960000000000001,0.1865079365079365,0.3000000000000002,0.3230088495575223,0.5654450261780106,1.931372549019608,0.328888888888889,1.9029126213592236,0.4170616113744076,0.3590909090909091,1.875,0.573684210526316,0.625,0.7588235294117649,0.7085714285714286,0.642857142857143,1.9603960396039604,1.9603960396039604,2.082474226804124,0.8012048192771086,2.180851063829788,1.0909090909090913,1.0340136054421771,2.285714285714286,0.9166666666666669,2.0510204081632657,0.5255102040816328,1.9029126213592236,1.875,1.875,1.820754716981132,0.0346020761245675,1.7685185185185186,0.2510460251046025,0.1634241245136187,0.328888888888889,1.7181818181818185,1.5555555555555558,0.288793103448276,1.743119266055046,1.6460176991150446
BDBL-L^I07,14.0,-0.1070047070885957,-8.171002538071066e-07,-0.065820591361613,0.0582665695557174,-0.0352865697177074,1.4524765212250768,-0.0600724112682536,1.0,0.3066971080669712,-1.582328680203046e-07,-0.1149736569993448,3.212832319864003e-07,2.22493654822335e-06,-0.0002851033499644,4.0,1.1091584441864228,-0.01765030479711,-0.0203663122167312,-0.0848954241029669,0.9464386438120406,-0.1578947368421052,0.1176470588235294,0.0795454545454545,-0.0865384615384615,-0.2857142857142858,-0.2857142857142858,-0.3708609271523179,-0.4751381215469613,-0.3987341772151899,-0.4099378881987578,-0.4677871148459384,-0.3949044585987261,-0.3214285714285714,-0.2244897959183674,-0.5377128953771291,-0.5652173913043479,-0.5476190476190477,-0.5691609977324263,-0.5730337078651686,-0.5739910313901345,-0.6041666666666667,-0.6169354838709677,-0.6545454545454545,-0.6607142857142857,-0.6303501945525292,-0.6332046332046333,-0.7058823529411764,-0.6984126984126984,-0.7205882352941176,-0.6880131362889983,-0.6910569105691058,-0.7121212121212122,-0.7201767304860088,-0.7459893048128343,-0.6875,-0.6401515151515151,-0.6114519427402862,-0.5632183908045977,-0.6415094339622642,-0.6455223880597015,-0.6346153846153846,-0.5681818181818182,-0.6415094339622642,-0.5869565217391304,-0.5711060948081264,-0.5115681233933163,-0.527363184079602,-0.4794520547945206,-0.4864864864864865
BDCK-L^L08,13.0,0.0004852013585637,1.612249056352359e-06,0.1298729082715063,0.0404429465575349,0.1702882483370288,1.7386391566989463,-0.001204622074291,1.0,-0.0016085790884719,8.225760491593668e-08,-0.08197914140189,1.5086827261706426e-08,1.9551333884230003e-06,0.002664298401421,2.0,0.101600287056344,0.3975748194014447,0.1622807017543859,0.1622807017543859,0.5479381622069709,-0.0519480519480519,-0.0941176470588235,-0.2376237623762376,-0.2299999999999999,-0.3094170403587444,3.5294117647058822,-0.3063063063063064,3.5294117647058822,-0.2102564102564101,-0.1720430107526882,-0.1894736842105262,-0.2222222222222222,-0.2376237623762376,3.5294117647058822,-0.3304347826086956,-0.2903225806451612,3.5294117647058822,-0.4296296296296297,3.5294117647058822,-0.2903225806451612,3.4000000000000004,-0.283720930232558,3.4000000000000004,-0.125,-0.1675675675675676,3.4000000000000004,3.5294117647058822,-0.1808510638297872,3.4000000000000004,-0.1444444444444445,3.5294117647058822,-0.2450980392156863,-0.3583333333333333,-0.3790322580645161,-0.2487804878048779,-0.1720430107526882,-0.2735849056603774,-0.3529411764705882,-0.4076923076923077,-0.3390557939914163,-0.3333333333333333,-0.2376237623762376,-0.3245614035087718,-0.2666666666666667,3.5294117647058822,-0.3362068965517241,-0.347457627118644,-0.3937007874015747,-0.3688524590163934
BDIM-L^C23,24.0,-0.1180208320002297,2.401900385522078e-07,0.0193482382400619,0.0964676344647736,0.1625931116081915,0.3821121487436232,0.0273866329299373,1.0,-0.2137404509551767,3.920148898760145e-08,-0.189570238454245,5.452727441340549e-08,4.63045082091443e-07,-0.0610994490253264,3.0,2.8023300542983915,-0.1255660457788973,-0.0309161678702644,-0.2571438872009313,0.4267658416276246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0859686828369665,-0.0103058510638297,-0.0699781318338018,-0.0746036680136773,-0.1166172106824926,-0.2214958158995816,-0.0667711598746081,0.145,0.0724063400576369,0.2261120263591431,0.0467651195499296,0.2052631578947368,0.2988656195462478,0.2042880258899677,0.2765866209262435,0.0609408410548824,-0.007997334221926
BDLO-L,14.0,-0.2547958153423127,1.1473423656827122e-06,0.0924228730215227,0.0285738511107342,0.0432963231601852,0.5752033737776053,-0.0547327293225916,1.0,-0.2886570661828627,-3.206706080494722e-08,-0.3110006031436899,2.179186923157781e-07,9.635359239965602e-07,-0.2113666982685494,4.0,1.4430254101176228,-0.0020501775155004,-0.6955330054053956,-0.2236568257149464,0.9464386438120406,0.0164835164835164,0.0581395348837208,-0.0179856115107912,0.0581395348837208,-0.0808080808080808,-0.1401574803149605,-0.1911111111111111,-0.16,-0.1374407582938388,-0.0899999999999999,-0.0054644808743169,0.011111111111111,0.0360531309297913,0.1543340380549682,-0.0975206611570247,-0.1534883720930232,-0.202919708029197,-0.166412213740458,-0.0162162162162161,-0.048780487804878,-0.1495327102803738,-0.0714285714285714,-0.0072727272727273,0.0167597765363127,0.0581395348837208,0.2380952380952381,0.1280991735537191,0.0282485875706215,-0.0698466780238501,-0.0197486535008977,-0.0504347826086956,-0.0792580101180437,0.0224719101123596,0.1142857142857141,-0.1277955271565495,-0.0990099009900989,-0.1574074074074074,-0.2631578947368421,-0.3445378151260504,-0.3716915995397007,-0.4495967741935484,-0.5168141592920354,-0.4829545454545455,-0.4294670846394984,-0.3892617449664429,-0.3953488372093022,-0.2909090909090909,-0.3217391304347826,-0.3275862068965517
BDRV-L,19.0,-0.0020883710705649,1.1078902598153378e-06,0.089244853033703,0.0332635752836215,0.2060863411181882,0.4288622039615598,0.0067467118446893,1.0,-0.0152321526885667,9.435442578002412e-08,-0.0097925950376763,7.018798618444767e-07,7.358406421881968e-07,0.0179948586118251,4.0,4.260899726293059,-0.1147560404441138,-0.1036449293330027,-0.1036449293330027,0.1076910491864904,0.0834951456310679,-0.0301318267419961,-0.132996632996633,-0.121160409556314,-0.2313432835820895,-0.3250327653997378,-0.3169761273209548,-0.3105756358768406,-0.2746478873239436,-0.2954856361149109,-0.2426470588235293,-0.2568542568542568,-0.1666666666666665,-0.1598694942903751,-0.3031123139377536,-0.2847222222222222,-0.3087248322147651,-0.3380462724935732,-0.3205804749340368,-0.2621776504297994,-0.2807262569832401,-0.304054054054054,-0.2935528120713305,-0.2983651226158037,-0.2470760233918127,-0.2313432835820895,-0.2470760233918127,-0.2536231884057971,-0.289655172413793,-0.2837273991655076,-0.314247669773635,4.364583333333334,4.364583333333334,4.364583333333334,-0.3311688311688311,4.47872340425532,4.47872340425532,4.47872340425532,4.364583333333334,4.364583333333334,4.421052631578948,4.421052631578948,-0.4728761514841351,4.421052631578948,4.47872340425532,4.47872340425532,-0.4114285714285713,4.47872340425532,4.5978260869565215
BFQK-L,13.0,0.0514455137457128,8.239506580703645e-07,0.0663724179674339,0.0241310099443481,0.0083371518446505,0.0592181031017058,-0.0015979979097759,1.0,0.1815526518063028,1.3678910222453617e-07,0.0022561573300071,7.867418365350956e-06,2.2102160158339752e-05,0.0435966612843628,2.0,8.206284418615875,0.926651864328918,-0.0733481356710818,-0.0733481356710818,0.447259014277947,-0.0062111801242236,3.805970149253731,-0.1080332409972298,-0.1261872455902306,3.7007299270072993,4.457627118644068,4.366666666666667,3.503496503496504,-0.3284671532846714,-0.3825503355704697,-0.3428571428571428,4.235772357723578,4.278688524590164,-0.3340227507755946,-0.4177215189873418,-0.4064516129032257,-0.4884829229547259,-0.4785425101214574,-0.4806451612903225,-0.4355828220858895,-0.4624373956594324,-0.4533106960950763,-0.471698113207547,-0.4166666666666666,-0.3256544502617801,-0.2764044943820224,-0.2165450121654502,-0.127371273712737,-0.1470198675496687,-0.2883977900552487,-0.1202185792349727,-0.248541423570595,-0.0942334739803094,-0.1043115438108484,-0.3494949494949495,-0.3975678203928905,-0.4476843910806174,-0.4042553191489362,-0.3789778206364512,-0.3807692307692307,-0.4703947368421052,-0.5072685539403213,-0.5413105413105412,-0.4988326848249027,-0.4574557708508845,-0.4655601659751037,-0.4996114996114995,-0.4453057708871661,-0.4514480408858603
BFQL-L^K03,14.0,-0.1021077015111183,3.6068253626953e-05,2.905437578859364,0.0797297327835266,0.0942118949348109,0.0630509888699699,-0.0057812198751556,1.0,-0.1093158769240337,1.7917723829444522e-06,0.0278954426307787,2.841215116105467e-09,1.839075339482329e-05,-0.095303886198065,2.0,0.0518397709162022,-0.0438066604380125,-0.1721728426610614,-0.1721728426610614,0.0928115664956169,-0.0141268975376686,-0.065958007555126,-0.065958007555126,-0.065958007555126,-0.065958007555126,-0.065958007555126,-0.065958007555126,-0.065958007555126,-0.065958007555126,-0.1449366274207039,-0.1449366274207039,-0.1449366274207039,0.0381182995176627,0.0381182995176627,-0.1458433754298017,-0.1458433754298017,-0.1617231972499486,-0.1361132326892763,-0.1035849183866179,-0.143352079539778,-0.1162516208398443,-0.1098590134288871,0.0760900368406138,-0.0548651483634683,-0.0344545751752697,-0.0445371052678875,0.0167543272449077,0.258576197353157,0.3417041037807278,0.3417041037807278,0.3417041037807278,0.2271698984302863,0.2271698984302863,0.2271698984302863,0.2271698984302863,0.1492033982576364,0.1505215772843353,0.1505215772843353,0.0684769063793866,0.0978233933586651,0.0978233933586651,0.3112898053822055,0.1774829449809516,0.3404185577407967,0.6634645472182241,0.6634645472182241,0.5313994353862996,0.7464765596767307,0.7746361329950595
BFTY-L^H05,13.0,-0.4666532564190746,1.1669685860473305e-06,0.0940038411151851,0.0021519718653912,0.0312607500304725,0.0611269738836548,0.0060396577232075,1.0,-0.0542753998071992,2.4015481926030974e-07,0.1140083011151501,6.297408817524413e-09,6.000448419227341e-06,-0.5011828516381002,2.0,0.2521903636205752,0.049104712309795,-0.4237465837338611,-0.4237465837338611,0.5047901890062361,0.171875,-0.0303030303030302,-0.1794871794871795,-0.1232876712328766,-0.2967032967032967,-0.4074074074074074,-0.4181818181818182,-0.4621848739495797,-0.4285714285714286,-0.4666666666666667,-0.4336283185840707,-0.4234234234234234,-0.3816425120772946,-0.3962264150943396,-0.5,-0.5,-0.5076923076923077,-0.5816993464052287,-0.5460992907801419,-0.4859437751004016,-0.5345454545454545,-0.5719063545150502,-0.5631399317406143,-0.5259259259259259,-0.5524475524475524,-0.5412186379928315,-0.5379061371841155,-0.5151515151515151,-0.4410480349344978,-0.3725490196078431,-0.3535353535353535,-0.4101382488479262,-0.4621848739495797,-0.4128440366972478,-0.3118279569892473,-0.238095238095238,-0.2601156069364161,-0.2098765432098766,-0.1578947368421053,-0.1351351351351351,-0.0921985815602836,-0.0077519379844961,-0.0985915492957746,-0.0153846153846154,0.0491803278688525,0.28,0.1851851851851851,0.1130434782608695,0.4065934065934065
BFUG-L^I04,15.0,0.0046302346856854,9.97448129683877e-07,0.0803483115351306,0.0002445652173913,0.0618159429212994,0.1130936531833044,0.0083512579513121,1.0,0.0656097900152969,1.1074657680417637e-07,9.313588525661089e-06,5.523415878467232e-12,1.7767093622836444e-06,-0.0223613339445336,2.0,0.0337920519623682,0.0038606216590773,0.0038606216590773,0.0038606216590773,0.406697188737285,-0.1666666666666666,-0.0174672489082969,2.040540540540541,2.1690140845070425,2.2142857142857144,2.333333333333333,2.333333333333333,2.333333333333333,-0.0816326530612245,2.125,-0.1935483870967742,2.0821917808219177,2.061224489795918,2.260869565217392,2.0821917808219177,2.1690140845070425,2.284671532846715,2.3088235294117645,2.284671532846715,1.4324324324324325,1.903225806451613,1.903225806451613,1.9220779220779216,1.9220779220779216,2.040540540540541,2.103448275862069,1.980132450331126,1.980132450331126,1.9605263157894732,1.9605263157894732,2.0201342281879198,2.040540540540541,2.061224489795918,2.0201342281879198,1.980132450331126,1.903225806451613,0.0067114093959732,2.3088235294117645,1.941176470588235,2.6,0.1688311688311687,0.1780104712041885,2.040540540540541,2.040540540540541,2.6885245901639343,0.1538461538461539,1.8662420382165603,0.1538461538461539,0.1538461538461539
