firms,age,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,agr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,17.0,1.7892881220151206e-07,0.0742146968895717,0.1199986947796624,0.0713249361852815,1.40302793831869,-0.0142971871167075,1.0,-0.0383347073371804,6.051579650519572e-09,-0.0381331382202103,7.927453723335822e-10,4.038525514510889e-07,0.1923271837227607,4.0,0.1780584019935761,0.0167361694168356,0.0640683542552739,-0.0031795368358814,0.0772600557546794,2.9647380200900986,0.108957485284979,0.0476190476190476,0.0824742268041238,0.09375,0.2962962962962963,0.1931818181818181,0.2650602409638556,0.3461538461538462,0.6935483870967742,0.5909090909090908,0.7500000000000002,0.6935483870967742,0.909090909090909,0.875,1.1,1.0192307692307692,1.1875,1.1875,1.3863636363636362,1.2826086956521738,1.1875,1.1,1.1875,1.1875,0.7796610169491527,0.8103448275862071,1.058823529411765,1.1,1.2826086956521738,1.2340425531914896,1.0192307692307692,1.5609756097560976,1.5,1.763157894736842,2.088235294117647,2.620689655172414,2.28125,2.620689655172414,2.3870967741935485,1.6923076923076923,2.088235294117647,3.0384615384615383,2.088235294117647,2.1818181818181817,1.916666666666667,1.2340425531914896,1.1,1.1,1.058823529411765,0.875
BAOH-L,31.0,1.26030971991285e-06,0.5227414338668638,0.1250867824762236,0.1794464555657846,0.4609472516790491,-0.0759719231140925,1.0,0.2520254692773531,1.4402724564014902e-08,-0.0712511127451486,2.8093678393912093e-08,5.981754779700792e-07,-0.3448909093163009,4.0,0.6779145195769551,-0.0099509567714725,-0.2822939676590723,-0.0013199657365369,-0.0602575446779774,1.2459753214641416,-0.0267194690686891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBTK-L^C11,11.0,0.0005233926192527,217.0887075935785,0.1020806241872561,0.1818181818181818,0.2759230423856604,1.662228889024569,1.0,0.8411764705882353,6.187069301070609e-05,0.1253396739130146,1.0273357388288972e-08,0.0006956272511473,-0.108730583824317,3.0,0.0015555552884481,0.1172088780784433,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.8495750593438322,0.1364296081277213,0.048780487804878,0.0,0.0,0.0,-0.0238095238095238,-0.127659574468085,-0.088888888888889,-0.0238095238095238,0.0249999999999999,0.0249999999999999,0.0249999999999999,0.1081081081081081,0.0249999999999999,0.0789473684210526,-0.088888888888889,0.0249999999999999,0.1714285714285714,0.1714285714285714,0.1714285714285714,0.1714285714285714,-0.088888888888889,0.1714285714285714,0.1714285714285714,-0.088888888888889,0.1714285714285714,0.1714285714285714,0.0249999999999999,0.0249999999999999,-0.088888888888889,0.1714285714285714,0.1714285714285714,0.0249999999999999,0.0249999999999999,0.0249999999999999,-0.18,-0.2545454545454546,-0.18,-0.0238095238095238,0.1081081081081081,0.1081081081081081,0.0249999999999999,0.5769230769230769,0.5769230769230769,0.2058823529411764,0.2058823529411764,0.2058823529411764,0.2058823529411764,0.2058823529411764,-0.0238095238095238
BBTU-L^C18,17.0,4.400696048949128e-07,0.18252863770653,0.1704342707892655,0.0865919715070119,2.466489684467081,-0.0074133935365965,1.0,0.0162668548134211,3.330183070944648e-08,-0.1480181393847981,3.852267521181479e-06,4.821127418303353e-07,0.1137076537013801,4.0,3.831242230444772,-0.4054956364383289,0.9671246237408984,0.1270833440711356,-0.0328753762591016,0.4868301956738571,0.0649622881770987,0.0054644808743169,0.0054945054945054,0.0892857142857144,0.0701754385964912,0.150943396226415,0.161904761904762,0.2491467576791808,0.2534246575342467,0.2577319587628865,0.3357664233576642,0.2281879194630873,0.1582278481012657,0.2323232323232322,0.2887323943661972,0.4186046511627908,0.4022988505747127,0.3071428571428574,0.4076923076923078,0.4022988505747127,0.3555555555555556,0.3605947955390336,0.4758064516129032,0.605263157894737,0.5982532751091703,0.6194690265486729,0.6266666666666667,0.7023255813953491,0.8673469387755104,1.010989010989011,0.8484848484848486,0.8484848484848486,0.9891304347826086,1.022099447513812,1.3766233766233769,1.6521739130434785,1.4078947368421053,1.2732919254658386,1.191616766467066,1.0333333333333332,1.0914285714285716,1.3164556962025316,0.8865979381443301,0.9263157894736844,0.6636363636363636,0.4878048780487805,0.4409448818897639,0.469879518072289,0.6339285714285714,0.7428571428571429
BBXK-L,17.0,7.642455671823849e-06,3.169878144262348,0.0740178623547953,0.197405228682929,1.8429850065599331,0.0112292012340402,1.0,-0.8076484741040901,9.844462320299756e-06,-0.0212997659083662,1.836674013693742e-06,6.311860032143129e-05,-0.2355223334890618,2.0,0.0387752687900794,-0.0159053725019433,0.1032131233775334,0.956730711317232,-0.0432692886827681,0.5948828213733537,-0.4191484458662618,0.0,-0.8633663366336634,0.0147058823529411,0.0147058823529411,0.0147058823529411,0.0147058823529411,0.0,0.0,0.0,-0.7946428571428572,0.0,0.0,-0.0142857142857143,-0.7988338192419826,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,0.0,-0.75,0.0,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,0.0,0.0,-0.0142857142857143,0.0,0.0,-0.8179419525065963,-0.8235294117647058,-0.8207792207792208,-0.8212435233160622,-0.8155080213903744
BCPS-L^C06,16.0,1.1526933940288432e-05,4.78105173738695,0.0300174013921113,0.0361847473829008,0.9681367025306884,-0.1921145751582619,1.0,-0.2767315671879988,-3.183132794852377e-06,-0.2550907182485772,1.6736195421206648e-07,2.3996217621282264e-05,-0.2145116976105235,3.0,0.0511345936871163,0.3526833817201046,0.3276842538734003,-0.5423988029580112,0.0464862505456132,2.205914189173459,-0.2266599303321189,0.0172413793103447,0.0545454545454544,0.1047619047619046,-0.9855072463768116,-0.9854307962823412,0.1372549019607842,-0.9855523726491467,-0.9857371203737858,0.1047619047619046,-0.9849350649350648,-0.9845806194337364,-0.9846418641599364,-0.9850938062194808,-0.985132017431428,-0.9851282051282052,-0.984834618904432,-0.1407407407407408,-0.1212121212121213,-0.1212121212121213,-0.98454157782516,-0.9842839723614686,-0.462962962962963,-0.9845969990705086,-0.2516129032258065,-0.2516129032258065,-0.9845969990705086,-0.9841767835220298,-0.5886524822695036,-0.9844044097875772,-0.2658227848101266,-0.9844420600858368,-0.9848326359832636,-0.986099460754943,-0.9855577689243028,-0.3371428571428572,-0.2704402515723271,-0.9851624456382708,-0.984770907181305,-0.9859700048379294,-0.986255924170616,-0.986558516801854,-0.986628242074928,-0.9858588321345848,-0.9856931425752344,-0.9849818746763336,-0.9850650186687266,-0.9850842227079852,-0.9859987929993964,-0.4867256637168141
BCQE-L^A14,17.0,-5.653093425824764e-07,-0.2344745991011894,0.2577665827036104,-0.1129668994837534,1.1459771084576154,-0.117990058588706,1.0,0.371002132196162,-4.158496408110597e-07,-0.1514206514206311,2.487695023103267e-07,2.7113748250767607e-06,-0.1193603655054254,3.0,0.7396623736560133,0.0110296878505518,0.043773957359318,-0.0029193615185787,-0.2487792341300436,2.205914189173459,-0.1951219512195122,-0.0909090909090908,0.2222222222222223,0.2222222222222223,0.5714285714285714,0.4666666666666668,0.4666666666666668,0.6923076923076923,1.1999999999999995,0.8333333333333335,0.6923076923076923,0.375,0.2941176470588234,0.0999999999999998,0.375,0.1578947368421053,0.375,0.8333333333333335,0.5714285714285714,0.375,0.2222222222222223,0.375,0.0999999999999998,0.1578947368421053,0.0,-0.1538461538461538,0.2222222222222223,0.0476190476190476,-0.3125,-0.2142857142857143,-0.3714285714285713,-0.1538461538461538,0.0999999999999998,0.2222222222222223,0.5714285714285714,1.1999999999999995,0.4666666666666668,-0.5769230769230769,-0.5849056603773586,-0.6666666666666667,-0.6451612903225806,-0.6333333333333333,-0.7027027027027026,-0.6716417910447761,-0.7555555555555555,-0.7924528301886793,-0.7962962962962963,-0.8225806451612903,-0.78,-0.8103448275862069
BCZB-L,17.0,8.029682719439173e-07,0.3330489158288697,0.0593572458237937,0.0734536967117457,1.3721864193000537,-0.0291368601425463,1.0,-0.1430250783699059,1.1198231501732731e-08,-0.1477840650943786,6.913347971909314e-06,1.3142317921459772e-06,-0.0336123110151187,4.0,3.542330760218534,-0.3086495977540424,0.1565918423809768,0.470205720203022,-0.101044279796978,-1.808126384568409,-0.0774239656952275,0.0457516339869281,-0.0285714285714285,0.0588235294117647,7.742857142857144,0.0889679715302491,0.0812720848056536,0.0928571428571429,0.06993006993007,0.06993006993007,0.0851063829787235,7.742857142857144,0.0662020905923344,0.06993006993007,0.1333333333333333,0.1724137931034484,0.1460674157303372,0.2047244094488189,7.742857142857144,7.742857142857144,0.1417910447761192,0.1291512915129151,0.1007194244604317,0.1634980988593157,0.006578947368421,0.0928571428571429,-0.0223642172523961,0.0268456375838925,0.0372881355932201,0.1127272727272727,0.1007194244604317,0.1590909090909089,0.2047244094488189,0.1333333333333333,0.2750000000000001,0.3909090909090909,0.3133047210300428,0.2439024390243902,0.096774193548387,0.0268456375838925,0.1046931407942237,0.1333333333333333,-0.0254777070063694,0.0132450331125828,-0.1616438356164383,-0.1883289124668434,-0.2369077306733166,-0.235,-0.2590799031476997,-0.217391304347826
BDAJ-L,11.0,9.972540284040633e-08,0.041363324625751,0.0780452224653537,0.0797364834166288,-0.0515444307219721,0.176433233670173,1.0,-0.6140394088669952,2.8256591487645442e-08,-0.057816377171212,1.9117503765911838e-08,8.527890223748849e-07,0.0298186289578849,3.0,1.0218141535737226,0.2925904260583651,-0.0920760117405001,0.4148364306558132,-0.5851635693441868,0.2533820352428973,-0.121102628358296,-0.0634328358208956,-0.1241830065359477,-0.1492063492063491,-0.1096345514950164,-0.1096345514950164,-0.0496453900709218,0.0151515151515151,-0.0183150183150182,-0.0074074074074074,0.0307692307692308,-0.0359712230215826,-0.0359712230215826,-0.003717472118959,0.0151515151515151,-0.1184210526315788,-0.0662020905923345,-0.056338028169014,-0.0596491228070175,-0.0915254237288135,-0.1096345514950164,-0.1326860841423947,-0.1572327044025157,-0.1999999999999999,-0.1572327044025157,-0.1492063492063491,-0.0394265232974909,-0.0853242320819113,-0.0596491228070175,0.0151515151515151,-0.0596491228070175,-0.0758620689655171,0.072,0.0634920634920634,1.6019417475728157,0.1260504201680674,0.1404255319148937,0.1355932203389831,0.0075187969924812,-0.0428571428571427,-0.1036789297658863,0.098360655737705,0.0151515151515151,1.6534653465346536,0.0113207547169811,-0.0629370629370628,-0.0254545454545453,1.576923076923077,0.072,0.0634920634920634
BDBL-L^I07,17.0,-4.055277376982772e-07,-0.1682016314940756,0.1061089708310401,0.0517064307157528,1.247247202322468,0.0954922543528195,1.0,0.0145408163265305,2.8704062902203925e-08,-0.0413367780648314,1.0989949484846406e-07,1.2542604821618451e-06,-0.0549345011716799,5.0,1.2754802511071504,-0.005338774272418,-0.0874461145324504,-0.0637302381720947,-0.0838873956712405,1.222460438760425,-0.0920655112100493,-0.0676691729323308,0.0991735537190083,0.1271186440677967,0.2547169811320755,0.0857142857142856,0.0075757575757575,0.0769230769230768,0.0270270270270271,0.0769230769230768,0.112970711297071,0.0946502057613167,0.1465517241379312,-0.0074626865671642,0.0037735849056603,0.0901639344262295,0.2429906542056075,0.1615720524017467,0.2146118721461187,0.1875,0.0901639344262295,0.2429906542056075,0.0310077519379845,-0.0327272727272727,0.0310077519379845,0.1875,0.6729559748427674,0.5647058823529414,0.4456521739130434,0.738562091503268,0.6729559748427674,0.8732394366197185,1.273504273504274,1.078125,1.273504273504274,1.923076923076924,1.375,0.9000000000000001,0.9136690647482018,0.6625000000000001,0.4000000000000001,0.5647058823529414,0.5113636363636365,0.2788461538461539,0.0,0.0,-0.1192052980132449,-0.2651933701657458,-0.1582278481012657,-0.1739130434782608
