firms,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chpmia,chtx,convind,depr,ep,herf,hire,invest,lev,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,tb,agr,egr,grltnoa,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAOH-L,10.0,3.5855819018500847e-06,0.6053020242897742,0.0449883431033429,0.3802799676924624,1.0701556092975282,-89.1614,0.1373759996620304,0.0495722913300987,-0.0057352835891756,1.0,0.0902305010057825,5.373528042712653e-07,1.294126334011482e-07,0.0456709845886027,-0.0296829645976721,2.769890222216581e-06,4.0,0.5292813042320511,0.7308196746207135,0.2287954140116399,0.5681732000598916,0.9404809411831424,0.0106456139692097,0.0193451437071141,1.0777228473586793,-0.0300361986598528,-0.1100332450243772,-0.1024621863734239,0.1883020965313394,0.8904354452777741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBIO-L^E18,23.0,3.622025893342072e-07,0.0611454337199407,0.0288676236044657,0.1607229304502178,1.8289244306411576,51.0,0.3007949158519191,-0.0033309684220189,0.0026012214431124,1.0,0.1208609271523178,8.071447477974746e-08,3.833648225556228e-07,0.1,0.0721556209002488,1.0018431045242488e-06,5.0,1.7549838043304034,-0.0804544206060976,-0.0737354361921297,-0.0433842861907505,0.0775875689583198,0.0237236667299297,0.1013787510137875,0.2817524209750006,0.1506446505315539,-0.0464584920030464,0.0225073622212767,0.2666422823701536,0.1324398896334253,-0.0230414746543777,0.0093023255813953,0.0235849056603771,0.1923076923076923,0.2329545454545454,0.0533980582524271,0.028436018957346,-0.0225225225225226,0.0093023255813953,0.1857923497267759,0.1361256544502618,0.1793478260869565,0.2916666666666667,0.0796019900497513,-0.0482456140350876,-0.0726495726495726,-0.0091324200913242,-0.0269058295964126,0.0585365853658537,0.0742574257425743,0.0637254901960784,-0.0225225225225226,0.1128205128205128,0.2191011235955056,0.2840236686390531,0.4370860927152318,0.5839416058394158,0.9908256880733944,0.778688524590164,0.5839416058394158,0.5390070921985817,0.8706896551724139,0.8547008547008548,0.8547008547008548,0.9727272727272724,1.009259259259259,0.9549549549549547,1.0471698113207544,1.0666666666666664,0.736,0.6692307692307691,0.8235294117647058,2.1,2.013888888888889,1.6463414634146345,1.2371134020618555,1.6790123456790125,0.8547008547008548,0.1015228426395939
BBOU-L,24.0,1.234067964901084e-07,0.0208329877189629,0.0303484932916113,0.1543077290238996,0.7824910601105978,449.5,0.4336606134867594,-0.0028112491376491,0.0046002300115005,1.0,0.1043068640646029,4.313054286778484e-08,1.3448287710107862e-06,0.1441715237302248,0.0467209384638721,3.431671815783455e-07,4.0,22.98993024813201,-0.0692618283466197,0.0138386232877755,-0.0556528670911049,-0.0096648400509529,0.0340268456375838,0.1360952040085898,0.9284413110223828,0.1301006219345704,0.065395614871306,0.0910579913119852,0.1266676334106728,0.0831320450885668,0.0186230248306997,0.0119931467732723,0.0195627157652473,0.0687575392038601,0.1688654353562004,0.1286624203821655,0.1454427925016159,0.1665569453587887,0.2374301675977652,0.2603129445234706,0.3106508875739644,0.3662297609868927,0.4359805510534844,0.4119521912350596,0.4324979789814065,0.3822152886115444,0.3672839506172838,0.4548440065681445,0.4778982485404501,0.4620462046204621,0.4766666666666665,0.4953586497890294,0.5462478184991273,0.5302245250431779,0.605072463768116,0.615314494074749,0.5723158828748891,0.7005758157389634,0.6748582230623816,0.5892376681614349,0.5779162956366872,0.619744058500914,0.6796208530805685,0.6346863468634685,0.7038461538461538,0.7544554455445545,0.8554973821989527,0.841995841995842,0.9053763440860212,0.9754738015607578,1.1020166073546855,1.1742331288343557,1.2430379746835445,1.2039800995024876,0.9366120218579232,0.8439125910509886,1.0022598870056498,0.795339412360689,0.8477580813347236
BBTU-L^C18,23.0,1.830303414870767e-07,0.0308983699832408,0.0182536695521264,0.2216816777332194,1.4461391152378822,24.450000000000003,-0.013575020729794,-0.0756252914763825,0.0013850415512465,1.0,0.2524850894632207,7.046070008881582e-08,1.1062916688658366e-08,-0.0045130485970304,0.0110803324099723,4.3735877678219125e-07,4.0,0.8488259951572145,-0.0212073354266921,-0.0516555166763148,0.9959187837975716,0.0187448707540933,0.0362887963663891,0.1002614379084967,0.2491284564410532,-0.0085968096284267,0.1925175370226031,-0.0626438986953159,-0.0743132042030636,-0.0040812162024283,0.0760233918128656,-0.0115606936416184,0.1032258064516129,0.0822784810126582,0.0426829268292683,-0.0552486187845304,0.0426829268292683,0.1103896103896102,0.1875,0.3153846153846154,0.3053435114503815,0.2573529411764705,0.425,0.3464566929133859,0.1554054054054054,0.1176470588235294,0.1476510067114094,0.125,0.3053435114503815,0.2761194029850744,0.2761194029850744,0.3902439024390243,0.3571428571428572,0.2761194029850744,0.2761194029850744,0.2761194029850744,0.2127659574468086,0.3679999999999999,0.2302158273381296,0.096153846153846,0.0687499999999998,0.1793103448275861,0.0891719745222929,0.2391304347826088,0.2391304347826088,0.3679999999999999,-0.109375,-0.1139896373056994,-0.05,-0.0756756756756757,-0.1617647058823529,-0.2723404255319149,-0.0999999999999999,0.0239520958083832,-0.0115606936416184,-0.0756756756756757,-0.0393258426966292,0.0178571428571427,-0.0999999999999999
BBXK-L,24.0,4.381349981760891e-07,0.0739640060017436,0.0369158126307882,0.213923940095184,2.087475351016056,-20.599999999999994,0.1156903522507381,-0.0032236018743444,-0.0018927710167685,1.0,0.0974550616923109,8.057023423559291e-08,1.1459233211992174e-06,0.0384615384615384,0.0687490638744024,7.057550531511836e-07,4.0,3.2333128125161643,-0.0283255162063902,-0.1266768158540692,0.0248785818127232,0.1635544527248254,0.0151238090000412,0.0394236972260053,0.5733230709249243,-0.0096403916068681,0.0436506452216195,-0.0533610628428929,-0.036899736430454,0.0199172510086958,0.1061452513966481,0.0,0.0654761904761904,0.0914634146341464,0.0881458966565349,0.0,-0.0677083333333332,-0.0083102493074791,0.075075075075075,0.1511254019292605,0.1015384615384615,0.1474358974358973,0.1257861635220125,0.1118012422360248,0.056047197640118,-0.0271739130434782,-0.0725388601036268,-0.0773195876288659,0.056047197640118,0.0529411764705882,0.0,-0.0298102981029809,-0.0701298701298701,-0.1476190476190476,-0.0867346938775509,0.0112994350282487,-0.0027855153203342,0.0948012232415902,0.0028011204481792,-0.0218579234972677,-0.0376344086021506,0.081570996978852,0.0170454545454545,-0.1094527363184078,-0.0936708860759494,0.0529411764705882,0.0028011204481792,0.0591715976331361,0.0257879656160457,0.1257861635220125,0.2561403508771929,0.0529411764705882,0.1585760517799352,0.4377510040160641,0.5840707964601772,0.6651162790697676,0.6199095022624435,0.6126126126126126,0.7047619047619047
BCIP-L,13.0,2.8959205924359025e-06,0.4888764626682857,0.0909224999181829,0.0135657586898786,0.5688888372931676,-122.49519999999995,-0.0762272481300976,-0.0780584020678716,-0.0009801488765539,1.0,0.3444946044290463,-5.988536677988373e-07,7.2713792077115e-06,-0.0253419336939937,-0.0082203301447728,7.263498970438806e-06,4.0,3.337848611237754,0.0278322826057589,-0.0182778518035623,-0.0667763806193741,0.0432352199689077,0.0083900475948372,0.0299022204164548,1.7468650100450038,-0.0828057458365989,-0.2290523327886186,-0.1620608753914979,-0.0140538423254595,0.059220130442249,-0.0925925925925926,0.08,0.1999999999999999,0.08,0.1999999999999999,-0.0689655172413792,-0.129032258064516,-0.0847457627118642,0.0,-0.0357142857142857,-0.129032258064516,-0.129032258064516,-0.1428571428571428,-0.1940298507462686,-0.15625,-0.2602739726027396,-0.2799999999999999,-0.2987012987012987,-0.3493975903614457,-0.3414634146341463,-0.2799999999999999,-0.2394366197183097,-0.2058823529411765,-0.2894736842105263,-0.2499999999999999,-0.2602739726027396,-0.2058823529411765,-0.1147540983606556,-0.129032258064516,-0.2602739726027396,-0.2702702702702702,-0.2394366197183097,-0.2602739726027396,-0.2173913043478259,-0.2285714285714284,-0.2394366197183097,-0.2702702702702702,-0.2173913043478259,-0.1940298507462686,-0.129032258064516,-0.129032258064516,-0.1147540983606556,-0.2499999999999999,-0.1692307692307691,-0.2173913043478259,-0.2894736842105263,-0.0526315789473682,0.0188679245283018,-0.15625
BCOU-L^K14,22.0,1.1655089924735913e-06,0.1967560557208816,0.8789687948403794,-2.185021594032195,0.0771334089119253,-0.3918,6.015898317038382,-0.2470902130469183,-0.0001670026963344,1.0,0.6133333333333334,-8.084474254476173e-08,4.6566054271845956e-14,2.0,-0.0472625423757211,6.018598669920724e-08,1.0,0.0140379719595573,0.2728315412186383,-0.0179181322432612,0.9973107569721116,-0.1235116146541186,-0.0400735315814011,-0.0421425978160694,1.7468650100450038,-0.0536265798394888,-0.090612786251464,-0.0199538599270022,3.4554216867469885,-0.0026892430278883,0.0,-0.0833333333333332,-0.0833333333333332,-0.0833333333333332,0.0,-0.0833333333333332,-0.1538461538461538,-0.2666666666666666,-0.1538461538461538,-0.0833333333333332,-0.0833333333333332,-0.1538461538461538,-0.0833333333333332,-0.2666666666666666,-0.3888888888888888,-0.3125,-0.3125,-0.3888888888888888,-0.45,-0.4210526315789473,-0.5,-0.3888888888888888,-0.2142857142857143,-0.3529411764705883,-0.0833333333333332,0.0,0.0,-0.0833333333333332,0.0,-0.2666666666666666,-0.0833333333333332,0.0999999999999998,0.2222222222222223,0.2222222222222223,0.375,0.375,0.5714285714285714,1.1999999999999995,1.75,1.1999999999999995,0.5714285714285714,1.1999999999999995,2.666666666666667,2.666666666666667,2.666666666666667,2.666666666666667,1.75,1.75,0.0999999999999998
BCQE-L^A14,24.0,2.952489479734357e-07,0.0498426171176103,0.0908621579762519,0.1003436426116838,1.9485122707241247,-47.0,0.0961181193441141,-0.0091805955729194,-0.0028190671450538,1.0,0.185022026431718,5.52264219230887e-08,7.485251863843222e-08,0.0319547021171837,-0.0735294117647058,7.535220452775275e-07,5.0,0.9561075938417428,0.0695175674223702,-0.0930733749085997,0.0858355176082838,0.0739509675233941,0.006766917293233,0.0242805755395683,0.5878872629959148,-0.0220588235294117,0.0817120622568093,0.0203221809169745,-0.0482897384305835,0.0213193885760257,-0.0334728033472803,-0.0082987551867219,-0.0041666666666665,0.0575221238938055,0.138095238095238,0.091324200913242,0.1773399014778327,0.1601941747572814,0.1715686274509804,0.1327014218009479,0.1715686274509804,0.1490384615384614,0.1064814814814814,-0.1245421245421245,-0.2112211221122111,-0.2623456790123457,-0.2138157894736841,-0.2991202346041055,-0.3210227272727273,-0.3267605633802816,-0.2886904761904761,-0.3248587570621468,-0.2623456790123457,-0.1843003412969283,-0.2138157894736841,0.0042016806722691,-0.1277372262773722,0.0,-0.1309090909090908,-0.294985250737463,-0.3092485549132947,-0.253125,-0.224025974025974,-0.2006688963210702,-0.1614035087719297,-0.1870748299319727,-0.1672473867595818,-0.1213235294117647,-0.0912547528517109,0.0575221238938055,0.0084388185654007,0.1601941747572814,0.3815028901734105,0.6258503401360545,0.6597222222222223,0.3735632183908046,0.5723684210526316,0.4937499999999999,0.1601941747572814
BCZB-L,24.0,8.420950438065704e-07,0.1421587481790605,0.0434679709687598,0.1729465552577644,2.824382982997142,-18.0,0.0787579840095661,-0.0010105514869972,-0.0014724254863466,1.0,0.0534891199485475,8.9460443452892e-08,5.771078874079366e-06,0.0261832829808661,0.0718484077550662,1.0039615986828732e-06,3.0,3.393833030827447,-0.0252107269127768,-0.0150746256423327,-0.0986848770667268,0.0924587597479593,0.0126012965964343,0.0276248001421211,0.5871569682592739,0.0825511009737696,0.0377949852507374,-0.0077509583385989,0.1231799163179916,0.0564875367263766,0.0231213872832369,0.0516717325227962,0.0712074303405572,0.138157894736842,0.2055749128919859,0.1197411003236246,0.1019108280254776,0.1649831649831648,0.1768707482993197,0.1419141914191419,0.1419141914191419,0.193103448275862,0.2313167259786477,0.1456953642384106,0.1456953642384106,0.0516717325227962,0.0116959064327486,-0.0057471264367816,0.0359281437125749,-0.0673854447439352,-0.1059431524547803,-0.0797872340425531,-0.0280898876404495,-0.1105398457583548,-0.1105398457583548,-0.0648648648648648,-0.008595988538682,0.0914826498422713,0.0581039755351682,0.0236686390532545,0.0516717325227962,0.0236686390532545,0.0613496932515338,0.067901234567901,0.067901234567901,0.0581039755351682,0.0712074303405572,0.0646153846153845,0.1019108280254776,0.0984126984126985,0.1197411003236246,0.0421686746987952,0.0984126984126985,0.112540192926045,0.0613496932515338,0.0548780487804878,0.2401433691756271,0.2357142857142857,0.0206489675516223
BCZN-L,23.0,2.788239823386212e-07,0.0470698273111598,0.0903230189523605,0.1504238713464828,1.5640131524409144,139.89749999999998,0.1507976568815549,-0.0062916352817161,0.0036336208425284,1.0,0.1422846552739831,4.718296109405149e-08,9.056673438127672e-07,0.050133047114331,0.1161629457910688,5.56515168719716e-07,5.0,5.553515538676571,-0.110209940534737,-0.044037530925438,-0.0781681495380523,0.0068156135567777,0.0209089850719406,0.0622147060889459,0.7364919826595323,0.0838269650888378,-0.0148382584285433,-0.0762651743490848,0.1401904288465415,0.1245035019605269,0.013953488372093,0.0299401197604789,-0.0293453724604966,0.0604192355117139,0.1039794608472399,-0.1179487179487179,-0.0507726269315673,-0.0966386554621848,-0.0870488322717621,0.1068211068211069,0.0578105781057809,0.0776942355889722,0.2011173184357542,0.0552147239263802,-0.1161356628982529,-0.2328278322925959,-0.2598967297762478,-0.3152866242038217,-0.270568278201866,-0.2754844144903117,-0.2945036915504512,-0.3254901960784314,-0.2396109637488949,-0.1170431211498973,-0.1115702479338842,0.0526315789473683,0.0287081339712917,0.0630407911001236,0.0844892812105926,-0.0956887486855941,0.0,0.1845730027548209,0.2356321839080459,0.131578947368421,0.1716621253405994,0.2554744525547445,0.2971342383107089,0.4262023217247097,0.4751286449399656,0.8376068376068377,0.5985130111524164,0.9239373601789708,1.123456790123457,1.2811671087533156,1.4571428571428569,1.0046620046620047,1.299465240641711,1.0525059665871117,0.4650766609880747
