firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,15.0,-0.0453556049779965,5.777597050554172e-07,0.1220279811048768,0.0690934923185192,0.0782982849524271,1.0982649973807763,0.684230537747841,1.0,-0.0103374292958844,1.8271228051690373e-08,1.037943517065923e-09,8.377699661840982e-07,-0.0656279001611878,5.0,0.135175020963648,-0.0119100378814222,0.2032410433224542,-0.0361363743620513,-0.0212765957446807,-0.0961538461538462,0.146341463414634,0.119047619047619,0.2368421052631577,0.3823529411764703,0.6206896551724139,0.4687499999999998,0.6206896551724139,0.5161290322580645,0.205128205128205,0.3823529411764703,0.8076923076923075,0.3823529411764703,0.4242424242424241,0.3055555555555556,0.0,-0.06,-0.06,-0.0784313725490196,-0.1607142857142858,-0.3380281690140845,-0.3815789473684211,-0.1454545454545456,-0.1132075471698114,-0.3472222222222222,-0.3472222222222222,-0.5392156862745099,-0.5392156862745099,-0.5913043478260869,-0.5436893203883495,-0.6907894736842106,-0.7473118279569892,-0.7134146341463414,-0.7445652173913044,-0.7673267326732673,-0.7526315789473684,-0.7673267326732673,-0.75,-0.7539267015706806,-0.70625,-0.6356589147286822,-0.6299212598425197,-0.6948051948051948,-0.5803571428571429,-0.5204081632653061,-0.5204081632653061,-0.4197530864197532,-0.4125000000000001
BAOH-L,22.0,0.1959692863476836,8.740930994063105e-07,0.1846162258893177,0.0792165345925573,0.6080551500126475,1.06466990896965,-0.156227142937078,1.0,0.2905643296226703,2.285154917638788e-07,6.378499451842543e-08,5.613603508749464e-07,0.0560487972747959,3.0,1.2342868403652816,0.3694991004798192,-0.0995035045318643,0.405811102904874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2123287671232877,-0.0836653386454183,-0.2255892255892256,-0.1901408450704225,-0.1756272401433692,-0.1958041958041958
BBIO-L^E18,14.0,-0.0301596688350088,4.717594207335198e-07,0.099639779610099,0.0536836093660765,0.1373815676141257,1.2174852621715688,0.0958731524977798,1.0,-0.083011583011583,4.9658886393002083e-08,5.546832354552879e-07,1.1520861643176483e-06,-0.0017211703958691,4.0,2.384256106250616,-0.0071835884460138,-0.037004662004662,-0.037004662004662,0.1270491803278688,-0.0827067669172932,0.0517241379310344,0.1296296296296295,0.1563981042654028,0.2199999999999999,0.5249999999999999,0.4269005847953215,0.2577319587628865,0.2139303482587065,0.0295358649789028,0.1348837209302325,0.0209205020920502,-0.099630996309963,-0.0393700787401575,-0.2204472843450479,-0.2694610778443114,-0.2560975609756097,-0.2927536231884058,-0.1784511784511785,-0.1094890510948906,-0.0792452830188679,-0.1468531468531468,-0.1094890510948906,-0.0542635658914729,-0.1973684210526316,-0.6529160739687055,-0.6484149855907781,-0.6814621409921671,-0.6781002638522428,-0.6620498614958449,-0.6965174129353233,-0.7063778580024067,-0.654879773691655,-0.6772486772486772,-0.6968944099378882,-0.6314199395770392,-0.7252252252252253,-0.7122641509433962,-0.7179190751445087,-0.7362162162162162,-0.7252252252252253,-0.6899618805590851,-0.6998769987699878,-0.6814621409921671,-0.7497435897435898,-0.7537840565085772,-0.7525354969574036,-0.7494866529774127
BBOU-L,15.0,-0.1241550857081057,2.298506768931911e-07,0.0485465043883168,0.073532135580663,0.0310803055052757,0.5416517555878361,-0.6465521220546133,1.0,-0.1744709215130811,3.5261710625519827e-09,4.52528671966496e-06,4.970973258444993e-07,-0.1024545530702856,4.0,25.51879099707894,-0.1101601156594988,-0.1632689239496543,-0.1632689239496543,0.0672782874617736,-0.0325443786982247,0.0315457413249211,0.0155279503105589,-0.0060790273556231,-0.0424597364568082,-0.0030487804878047,0.0315457413249211,0.0155279503105589,-0.031111111111111,-0.0045662100456621,-0.1041095890410959,-0.1804511278195488,-0.1658163265306121,-0.1126187245590231,-0.2314923619271445,-0.2395348837209302,-0.2773480662983426,-0.2875816993464052,-0.2482758620689654,-0.2287735849056604,-0.1668789808917197,-0.1221476510067114,-0.0657142857142857,-0.0657142857142857,-0.0480349344978165,-0.1126187245590231,-0.1804511278195488,-0.1473272490221642,-0.0979310344827586,-0.0865921787709497,-0.0865921787709497,0.0,-0.128,-0.0954356846473029,-0.0060790273556231,0.0774299835255354,0.1334488734835355,0.1237113402061855,0.0863787375415283,0.1373913043478261,0.2576923076923076,0.2950495049504951,0.3682008368200835,0.4533333333333333,0.3132530120481926,0.1575221238938051,0.0792079207920792,0.0827814569536424
BBTK-L^C11,11.0,0.1364296081277213,0.0005626470656966,118.8360574487691,0.1020806241872561,0.1818181818181818,0.2708465200272852,5.219901876751633,1.0,0.8411764705882353,6.651099498650905e-05,1.7917400542899242e-08,0.0007477992949834,-0.108730583824317,3.0,0.0026346210072707,-0.4155844155844156,0.3563049853372434,0.2272727272727272,-0.111111111111111,0.2857142857142858,0.2857142857142858,0.125,0.125,0.125,-0.0999999999999999,-0.1818181818181818,-0.0999999999999999,0.0714285714285714,0.2162162162162162,0.2162162162162162,0.125,0.7307692307692308,0.7307692307692308,0.3235294117647058,0.3235294117647058,0.3235294117647058,0.3235294117647058,0.3235294117647058,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.125,0.125,0.8750000000000002,0.125,0.125,0.1842105263157893,0.2857142857142858,0.5,0.8,0.607142857142857,0.607142857142857,0.607142857142857,0.8,0.8,1.25,0.6666666666666665,1.0454545454545454,0.40625,1.8125,1.8125,1.0454545454545454,0.125,0.125,0.125
BBTU-L^C18,14.0,0.0019354966128809,7.990379735315535e-07,0.168763916699305,0.0606577296958294,0.1224645846748229,1.530337169736439,-0.0794620787968303,1.0,-0.0811946738079296,3.147245064349275e-08,1.5244202645731495e-06,8.407640386190208e-07,0.0966122431759692,4.0,3.660430445441429,0.4542754470554941,0.5633331123156909,0.3164976692777163,0.0769230769230768,-0.0808080808080807,-0.0808080808080807,-0.0108695652173913,0.0055248618784531,0.1818181818181818,0.318840579710145,0.1973684210526316,0.1304347826086955,0.0898203592814372,0.011111111111111,0.04,0.1518987341772151,-0.0618556701030926,-0.0421052631578946,-0.1727272727272727,-0.2601626016260162,-0.2834645669291338,-0.2690763052208835,-0.1875,-0.1333333333333333,-0.1374407582938387,-0.1165048543689319,0.0224719101123596,-0.0108695652173913,-0.2416666666666665,-0.2631578947368421,-0.2601626016260162,-0.2479338842975206,-0.1801801801801802,-0.1165048543689319,-0.2086956521739129,-0.2448132780082987,-0.1291866028708133,-0.0618556701030926,-0.0520833333333332,-0.0618556701030926,-0.1612903225806451,-0.176470588235294,-0.1838565022421524,-0.272,-0.3259259259259259,-0.3523131672597864,-0.3,0.0705882352941176,-0.0808080808080807,-0.125,-0.0569948186528497,-0.1333333333333333
BBXK-L,15.0,-0.0606907483106698,1.10109935866931e-05,2.3256196401132305,0.1168570941336971,0.1827750951687488,1.4284053908169616,0.1944402394022744,1.0,-0.0139226949664103,1.7413054299651244e-06,3.3130179254287884e-06,1.3471289645805116e-05,-0.0957454571991533,3.0,0.3267144308308594,-0.1193580391801135,0.9928460800944022,-0.0071539199055977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884,-0.8153034300791557,-0.8209718670076727,-0.8181818181818182,-0.8186528497409327,-0.8128342245989305,-0.8060941828254847,-0.7965116279069767,-0.7619047619047619,-0.7254901960784313,-0.7426470588235294,-0.717741935483871,-0.7307692307692308,-0.7188755020080322,-0.7348484848484849,-0.7407407407407407,-0.7021276595744681,-0.6875,-0.6236559139784947,-0.6428571428571428,-0.6391752577319587,-0.6517412935323383,-0.6682464454976303,-0.6818181818181819,-0.7071129707112971,-0.7318007662835249,-0.7021276595744681,-0.7318007662835249,-0.7307692307692308,-0.7526501766784452,-0.7627118644067796,-0.7154471544715447,-0.7526501766784452,-0.7777777777777778
BCPS-L^C06,14.0,-0.0591419037860276,5.939805758663774e-07,0.1254539730864994,0.017149984409105,-0.0251341558501123,0.9362039124202226,-0.5512370120804332,1.0,-0.2115249472944483,-8.648380285463297e-08,3.636694238740747e-07,1.079290908635503e-06,0.0588290840415485,3.0,2.460159013244447,0.0060827359016667,-0.3227922330995885,0.0808158319870759,-0.9620865824146276,46.07594936708861,-0.0024141630901288,-0.027458158995816,-0.1086878370281606,-0.0739541832669322,41.50285714285714,45.77987421383647,-0.0486057815298031,-0.0235000656426415,-0.1003870343492986,-0.1187203791469195,-0.1381228273464658,-0.1425936599423631,-0.0932585639400219,-0.0826344351258017,-0.0370274469186949,-0.0423586970516287,-0.0435900732930436,-0.1022329511164755,31.91150442477876,30.252100840336134,-0.1310747663551401,43.273809523809526,-0.1339077782952957,-0.1839824465167308,-0.1553486259368612,52.89855072463768,-0.1130455521106607,-0.1243230515658111,58.504,-0.2088917251648585,-0.209144072301967,22.46372239747634,-0.2109897104062799,49.25675675675675,-0.1542922114837976,-0.1773033956420749,-0.1876365224989079,-0.1909941266043071,54.50746268656716,62.57264957264957,-0.1768481629039398,57.10937499999999,47.298701298701296,41.26136363636363,46.07594936708861,46.987096774193546,45.4875
BCQE-L^A14,15.0,-0.3612873278663159,-9.199056873392399e-08,-0.0194292251347183,0.1242954612874518,-0.2294919944653093,1.0888669911288529,-0.7777471051036863,1.0,-1.7152777777777777,-1.2878679622749357e-06,1.278684575576128e-06,3.6126393255215777e-06,-0.3339370986332949,3.0,1.3256955564457944,0.1262894852642191,-0.0041225284052262,-0.2802639127940333,0.1428571428571428,-0.1999999999999998,0.0769230769230771,0.4000000000000001,0.5555555555555558,1.0,1.8000000000000005,0.8666666666666669,-0.4615384615384614,-0.4716981132075472,-0.5757575757575757,-0.5483870967741935,-0.5333333333333332,-0.6216216216216216,-0.5820895522388059,-0.6888888888888889,-0.7358490566037736,-0.7407407407407407,-0.7741935483870968,-0.72,-0.7586206896551724,-0.7647058823529411,-0.7281553398058251,-0.5625,-0.282051282051282,-0.6818181818181818,-0.6853932584269662,-0.7941176470588235,-0.8095238095238095,-0.8108108108108107,-0.7941176470588235,-0.8238993710691824,-0.8469945355191257,-0.8205128205128205,-0.8352941176470587,-0.8271604938271605,-0.8095238095238095,-0.8931297709923665,-0.8861788617886179,-0.888,-0.8813559322033898,-0.9090909090909092,-0.8939393939393939,-0.900355871886121,-0.902439024390244,-0.9169139465875372,-0.906040268456376,-0.906040268456376,-0.900355871886121
BCYN-L,14.0,-0.0676135523006361,3.002207494146528e-07,0.0634092886996147,0.0278886281268944,0.1383680331048752,0.5079823915786704,-0.2654460096842765,1.0,-0.058442871587462,2.798449425385724e-08,1.6090317350143138e-06,4.812172364436327e-07,-0.0674746969886292,4.0,18.362091479847894,0.0764439528641032,-0.0058283292122924,-0.0058283292122924,0.1271317829457363,-0.0759312320916906,-0.0030911901081915,0.1365638766519825,0.0530612244897958,0.087689713322091,0.057377049180328,-0.0061633281972265,0.1016225448334755,0.0403225806451612,-0.025679758308157,0.12565445026178,0.2427745664739884,0.1365638766519825,0.2463768115942028,0.0608552631578946,-0.0092165898617511,-0.7438443208895948,-0.7629983465000918,-0.7740805604203153,-0.7720042417815483,-0.7540045766590389,-0.7548926467794034,-0.7120535714285714,-0.692783996189569,-0.7341850401813311,-0.7266949152542372,-0.750820938767626,-0.763909224011713,-0.7730870712401056,-0.7273879966187659,-0.7471084101156635,-0.7334159950402976,-0.7228786251342643,-0.6893811702383819,-0.7053449063499315,-0.6738305941845765,-0.7216227880880449,-0.699860400186133,-0.7013197499421162,-0.6757979391806986,-0.6802181457610312,-0.6982456140350877,-0.670161084121708,-0.7139689578713969,-0.7824987354577643,-0.7430278884462151,-0.6915351506456241,-0.6911659085468039
