firms,age,cashdebt,chcsho,chinv,depr,grltnoa,herf,mve_ia,saleinv,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,8.0,0.2601855586930213,0.0020718232044198,0.0008591065292096,0.0727272727272727,0.0843765341188,5.104354596307003e-06,3.6499846405764846,7.613429438543247,0.4629886392095309,0.0202702702702703,0.0189328743545611,-0.034257748776509,-0.0133333333333333,-0.0466988727858292,-0.0100334448160536,-0.0405186385737439,0.0242214532871971,0.1065420560747665,0.1340996168582375,0.1003717472118959,0.1653543307086613,0.48,0.3515981735159816,0.4196642685851319,0.5025380710659899,0.7411764705882353,0.6536312849162011,0.922077922077922,0.8853503184713374,1.176470588235294,1.099290780141844,1.1684981684981683,1.137184115523466,1.2769230769230768,1.5299145299145305,1.3125,1.6194690265486726,1.5851528384279474,1.5964912280701755,1.715596330275229,1.6666666666666663,1.6909090909090905,1.446280991735537,1.129496402877698,1.2424242424242422,0.9865771812080536,1.0136054421768708,0.9602649006622516,0.8385093167701863,0.7109826589595376,0.7514792899408285,0.8499999999999999,0.8734177215189873,0.9602649006622516,1.0413793103448277,1.1449275362318845,1.3967611336032388,2.441860465116279
BALZ_07-L^I10,8.0,0.1521336811981475,0.001031347425461,0.0413110005866838,0.2252258764004336,-0.03279087098769,2.0769109552023396e-08,0.1455230791614359,5.391509433962264,0.3185912873098612,0.0909090909090908,-0.0294117647058823,-0.0833333333333332,0.03125,0.1379310344827586,0.1379310344827586,0.1785714285714286,0.0645161290322582,0.2222222222222221,0.2692307692307691,0.4347826086956521,0.4347826086956521,0.3750000000000002,0.32,0.2692307692307691,0.3750000000000002,0.6499999999999999,0.6499999999999999,0.6499999999999999,0.6499999999999999,0.5714285714285716,0.5,0.4347826086956521,0.4347826086956521,0.2692307692307691,0.2222222222222221,0.1379310344827586,0.1,0.03125,-0.0294117647058823,-0.057142857142857,0.0,0.03125,0.03125,0.3750000000000002,0.3750000000000002,0.3750000000000002,0.3750000000000002,0.4347826086956521,0.6499999999999999,0.9411764705882352,0.9411764705882352,1.5384615384615383,1.3571428571428572,1.3571428571428572,1.5384615384615383,1.5384615384615383,3.7142857142857135,2.3
BAMD_17-L^J98,8.0,0.1174877391071231,0.002415458937198,0.0225289548434042,0.0742816734434958,-0.0260198251949045,6.527773154725634e-08,0.6858141573212935,7.493940894832425,0.6029471581512763,0.0,0.0,0.1071428571428569,0.1221719457013574,0.1753554502369669,0.1272727272727272,0.1588785046728971,0.1643192488262912,0.24,0.1923076923076923,0.1753554502369669,0.2216748768472907,0.2038834951456309,0.2156862745098038,0.2097560975609758,0.2277227722772277,0.5308641975308641,0.493975903614458,0.5796178343949043,0.710344827586207,0.6756756756756757,0.5308641975308641,0.4011299435028248,0.5030303030303032,0.5696202531645569,0.4761904761904763,0.3626373626373627,0.4011299435028248,0.5121951219512195,0.6103896103896103,0.2216748768472907,0.1534883720930233,0.092511013215859,0.0376569037656904,0.0973451327433629,0.1809523809523809,0.2216748768472907,0.2653061224489796,0.3478260869565217,0.3478260869565217,0.2525252525252526,0.2277227722772277,0.3701657458563536,0.4335260115606936,0.5999999999999999,0.5999999999999999,0.6756756756756757,0.968253968253968,0.9076923076923076
BBNH_32-L^L97,10.0,0.0320630749014454,0.0014292520247737,-0.0044720719109163,0.1083916083916083,-0.0160994588792987,0.0001020613953099,16.247904936646485,7.7495682210708114,6.308839882499182,0.0086956521739129,-0.0416666666666667,-0.0170940170940171,0.0478359908883827,0.0747663551401867,0.0623556581986142,0.0599078341013823,0.0926365795724464,0.0526315789473683,0.0526315789473683,-0.0086206896551723,0.0478359908883827,0.0550458715596329,0.0454545454545451,0.1246943765281172,0.2073490813648293,0.1886304909560723,0.1528822055137844,0.1557788944723617,0.1645569620253162,0.2137203166226911,0.2602739726027396,0.13022113022113,0.2169312169312169,0.1031175059952038,0.1442786069651742,0.0337078651685391,0.1084337349397588,0.1165048543689319,0.0823529411764705,-0.0336134453781512,0.0176991150442478,-0.0170940170940171,-0.0396659707724427,-0.0336134453781512,0.1031175059952038,0.1274509803921568,0.1057692307692306,0.0109890109890109,0.1004784688995215,0.069767441860465,0.1358024691358024,0.1219512195121952,0.0648148148148146,0.0132158590308368,0.0430839002267573,-0.0107526881720431,0.0290827740492169,0.1165048543689319
BBOU_00-L,8.0,0.2277388019427954,-0.0010351966873706,-0.0039860488290981,0.0908571428571428,-0.018684603886395,2.8353824863967425e-05,14.278442852186924,2.533476164970541,0.4738095826162519,0.0098231827111983,-0.0485981308411214,-0.0795660036166365,-0.0503731343283583,-0.0694698354661791,-0.0503731343283583,-0.0894454382826476,-0.053903345724907,-0.0414312617702448,-0.0414312617702448,-0.0728597449908925,-0.0432330827067669,-0.1313993174061434,-0.154485049833887,-0.1163194444444444,-0.1132404181184669,-0.0894454382826476,-0.0812274368231047,-0.0608856088560886,-0.03415559772296,0.0451745379876795,0.0451745379876795,-0.0230326295585412,-0.0267686424474188,-0.0626151012891343,-0.0286259541984733,-0.0975177304964538,-0.0135658914728682,0.0039447731755424,-0.0677655677655677,-0.0845323741007193,-0.0591497227356747,-0.154485049833887,-0.1669394435351883,-0.0795660036166365,-0.0745454545454545,0.0139442231075697,0.0387755102040814,-0.1358234295415958,-0.0556586270871984,-0.0762250453720507,-0.0643382352941177,-0.0861759425493716,-0.1163194444444444,-0.0249042145593869,-0.0432330827067669,-0.1474036850921273,-0.2120743034055727,-0.1763754045307443
BBQS_26-L^G99,8.0,0.1627413322551299,0.0001414227124876,0.0263644049221905,0.1163533167789996,-0.0152174593731401,1.3051363093177048e-05,2.138284848145594,6.862917023096664,0.4177085766951513,0.03125,-0.0276243093922652,-0.0563002680965147,-0.0276243093922652,0.0057142857142857,-0.0329670329670329,-0.0167597765363128,-0.0486486486486487,0.0202898550724637,-0.0112359550561798,0.0414201183431952,0.1354838709677419,0.0602409638554217,0.0057142857142857,-0.0833333333333332,-0.1065989847715735,-0.0167597765363128,-0.0434782608695653,-0.0486486486486487,-0.0537634408602151,-0.0167597765363128,0.0057142857142857,-0.0167597765363128,0.0864197530864196,0.0538922155688623,0.0173410404624276,-0.0167597765363128,0.0352941176470589,0.1503267973856208,0.0931677018633538,0.0414201183431952,0.0414201183431952,0.0057142857142857,-0.0167597765363128,0.1069182389937106,0.1428571428571428,0.0731707317073171,0.1139240506329113,0.0414201183431952,0.1891891891891892,0.2222222222222223,0.1733333333333333,0.1210191082802547,0.0999999999999998,0.0931677018633538,0.2137931034482758,0.3233082706766916,0.5042735042735045,0.6603773584905659
BBTU_63-L^C18,8.0,0.0471202458447609,0.0008547008547008,-9.148433330792016e-05,0.0280234357727172,-0.0472974003201843,1.853793744811408e-05,3.978260428599328,223.66081871345023,2.3359236910330794,0.0271398747390396,-0.0514851485148514,-0.047713717693837,0.041304347826087,0.0961098398169335,0.0345572354211662,0.0278969957081545,0.0504385964912281,0.0668151447661469,0.1740196078431373,0.3569405099150142,0.3884057971014492,0.2188295165394402,0.1598062953995158,0.1975,0.1598062953995158,0.1598062953995158,0.0961098398169335,0.1165501165501166,0.1598062953995158,0.1270588235294116,0.182716049382716,0.1598062953995158,0.2638522427440632,0.3232044198895027,0.3051771117166213,0.1885856079404466,0.1542168674698794,0.2841823056300268,0.2188295165394402,0.0668151447661469,0.0213219616204689,-0.06078431372549,-0.0264227642276422,0.221938775510204,0.3159340659340659,0.1542168674698794,0.0550660792951542,-0.0164271047227926,0.0458515283842795,0.0504385964912281,0.1087962962962962,0.2188295165394402,0.1270588235294116,0.0191489361702126,-0.0496031746031746,0.0861678004535146,0.0235042735042736,0.1404761904761904
BBVN_02-L^I99,8.0,0.1784651992861392,0.0017467248908296,0.0114285714285714,0.1764705882352941,-0.0412121212121204,1.214762215659563e-07,0.9515671432832948,6.058708414872799,0.4241348624904613,0.0641025641025641,0.0129870129870131,-0.0126582278481012,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0684931506849315,0.248,0.3805309734513276,0.2580645161290322,0.21875,0.1908396946564885,0.1908396946564885,0.1641791044776119,0.2093023255813952,0.278688524590164,0.4181818181818182,0.3928571428571428,0.4311926605504586,0.56,0.6250000000000002,0.6956521739130435,0.7142857142857142,0.8795180722891567,0.8139534883720931,0.8139534883720931,0.642105263157895,0.8139534883720931,0.9259259259259258,0.7142857142857142,0.6956521739130435,0.21875,0.1555555555555554,0.0833333333333334,0.278688524590164,0.2093023255813952,0.0758620689655173,0.1304347826086958,-0.2238805970149252,-0.0982658959537572,-0.0126582278481012,-0.0930232558139534,-0.1186440677966101,-0.0982658959537572,-0.1958762886597937,-0.2876712328767122,-0.3035714285714286,-0.231527093596059,-0.1612903225806451
BCPS_48-L^C06,8.0,0.1149033404664321,0.0016447368421052,-0.0159004493605254,0.0575218972493981,-0.1622404777488367,6.372059802618819e-05,5.985714265135881,18.92899092365189,0.3795380802613167,-0.0166666666666666,-0.0491283676703644,0.1605415860735008,0.2244897959183671,0.2345679012345678,0.1472275334608028,0.1428571428571428,0.1299435028248587,0.1363636363636362,0.1090573012939002,0.2605042016806722,0.2396694214876034,0.2371134020618557,0.2295081967213115,0.0830324909747293,0.0380622837370241,0.0291595197255574,-0.04,0.0362694300518133,0.0380622837370241,0.0582010582010581,0.0362694300518133,-0.0163934426229507,-0.0115321252059308,-0.0595611285266457,-0.0212071778140293,-0.1189427312775329,-0.0867579908675799,-0.0625,-0.0369181380417336,-0.1537376586741889,-0.1341991341991342,-0.1176470588235294,-0.1489361702127659,-0.0712074303405573,-0.0430622009569376,0.0619469026548671,0.0791366906474821,-0.0740740740740741,-0.0977443609022556,-0.0291262135922329,0.0084033613445377,0.0619469026548671,0.0471204188481675,0.0676156583629892,0.0810810810810811,0.1904761904761904,0.2219959266802442,0.3274336283185841
BCQE_67-L^A14,8.0,0.1869425615412058,0.0021186440677966,0.0094411012215775,0.12724033120218,-0.009260927534141,8.561213930543402e-06,7.407630029471796,5.311874105865522,0.8232971117867127,-0.0206995003568878,-0.0466144947260973,0.0486526946107783,0.086046511627907,0.034330011074197,0.112346169114728,0.1190095846645367,0.0785219399538106,0.1807838179519594,0.2061988807576409,0.2088006902502157,0.2598920863309353,0.2800365463682046,0.3260766682442026,0.4383983572895276,0.4158665992925721,0.51869918699187,0.5429515418502202,0.7116676847892485,0.75125,0.81829980532122,0.8932432432432431,0.7221880762138906,0.7200736648250461,0.7779187817258884,0.8112475759534583,0.6778443113772457,0.5920454545454543,0.713761467889908,0.754539762053851,0.5480662983425413,0.6215277777777777,0.5785915492957747,0.6300174520069806,0.6838942307692306,0.655050206733609,0.7567398119122257,0.8159429682436812,0.8755020080321285,0.8617940199335548,0.9872340425531916,1.11631419939577,1.0801781737193763,1.172093023255814,1.0497439648866131,1.11631419939577,1.2115232833464875,1.6016713091922008,1.83030303030303
