firms,age,cashdebt,chcsho,chinv,depr,grltnoa,herf,mve_ia,saleinv,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCUB_73-L^L00,8.0,0.2237630352784557,0.0021052631578947,-0.0043803042747076,0.1187627662678727,-0.021901521373536,3.0545876301142395e-06,4.361303594702552,8.302139037433156,0.5378322232851235,-0.0316901408450703,-0.0437710437710439,0.0327272727272727,0.0819047619047619,0.0460405156537753,0.0737240075614367,0.0460405156537753,0.1382765531062122,0.1663244353182751,0.1784232365145226,0.2374727668845315,0.2850678733031673,0.3148148148148146,0.2764044943820223,0.324009324009324,0.3719806763285025,0.4271356783919597,0.4753246753246751,0.5647382920110193,0.5187165775401068,0.6559766763848396,0.6705882352941177,0.4869109947643979,0.5187165775401068,0.5910364145658262,0.6368876080691641,0.535135135135135,0.4677002583979326,0.6182336182336183,0.5690607734806628,0.3786407766990289,0.4416243654822334,0.3786407766990289,0.3523809523809522,0.4164588528678303,0.4791666666666667,0.6608187134502923,0.6416184971098264,0.5777777777777777,0.6090651558073654,0.6228571428571428,0.7476923076923077,0.8031746031746032,0.862295081967213,0.9060402684563758,0.8745874587458746,0.7974683544303796,0.9124579124579122,0.8807947019867548
BCZR_85-L^G00,7.0,0.1371805663198812,0.000351617440225,-0.0116637469442289,0.1529393997416445,0.1011114955401012,1.4212907566378336e-06,1.0663787102975442,4.506544903656295,0.6676400471935575,-0.1818181818181817,-0.0953947368421053,-0.064625850340136,-0.0549828178694158,-0.0983606557377049,-0.140625,-0.1911764705882352,-0.1666666666666666,-0.0983606557377049,-0.0924092409240923,-0.0350877192982456,0.0869565217391306,0.0869565217391306,0.014760147601476,0.0110294117647058,0.0416666666666665,0.0700389105058365,0.0110294117647058,0.1363636363636364,0.1702127659574468,0.2008733624454148,0.2443438914027149,0.2331838565022421,0.2222222222222223,0.0956175298804782,0.1752136752136752,0.053639846743295,0.0784313725490197,0.2387387387387385,0.2114537444933921,0.1506276150627614,0.3157894736842106,0.2276785714285714,0.2387387387387385,0.4248704663212435,0.4550264550264551,0.3157894736842106,0.2222222222222223,0.0784313725490197,0.1178861788617886,0.25,0.3613861386138615,0.3285024154589373,0.3095238095238095,0.4397905759162304,0.6176470588235294,0.71875,0.7857142857142856,0.7628205128205128
BDAJ_H9-L,2.0,0.0628200751109593,0.0011976047904191,-0.0079669519032162,0.0800508259212198,-0.0793744467394473,5.504080794103709e-06,5.928247190153639,16.806451612903224,1.253125730085454,0.0315236427320488,-0.0354729729729729,-0.1078125,-0.1439280359820089,-0.1784172661870503,-0.1831187410586552,-0.2356091030789825,-0.1712626995645862,-0.1578171091445428,-0.1255742725880552,-0.1147286821705426,0.0,-0.0172117039586918,-0.0272572402044293,-0.073051948051948,-0.0222602739726027,0.0269784172661871,-0.0639344262295081,-0.0103986135181974,0.0088339222614841,0.1023166023166024,0.1001926782273601,-0.0121107266435986,0.0,0.0196428571428572,0.0344202898550725,-0.0155172413793103,0.0088339222614841,0.115234375,0.1488933601609658,-0.0403361344537815,0.0672897196261683,-0.0370994940978076,-0.0499168053244591,0.0477064220183485,0.1797520661157026,0.2174840085287845,0.2688888888888889,0.3156682027649771,0.4168734491315136,0.3156682027649771,0.4566326530612246,0.4419191919191918,0.5601092896174862,0.5474254742547426,0.4529262086513994,0.4986876640419948,0.5817174515235457,0.7623456790123455
BDBO_45-L^K97,1.0,-0.4847566110830386,5.666666666666667,0.0061625977719838,0.1080687445383046,1.319744015169447,2.746028188301327e-08,0.0983676493014069,113.2307692307692,1.253125730085454,0.0,0.0,-0.2,-0.2727272727272727,-0.2727272727272727,-0.3846153846153846,-0.3846153846153846,-0.111111111111111,-0.111111111111111,-0.2727272727272727,-0.3333333333333332,-0.5294117647058824,-0.6799999999999999,-0.75,-0.7647058823529411,-0.7714285714285714,-0.7948717948717949,-0.8260869565217391,-0.7714285714285714,-0.75,-0.75,-0.7241379310344827,-0.75,-0.8048780487804879,-0.7714285714285714,-0.7837837837837838,-0.7894736842105263,-0.7894736842105263,-0.8367346938775511,-0.8095238095238095,-0.75,-0.8260869565217391,-0.84,-0.8709677419354839,-0.864406779661017,-0.8620689655172413,-0.923809523809524,-0.9683794466403162,-0.9665271966527196,-0.9652173913043478,-0.9756838905775076,-0.9741100323624596,-0.9655172413793104,-0.9789473684210528,-0.9767441860465116,-0.9774011299435028,-0.9777777777777776,-0.9709090909090908,-0.9665271966527196
BDFF_05-L^C99,8.0,-0.0679933665008291,6.553938917289291e-05,0.0038670828384388,0.0718638611015292,-0.0581719746982233,6.912130401083572e-06,2.3513348619250865,7.26181592039801,1.253125730085454,0.0571428571428571,-0.054054054054054,-0.0885416666666666,-0.1206030150753768,-0.1161616161616162,-0.0641711229946523,-0.1293532338308458,-0.1161616161616162,-0.0837696335078534,-0.0740740740740739,-0.1586538461538461,-0.1336633663366336,-0.1586538461538461,-0.2045454545454545,-0.2256637168141593,-0.1784037558685446,-0.1293532338308458,-0.1972477064220184,-0.1706161137440759,-0.1626794258373205,-0.1293532338308458,-0.1206030150753768,-0.2045454545454545,-0.1666666666666666,-0.1822429906542055,-0.1379310344827586,-0.2677824267782426,-0.2456896551724138,-0.2256637168141593,-0.2584745762711865,-0.2768595041322313,-0.2358078602620087,-0.2827868852459015,-0.302788844621514,-0.3137254901960784,-0.2943548387096775,-0.2358078602620087,-0.21875,-0.2324561403508772,-0.1504854368932039,-0.1161616161616162,-0.125,-0.1586538461538461,-0.125,-0.125,-0.1504854368932039,-0.1336633663366336,-0.0489130434782607,-0.0277777777777777
BFTY_62-L^H05,8.0,0.0150228069256206,0.0071269394886261,-0.0008607232395957,0.1374426101396893,-0.0054206452079687,8.441146479618589e-08,0.4197498753111254,8.993936225823315,0.522841487764979,0.0,0.0239520958083832,-0.0115606936416184,0.1712328767123287,0.1176470588235294,0.204225352112676,0.1032258064516129,0.2666666666666666,0.1476510067114094,0.204225352112676,0.1632653061224489,0.1476510067114094,0.1958041958041958,0.1875,0.2573529411764705,0.401639344262295,0.3902439024390243,0.3153846153846154,0.513274336283186,0.5405405405405403,0.5405405405405403,0.4869565217391305,0.4741379310344829,0.513274336283186,0.6285714285714286,0.5833333333333333,0.4869565217391305,0.4369747899159664,0.5405405405405403,0.4869565217391305,0.401639344262295,0.3464566929133859,0.2302158273381296,0.2214285714285715,0.4869565217391305,0.6442307692307692,0.5833333333333333,0.5833333333333333,0.5405405405405403,0.8999999999999999,0.9213483146067416,0.9883720930232558,1.0853658536585369,0.9883720930232558,1.0357142857142856,1.25,1.6307692307692307,1.898305084745763,2.1666666666666665
BJFG_09-L^J99,8.0,0.0218653337517371,-0.0050836783625838,0.1355191100493754,0.4742152466367713,-0.0321667751448955,2.0911760298827663e-09,0.1767072847850525,0.3405002598534762,0.5554831735388007,0.0732673267326733,0.0836909871244635,0.1026200873362443,0.1297539149888142,0.1172566371681416,0.1147902869757173,0.1123348017621144,0.160919540229885,0.1477272727272724,0.1373873873873872,0.1582568807339448,0.188235294117647,0.1662817551963047,0.0836909871244635,0.0813704496788008,0.0907127429805616,0.1147902869757173,0.1272321428571428,0.1272321428571428,0.1322869955156951,0.1172566371681416,0.1451247165532878,0.1662817551963047,0.0907127429805616,0.0327198364008181,-0.0288461538461539,-0.0543071161048689,-0.0543071161048689,-0.0733944954128441,-0.1469594594594594,-0.1625207296849088,-0.1652892561983471,-0.2406015037593986,-0.2047244094488188,-0.1512605042016807,-0.1455160744500846,-0.1426146010186757,0.0079840319361277,0.1477272727272724,0.2882653061224489,0.353887399463807,0.4637681159420288,1.0281124497991967,0.942307692307692,1.2444444444444445,1.2747747747747744,1.563451776649746,1.58974358974359,1.7297297297297294
BKEO_50-L^A00,8.0,0.1577850550759154,0.0074820143884892,-0.0124106807070327,0.2240215924426451,-0.1432869499811937,1.3952182050681878e-07,1.51639427429868,11.023255813953488,3.5948253267097874,-0.0151515151515151,0.03125,0.0517928286852591,0.0775510204081633,0.056,0.1186440677966103,0.0602409638554215,0.0864197530864196,0.0864197530864196,0.1629955947136565,-0.0075187969924812,-0.0399999999999999,-0.0329670329670329,0.0038022813688214,0.0038022813688214,0.0476190476190476,0.1,0.0731707317073171,0.0819672131147541,0.2692307692307691,0.4505494505494505,0.5085714285714287,0.6296296296296295,0.5260115606936417,0.5260115606936417,0.736842105263158,1.0307692307692309,1.112,0.9849624060150376,0.8461538461538463,0.8723404255319152,0.8992805755395685,0.7718120805369129,0.5438596491228072,0.9270072992700727,1.0952380952380951,1.3362831858407085,1.5142857142857142,1.3571428571428572,1.4444444444444442,0.1785714285714286,0.2165898617511521,0.2692307692307691,0.1578947368421053,0.2394366197183099,0.2054794520547946,0.2279069767441861,0.2165898617511521,0.367875647668394
BKLI_06-L^K01,1.0,-0.0599705950630658,-0.0196958189255035,0.2984222893588452,0.0816993464052287,0.1523329976502179,1.5991193880054867e-10,0.0861508572959512,2.44727668845316,1.253125730085454,0.2519083969465647,0.0076923076923076,-0.1027397260273972,-0.0642857142857141,-0.1548387096774193,-0.096551724137931,0.0076923076923076,0.0076923076923076,-0.2514285714285714,-0.1548387096774193,-0.2060606060606059,-0.18125,-0.1548387096774193,-0.2918918918918919,-0.2294117647058823,-0.2294117647058823,-0.3761904761904762,-0.2722222222222222,-0.0642857142857141,0.1909090909090909,0.0076923076923076,0.048,0.048,0.0076923076923076,-0.096551724137931,-0.1548387096774193,-0.18125,0.0916666666666667,0.0076923076923076,0.0234375,-0.0902777777777776,-0.0902777777777776,-0.1602564102564102,-0.18125,0.0234375,-0.0075757575757575,-0.0075757575757575,-0.0642857142857141,-0.0075757575757575,-0.2556818181818181,-0.4254385964912279,-0.345,-0.345,-0.0075757575757575,-0.2880434782608695,-0.5056603773584905,-0.5056603773584905,-0.5130111524163569,-0.552901023890785
BLNV_40-L^F19,33.0,0.1025450103254704,-0.0659852013747156,-0.0068041327874934,0.3045977011494253,0.0069424792951873,6.080457154318296e-10,0.221217516379705,16.631738800303722,0.2590292046570759,0.0149253731343284,0.072,0.072,0.1452991452991454,0.0151515151515151,-0.056338028169014,-0.1006711409395972,-0.0496453900709218,-0.0821917808219176,-0.0359712230215826,-0.0074074074074074,-0.0147058823529412,-0.0289855072463767,-0.0884353741496597,-0.1066666666666665,-0.1066666666666665,-0.056338028169014,-0.0147058823529412,0.0387596899224806,0.0806451612903227,-0.0496453900709218,-0.0629370629370628,-0.0945945945945945,-0.1006711409395972,-0.0821917808219176,-0.0758620689655171,-0.1878787878787877,-0.1572327044025157,-0.1298701298701298,-0.1677018633540372,-0.1829268292682926,-0.1829268292682926,-0.2596685082872928,-0.3163265306122448,-0.247191011235955,-0.2254335260115606,-0.2023809523809523,-0.1829268292682926,-0.2023809523809523,-0.0758620689655171,-0.0694444444444443,-0.021897810218978,-0.0147058823529412,-0.0147058823529412,0.0075187969924812,0.0894308943089432,0.185840707964602,0.2293577981651375,0.1964285714285714
BUNQ_03-L^K12,8.0,0.1353552768150871,0.045620663272476,-0.046350428207911,0.1563231850117096,-0.0417901735632917,8.091248543936677e-09,0.035127485765278,2.3050715439649205,0.594636094849467,-0.1304347826086956,0.0952380952380953,0.1499999999999999,0.1499999999999999,0.1219512195121952,0.2105263157894736,0.1499999999999999,0.1794871794871795,0.1794871794871795,0.0454545454545454,0.0222222222222221,0.2105263157894736,0.1219512195121952,0.0697674418604652,-0.0416666666666666,0.0454545454545454,0.0,-0.28125,-0.3134328358208955,-0.3428571428571427,-0.2923076923076922,-0.2923076923076922,-0.2580645161290322,-0.352112676056338,-0.4177215189873418,-0.3428571428571427,-0.5053763440860215,-0.4588235294117646,-0.5106382978723404,-0.5445544554455446,-0.5533980582524272,-0.5306122448979591,-0.5818181818181818,-0.6229508196721312,-0.5257731958762886,-0.4457831325301205,-0.4831460674157303,-0.4588235294117646,-0.3783783783783784,-0.36986301369863,-0.4390243902439024,-0.3783783783783784,-0.361111111111111,-0.2698412698412697,-0.1785714285714286,-0.0212765957446807,0.5862068965517244,0.5862068965517244,0.6428571428571428
BWQW_65-L^I10,9.0,0.26765952194841,0.0008389261744966,0.015480560838604,0.1399392768423958,-0.0257419611659055,1.6451056258055264e-05,4.849276493465069,8.121956717763751,0.5361743856283452,-0.0505836575875485,-0.0821428571428571,-0.0265151515151516,0.0198412698412697,0.0321285140562248,0.00390625,-0.062043795620438,0.0078431372549019,-0.0374531835205992,-0.0654545454545455,-0.0886524822695035,-0.030188679245283,0.0321285140562248,0.0198412698412697,0.036290322580645,0.00390625,0.1371681415929204,0.0489795918367346,0.0936170212765956,0.1030042918454934,0.117391304347826,0.1222707423580784,0.168181818181818,0.1843317972350229,0.2180094786729858,0.1898148148148146,0.0663900414937757,0.1524663677130044,0.1953488372093024,0.200934579439252,0.0118110236220472,0.0447154471544715,0.0078431372549019,-0.0265151515151516,0.0982905982905983,0.0843881856540083,0.0447154471544715,0.0843881856540083,0.0753138075313806,0.1222707423580784,0.1271929824561404,0.1222707423580784,0.06198347107438,0.0404858299595141,-0.0190839694656489,-0.0077220077220077,0.00390625,0.1077586206896552,0.1473214285714283
CWI_80-L,8.0,0.0441372651158063,0.0003228931223764,-0.0020835141939404,0.1133464180569185,-0.0506771421130306,6.604553380034007e-05,24.385401101770693,3.4606903163950142,0.7106038336606759,0.1249999999999997,-0.0266512166859791,-0.0476190476190475,-0.174852652259332,-0.1650099403578528,-0.1860465116279069,-0.1715976331360946,-0.1194968553459118,-0.2644483362521891,-0.2771084337349396,-0.2599118942731276,-0.2466367713004484,-0.1891891891891891,-0.2060491493383742,-0.1740412979351032,-0.1954022988505745,-0.1428571428571429,-0.1549295774647886,-0.1120507399577167,-0.0344827586206895,-0.0140845070422533,-0.054054054054054,-0.0266512166859791,-0.0389016018306636,-0.0389016018306636,-0.0094339622641509,-0.0519187358916477,-0.0604026845637583,0.0552763819095478,0.0447761194029852,-0.1054313099041533,-0.0829694323144104,-0.0948275862068964,-0.2060491493383742,-0.2411924119241192,-0.2007611798287345,-0.1532258064516128,-0.0909090909090909,-0.093851132686084,-0.0859630032644177,-0.0035587188612098,-0.0198366394399066,-0.0186915887850467,-0.1583166332665331,-0.1286307053941908,-0.1411042944785275,-0.1454730417090538,-0.13312693498452,-0.0551181102362204
CWV_20-L^I06,8.0,0.2170591853336243,0.0020746887966804,0.0088682432432432,0.0977944387829378,-0.0186477596017043,1.7841780007576887e-05,7.161167212585125,9.30118988596926,0.6209343808077044,0.0300925925925925,-0.0125714285714284,-0.0068965517241378,-0.0484581497797356,-0.0639219934994582,-0.0719656283566058,-0.0669546436285096,-0.0259301014656142,-0.0719656283566058,-0.0536692223439211,-0.0410654827968922,-0.0259301014656142,-0.0034602076124566,0.08,0.0347305389221557,0.0140845070422537,0.0679851668726825,0.0867924528301886,0.148936170212766,0.2342857142857144,0.2342857142857144,0.2151898734177215,0.2272727272727273,0.2083916083916084,0.2781065088757397,0.2576419213973799,0.1675675675675676,0.1535380507343124,0.232524964336662,0.2237960339943343,0.2272727272727273,0.2067039106145252,0.222065063649222,0.1819425444596445,0.3110773899848256,0.3416149068322982,0.3312788906009245,0.380191693290735,0.2934131736526948,0.2631578947368422,0.2613138686131389,0.3190839694656489,0.2307692307692308,0.1707317073170733,0.148936170212766,0.158176943699732,0.1279373368146215,0.1177231565329883,0.222065063649222
