firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,6.0,0.1255663767512108,3.195043493550956e-07,0.0181544591071541,0.1543808304371684,1.3149580412246509,0.5299588352900224,1.0,0.0428764348413233,7.136872808514599e-08,-0.0624310881336743,1.7312499355881738e-06,7.585771764876242e-07,0.1579695271177073,3.175308215571007,-0.0082443901421395,-0.0189564962511563,0.0640365508738849,0.8937538258801594,0.053669222343921,-0.0203862660944205,0.0470183486238531,0.0446224256292906,0.0817535545023697,0.1175030599755202,0.1202453987730061,0.1161369193154036,0.0616279069767442,0.0856123662306778,0.0110741971207088,0.0603948896631825,0.072855464159812,0.056712962962963,0.0894988066825774,0.1161369193154036,0.0973557692307693,0.0830367734282326,0.0934131736526948,0.1780645161290324,0.1826424870466323,0.1735218508997429,0.1441102756892232,0.2288021534320323,0.2715877437325906,0.2895480225988702,0.2472677595628416,0.2173333333333333,0.2733612273361228,0.3080229226361031,0.2388059701492537,0.3729323308270678,0.4310344827586208,0.4538216560509556,0.6691042047531994,0.7065420560747666,0.5422297297297298,0.4492063492063494,0.5422297297297298,0.6970260223048328,0.745697896749522,0.7762645914396891,0.942553191489362,0.6876155268022182,0.6245551601423489,0.593368237347295,0.5318791946308725,0.6017543859649124,0.7033582089552239
BACQ-L^J02,4.0,0.0298417381974248,6.037901080398283e-07,0.0343077734241755,0.1683390744346263,1.1516714584778858,0.458701473336882,1.0,-0.0172312741765327,2.1749118872617852e-08,-0.0397105949981821,7.331721409013475e-07,5.021741917177627e-07,0.0927754270490517,2.280237237114691,-0.0159622487175585,0.049995532633066,0.0087158628704241,0.5140420693792483,0.1529411764705881,-0.0555555555555555,0.1038961038961039,0.0897435897435896,0.2499999999999997,0.2142857142857144,0.2499999999999997,0.2318840579710146,0.3076923076923077,0.4655172413793105,0.328125,0.5178571428571426,0.4912280701754388,0.4912280701754388,0.5454545454545452,0.5178571428571426,0.5454545454545452,0.4166666666666667,0.2142857142857144,0.2878787878787878,0.1486486486486486,0.1486486486486486,0.1184210526315789,0.0625,-0.0116279069767442,0.0119047619047618,0.0625,0.0759493670886075,0.1184210526315789,0.1805555555555555,0.1805555555555555,0.328125,0.9318181818181815,1.125,1.65625,1.236842105263158,0.9318181818181815,0.7708333333333333,0.8085106382978724,1.3611111111111112,1.125,1.236842105263158,1.236842105263158,1.236842105263158,0.8478260869565215,0.9318181818181815,0.9318181818181815,1.4999999999999996,1.0238095238095235
BALZ-L^I10,7.0,0.0677656770007037,5.866303502601093e-07,0.0333327440653283,0.0211752249867654,1.2759184081937502,-0.4139016666372612,1.0,-0.252415062101597,-3.508299768169488e-08,-0.0541111181618371,2.459634989423369e-09,9.133268000093954e-07,0.4904765912087295,0.0955346831478399,0.0400340651632582,0.0283242241666245,0.0907253094028894,1.4242266509406698,0.1999999999999999,0.0,0.0,0.0,-0.0476190476190475,-0.0909090909090908,-0.1304347826086956,-0.1304347826086956,-0.2307692307692307,-0.2592592592592593,-0.3103448275862068,-0.3333333333333332,-0.375,-0.4117647058823529,-0.4285714285714285,-0.3939393939393939,-0.375,-0.375,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1304347826086956,0.0,0.1764705882352941,0.1764705882352941,0.5384615384615385,0.4285714285714286,0.4285714285714286,0.5384615384615385,0.5384615384615385,1.8571428571428568,1.0,1.2222222222222223,1.0,0.8181818181818183,0.8181818181818183,0.6666666666666667,1.5,1.2222222222222223,1.0,1.2222222222222223,1.8571428571428568,0.8181818181818183,0.4285714285714286,0.4285714285714286,0.5384615384615385,0.5384615384615385,0.4285714285714286
BAMD-L^J98,6.0,0.114155527586152,4.570229081731703e-07,0.0259683591607112,0.0872577926392023,0.4668067347417667,-1.0520567833347672,1.0,0.0406553481882606,3.133796835565909e-08,-0.0140287205951505,5.666486904954726e-09,5.977146427878082e-07,0.1784353713017838,0.5413601470702623,-0.4434698757580682,-0.0012169074092176,0.1438236696872656,0.755194423952472,0.2469135802469135,-0.0240963855421685,0.0318471337579617,0.1172413793103448,0.0945945945945947,0.0,-0.0847457627118644,-0.018181818181818,0.0253164556962024,-0.0357142857142855,-0.1098901098901098,-0.0847457627118644,-0.0121951219512194,0.0519480519480519,-0.2019704433497535,-0.2465116279069766,-0.2863436123348017,-0.3221757322175732,-0.2831858407079645,-0.2285714285714285,-0.2019704433497535,-0.173469387755102,-0.1195652173913043,-0.1195652173913043,-0.1818181818181817,-0.1980198019801979,-0.1049723756906076,-0.0635838150289016,0.0451612903225806,0.0451612903225806,0.0945945945945947,0.2857142857142858,0.2461538461538461,0.5576923076923077,0.5,0.2857142857142858,0.1999999999999999,0.0451612903225806,0.0945945945945947,0.2857142857142858,0.0657894736842106,0.0188679245283018,0.1095890410958904,0.1824817518248174,0.0188679245283018,-0.0689655172413792,-0.0795454545454544,-0.1518324607329841,0.0
BAOH-L,14.0,0.0304578275391611,3.161411963434022e-07,0.017963362416467,0.9915284172329776,0.5038494546257162,1.835762023199928,1.0,0.103841614707503,8.181521595124536e-08,0.0833173255508281,3.881432381249845e-08,7.340106650768415e-08,-0.1989180943567758,2.974800808158372,-0.1685445066130293,-0.0426287496532764,-0.0426287496532764,0.7384919504350954,0.0218642117376295,-0.0068571428571428,-0.0213963963963965,-0.0344444444444445,0.0369928400954653,0.1212903225806452,-0.1087179487179488,-0.0471491228070175,-0.0794491525423728,-0.1257545271629778,-0.1096311475409836,-0.0675965665236052,-0.039779005524862,0.1586666666666665,0.1141025641025641,0.1419185282522994,0.1791044776119401,0.0917085427135677,-0.0290502793296089,0.1285714285714285,0.1055979643765903,0.2485632183908046,0.2594202898550724,0.0057870370370369,0.0419664268585131,0.0394736842105263,0.4880136986301369,0.5165794066317624,0.6615678776290628,0.8179916317991629,1.0889423076923077,0.9015317286652076,0.8372093023255811,0.7807377049180326,0.6906614785992218,0.6212686567164176,0.5517857142857143,0.4387417218543046,0.4459234608985025,0.3267175572519083,0.4061488673139157,-0.3014469453376206,-0.2403846153846154,-0.347107438016529,-0.2623089983022071,-0.2758333333333334,-0.1893656716417912,-0.3253105590062113,-0.306464485235435
BBEK-L^L95,6.0,-0.2054543942795377,1.465258204612035e-07,0.0083256989179471,-0.5900145017609282,1.297489880933233,-19.34240666082686,1.0,-0.5946219167003639,-3.527581722524834e-07,-0.2900430894685531,3.340619231630804e-07,5.458360862966229e-07,0.0651739874500854,2.2470615717519222,0.0933466727071377,-0.1077162242499198,-0.0267290848686198,1.4242266509406698,0.0588235294117647,0.0747126436781608,0.0053763440860215,0.0331491712707183,0.4496124031007753,0.7155963302752293,0.7,0.5847457627118646,0.6120689655172415,0.6846846846846846,0.2384105960264901,0.375,0.4166666666666667,0.3550724637681162,0.2142857142857144,0.4609375,0.4724409448818898,0.3453237410071943,0.3955223880597014,0.3550724637681162,0.1761006289308175,0.1265060240963855,0.0446927374301675,0.0809248554913295,0.056497175141243,0.154320987654321,0.1402439024390245,-0.0742574257425742,-0.1834061135371179,-0.1461187214611871,-0.236734693877551,-0.1461187214611871,-0.1725663716814157,-0.0105820105820104,0.0809248554913295,0.0274725274725275,-0.1261682242990653,-0.4848484848484847,-0.5205128205128204,-0.4263803680981595,-0.5241730279898218,-0.5167958656330749,-0.4263803680981595,-0.5104712041884816,-0.5917030567685589,-0.5987124463519313,-0.625250501002004,-0.622983870967742,-0.6183673469387756
BBIO-L^E18,6.0,0.4066850696111376,3.183207565192473e-07,0.0180872065399158,0.1557602893060099,1.1476661841584503,0.9895978608570078,1.0,0.2197651364953483,3.673544114369408e-08,-0.045331006108961,1.2268327957144082e-06,5.847024548667494e-07,0.7208621295537072,4.126018767966348,-0.0933343223062847,0.2214804925085298,0.2214804925085298,1.3439885297609135,0.1159196290571871,0.0253565768621235,-0.0030816640986133,0.0368589743589742,0.131118881118881,0.1763636363636362,0.1003401360544218,0.0335463258785941,0.0711920529801324,0.0554649265905382,0.0302547770700636,0.040192926045016,0.1615798922800717,0.1040955631399316,0.040192926045016,0.2026022304832713,0.2048417132216013,0.0711920529801324,0.2253787878787878,0.3204081632653059,0.3535564853556483,0.4004329004329003,0.315040650406504,0.3204081632653059,0.4345898004434589,0.3943965517241379,0.342323651452282,0.4004329004329003,0.3824786324786324,0.3824786324786324,0.4441964285714284,0.6014851485148514,0.6094527363184081,0.6805194805194805,0.902941176470588,0.6463104325699744,0.8328611898016998,0.508158508158508,0.6379746835443036,0.9142011834319526,0.937125748502994,1.0218749999999996,1.185810810810811,1.262237762237762,0.9429429429429428,0.7345844504021448,0.6805194805194805,0.8862973760932944,0.8753623188405795
BBNH-L^L97,6.0,-0.0132189707366296,4.4326675537027474e-07,0.025186725001314,0.1060900550696469,0.6688183502004172,0.3778243778576154,1.0,-0.0472589792060491,5.653912696049424e-08,-0.12646655492904,1.2169712997900234e-05,7.779783869764006e-07,0.0058479532163742,13.0700778154286,0.0371735672591955,-0.041871921182266,-0.041871921182266,0.6234947783006932,-0.0155038759689922,-0.0300751879699248,-0.0276381909547738,-0.020253164556962,0.0211081794195251,0.0602739726027397,-0.0491400491400492,0.0238095238095239,-0.0719424460431654,-0.0373134328358207,-0.1303370786516854,-0.0674698795180723,-0.0606796116504854,-0.0894117647058823,-0.1869747899159662,-0.1438053097345132,-0.173076923076923,-0.1920668058455115,-0.1869747899159662,-0.0719424460431654,-0.0514705882352941,-0.0697115384615384,-0.1494505494505493,-0.0741626794258372,-0.0999999999999999,-0.0444444444444444,-0.0560975609756096,-0.1041666666666667,-0.1475770925110132,-0.1224489795918367,-0.167741935483871,-0.134228187919463,-0.0606796116504854,-0.0373134328358207,-0.0025773195876288,-0.0829383886255923,-0.1494505494505493,-0.244140625,-0.202061855670103,-0.5636978579481398,-0.5775109170305677,-0.5869797225186766,-0.5612244897959184,-0.5286236297198539,-0.5457746478873239,-0.5348557692307692,-0.5392857142857144,-0.5076335877862596,-0.477027027027027
BBOU-L,6.0,-0.0230702082553934,3.927769639843327e-07,0.0223178599768003,0.1965811965811965,0.4078152290926718,3.213335179987048,1.0,0.0584607133279699,6.378769544311055e-08,-0.0076957042831002,2.4069847563402046e-06,3.7566076489507373e-07,-0.0971059555130351,16.501973110510043,-0.0136520808483052,0.0061064262867112,0.0061064262867112,0.5399174355360106,0.0269151138716357,0.0083507306889352,0.0320512820512821,0.0615384615384615,0.1472684085510689,0.1472684085510689,0.0733333333333332,0.0685840707964602,0.0298507462686565,0.0662251655629138,-0.0082135523613963,0.0829596412556055,0.1027397260273972,0.0233050847457627,0.00625,0.0342612419700214,-0.0711538461538461,-0.0852272727272727,0.0104602510460249,0.0168421052631579,0.1129032258064517,0.1418439716312056,-0.0510805500982317,0.0364806866952789,0.0147058823529413,0.0276595744680849,0.0041580041580042,-0.0301204819277108,0.0709534368070954,0.05,-0.063953488372093,-0.1344086021505376,-0.0955056179775281,-0.1005586592178771,-0.0747126436781608,-0.1121323529411765,-0.1137614678899082,-0.1990049751243781,-0.2042833607907743,-0.1249999999999998,-0.1813559322033898,-0.1555944055944055,-0.0492125984251968,-0.0242424242424242,-0.0782442748091603,-0.5324298160696999,-0.5301556420233462,-0.508646998982706,-0.5015479876160991
BBQS-L^G99,6.0,-0.0037089201877934,4.766532429612966e-07,0.0270837684216184,0.1395348837209302,1.75373905849847,0.177149876593392,1.0,0.0352848101265822,7.386923251761497e-08,-0.0285035629453625,3.651459683103254e-06,9.184116512323196e-07,-0.01883415051755,2.2541827692522105,-0.1287398980260669,-0.1042139590081546,-0.0725773106134795,0.6896403211162414,0.1005586592178771,-0.0271739130434782,-0.0324324324324324,-0.0376344086021506,0.0,0.0228571428571429,0.0,0.1049382716049383,0.0718562874251498,0.0346820809248555,0.0,0.0529411764705882,0.1699346405228758,0.1118012422360248,0.0591715976331361,0.0591715976331361,0.0228571428571429,0.0,0.1257861635220125,0.1623376623376622,0.0914634146341464,0.1329113924050633,0.0591715976331361,0.2094594594594594,0.2430555555555555,0.1933333333333333,0.1401273885350318,0.1187499999999999,0.1118012422360248,0.2344827586206896,0.3458646616541352,0.52991452991453,0.6886792452830188,1.1058823529411763,0.79,0.4094488188976377,0.1257861635220125,0.0,-0.0867346938775509,0.098159509202454,0.1623376623376622,0.0783132530120482,0.0718562874251498,0.0718562874251498,-0.0913705583756344,-0.1751152073732718,-0.2478991596638654,-0.2447257383966244,-0.1476190476190476
