firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0481325730343349,-0.0481325730343349,16.0,-0.1126112171305359,0.0988162853654652,-0.0299723526040751,1.3925693126303016,0.3484698370761779,-0.2276462205512265,-0.1112807230062656,1.8204778682253955e-08,0.0177947408857716,-0.030361642288833,0.1091956678940314,3.5300187790082456,0.0378124690246668,-2.462546187437017,0.986853159909139,0.0713731140752759,0.0416666666666667,0.0,-0.1864406779661016,-0.1724137931034483,-0.0588235294117647,-0.04,0.0434782608695651,0.0212765957446807,-0.0769230769230769,0.1707317073170731,0.1428571428571428,0.263157894736842,0.4117647058823528,0.6551724137931034,0.5,0.6551724137931034,0.5483870967741935,0.2307692307692306,0.4117647058823528,0.846153846153846,0.4117647058823528,0.4545454545454543,0.3333333333333332,0.0212765957446807,-0.04,-0.04,-0.0588235294117647,-0.142857142857143,-0.323943661971831,-0.368421052631579,-0.1272727272727274,-0.0943396226415095,-0.3333333333333333,-0.3333333333333333,-0.5294117647058824,-0.5294117647058824,-0.5826086956521739,-0.5339805825242718,-0.6842105263157895,-0.7419354838709677,-0.7073170731707317,-0.7391304347826086,-0.7623762376237624,-0.7473684210526316,-0.7623762376237624,-0.7446808510638299,-0.7486910994764397,-0.7,-0.627906976744186
BBOU_00-L,0.0481394657773962,-0.0481394657773962,16.0,-0.1300858183614249,0.1569274041026138,-0.9187285793639896,1.0087597053553654,0.1143724696356275,-0.2547436415018167,-0.0924561032786344,6.133855327967717e-05,0.0004321787985429,-0.0753220085868956,19.20069767619441,-0.220518300349631,0.2769020438683948,-0.5237068965517241,0.5755524586900259,-0.0581567796610169,-0.0555555555555555,0.0708215297450425,0.0026525198938991,0.0499999999999998,0.0285714285714284,0.0271739130434782,0.0830945558739253,0.1559633027522935,0.1183431952662721,0.1924290220820188,0.1739130434782607,0.1489361702127658,0.1068814055636895,0.1524390243902438,0.1924290220820188,0.1739130434782607,0.1199999999999998,0.1506849315068492,0.0356164383561643,-0.0526315789473684,-0.0357142857142857,0.0257801899592944,-0.1116333725029377,-0.1209302325581395,-0.1646408839779006,-0.1764705882352941,-0.1310344827586206,-0.1084905660377359,-0.0369426751592356,0.0147651006711408,0.0799999999999998,0.0799999999999998,0.1004366812227073,0.0257801899592944,-0.0526315789473684,-0.014341590612777,0.042758620689655,0.0558659217877093,0.0558659217877093,0.1559633027522935,0.008,0.0456431535269707,0.1489361702127658,0.2454695222405269,0.3102253032928943,0.2989690721649483,0.2558139534883721,0.314782608695652,0.4538461538461538
BBTU_63-L^C18,0.0753488192324044,-0.0753488192324044,15.0,0.0400149809781001,0.1179786665684125,0.0322761632455739,0.8406364110589463,0.0810558280775519,-0.0107679229243413,-0.0330073822131131,6.188478090242734e-05,0.0389505430604562,0.0882930019620667,3.735582200148002,0.0130141249624577,0.7366897530466435,-3.48125,0.825943314206225,0.6299507209344771,0.08,0.0928961748633878,0.0869565217391306,0.098901098901099,0.1070110701107012,0.1538461538461537,0.2684989429175475,0.3667425968109341,0.2552301255230125,0.2605042016806722,0.3513513513513513,0.3729977116704805,0.6172506738544474,0.8018018018018018,0.639344262295082,0.5463917525773196,0.4888337468982628,0.3793103448275863,0.4218009478672986,0.5789473684210527,0.2820512820512821,0.3129102844638949,0.1278195488721805,0.0135135135135135,-0.0196078431372549,-0.0016638935108153,0.1090573012939002,0.1834319526627217,0.1787819253438114,0.2072434607645876,0.4018691588785046,0.3513513513513513,0.0344827586206897,0.0050251256281408,0.0118043844856661,0.0273972602739727,0.1194029850746267,0.2072434607645876,0.0810810810810811,0.0327022375215146,0.1904761904761904,0.2847965738758029,0.2987012987012987,0.2847965738758029,0.1450381679389312,0.1257035647279549,0.1152416356877323,-0.0049751243781095,-0.0769230769230768
BCPS_48-L^C06,0.0538839778252993,-0.0538839778252993,15.0,0.0501815135437028,0.0781949707199449,-0.5504162755084128,1.4671602906897026,0.0784266984505363,0.0153945875871009,0.0147377310432137,4.072700617557277e-06,0.0907846970120078,0.0711673949879603,1.387127033942578,1.7087771899212258,-0.052994350666336,-3.956,1.3847525023995613,-0.1439034415754269,-0.0092592592592593,-0.0357142857142857,-0.0649350649350648,-0.0769230769230767,-0.0608695652173911,-0.129032258064516,-0.2340425531914892,-0.1394422310756971,-0.1660231660231659,-0.0567685589519649,-0.0769230769230767,-0.0924369747899158,0.08,0.2485549132947977,0.3584905660377357,0.3170731707317074,0.3170731707317074,0.1675675675675676,0.1739130434782609,0.2631578947368422,-0.0442477876106193,0.0236966824644551,-0.1147540983606556,-0.1970260223048326,-0.2258064516129031,-0.129032258064516,0.0384615384615385,-0.0442477876106193,-0.0924369747899158,-0.121951219512195,0.0384615384615385,0.1999999999999999,-0.0608695652173911,-0.1755725190839694,-0.1692307692307691,-0.2751677852348992,-0.1692307692307691,-0.15625,-0.2727272727272727,-0.2799999999999999,-0.3186119873817034,-0.3121019108280254,-0.2367491166077738,-0.6411960132890364,-0.6357504215851602,-0.595505617977528,-0.6203866432337435,-0.7024793388429752,-0.6593059936908516
BCQE_67-L^A14,0.033033033033033,-0.033033033033033,16.0,-0.2252906976744186,-0.0463760434609778,-1.2562269115310785,1.819234194122885,0.2318181818181818,3.5533980582524274,-0.2705432705431982,1.1747751996824284e-05,-0.1087693798449612,-0.1342398022249691,0.7999129193726866,-0.1432431497104339,-0.1265341164038877,-0.3689024390243902,1.4844167408726625,-0.2245914707054603,-0.1798245614035086,0.0133333333333331,-0.11284046692607,-0.2348993288590605,0.0704225352112675,-0.0693877551020409,-0.3804347826086958,-0.2897196261682243,-0.4466019417475728,-0.2645161290322582,-0.0256410256410256,0.0555555555555553,0.3902439024390243,0.9487179487179488,0.2808988764044942,-0.6280587275693312,-0.6298701298701299,-0.7054263565891473,-0.6876712328767123,-0.6719424460431656,-0.7379310344827585,-0.7076923076923077,-0.7830637488106565,-0.815831987075929,-0.8197628458498024,-0.8426501035196687,-0.8042918454935623,-0.8317343173431735,-0.83632447954056,-0.8109452736318408,-0.6939597315436241,-0.5,-0.776908023483366,-0.7807692307692308,-0.8559696778269109,-0.8672102504368084,-0.8681318681318682,-0.8562421185372004,-0.877221324717286,-0.8933582787652011,-0.87527352297593,-0.8851963746223566,-0.8798735511064278,-0.8672102504368084,-0.925514537732767,-0.9206680584551148,-0.921944539541253,-0.9173014145810664,-0.9365256124721604
BDAJ_H9-L,0.0995056109236443,-0.0995056109236443,9.0,0.1080231596360629,0.1565847636493967,0.2507251620886748,1.388252929953666,0.118152390438247,-0.2505688282138794,-0.0093123021789724,2.8780595415234843e-06,0.0343534601599117,0.4034264931087289,1.6250523731582174,-0.0844393460973296,0.2577405495858088,-1.870206489675516,1.2925865358408286,0.3149665437662162,-0.0271493212669683,-0.0494623655913979,0.0,0.0091324200913243,0.1391752577319587,0.0859950859950859,0.1161616161616161,0.2043596730245231,0.1161616161616161,0.096774193548387,0.2701149425287357,0.2592592592592593,0.3154761904761904,0.3353474320241691,0.3558282208588958,0.3475609756097562,0.1945945945945946,0.1362467866323906,0.0650602409638552,0.303834808259587,0.2043596730245231,0.3769470404984423,0.201086956521739,0.1133501259445843,0.1570680628272251,0.0859950859950859,0.2701149425287357,0.2628571428571429,0.3855799373040751,0.4076433121019107,0.6679245283018869,0.7470355731225298,0.4166666666666665,0.3434650455927051,0.5085324232081909,0.4444444444444444,0.7065637065637067,0.6742424242424241,0.7265625,0.8808510638297871,0.8189300411522633,0.7470355731225298,0.8416666666666668,0.8888888888888891,0.8969957081545064,0.9134199134199132,1.09478672985782,1.221105527638191,1.1666666666666663
BLNT_37-L^D19,0.0135785896561866,-0.0135785896561866,7.0,0.042168209718145,0.0367000066080464,0.0252758549337503,1.0447513582828762,0.4166199551569506,0.2141545992249644,0.0267450367480353,1.428381023425875e-07,0.0040371153490854,0.0302403693469479,0.8212294663478458,-0.3976549306156953,0.1315471152540642,-0.4638481402120762,1.0447513582828762,0.1053835689847067,-0.0753968253968253,-0.015625,-0.0631970260223048,-0.1543624161073825,-0.0454545454545455,-0.0666666666666667,-0.111111111111111,-0.1032028469750889,-0.1204188481675393,-0.1063829787234041,-0.1543624161073825,-0.1818181818181818,-0.1157894736842105,-0.1032028469750889,-0.1710526315789473,-0.1627906976744185,-0.245508982035928,-0.2386706948640483,-0.2577319587628865,-0.16,-0.1818181818181818,-0.1791530944625406,-0.2075471698113208,-0.2544378698224852,-0.2432432432432432,-0.1641791044776119,-0.157190635451505,-0.1923076923076923,-0.1818181818181818,-0.1999999999999999,-0.1529411764705882,0.0327868852459016,0.0588235294117647,0.0100200400801602,0.0370370370370369,0.0632911392405062,-0.0117647058823529,0.0478170478170478,0.0956521739130435,0.1830985915492957,0.0413223140495868,0.0932754880694142,0.362162162162162,0.3333333333333335,0.4566473988439306,0.610223642172524,0.726027397260274,0.8,1.2008733624454146
BPVK_29-L,0.0500351223265826,-0.0500351223265826,8.0,-0.0175290242870172,0.3964131549512891,-0.0130520498234876,1.680701742793256,0.1711783471457766,0.0607044363945084,-0.0585209781501425,8.6002048810055e-05,0.037430448052047,-0.1037136337942827,37.41788186986297,-0.213936811357534,-0.0640711058855196,-0.3919630738855483,1.2879791940398737,-0.04995336089642,-0.0379218809252939,0.0349293563579278,0.0150115473441108,0.0022805017103764,-0.016044776119403,-0.0093914350112697,-0.0473265895953757,0.0232828870779977,0.0539568345323742,0.0851851851851852,0.1126582278481014,0.0485089463220675,0.0719512195121951,0.1899819494584838,0.2635361763296597,0.2623264719961704,0.187837837837838,0.0851851851851852,0.1673306772908367,0.3185,0.3967161016949154,0.174087266251113,-0.016044776119403,-0.1227544910179639,-0.1738721804511278,-0.2437625466016632,-0.272551724137931,-0.2083458420894626,-0.1488056810845707,-0.1413220449365028,-0.1710154039610184,-0.1534510433386837,-0.2023593466424682,-0.2422413793103447,-0.1960365853658535,-0.2198224852071004,-0.1873651771956856,-0.2078702313006908,-0.1756798999687401,-0.1247925655492864,-0.2186666666666666,-0.2378612716763005,-0.1707547169811321,-0.2300729927007299,-0.1720565149136578,-0.0978446801231611,-0.1493548387096773,-0.0891191709844558,-0.0193380438824841
BUBP_92-L^K18,0.2551950419248997,-0.2551950419248997,8.0,0.1675227182931647,0.2465660120331479,-0.1753444216922927,1.3128205128205128,0.5877659574468085,-1.8514664143803217,-0.1590411957710362,1.0371574283458656e-05,0.0669695772421967,0.0673550809669091,10.236867902475057,0.5229853083236481,0.2285735767705964,-1.7391304347826086,0.9923076923076924,0.1475204017576899,-0.099099099099099,-0.0074515648286139,-0.0826446280991735,-0.1167108753315649,-0.0526315789473684,-0.0118694362017803,0.0030120481927711,0.0846905537459283,-0.0089285714285713,-0.0539772727272727,0.016793893129771,-0.0059701492537312,0.0390015600624025,0.0521327014218009,0.0341614906832297,0.0935960591133004,0.0422535211267607,0.0357698289269052,0.1582608695652174,0.2758620689655173,0.1100000000000001,0.1999999999999999,0.0246153846153847,-0.093877551020408,-0.1384217335058215,-0.1995192307692307,-0.0724233983286907,0.0373831775700934,-0.1190476190476189,-0.2327188940092165,-0.1084337349397589,0.1137123745819397,-0.1282722513089005,-0.174721189591078,-0.0512820512820512,-0.0698324022346368,-0.2466063348416289,-0.1887941534713764,-0.2877005347593582,-0.4263565891472868,-0.4058876003568242,-0.3489736070381232,-0.3596153846153846,-0.3533980582524272,-0.4412751677852349,-0.4495867768595041,-0.4916030534351144,-0.4973584905660377,-0.5771428571428572
BWQW_65-L^I10,0.0708489043185989,-0.0708489043185989,2.0,-0.059764887592243,0.2341518275538894,0.0101291644759206,2.336651403543699,0.1770190248204611,0.2873417721518987,0.0098180129580078,7.70129404604708e-06,0.0140295177621417,0.1283810739647332,1.773374689069336,0.5110158228036835,0.5127318180461019,-0.9324796274738066,1.5922755325502689,0.502193400724776,-0.0333333333333334,0.0188679245283018,0.007462686567164,0.0305343511450382,0.007462686567164,-0.0145985401459853,-0.032258064516129,0.08,0.0112359550561798,0.0714285714285714,0.1946902654867257,0.115702479338843,0.2857142857142858,0.5254237288135595,0.4062500000000002,0.4062500000000002,0.4210526315789475,0.238532110091743,0.3636363636363637,0.1946902654867257,0.1111111111111111,0.2162162162162162,0.08,0.0305343511450382,0.0227272727272727,0.0424710424710426,0.1065573770491803,0.3432835820895525,0.2735849056603774,0.3705583756345179,0.5976331360946747,0.8,0.4673913043478261,0.3235294117647058,0.4673913043478261,0.3989637305699482,0.7197452229299364,0.8120805369127517,0.5789473684210529,0.5517241379310347,0.8367346938775513,0.8,0.6564417177914113,0.5789473684210529,0.2442396313364057,0.1842105263157896,0.2328767123287671,0.4210526315789475,0.3705583756345179
