firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chpmia,chtx,cinvest,convind,egr,ep,grltnoa,herf,hire,invest,lev,lgr,ms,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,15.0,0.0606637795711725,6.812052789161299e-07,0.1123735388970998,0.0946964745678217,0.0840825791760406,0.9667613950934972,-744.2561000000001,0.0258451430571378,-0.0013433605533226,0.0012876947011176,-0.002344976459229,1.0,-0.0022353437874177,1.0920352704139682e-07,-0.0268183598088728,0.0001058947213256,0.0240382719369006,0.0387093126047726,1.997569039764008e-06,0.0929217175180102,4.0,20.895224008037907,-0.0018761640449469,0.0545490566338407,0.02094836165879,0.0118714219065057,0.0476369212433259,0.058866841221563,0.2856489529219591,0.0043281121187137,-0.1184593023255813,-0.1381882770870336,-0.1123307720453712,-0.1604083751514102,-0.1024787273399925,-0.0340434003583514,-0.0752811130169619,-0.0426203630623519,-0.0516028146989834,0.0014447884416923,0.0765475926336809,0.0468176914778857,0.2111832251622565,0.1582716638815946,0.3613916947250282,0.3556859457949148,0.2349198269279715,0.2921438082556593,0.4479259922411223,0.5681965093729799,0.6531516183986372,0.6087533156498675,0.5876963350785342,0.5335018963337548,0.6690746474028209,0.6947258120852255,0.4283191050927291,0.2658492042786331,0.2785243741765482,0.3293150684931507,0.6486578321440708,0.6794738663897544,0.6249162759544542,0.7365783822476737,0.5035636814378679,0.1336448598130841,0.0420962199312715,0.1333800513898622,0.045239121068505,0.0847306058573664,0.1067518248175183,0.0610102777170349,0.0898472596585804,0.1254929250753886,0.1705669481302774,0.2261814505938844,0.4752204317421709,0.4116962467267968
BAOH-L,12.0,-0.3695290844819091,1.3571043704222144e-06,0.22387175419385,0.0481959300521086,-0.0035923745292832,0.3558857356643497,95.997,0.0491039095219157,0.0870736785968641,0.0023567583628387,-0.1702541296778123,1.0,-0.3840284930013006,-2.051313327489269e-07,-0.1954697892808467,2.837525464810993e-08,0.0456709845886027,-0.026676612874546,1.1454777846615234e-06,-0.362599516076749,2.0,0.6774292338239642,-0.1481432769183445,-0.1398064844018653,-0.5432787928440275,0.0026387110513651,0.0050594664189255,-0.2335790408911193,1.377315119839731,-0.004566210045662,-0.0600858369098713,-0.0680851063829788,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216,-0.0478260869565216
BBIO-L^E18,25.0,-0.0049441786283891,3.054770935406368e-07,0.0503923605932421,0.0288998882324764,0.1618299761010583,1.5310364389349842,-16.0,0.038078811114614,0.0052916554607688,0.0019927880053141,-0.0286115007012622,1.0,0.127700127064803,6.797940954847972e-08,-0.1048844831721007,5.59521637740875e-07,0.0354166666666667,0.0177033492822966,7.648113823631491e-07,0.0232558139534883,4.0,2.3289090702371613,0.085466751799826,0.0441823530943268,-0.0539009991171634,0.0146658118288187,0.0515492957746478,0.0961597542242703,0.2684892765257198,0.0290697674418605,-0.0677506775067751,-0.1224489795918367,-0.1111111111111111,-0.14,-0.1246819338422392,-0.1246819338422392,-0.0777479892761394,-0.0851063829787234,-0.0702702702702703,-0.0171428571428571,0.0238095238095237,-0.0254957507082153,0.1278688524590163,0.1543624161073824,0.2418772563176894,0.303030303030303,0.278810408921933,0.3815261044176705,0.5021834061135371,0.5565610859728507,0.6226415094339621,0.5852534562211982,0.6000000000000001,0.6226415094339621,0.8901098901098901,0.9545454545454546,0.6699029126213591,0.6303317535545025,0.5495495495495495,0.6000000000000001,0.8797814207650272,0.8010471204188483,0.8695652173913042,1.0476190476190474,0.711442786069652,0.5087719298245614,0.4700854700854702,0.5707762557077625,0.5426008968609866,0.678048780487805,0.7029702970297029,0.6862745098039216,0.5495495495495495,0.764102564102564,0.9325842696629212,1.0355029585798818,1.2781456953642385,1.5109489051094886
BBOU-L,26.0,-0.0842604777285959,1.530051389870286e-07,0.0252401580985574,0.0286099982581431,0.1654093494929507,0.5015685382854018,-156.5,-0.0710735238506945,-0.0028456981475107,-0.0167602554760169,0.0184928340268146,1.0,-0.0302728823194997,5.22724577134345e-08,-0.0645282154826086,1.1561990092379798e-06,-0.0661046715841235,0.0016748414882162,3.447605168967576e-07,-0.0940483205657041,4.0,17.873194370406875,0.0038655717630729,-0.1702821572569832,-0.0229735684453524,0.0131985976489997,0.0451594693762348,-0.1027726755882095,0.2641183434441698,-0.0016872890888639,-0.0651945320715036,-0.0676455165180911,-0.0257534246575341,-0.0399568034557235,-0.0347448425624321,-0.0078125,-0.1109999999999999,-0.0768431983385254,-0.102020202020202,-0.091466530403679,-0.1083249749247743,-0.1439576311988444,-0.0806618407445707,-0.0835051546391751,-0.0979198376458649,-0.1431325301204818,-0.0983772819472615,-0.0671563483735571,-0.0050363738108561,-0.0440860215053763,-0.0149584487534625,0.0033860045146727,0.0154197601370644,0.0230149597238205,0.0723763570566951,0.1728232189973615,0.1324840764331212,0.1493212669683259,0.1705069124423963,0.2416201117318437,0.2645803698435278,0.3150887573964498,0.3708558211256747,0.440842787682334,0.4167330677290837,0.4373484236054974,0.3868954758190328,0.3719135802469135,0.4597701149425288,0.4829024186822352,0.4669966996699672,0.4816666666666667,0.5004219409282702,0.5514834205933683,0.5354058721934369,0.6105072463768118,0.6207839562443027,0.5776397515527951
BBTU-L^C18,25.0,0.1025592773805043,3.454092799809536e-07,0.0569796863892738,0.0260943476413089,0.1904624277456647,1.3056524893209265,-44.95,-0.0002973564077912,0.033266277567179,0.0050338727888596,-0.0580349567283217,1.0,0.014251781472684,5.4197709036824105e-08,0.0073391210954974,1.3726433338498889e-08,-0.0002765677936803,0.0290741437711705,6.014327861026675e-07,0.1608118657298985,4.0,0.4954806496868851,-0.2843628007334214,1.0307082257469569,0.2343906193027681,0.0101126472094214,0.027751756440281,0.0307082257469567,0.0123341652522961,0.0229007633587785,-0.0575539568345322,-0.1493506493506493,-0.1493506493506493,-0.0367647058823529,-0.1863354037267081,-0.1266666666666666,-0.2681564245810055,-0.2471264367816091,-0.3141361256544502,-0.2202380952380952,-0.3068783068783068,-0.3963133640552995,-0.3578431372549019,-0.3578431372549019,-0.3105263157894736,-0.4203539823008848,-0.4425531914893617,-0.3963133640552995,-0.3383838383838383,-0.3282051282051281,-0.2880434782608695,-0.2339181286549707,-0.2427745664739884,-0.1548387096774193,-0.1708860759493671,-0.2012195121951219,-0.2762430939226519,-0.2012195121951219,-0.1493506493506493,-0.0902777777777776,0.0076923076923076,0.0,-0.0367647058823529,0.0916666666666667,0.0314960629921259,-0.1148648648648648,-0.1437908496732025,-0.1208053691275167,-0.138157894736842,0.0,-0.0223880597014926,-0.0223880597014926,0.0650406504065042,0.0396825396825397,-0.0223880597014926,-0.0223880597014926,-0.0223880597014926,-0.0709219858156027
BBXK-L,26.0,0.0443067246323189,3.7545870667855483e-07,0.0619367243400238,0.0256982822070582,0.1934887522378765,1.772304632097357,4.150000000000006,0.0524471429986074,-0.00125478422156,-0.0008803395219887,-0.0052147564338745,1.0,0.0805859343817354,7.278126888963378e-08,-0.0364301550672999,1.1678827920566522e-06,0.048780487804878,0.0746990499094837,7.206427353872028e-07,0.0226320036211205,3.0,2.8900611249538497,-0.0070838920005872,-0.0737014232327841,-0.0170031228798825,0.0144438820700999,0.0421637794112215,0.0282143854470021,0.1952596130260595,0.0303738317757009,0.0023419203747074,-0.0488888888888888,-0.0360360360360361,-0.0695652173913041,-0.1439999999999999,-0.0854700854700853,-0.0115473441108544,-0.1083333333333332,-0.1353535353535353,-0.1457085828343313,-0.1120331950207469,-0.1175257731958762,-0.0316742081447962,-0.0835117773019271,0.0363196125907991,0.0974358974358975,0.1567567567567567,0.1204188481675394,0.1204188481675394,0.0974358974358975,0.0808080808080808,0.1955307262569832,0.1955307262569832,0.2738095238095239,0.3048780487804878,0.3009118541033435,0.1955307262569832,0.1145833333333334,0.185595567867036,0.2852852852852854,0.3762057877813507,0.3169230769230771,0.3717948717948718,0.3459119496855345,0.329192546583851,0.2625368731563422,0.1630434782608696,0.1088082901554405,0.1030927835051547,0.2625368731563422,0.2588235294117649,0.1955307262569832,0.1598915989159892,0.1116883116883118,0.0190476190476189,0.0918367346938775,0.2090395480225988,0.1922005571030642
BCIP-L,15.0,-0.0712230071918743,1.916069219054022e-06,0.3160801678746422,0.0940634967179405,0.0685622619177649,0.3803544591756561,1735.8754,-0.2047032658773287,-0.0034121955172346,-0.0014034834973233,-0.0481418703639396,1.0,-0.0968581718633383,-1.1399157692496584e-07,-0.1229257075764452,4.168063378258889e-06,-0.1903921661664748,1.4212448971671576e-05,5.619166948603076e-06,-0.0590064871955355,4.0,2.969572373090271,0.0144865174438401,-0.0449081625022394,-0.0882264719507475,0.0027519737483531,0.0108349346485404,-0.1861581819414569,1.377315119839731,0.0,-0.0517241379310343,-0.0517241379310343,-0.0677966101694914,-0.0350877192982455,0.0784313725490197,0.1,0.1458333333333334,0.1956521739130434,0.1458333333333334,0.3414634146341464,0.5277777777777779,0.5714285714285716,0.4864864864864866,0.375,0.2222222222222223,0.3414634146341464,0.3095238095238097,0.0185185185185186,0.1458333333333334,0.1,0.1224489795918368,0.0185185185185186,0.1,0.2222222222222223,0.1,0.2222222222222223,-0.0517241379310343,-0.1129032258064515,-0.0677966101694914,0.0185185185185186,-0.0178571428571429,-0.1129032258064515,-0.1129032258064515,-0.1269841269841268,-0.1791044776119402,-0.140625,-0.2465753424657533,-0.2666666666666666,-0.2857142857142857,-0.3373493975903613,-0.3292682926829268,-0.2666666666666666,-0.2253521126760562,-0.1911764705882352,-0.2763157894736842,-0.236111111111111,-0.2465753424657533,-0.1911764705882352
BCYN-L,25.0,-0.0733681669069467,6.064668295327938e-07,0.1000444740632947,0.0897052155639829,0.1418819732279398,0.6290204047495707,720.3399000000001,-0.0974383916175258,-0.037471611861676,0.0003320551436697,0.0065293210193227,1.0,-0.0392163308834929,4.8439631655165467e-08,-0.0918173652945401,1.048888804688842e-05,-0.0906263335288225,-0.0095193567722883,7.602709195656196e-07,-0.0521508837842353,5.0,18.310204414268785,0.1822898016312378,0.0677366214488397,0.9852101251398262,0.0190604025740667,0.0438135151086317,-0.0147898748601738,0.911696148756407,-0.0366726296958854,0.0474703310430979,0.0749999999999999,0.0481249999999999,-0.0062222222222222,0.000895255147717,0.0419384902143522,-0.0164222873900293,0.0380687093779015,0.0533919597989949,0.1194926568758343,0.1051070840197692,0.1040157998683344,0.2267739575713241,0.1645833333333333,0.1537667698658409,0.0871961102106968,-0.0255665310865776,-0.0883392226148409,-0.0449886104783598,0.0749999999999999,0.0593809222994314,0.1415929203539823,0.1995708154506437,0.1165113182423436,0.0960784313725489,0.2099567099567099,-0.0433542498573874,-0.0568053993250844,-0.0667779632721201,-0.1426380368098159,0.07328,0.0151331719128329,0.0313653136531364,0.1893617021276596,-0.1098726114649681,-0.2167211583372256,-0.2599293909973522,-0.2117508813160986,-0.2307339449541284,-0.2410047522063815,-0.2189101071262226,-0.2279005524861878,-0.2523406152474364,-0.2027573092464939,-0.1779411764705881,-0.1063149480415668,-0.0419880034275921,-0.0278260869565217
BCZB-L,26.0,0.3028751476959432,1.0819895222528631e-06,0.1784880349996618,0.0859256564186526,0.1448331047096479,1.9081513947862896,-327.5,0.0204793605994562,-0.001021596541549,-0.0012622278321236,-0.0153981054528331,1.0,0.0470957613814756,1.290528898772364e-07,0.0584231229690439,6.302051841397054e-06,0.019047619047619,-0.0200078771169751,1.8988438475652031e-06,0.5134319781640568,3.0,2.223709814927116,0.0519883923634886,0.0094846704971782,-0.1086418837995888,-0.0103990326481257,-0.0286523404964184,0.0277217525640475,0.3500996533670825,-0.067524115755627,-0.0095541401273886,-0.0825958702064897,-0.0430769230769231,0.0032258064516128,-0.0771513353115728,-0.1011560693641618,-0.1479452054794521,-0.2166246851385391,-0.2106598984771573,-0.2025641025641026,-0.1963824289405685,-0.2126582278481013,-0.1337047353760445,-0.163978494623656,-0.1858638743455497,-0.1772486772486772,-0.0932944606413994,-0.0660660660660661,-0.0985507246376812,-0.0771513353115728,-0.1214689265536723,-0.1011560693641618,-0.0547112462006079,-0.0371517027863776,0.0230263157894736,0.0836236933797909,0.006472491909385,-0.0095541401273886,0.0471380471380469,0.0578231292517006,0.0264026402640265,0.0264026402640265,0.0724137931034483,0.1067615658362988,0.0298013245033113,0.0298013245033113,-0.0547112462006079,-0.0906432748538011,-0.1063218390804597,-0.0688622754491018,-0.1617250673854448,-0.1963824289405685,-0.1728723404255319,-0.1264044943820225,-0.2005141388174808,-0.2005141388174808,-0.1594594594594595,-0.1088825214899714
BCZN-L,25.0,-0.1029993979425667,3.344640881635687e-07,0.0551741367605568,0.0244184700987519,0.134469948563323,1.0572652518213184,-47.59810000000002,-0.0370602281960159,0.0071562125941387,-0.0011078427185377,-0.0258604364489722,1.0,-0.0777951401053786,5.0034869493719536e-08,-0.0126869738970795,7.408095545317266e-07,-0.0344692943447797,-0.0090286869067222,6.015762250670225e-07,-0.1164753871763334,4.0,3.775756106007479,-0.0566517224842868,-0.027664622170644,-0.0639900128398083,0.0155772041115156,0.0416794612999571,-0.1188491306555199,0.4794364555395901,-0.00265604249668,-0.0504413619167717,-0.1088757396449703,-0.1003584229390679,-0.1233993015133876,-0.0715166461159062,-0.0772058823529411,-0.1172332942555685,-0.1088757396449703,-0.0927710843373494,-0.1182669789227165,-0.1244186046511627,-0.0726600985221673,-0.0552070263488079,-0.1937901498929335,-0.1761487964989059,-0.2617647058823529,-0.2988826815642458,-0.2738669238187077,-0.2308478038815116,-0.1946524064171122,-0.1364678899082568,-0.1244186046511627,-0.0982035928143711,-0.1501128668171556,-0.0715166461159062,-0.0333761232349165,-0.2276923076923076,-0.1688741721854304,-0.209033613445378,-0.2006369426751592,-0.0308880308880308,-0.0738007380073801,-0.0563909774436089,0.0516759776536313,-0.0760736196319018,-0.2261048304213772,-0.328278322925959,-0.3519793459552495,-0.4004777070063694,-0.3613231552162849,-0.3656276326874472,-0.3822805578342904,-0.4094117647058823,-0.3342175066312998,-0.2268993839835729,-0.2221074380165288,-0.0783353733170134,-0.0992822966507176
