firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roic,salerec,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
FSGQ-L^F97,0.0287026070933152,0.0287026070933152,2.0,0.0456020675468977,8.047925121530841e-07,0.4986792598030111,0.0042170490005281,1.0,1.6348830515241837,-0.0536060019361084,1.3998839044626744e-07,1.2535635958894466e-07,0.0760139946201586,0.3573224319938001,-1.2786712729789376,-0.0680895854547229,-0.0697027767345887,0.0344171591855647,0.0663206061076778,-0.1193863829019281,0.3610066156440527,4.0,1.000770680706055,0.3304009963513893,6.345132845769302,0.0639654918153665,0.6817575783586289,0.0,-0.0817610062893082,-0.0394736842105263,0.0895522388059699,0.3518518518518516,0.2586206896551724,0.2268907563025211,0.3153153153153152,0.3272727272727271,0.3773584905660376,0.1587301587301586,0.1145038167938929,0.1967213114754098,0.1145038167938929,0.0977443609022554,0.0895522388059699,0.0138888888888888,0.0656934306569341,0.140625,0.1145038167938929,0.0354609929078013,-0.0266666666666667,-0.0266666666666667,-0.0580645161290322,-0.0759493670886076,-0.1657142857142857,-0.0759493670886076,-0.1042944785276073,-0.1257485029940119,-0.070063694267516,-0.1042944785276073,-0.0641025641025642,-0.070063694267516,-0.0580645161290322,-0.1204819277108433,-0.1204819277108433,-0.1042944785276073,-0.0759493670886076,-0.136094674556213,-0.2356020942408376,-0.3209302325581395,-0.2551020408163265,-0.1933701657458564,-0.3113207547169812,-0.4427480916030535,-0.4016393442622951,-0.4427480916030535,-0.4384615384615384,-0.3787234042553191
FSGT-L,0.0253595760787282,0.0253595760787282,2.0,-0.0209737827715356,6.387260109423276e-07,0.3957783025360237,-0.0043852949328425,1.0,1.3738404452690167,-0.0229555236728839,1.055164114992832e-07,5.597415463457714e-08,0.0168539325842695,0.4612065921731192,-1.316000881439669,-0.0309902815500665,-0.045287745152549,0.0314455533068136,0.0231396053706116,-0.0376538255751738,0.2977777777777776,3.0,0.8070500927643784,0.1180914512922465,5.30246020260492,-0.0197966827180311,0.7458489596729058,0.0060975609756097,-0.108695652173913,-0.1413612565445026,-0.1229946524064171,0.0,0.086092715231788,0.0379746835443037,0.0123456790123455,0.1388888888888888,0.0933333333333332,-0.088888888888889,-0.0238095238095238,-0.0465116279069768,0.0445859872611464,-0.0574712643678161,-0.0681818181818182,-0.1135135135135135,-0.098901098901099,-0.098901098901099,-0.1322751322751323,-0.2442396313364055,-0.2775330396475771,-0.3333333333333333,-0.1546391752577319,-0.163265306122449,-0.215311004784689,-0.215311004784689,-0.1717171717171717,-0.18,-0.0352941176470588,-0.0681818181818182,-0.1368421052631578,-0.1368421052631578,-0.1546391752577319,-0.2077294685990338,-0.1999999999999999,-0.0574712643678161,-0.1589743589743589,-0.098901098901099,-0.1135135135135135,-0.1717171717171717,-0.108695652173913,0.0249999999999999,-0.1182795698924732,-0.3716475095785441,-0.3903345724907063,-0.3440000000000001,-0.2407407407407408,-0.2838427947598254
FSHC-L,0.1193408370588617,0.1193408370588617,2.0,0.0304019626344592,5.239966174715454e-07,0.3246877193736703,-0.0159355432331051,1.0,1.402574079616881,-0.0866614967041489,1.2138043256842652e-07,9.301831849538064e-09,0.069220607661823,0.2138997647087787,-1.289099204231204,0.1104250086552081,0.0326693975548344,0.0148355706029779,-0.0721679208588157,-0.038117483141215,1.069643452182606,3.0,0.7820156497199299,0.1547574134158303,11.211830055547216,0.0586359158273737,0.6901506697308687,0.0078431372549019,-0.0019569471624267,0.0099009900990099,0.1486486486486484,0.328125,0.2977099236641221,0.3076923076923077,0.2814070351758793,0.2911392405063289,0.1538461538461537,-0.1083916083916084,-0.1052631578947369,-0.1052631578947369,-0.0607734806629834,-0.03954802259887,-0.1471571906354516,-0.165302782324059,-0.1326530612244898,-0.1099476439790577,-0.247787610619469,-0.2994505494505495,-0.3070652173913044,-0.2307692307692308,-0.2330827067669173,-0.2421991084695395,-0.2640692640692641,-0.178743961352657,-0.0941385435168739,-0.0285714285714286,0.0559006211180124,0.0344827586206897,0.0079051383399209,0.02,0.0450819672131146,0.0344827586206897,0.040816326530612,0.0897435897435896,0.0897435897435896,0.1333333333333333,0.1697247706422016,0.2142857142857142,0.2977099236641221,0.3144329896907216,0.146067415730337,-0.0285714285714286,-0.0413533834586467,-0.0097087378640777,0.0851063829787233,0.1590909090909089
FSHK-L,0.0034840011002109,-0.0034840011002109,2.0,-0.0437628912205183,5.626511694082368e-07,0.3486395119869442,-0.0055657587752905,1.0,1.767210144927536,0.0938297872340426,8.208293659913978e-08,1.3284739848305382e-06,0.0364092906465787,1.9762477067790047,-1.2507836867465263,-0.0062253383486375,-0.0554682267170122,0.0202579909489364,0.0024254183846713,-0.1226982858447637,-0.0506666666666675,4.0,0.990036231884058,0.1018991612841029,6.144578313253012,-0.0413533834586466,0.6527889059889469,-0.0763888888888888,-0.0943396226415095,-0.0649350649350649,-0.0828025477707007,0.0909090909090908,0.0510948905109487,-0.0136986301369863,0.2413793103448276,0.0827067669172931,-0.0769230769230769,-0.1627906976744186,-0.1724137931034483,-0.1219512195121951,-0.0769230769230769,-0.0335570469798658,-0.0204081632653061,-0.0709677419354839,-0.1627906976744186,-0.027027027027027,0.0,-0.1219512195121951,-0.1864406779661017,-0.1627906976744186,-0.1272727272727272,-0.1627906976744186,-0.2421052631578947,-0.808,-0.8002773925104022,-0.7928057553956834,-0.7770897832817337,-0.7811550151975684,-0.7781201848998459,-0.7784615384615385,-0.7619834710743801,-0.7746478873239436,-0.7814871016691958,-0.7770897832817337,-0.7673667205169629,-0.7446808510638299,-0.7525773195876289,-0.7517241379310344,-0.7372262773722629,-0.7159763313609468,-0.7372262773722629,-0.8051420838971584,-0.7834586466165414,-0.7847533632286996,-0.7721518987341772,-0.7464788732394366
FSHO-L^A07,0.0170529101400578,0.0170529101400578,3.0,-0.0475623874453305,1.2999232893773529e-06,0.8054806350187405,-0.0175180930991222,1.0,2.223662884927066,-0.0363347845546649,7.354742474943644e-08,2.560673105474681e-09,-0.0073750107194922,0.078813447381283,-1.5967643162566267,0.175119496189984,0.1420930996399933,-0.0368671551702406,-0.0344092491146201,-0.1085339713043731,0.5794776119402968,3.0,1.1054565099945972,-0.0364630476796242,4.269572323617543,-0.0778716494481445,0.4997943785292732,-0.1,-0.5767195767195767,-0.0588235294117646,0.0666666666666666,0.3008130081300815,0.2307692307692308,0.2307692307692308,0.1594202898550727,0.142857142857143,0.032258064516129,-0.111111111111111,-0.1351351351351351,-0.0857142857142856,0.0596026490066226,0.038961038961039,-0.0476190476190475,-0.6097560975609755,-0.606879606879607,-0.069767441860465,-0.1011235955056178,-0.3548387096774192,-0.6208530805687204,-0.375,-0.36,-0.3469387755102041,-0.3495934959349592,-0.5928753180661577,-0.375,-0.3220338983050846,-0.2488262910798121,-0.2982456140350876,-0.3469387755102041,-0.3962264150943395,-0.3939393939393939,-0.4223826714801444,-0.4244604316546762,-0.4326241134751772,-0.3774319066147859,-0.2380952380952381,-0.2307692307692307,-0.1919191919191918,-0.5335276967930029,-0.0303030303030301,-0.211822660098522,-0.3939393939393939,-0.3700787401574803,-0.3700787401574803,-0.556786703601108,-0.5543175487465181
FSHU-L,0.0735896811360916,0.0735896811360916,2.0,0.1272104705908855,4.0772578751582483e-07,0.2526420050517515,-0.0053418067201574,1.0,1.517393551465034,0.0821620364087551,8.858078118927977e-08,7.498588267088733e-09,0.0456173548692301,0.2961057715617765,-1.3673469922410872,0.0672169154027478,0.049528840344559,-0.0173900801462732,0.0729844760246353,-0.0817110174160848,0.5730188834831368,4.0,1.324613366198863,0.1971618292813537,5.7127582534611285,0.1308457711442785,0.7716391014671804,-0.046875,-0.0038910505836574,0.0281124497991966,0.2549019607843137,0.3913043478260869,0.3913043478260869,0.4463276836158192,0.3763440860215052,0.4301675977653632,0.3473684210526317,0.3128205128205128,0.3837837837837836,0.4463276836158192,0.5058823529411764,0.4883720930232558,0.2307692307692308,0.1636363636363635,0.147982062780269,0.1377777777777777,0.4628571428571428,0.3473684210526317,0.3128205128205128,0.2307692307692308,0.2018779342723005,0.1743119266055044,0.2190476190476189,0.2994923857868021,0.3473684210526317,0.3473684210526317,0.4463276836158192,0.4222222222222223,0.4065934065934065,0.4463276836158192,0.4463276836158192,0.5802469135802468,0.673202614379085,0.7655172413793105,-0.6493150684931507,-0.65075034106412,-0.6384180790960452,-0.6305916305916306,-0.5968503937007874,-0.5547826086956522,-0.6368794326241134,-0.7347150259067358,-0.7040462427745664,-0.7107344632768362,-0.6896969696969697,-0.6394366197183099
FSIF-L^I98,0.0042489435623402,-0.0042489435623402,2.0,-0.0658783632236705,4.417281780745457e-07,0.2737111461027687,-0.0186721425549677,1.0,1.7683990572685084,-0.1414016033100595,7.522230946429377e-08,1.1269552113580306e-08,-0.0548074248853879,0.2438559750117081,-1.5897021010872026,-0.0384142768189044,0.0274296690992673,0.2215951589252883,0.0711375230050773,-0.0141214687316953,-0.0540030656762172,3.0,1.0858906139903295,0.1500100806451612,4.153529382042343,0.1031819523847868,0.8181772572910433,0.0878661087866108,-0.0082987551867219,-0.0772200772200771,0.0391304347826089,0.2193877551020409,0.1890547263681594,0.2578947368421054,0.2849462365591397,0.1715686274509804,-0.0164609053497942,-0.1213235294117647,-0.1730103806228373,-0.0590551181102362,0.0257510729613734,-0.1730103806228373,-0.1672473867595818,-0.2033333333333332,-0.1815068493150684,-0.1115241635687731,-0.1402877697841725,-0.2822822822822822,-0.317142857142857,-0.2928994082840236,-0.2412698412698412,-0.1843003412969283,-0.2668711656441717,-0.2460567823343847,-0.4893162393162392,-0.4530892448512585,-0.3324022346368714,-0.3887468030690537,-0.4039900249376558,-0.4184914841849149,-0.3469945355191256,-0.3677248677248677,-0.3626666666666666,-0.3342618384401113,-0.3032069970845481,-0.2908011869436201,-0.2554517133956385,-0.2600619195046439,-0.1048689138576778,-0.1082089552238806,-0.2006688963210702,-0.4592760180995474,-0.4415887850467289,-0.4860215053763441,-0.4793028322440087,-0.4363207547169812
FSIG-L^E18,0.081614080807454,0.081614080807454,29.0,0.1470853810172303,1.2770980582694977e-06,0.7913372761009917,0.0047980496695615,1.0,1.5255978342607912,-0.000332304770947,1.9081471130537546e-07,1.9306010107862192e-08,0.1170140328024157,0.1069909718514775,-1.156646435241622,-0.1301778467872797,-0.1494490777224781,-0.0584771920273898,0.0036260810213176,-0.0702983257223451,1.254158279478759,3.0,0.7302752293577982,0.1317718490242451,5.083343176395549,0.1062255809171292,0.8408326979325594,-0.0333333333333333,-0.0909090909090909,-0.1428571428571428,-0.0322580645161291,0.1214953271028036,-0.0163934426229508,-0.0082644628099173,-0.0769230769230769,-0.024390243902439,-0.0769230769230769,-0.2546583850931677,-0.2857142857142857,-0.2682926829268293,-0.1489361702127659,-0.1666666666666666,-0.2356687898089172,-0.2452830188679245,-0.2771084337349397,-0.2405063291139241,-0.2156862745098039,-0.2941176470588235,-0.3181818181818182,-0.3181818181818182,-0.3181818181818182,-0.3258426966292135,-0.3258426966292135,-0.3333333333333333,-0.3650793650793651,-0.3548387096774194,-0.3370165745856354,-0.3181818181818182,-0.3023255813953488,-0.2356687898089172,-0.2258064516129032,-0.2682926829268293,-0.2500000000000001,-0.2592592592592593,-0.2857142857142857,-0.281437125748503,-0.2857142857142857,-0.2452830188679245,-0.2156862745098039,-0.0909090909090909,-0.2941176470588235,-0.4470046082949308,-0.4444444444444445,-0.4258373205741627,-0.3617021276595744,-0.375
FSIV-L^H15,0.0023026422172633,0.0023026422172633,3.0,-0.2759985726711121,2.561536542961339e-07,0.1587222952391666,0.0340737737930807,1.0,1.4019379100216849,0.0648836057454186,3.2168133330212155e-08,4.799132276581367e-09,-0.434777760431767,0.1633854634699376,5.937882135645864,0.4788556499490649,0.5225223344874314,0.0630878335045548,0.1392679962707261,-0.1898364545172461,0.0732510288065843,5.0,0.9062337020669212,0.1548076439105414,4.419244552457058,-0.084066830013745,0.6836315218204767,-0.0136986301369863,-0.0394736842105263,0.123076923076923,0.140625,0.4599999999999999,0.3272727272727271,1.0277777777777777,0.7804878048780488,1.085714285714286,0.3035714285714284,0.1967213114754098,0.123076923076923,0.140625,0.123076923076923,0.1967213114754098,0.3518518518518516,0.3035714285714284,0.1967213114754098,0.3773584905660376,0.3035714285714284,-0.0135135135135134,-0.0519480519480519,-0.3539823008849557,-0.54375,-0.5680473372781065,-0.5875706214689266,-0.5875706214689266,-0.5034013605442177,-0.598901098901099,-0.5548780487804879,-0.562874251497006,-0.6473429951690821,-0.6473429951690821,-0.6651376146788991,-0.6893617021276596,-0.6958333333333333,-0.6439024390243901,-0.6507177033492824,-0.6798245614035088,-0.6853448275862069,-0.6711711711711712,-0.6523809523809524,-0.6117021276595744,-0.5898876404494382,-0.7114624505928854,-0.8609523809523809,-0.8672727272727273,-0.8433476394849786,-0.8215158924205379
FSIW-L^J01,0.0290091136736503,0.0290091136736503,2.0,-0.024800275989317,1.1788538390989491e-06,0.730461517745806,-0.0079648137741172,1.0,1.128277012213093,-0.0128146983045614,1.0101202069872233e-07,1.756151551817172e-07,0.0164043088444497,0.1876987620258805,-1.391903300616048,-0.0256039347118974,-0.0648202817086727,0.0110106536172624,0.0192089102047537,-0.0573320909455535,0.8431439653205545,3.0,0.6038041017014945,0.0850287947774382,10.723500933560253,0.0155541680945517,0.7694469727424506,-0.1923076923076924,-0.037037037037037,-0.037037037037037,0.0833333333333334,0.3,0.1304347826086955,0.1818181818181818,0.3,0.3,0.1304347826086955,0.04,-0.0545454545454545,-0.1612903225806451,-0.1333333333333333,-0.1475409836065573,-0.2121212121212121,-0.2571428571428571,-0.2571428571428571,-0.2676056338028169,-0.2972972972972972,-0.35,-0.4022988505747126,-0.3658536585365853,-0.3157894736842105,-0.2777777777777777,-0.3333333333333333,-0.35,-0.3809523809523809,-0.1875,-0.0545454545454545,-0.11864406779661,-0.1746031746031745,-0.0877192982456139,-0.0714285714285715,-0.2352941176470588,-0.1746031746031745,-0.1612903225806451,-0.1875,-0.1034482758620688,-0.2238805970149253,-0.1475409836065573,-0.2463768115942027,-0.0714285714285715,-0.2463768115942027,-0.4693877551020408,-0.4693877551020408,-0.4639175257731959,-0.4583333333333332,-0.388235294117647
FSIY-L,0.0254136435179853,-0.0254136435179853,2.0,-0.2790036997885834,8.577432458227006e-07,0.5314894963219214,-0.036305452293042,1.0,1.599603287050156,-0.2395833333333333,9.729747945885956e-08,8.987668647845956e-07,-0.0724101479915433,1.049236547675628,-1.5611620984333252,0.0843192569872582,0.0203028161326992,0.240407653226293,0.3867747952458961,0.0314739356470422,-0.7012711864406772,5.0,0.9773306885803345,0.0051862828111769,5.932121212121213,0.0314739356470422,1.2982190627178647,-0.0762711864406778,-0.0923076923076924,-0.0781250000000001,-0.0852713178294574,0.1346153846153845,0.1132075471698113,0.0727272727272725,0.4390243902439024,0.5733333333333333,-0.0708661417322835,-0.3689839572192513,-0.4243902439024389,-0.4801762114537445,-0.3789473684210526,-0.3756613756613757,-0.4611872146118722,-0.5390625,-0.5815602836879432,-0.5547169811320755,-0.609271523178808,-0.624203821656051,-0.6810810810810811,-0.6740331491712708,-0.6498516320474778,-0.6335403726708075,-0.6193548387096774,-0.6205787781350482,-0.6265822784810127,-0.611842105263158,-0.5426356589147288,-0.5390625,-0.5800711743772242,-0.5426356589147288,-0.5021097046413503,-0.5530303030303031,-0.5693430656934307,-0.7760910815939279,-0.7790262172284644,-0.7881508078994615,-0.7870036101083033,-0.7854545454545454,-0.766798418972332,-0.7336343115124153,-0.7677165354330708,-0.8552147239263803,-0.8539603960396039,-0.8435013262599469,-0.8333333333333334,-0.8279883381924198
FSJF-L^A99,0.1047678215007996,0.1047678215007996,3.0,-0.2823313050585777,5.577975945870459e-07,0.3456320571924721,-0.0341200270639733,1.0,2.119210977701544,-0.1664837947332883,7.574366607677873e-08,1.0184797421195604e-09,-0.2564480973571882,0.0765853061611469,-3.991382628256708,0.1313812046798342,0.2114750282151002,0.2902079939059079,-0.1743727614144103,0.0564521300472393,1.4776286353467558,4.0,1.4608061749571184,0.1530325084910237,3.228427722254883,0.0564521300472393,1.0906910160846937,0.0025641025641025,-0.0176322418136021,-0.0225563909774436,-0.0201005025125627,0.0863509749303621,0.092436974789916,0.1538461538461539,0.1470588235294117,0.1370262390670553,0.0893854748603351,0.0597826086956521,0.1999999999999999,0.3448275862068966,0.2662337662337661,0.1048158640226628,0.0597826086956521,0.0263157894736842,-0.0076335877862595,-0.0225563909774436,-0.025,-0.0780141843971632,-0.0714285714285715,-0.1136363636363637,-0.1235955056179776,-0.1235955056179776,-0.1294642857142858,-0.1196388261851015,-0.1095890410958904,-0.0758293838862559,-0.0298507462686565,-0.0298507462686565,0.0129870129870128,0.0051546391752577,0.0540540540540539,0.0344827586206897,0.1304347826086955,0.0540540540540539,0.04,0.0317460317460318,0.0263157894736842,0.0317460317460318,0.0684931506849315,-0.0126582278481013,-0.1789473684210526,-0.2571428571428571,-0.2585551330798479,-0.2669172932330828,-0.2121212121212121,-0.1841004184100418
FSJK-L,0.0716932011615099,0.0716932011615099,2.0,0.1140982218458932,3.367745323773984e-07,0.2086779784731905,-0.0003807069789564,1.0,1.460679857940132,0.0705045278137128,8.505846195392903e-08,1.405983633688544e-07,0.0759949195596951,1.0628984097796397,-1.2753415908751229,-0.010991991715249,0.0268265696047478,0.0330254259233335,0.0332687443394422,0.1105373876458215,0.8564593301435404,3.0,0.889396245560629,0.1320474777448071,4.843202668890743,0.1105373876458215,0.6961333350180043,-0.0296610169491524,0.0678733031674208,-0.1323529411764706,-0.0367346938775511,0.1456310679611649,0.1184834123222748,0.0396475770925108,0.1919191919191918,0.1456310679611649,0.004255319148936,-0.1631205673758865,-0.1862068965517241,-0.1972789115646258,-0.0923076923076924,-0.1571428571428571,-0.1386861313868614,-0.1833910034602076,-0.2133333333333333,-0.1972789115646258,-0.1690140845070422,-0.2027027027027027,-0.2435897435897436,-0.1660777385159011,-0.1631205673758865,-0.144927536231884,-0.1291512915129151,-0.1226765799256506,-0.1917808219178082,-0.1194029850746269,-0.0166666666666667,0.0678733031674208,-0.040650406504065,-0.056,0.0678733031674208,-0.1026615969581749,-0.067193675889328,-0.1026615969581749,-0.0817120622568093,0.0396475770925108,0.0,-0.0367346938775511,-0.0166666666666667,0.1291866028708135,0.0128755364806865,-0.3159420289855073,-0.3257142857142857,-0.3756613756613757,-0.3689839572192513,-0.3551912568306011
FSJP-L^G19,0.0285250271113452,0.0285250271113452,22.0,-0.1364201257664382,6.572638095587163e-07,0.4072650094235743,-0.0129537306614747,1.0,1.434073785114114,-0.0028115113719832,6.866259430624277e-08,8.480016005507052e-09,0.0260441985917922,0.2488386826815682,-1.3349052848402687,-0.059923976965938,-0.082128433666205,-0.2528019409564485,0.0399754836510235,-0.0992907426072398,0.6865917261633492,5.0,1.3579546699744462,0.0835690323225117,3.755897341357106,-0.0012074038226515,0.2415534802821103,0.05,-0.0163934426229507,-0.0476190476190475,0.1999999999999999,0.4084507042253522,0.3043478260869565,0.4634146341463416,0.3157894736842106,0.4634146341463416,0.3452914798206279,0.0791366906474821,-0.2063492063492062,-0.2327365728900255,-0.15014164305949,-0.216710182767624,-0.2574257425742574,-0.3657505285412262,-0.3492407809110629,-0.3449781659388646,-0.337748344370861,-0.3617021276595745,-0.3617021276595745,-0.3576017130620985,-0.3406593406593406,-0.3135011441647597,-0.253731343283582,-0.4782608695652174,-0.4642857142857143,-0.4059405940594059,-0.3617021276595745,-0.3814432989690721,-0.4230769230769231,-0.368421052631579,-0.368421052631579,-0.375,-0.3548387096774194,-0.3103448275862068,-0.2405063291139241,-0.25,-0.1999999999999999,-0.1735537190082644,-0.1124260355029586,-0.1124260355029586,-0.368421052631579,-0.5833333333333334,-0.5833333333333334,-0.5652173913043479,-0.4495412844036697,-0.3814432989690721
FSJQ-L^A06,0.0635412306404353,0.0635412306404353,4.0,0.2650990803071962,6.102439388742443e-07,0.3781297553613377,-0.0241461390602332,1.0,1.461998803111909,-0.1041014946124434,7.588096310735027e-08,5.409088179505021e-07,0.2458519010145063,1.827082660310952,0.90374156810709,0.183491036598585,0.2271486077590206,0.1087523968317204,-0.0810544695367963,-0.086997280644063,1.18408736349454,2.0,1.1343506882106524,0.0345586989666271,4.125316914161536,0.1024003097173828,0.5980647778796684,-0.1866028708133971,-0.0711111111111111,-0.0913043478260869,-0.0873362445414848,0.0663265306122449,0.1611111111111109,0.1741573033707864,0.2901234567901232,0.1297297297297295,0.1483516483516482,-0.0047619047619048,-0.079295154185022,-0.1434426229508196,-0.0094786729857819,-0.045662100456621,-0.0711111111111111,-0.0952380952380953,-0.1867704280155642,-0.0585585585585587,-0.0952380952380953,-0.1992337164750958,-0.1363636363636363,-0.1572580645161291,-0.1106382978723404,-0.1218487394957983,-0.1434426229508196,-0.1835937500000001,-0.1673306772908366,-0.1291666666666666,-0.0585585585585587,-0.062780269058296,-0.2344322344322345,-0.1835937500000001,-0.2083333333333333,-0.2588652482269503,-0.2400000000000001,-0.2588652482269503,-0.2535714285714285,-0.2666666666666667,-0.2614840989399294,-0.2201492537313434,-0.1835937500000001,-0.0833333333333333,-0.2588652482269503,-0.3994252873563219,-0.4441489361702128,-0.4775,-0.7327365728900256,-0.7400497512437811
FSJV-L^B01,0.1419456747297674,0.1419456747297674,3.0,-0.0335107743656585,7.460839789112529e-07,0.4623012773304455,-0.0196717636803976,1.0,0.9830466885275158,0.1216911728106241,1.0980528619734023e-07,1.7469755983760276e-08,0.0824309015384991,0.326642622305622,-1.3941512756154375,0.0145852193384951,0.0029478926741119,-0.0168732430087465,0.0312020038086952,-0.2016461918413962,1.3818368208406202,4.0,0.7271186062593411,0.1761260466054675,6.46476960490162,-0.0979305117312133,0.7961189040002349,-0.0348837209302326,0.0,-0.0851063829787234,-0.0652173913043479,0.2647058823529411,0.131578947368421,0.1168831168831168,0.2112676056338027,0.323076923076923,0.0749999999999999,-0.0549450549450549,-0.1313131313131312,-0.1650485436893204,-0.0652173913043479,-0.1568627450980392,-0.1809523809523809,-0.1962616822429906,-0.2456140350877192,-0.1650485436893204,-0.2037037037037037,-0.3384615384615385,-0.312,-0.2892561983471075,-0.4266666666666666,-0.4522292993630573,-0.410958904109589,-0.3986013986013985,-0.3533834586466166,-0.3228346456692913,-0.1962616822429906,-0.2521739130434782,-0.2833333333333333,-0.3008130081300812,-0.2649572649572649,-0.2950819672131147,-0.3174603174603174,-0.362962962962963,-0.3384615384615385,-0.3333333333333333,-0.328125,-0.2833333333333333,-0.2110091743119266,-0.0851063829787234,-0.1730769230769231,-0.3900709219858156,-0.3228346456692913,-0.3943661971830986,-0.271186440677966,-0.1485148514851485
FSKF-L^C02,0.0382590999491235,0.0382590999491235,2.0,0.1412442807059243,2.3596419853539462e-06,1.4621216038756903,0.0136598771438049,1.0,1.0317132023440194,0.1328833052065753,2.109682668836453e-07,9.492230282481986e-10,0.1620813278665795,0.033227288084176,-1.012338056422176,-0.1554833555697912,-0.2501557577471944,-0.340371686678004,-0.120035588040827,-0.2387544252287356,0.63807466831225,3.0,0.5738907765795046,0.014517417427847,4.278131444454407,-0.1844597135336547,0.3724293852172157,-0.0566037735849057,-0.0185185185185184,0.0,0.0392156862745098,0.2325581395348839,-0.1016949152542372,0.1521739130434782,0.1777777777777778,0.2325581395348839,0.0816326530612245,-0.0535714285714286,-0.2205882352941176,0.0,0.0192307692307691,-0.196969696969697,0.0392156862745098,-0.196969696969697,0.0392156862745098,-0.208955223880597,0.1521739130434782,-0.0535714285714286,-0.1311475409836064,-0.196969696969697,-0.1587301587301587,-0.0535714285714286,-0.0535714285714286,-0.0535714285714286,-0.0185185185185184,0.0,0.0392156862745098,0.1041666666666667,0.06,0.1041666666666667,0.0816326530612245,-0.1166666666666665,0.0816326530612245,0.0,0.1521739130434782,0.1276595744680853,0.2325581395348839,0.2619047619047621,0.2926829268292683,0.3947368421052633,0.0,-0.171875,-0.273972602739726,-0.1166666666666665,0.1276595744680853,0.358974358974359
FSKO-L^D00,0.008962123237056,0.008962123237056,2.0,-0.021187890855916,9.248019422438028e-07,0.5730415492916552,-0.0260052200638798,1.0,1.658057851239669,0.0197970973650837,7.871198568872987e-08,5.423411653442461e-06,-0.0334463769017765,3.38534426749242,-1.4033034449280464,0.0447047292868902,0.1982033597077173,0.1690448958025142,-0.0532311329964016,-0.0353217585926139,0.2313311688311688,4.0,0.690599173553719,0.0840873903320144,6.476207577662058,0.0579021471312918,0.7810452903759261,-0.052863436123348,-0.0734693877551021,-0.095617529880478,-0.1950354609929077,-0.0580912863070539,-0.0846774193548387,-0.0809716599190284,-0.0257510729613734,0.0558139534883721,-0.0043859649122806,-0.1592592592592593,-0.1592592592592593,-0.1269230769230769,0.0460829493087557,0.0460829493087557,0.0225225225225225,-0.0619834710743801,-0.0992063492063491,-0.0130434782608694,-0.069672131147541,-0.2118055555555554,-0.2062937062937062,-0.2581699346405228,-0.2816455696202532,-0.2861635220125786,-0.2770700636942675,-0.2557377049180327,-0.1834532374100719,-0.1466165413533835,-0.0130434782608694,0.0271493212669684,-0.0772357723577236,-0.0215517241379309,0.0460829493087557,-0.0340425531914894,-0.0381355932203388,-0.0883534136546185,-0.069672131147541,-0.0541666666666665,-0.0619834710743801,-0.0257510729613734,0.004424778761062,0.1884816753926701,-0.0087336244541484,-0.2532894736842105,-0.2172413793103448,-0.2839116719242902,-0.2305084745762712,-0.6126279863481229
FSKX-L^D98,0.0575629875369855,0.0575629875369855,2.0,0.149768696993061,7.440520352073332e-07,0.4610422097236643,-0.0110631857701381,1.0,1.632116415624202,0.0209467951403435,7.312288158890289e-08,6.551266851748692e-07,0.1669236700077101,1.4168217554133469,-1.0515807461930688,-0.0217737384396082,-0.0823588901194963,-0.1172364538859384,0.0464631574152906,-0.0417574588049908,1.3402922755741125,1.0,0.906305846310952,0.0807937632884479,4.310522696011004,0.0551346801346801,0.66855128828584,-0.0259740259740259,-0.1149425287356321,-0.1630434782608696,-0.1894736842105262,0.0065359477124182,0.013157894736842,0.013157894736842,0.0476190476190476,0.0266666666666666,-0.0314465408805031,-0.12,-0.2142857142857143,-0.1630434782608696,-0.0493827160493827,-0.088757396449704,-0.1894736842105262,-0.2560386473429951,-0.2524271844660194,-0.2020725388601035,-0.1937172774869109,-0.2803738317757009,-0.4007782101167314,-0.3609958506224067,-0.3185840707964601,-0.3155555555555556,-0.263157894736842,-0.283720930232558,-0.2560386473429951,-0.2020725388601035,-0.0493827160493827,-0.0994152046783625,-0.1720430107526882,-0.1538461538461538,-0.0941176470588235,-0.1348314606741573,-0.1348314606741573,-0.0941176470588235,-0.1348314606741573,-0.1149425287356321,-0.1630434782608696,-0.1348314606741573,-0.1538461538461538,0.0266666666666666,-0.0941176470588235,-0.3556485355648535,-0.3888888888888888,-0.4866666666666667,-0.4652777777777778,-0.3815261044176707
