firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,grltnoa,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCZB-L,16.0,0.0467126589643421,1.0458724661313169e-06,0.3269755058752353,0.2654277699859748,0.1158209786315862,1.4235521968379117,-0.0019362577711257,1.0,0.0201878872676394,8.114527754467113e-08,1.06608079307556e-05,1.5179904445730398e-06,0.0645207644776548,4.0,3.221012807694163,0.0421693918531267,-0.1760008980019456,-0.0165806081468732,0.7141643410891945,0.0216049382716049,0.0034965034965035,0.0592592592592591,0.0957854406130267,0.0711610486891385,0.1259842519685039,7.171428571428571,7.171428571428571,0.0671641791044774,0.0553505535055349,0.0287769784172662,0.0874524714828897,-0.0592105263157894,0.0214285714285713,-0.0862619808306709,-0.0402684563758389,-0.0305084745762712,0.04,0.0287769784172662,0.0833333333333332,0.1259842519685039,0.0592592592592591,0.1916666666666666,0.2999999999999998,0.2274678111587982,0.1626016260162601,0.0250896057347669,-0.0402684563758389,0.0324909747292418,0.0592592592592591,-0.089171974522293,-0.0529801324503311,-0.2164383561643835,-0.2413793103448276,-0.286783042394015,-0.285,-0.3075060532687651,-0.2685421994884911,-0.2185792349726776,-0.2099447513812155,-0.2413793103448276,-0.2055555555555556,-0.2393617021276596,-0.2920792079207921,-0.3500000000000001,-0.3440366972477064,-0.2777777777777778,-0.2777777777777778,-0.2493438320209974,-0.2164383561643835
BDAJ-L,10.0,-0.146063501542749,2.340227180074726e-07,0.0731635061489258,0.0491287371058919,-0.028906955736224,1.2162903677331465,-0.0749200283689309,1.0,-0.2296015180265654,-6.882342987707445e-08,1.384381252258308e-07,7.500255188948851e-07,-0.1125963309009069,3.0,1.1450607552676584,0.0868766872453461,0.005118955202984,0.0142271145957733,1.3728596071423351,-0.0995356078704967,0.0334572490706319,0.0189393939393938,-0.1151315789473684,-0.0627177700348432,-0.0528169014084506,-0.056140350877193,-0.088135593220339,-0.1063122923588039,-0.1294498381877022,-0.1540880503144654,-0.1970149253731343,-0.1540880503144654,-0.146031746031746,-0.03584229390681,-0.0819112627986349,-0.056140350877193,0.0189393939393938,-0.056140350877193,-0.0724137931034483,0.076,0.0674603174603174,1.611650485436893,0.1302521008403361,0.1446808510638297,0.1398305084745763,0.0112781954887217,-0.0392857142857142,-0.1003344481605351,0.1024590163934426,0.0189393939393938,1.6633663366336635,0.0150943396226415,-0.0594405594405593,-0.0218181818181818,1.5865384615384612,0.076,0.0674603174603174,0.1695652173913044,0.1902654867256639,0.4083769633507854,1.6372549019607845,0.1955555555555554,1.611650485436893,0.2748815165876777,0.2227272727272726,1.5865384615384612,0.4157894736842105,0.4619565217391304,0.5823529411764705
BDBL-L^I07,16.0,-0.0241038638597216,-4.279251518598848e-07,-0.1337840391990533,0.0932030688084392,0.0056115841933838,1.2169594320089645,-0.0916345413594663,1.0,0.1311499062184388,-3.908091948108131e-08,1.631835143477184e-07,1.420831585212329e-06,0.0439542811309404,3.0,1.2092295876524763,0.2028771770658318,0.042095479477251,-0.0251448009561461,1.3728596071423351,-0.1017277486910831,-0.1343283582089554,0.0113207547169811,0.098360655737705,0.2523364485981307,0.1703056768558952,0.223744292237443,0.1964285714285714,0.098360655737705,0.2523364485981307,0.0387596899224806,-0.0254545454545453,0.0387596899224806,0.1964285714285714,0.6855345911949686,0.5764705882352943,0.4565217391304348,0.7516339869281046,0.6855345911949686,0.887323943661972,1.290598290598291,1.09375,1.290598290598291,1.9450549450549453,1.3928571428571428,0.9142857142857146,0.9280575539568348,0.675,0.4105263157894738,0.5764705882352943,0.5227272727272727,0.2884615384615385,0.0075187969924812,0.0075187969924812,-0.1125827814569535,-0.2596685082872928,-0.1518987341772152,-0.1677018633540372,-0.249299719887955,-0.1464968152866241,-0.0428571428571427,0.0938775510204081,-0.3479318734793187,-0.3867276887871853,-0.3619047619047618,-0.3922902494331065,-0.3977528089887641,-0.3991031390134528,-0.4416666666666666,-0.4596774193548386
BDCK-L^L08,16.0,-0.0275807722616233,8.372472090887774e-07,0.2617521147172636,0.16612641815235,0.0854898336414048,1.5040136958487358,0.0016363295534316,1.0,-0.0909638554216867,-1.5535402156716873e-08,9.537717263673622e-09,1.21342587559785e-06,0.021485287248949,3.0,0.1189586555067809,0.031198003327787,-0.0521353300055461,-0.0521353300055461,1.3728596071423351,-0.135836995605269,6.793103448275862,-0.863849765258216,-0.8716814159292036,-0.8771186440677966,-0.8771186440677966,0.0,0.0,-0.861244019138756,-0.857843137254902,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.8473684210526315,-0.8505154639175257,-0.8564356435643564,-0.857843137254902,-0.8605769230769231,-0.8512820512820513,-0.8423913043478262,-0.8505154639175257,-0.8370786516853933,-0.8263473053892215,-0.8164556962025317,-0.8294117647058823,-0.8092105263157895,-0.8013698630136986,-0.8116883116883117,-0.8294117647058823,-0.8564356435643564,-0.855,-0.8699551569506727,-0.1470588235294119,-0.8693693693693694,-0.1470588235294119,-0.8512820512820513,-0.8440860215053764,-0.8473684210526315,-0.8535353535353536,-0.8564356435643564,-0.1470588235294119,-0.8739130434782609,-0.8663594470046083,-0.1470588235294119,-0.8925925925925926,-0.1470588235294119,-0.8663594470046083,-0.1714285714285714,-0.8651162790697675
BDIM-L^C23,27.0,0.581901210931562,2.086603837587281e-07,0.0652343729709244,0.0379779627259351,0.1351188123195838,0.3559982743447268,-0.0761270397279531,1.0,0.8117406548885879,6.660500441322121e-09,7.307492073478639e-08,3.312511355794706e-07,0.4735240371913496,5.0,5.195296261176784,-0.1628912681494977,0.2236804928138414,0.1128405355786812,-0.4213016077034745,0.374103396356744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDLO-L,17.0,0.1808094925696683,8.09330879924544e-07,0.2530245153719829,0.0129233296294506,0.1914402947078379,0.5490630573976928,0.0002160878450032,1.0,0.0530694205393,6.489050821514323e-08,1.3277073012027338e-07,7.096802240471553e-07,0.3722202486678508,5.0,1.7962634768129817,0.1271119781591892,-0.0150881976852694,0.0697349289788614,0.5636031796026008,0.1149927410177957,0.0270270270270267,0.0496453900709219,0.1113892365456821,0.0882352941176471,0.0584028605482718,0.0882352941176471,0.0962962962962965,0.0711700844390834,0.1044776119402988,0.1919463087248323,0.2299168975069254,0.1983805668016194,0.1999999999999999,0.2350486787204451,0.2299168975069254,0.1623036649214662,0.2595744680851064,0.1715039577836412,0.2248275862068967,0.3097345132743363,0.3962264150943397,0.4439024390243902,0.6598130841121499,0.662921348314607,0.8012170385395541,0.6414048059149724,0.6000000000000001,0.6263736263736266,0.7209302325581397,0.5971223021582737,0.7209302325581397,0.494949494949495,0.3984251968503938,0.3155555555555556,0.3661538461538463,0.4028436018957346,0.4800000000000002,0.6174863387978142,0.6444444444444444,0.6850094876660344,0.8773784355179703,0.4677685950413224,0.3767441860465117,0.2963503649635037,0.3557251908396948,0.6000000000000001,0.5470383275261326,0.3831775700934581,0.5102040816326532
BFQK-L,16.0,-0.0397906943855183,2.94336e-05,9.201950105187064,0.0319604574027488,0.001980936469816,0.0392818061769431,0.073438244582812,1.0,-0.0813024370755094,5.12e-07,1.417805990436112e-06,0.001051552,-0.0385335595997425,2.0,0.1031289371272424,0.8842834913000425,-0.1157165086999575,-0.1157165086999575,2.471147292856203,0.0176730656015883,-0.1319444444444444,0.1999999999999999,0.2413793103448276,-0.7725118483412322,-0.7478108581436077,0.3090909090909088,-0.7525773195876289,0.2857142857142856,-0.6785714285714286,-0.6821192052980133,-0.6842105263157894,-0.6936170212765957,0.0285714285714286,0.2413793103448276,-0.7338262476894639,0.2631578947368422,-0.722007722007722,0.2203389830508475,-0.7343173431734318,-0.6936170212765957,0.2857142857142856,0.1999999999999999,-0.5727002967359051,-0.6390977443609023,-0.6555023923444976,-0.722007722007722,-0.775,-0.7763975155279503,0.0746268656716417,-0.8005540166204986,-0.8046132971506106,0.0510948905109487,0.2203389830508475,0.1999999999999999,0.006993006993007,-0.8498435870698644,-0.8619367209971237,-0.8530612244897959,0.1707317073170731,0.180327868852459,-0.8510858324715616,-0.8698010849909584,-0.8672811059907835,-0.8856235107227959,-0.8834008097165992,-0.8838709677419355,-0.873794916739702,-0.8797996661101837,-0.8777589134125636
BFQQ-L,6.0,0.0887788972388274,1.4013868488898369e-06,0.4381214619193576,0.0516690134140848,0.2135238608283456,0.7672276339986397,0.0474053240150143,1.0,0.0716104333944452,1.136845795404193e-07,4.32431256498738e-07,9.104058319179764e-07,0.0017448417144556,4.0,1.50793600413628,-0.0048469907548999,0.1009602816689308,0.1009602816689308,0.7331894479557032,-0.0233265709763293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2324492979719189,0.0144329896907215,0.0242886884108257,-0.2251968503937008,-0.2251968503937008,-0.4492537313432836,-0.5260115606936416,-0.3973050224581461,-0.4,-0.4559528197567268,-0.4200392927308448,-0.4502793296089385,-0.380352644836272,-0.3057384760112889,-0.1245551601423486,-0.5922651933701658,-0.5853932584269663,-0.6914070666945431,-0.6232771822358346,-0.5837563451776651,-0.6225063938618927,-0.7299176578225068,-0.764367816091954
BFRL-L,4.0,0.1734827873528202,5.811732672013042e-07,0.1816946417446371,0.0019143389220881,0.1189325636240528,0.2784935619784571,0.0277517847666702,1.0,0.2898425545770812,1.8148367937760817e-07,2.483998447686575e-09,1.6684722979727955e-06,0.139557009757852,2.0,0.2991645030252572,-0.7340873991480643,0.107119267437024,0.107119267437024,0.2010864473677459,-0.0244914137668965,0.0,0.0,0.0,0.0,0.0,0.0,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647
BFTY-L^H05,16.0,0.2532876248127046,7.581454383264247e-07,0.2370221955844659,0.0271302046402299,0.02667953585201,0.1041099406213101,-0.2783025252633714,1.0,0.0311914297551639,5.4718939175802455e-08,1.7513381813266294e-09,4.96592141600838e-06,0.2959211152448521,2.0,0.3185238174556878,-1.219677218318066,0.2084864353451122,0.2084864353451122,0.2484529125812557,0.0131946784818823,0.0182481751824816,0.0378787878787878,-0.0318021201413427,-0.0143884892086328,-0.0214285714285712,0.0,0.1810344827586207,0.1759656652360515,0.1810344827586207,0.1369294605809128,0.1610169491525426,0.1512605042016808,0.2744186046511629,0.3173076923076923,0.3431372549019609,0.3300970873786408,0.6117647058823532,0.5307262569832403,0.7341772151898736,0.902777777777778,0.9295774647887328,1.15748031496063,1.140625,1.2276422764227646,1.044776119402985,1.0757575757575757,0.8266666666666669,1.140625,1.0757575757575757,0.7564102564102564,0.8767123287671235,0.5054945054945055,0.2685185185185186,0.2454545454545453,0.1512605042016808,0.2232142857142856,0.1416666666666668,0.2123893805309735,0.2342342342342342,0.3236714975845411,0.2924528301886793,0.0703125,0.0703125,0.0538461538461538,-0.1045751633986927,-0.0283687943262409,0.1004016064257027,-0.0036363636363635,-0.0836120401337792
BIIP-L,16.0,0.065206770472168,0.0012470015743523,389.8553445137603,0.0535101942273174,0.1727640903497513,0.0252110753092446,-0.0163925594036536,1.0,0.0622049701556587,2.8064500739468537e-05,5.072849403207794e-11,0.0001693564238347,0.0888868439618417,2.0,0.0006917394083597,-0.0324241796915433,-0.0324241796915433,-0.0324241796915433,0.0612379493615321,-0.0056963217412381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.135593220338983,-0.1774193548387096,-0.1904761904761904,-0.1206896551724137,-0.1499999999999999,-0.1206896551724137,-0.0892857142857143,-0.0892857142857143,-0.1052631578947367,-0.1499999999999999,-0.1774193548387096,-0.1904761904761904
BJJT-L,8.0,0.1897710359757656,2.0039172569319e-07,0.0626493076389251,0.0111195350012635,0.005927556788111,0.2060779698855189,0.0102869994192037,1.0,0.1971046770601336,3.4486017909990846e-08,1.4038688218409686e-07,7.175887888892417e-06,0.1895675283138393,2.0,0.7081401040697164,-0.056277887060404,-0.056277887060404,-0.056277887060404,0.1113129411196487,-0.0007277370809499,0.0892857142857141,0.0566037735849056,0.1144278606965176,0.2727272727272729,0.28,0.3575757575757579,0.1914893617021278,0.2307692307692308,0.3333333333333335,0.2444444444444444,0.2307692307692308,0.2444444444444444,0.3493975903614459,0.4177215189873418,0.4000000000000001,0.4640522875816995,0.821138211382114,0.7500000000000002,0.931034482758621,0.9649122807017548,0.931034482758621,1.3333333333333337,1.488888888888889,1.3829787234042556,0.7777777777777779,0.736434108527132,0.4736842105263159,0.7920000000000003,0.5774647887323945,0.5033557046979866,0.5555555555555558,0.2240437158469945,-0.111111111111111,-0.0386266094420599,-0.2167832167832166,-0.111111111111111,-0.2655737704918032,-0.36,-0.3170731707317072,-0.2406779661016949,-0.2140350877192982,-0.4196891191709844,-0.4496314496314496,-0.4329113924050632,-0.464114832535885,-0.4691943127962085,-0.3760445682451252,-0.4838709677419354,-0.4885844748858446
