firms,age,chcsho,herf,mve_ia,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,7.0,0.0021067415730337,5.303231536896427e-06,3.6788607598311738,0.080373831775701,0.0249042145593869,-0.0055762081784387,0.0531496062992125,0.3374999999999999,0.2214611872146117,0.2829736211031175,0.3578680203045685,0.5735294117647058,0.494413407821229,0.7370129870129869,0.7038216560509551,0.966911764705882,0.8971631205673758,0.9597069597069596,0.9314079422382672,1.0576923076923077,1.2863247863247862,1.08984375,1.3672566371681416,1.336244541484716,1.3464912280701755,1.454128440366972,1.4099099099099095,1.4318181818181817,1.2107438016528924,0.9244604316546764,1.0265151515151514,0.7953020134228186,0.8197278911564625,0.7715231788079469,0.6614906832298135,0.546242774566474,0.5828402366863905,0.6718749999999998,0.6930379746835442,0.7715231788079469,0.8448275862068966,0.9384057971014492,1.165991902834008,2.110465116279069,2.5081967213114758,3.4032921810699586,2.689655172413793,2.110465116279069,1.853333333333333,1.9476584022038568,2.848920863309353,2.4185303514376995
BALZ_07-L^I10,8.0,-1.1138550954305873e-07,2.4621130596802336e-08,0.134065874116535,0.1481481481481481,0.0384615384615385,0.1739130434782609,0.1739130434782609,0.1250000000000002,0.08,0.0384615384615385,0.1250000000000002,0.3500000000000001,0.3500000000000001,0.3500000000000001,0.3500000000000001,0.2857142857142858,0.2272727272727273,0.1739130434782609,0.1739130434782609,0.0384615384615385,0.0,-0.0689655172413792,-0.0999999999999998,-0.15625,-0.2058823529411765,-0.2285714285714284,-0.1818181818181817,-0.15625,-0.15625,0.1250000000000002,0.1250000000000002,0.1250000000000002,0.1250000000000002,0.1739130434782609,0.3500000000000001,0.588235294117647,0.588235294117647,1.076923076923077,0.9285714285714286,0.9285714285714286,1.076923076923077,1.076923076923077,2.857142857142857,1.7000000000000002,2.0000000000000004,1.7000000000000002,1.4545454545454546,1.4545454545454546,1.2500000000000004,2.375,2.0000000000000004,1.7000000000000002
BAMD_17-L^J98,7.0,0.0006097560975609,5.5307570647174144e-08,0.623605181323157,0.0649999999999999,-0.0384615384615385,-0.0521327014218009,-0.0147783251231525,-0.0291262135922329,-0.0196078431372549,-0.0243902439024389,-0.0099009900990099,0.2345679012345678,0.2048192771084338,0.2738853503184713,0.3793103448275863,0.3513513513513513,0.2345679012345678,0.1299435028248587,0.2121212121212121,0.2658227848101264,0.1904761904761904,0.0989010989010987,0.1299435028248587,0.2195121951219512,0.2987012987012987,-0.0147783251231525,-0.0697674418604651,-0.118942731277533,-0.1631799163179916,-0.1150442477876105,-0.0476190476190476,-0.0147783251231525,0.0204081632653061,0.0869565217391303,0.0869565217391303,0.0101010101010101,-0.0099009900990099,0.1049723756906078,0.1560693641618498,0.2903225806451612,0.2903225806451612,0.3513513513513513,0.5873015873015872,0.5384615384615383,0.9230769230769228,0.8518518518518516,0.5873015873015872,0.4814814814814814,0.2903225806451612,0.3513513513513513,0.5873015873015872,0.3157894736842106
BBNH_32-L^L97,9.0,0.0004777830864787,9.6754142389185e-05,15.728246377875074,-0.0366132723112128,0.0,-0.0581896551724137,-0.0045558086560363,0.0022935779816513,-0.0068181818181818,0.0684596577017115,0.146981627296588,0.1291989664082686,0.0952380952380951,0.0979899497487437,0.1063291139240505,0.1530343007915566,0.1972602739726028,0.0737100737100737,0.1560846560846562,0.0479616306954437,0.0870646766169156,-0.0179775280898876,0.0530120481927709,0.0606796116504855,0.0282352941176471,-0.0819327731092436,-0.0331858407079644,-0.0662393162393161,-0.0876826722338204,-0.0819327731092436,0.0479616306954437,0.0710784313725489,0.0504807692307691,-0.0395604395604395,0.0454545454545456,0.0162790697674419,0.0790123456790123,0.0658536585365854,0.0115740740740739,-0.0374449339207048,-0.0090702947845805,-0.0602150537634409,-0.0223713646532437,0.0606796116504855,0.0870646766169156,0.1262886597938144,0.0355450236966825,-0.0395604395604395,-0.146484375,-0.0989690721649483,-0.0135440180586906,-0.0458515283842794
BBOU_00-L,7.0,-0.0493583415597235,1.8257203282193065e-05,15.972534371858904,0.0131826741996234,0.0,-0.0327868852459017,-0.0018796992481204,-0.0938566552901024,-0.1179401993355482,-0.078125,-0.0749128919860627,-0.0500894454382826,-0.0415162454873646,-0.0202952029520295,0.0075901328273244,0.0903490759753593,0.0903490759753593,0.0191938579654509,0.0152963671128105,-0.0220994475138122,0.0133587786259541,-0.0585106382978724,0.0290697674418602,0.0473372781065086,-0.0274725274725274,-0.0449640287769784,-0.0184842883548984,-0.1179401993355482,-0.1309328968903438,-0.0397830018083184,-0.0345454545454546,0.0577689243027887,0.083673469387755,-0.098471986417657,-0.0148423005565863,-0.0362976406533576,-0.0238970588235295,-0.0466786355475764,-0.078125,0.0172413793103447,-0.0018796992481204,-0.1105527638190955,-0.1780185758513932,-0.1407766990291262,-0.1463022508038585,-0.120860927152318,-0.1571428571428571,-0.1584786053882726,-0.2392550143266476,-0.244665718349929,-0.1690140845070422,-0.2225475841874086
BBQS_26-L^G99,7.0,0.0004289390906491,1.7915253182925566e-05,2.30943175304722,0.0724637681159421,-0.0308988764044944,0.0207100591715976,0.1129032258064517,0.0391566265060241,-0.0142857142857142,-0.1015624999999998,-0.1243654822335025,-0.0363128491620111,-0.0625,-0.0675675675675675,-0.0725806451612903,-0.0363128491620111,-0.0142857142857142,-0.0363128491620111,0.0648148148148148,0.032934131736527,-0.0028901734104045,-0.0363128491620111,0.0147058823529413,0.1274509803921568,0.0714285714285714,0.0207100591715976,0.0207100591715976,-0.0142857142857142,-0.0363128491620111,0.0849056603773585,0.12012987012987,0.051829268292683,0.0917721518987342,0.0207100591715976,0.1655405405405405,0.1979166666666667,0.1500000000000001,0.0987261146496816,0.078125,0.0714285714285714,0.1896551724137931,0.2969924812030076,0.4743589743589744,0.6273584905660377,1.0294117647058827,0.7250000000000001,0.3582677165354331,0.0849056603773585,-0.0363128491620111,-0.1198979591836734,0.0582822085889571,0.12012987012987
BBTU_63-L^C18,7.0,0.0017182130584192,2.2241256452343474e-05,3.9319633257119206,0.0155902004454342,0.1004901960784314,0.2719546742209633,0.3014492753623188,0.1424936386768447,0.0871670702179177,0.1225,0.0871670702179177,0.0871670702179177,0.0274599542334097,0.0466200466200465,0.0871670702179177,0.0564705882352942,0.108641975308642,0.0871670702179177,0.1846965699208442,0.2403314917127073,0.2234332425068121,0.1141439205955334,0.0819277108433733,0.2037533512064344,0.1424936386768447,0.0,-0.0426439232409382,-0.1196078431372548,-0.0873983739837397,0.1454081632653061,0.2335164835164835,0.0819277108433733,-0.0110132158590308,-0.0780287474332648,-0.019650655021834,-0.0153508771929823,0.0393518518518518,0.1424936386768447,0.0564705882352942,-0.0446808510638297,-0.109126984126984,0.018140589569161,-0.0405982905982904,0.069047619047619,0.0819277108433733,0.3014492753623188,0.0515222482435597,-0.0965794768611669,-0.2081128747795414,-0.2615131578947368,-0.12133072407045,-0.1982142857142856
BBVN_02-L^I99,8.0,0.0002949852507374,1.4400626604091101e-07,0.7562394573140538,0.1061946902654868,-0.0887096774193548,-0.1171875000000001,-0.1374045801526718,-0.1374045801526718,-0.1567164179104478,-0.1240310077519381,-0.0737704918032787,0.0272727272727271,0.0089285714285711,0.0366972477064218,0.1299999999999999,0.1770833333333332,0.2282608695652173,0.2417582417582415,0.3614457831325299,0.3139534883720929,0.3139534883720929,0.1894736842105262,0.3139534883720929,0.3950617283950615,0.2417582417582415,0.2282608695652173,-0.1171875000000001,-0.1629629629629631,-0.2152777777777778,-0.0737704918032787,-0.1240310077519381,-0.2206896551724138,-0.1811594202898551,-0.4378109452736318,-0.3468208092485549,-0.2848101265822785,-0.3430232558139535,-0.3615819209039549,-0.3468208092485549,-0.4175257731958763,-0.4840182648401827,-0.4955357142857144,-0.4433497536945813,-0.39247311827957,-0.3579545454545455,-0.3391812865497077,-0.319277108433735,-0.4292929292929294,-0.5603112840466926,-0.5860805860805861,-0.5425101214574899,-0.549800796812749
BCPS_48-L^C06,7.0,0.0016556291390728,6.487175368657582e-05,5.731541300133916,0.0056818181818181,-0.0240295748613678,0.1092436974789916,0.090909090909091,0.0886597938144331,0.0819672131147541,-0.0469314079422382,-0.0865051903114186,-0.0943396226415094,-0.1552,-0.0880829015544041,-0.0865051903114186,-0.0687830687830687,-0.0880829015544041,-0.1344262295081966,-0.1301482701812191,-0.1724137931034481,-0.1386623164763457,-0.224669603524229,-0.1963470319634703,-0.175,-0.1524879614767255,-0.2552891396332862,-0.238095238095238,-0.2235294117647058,-0.2510638297872339,-0.1826625386996904,-0.1578947368421052,-0.0654867256637168,-0.0503597122302157,-0.1851851851851852,-0.2060150375939849,-0.1456310679611649,-0.1126050420168066,-0.0654867256637168,-0.0785340314136125,-0.0604982206405694,-0.0486486486486485,0.0476190476190476,0.075356415478615,0.1681415929203542,0.3538461538461539,0.6499999999999999,0.5621301775147931,0.2631578947368422,0.0393700787401574,0.0455445544554455,0.272289156626506,0.4347826086956521
BCQE_67-L^A14,8.0,0.0023364485981308,1.0149051682889172e-05,6.8124813757893845,0.0948166877370417,0.0215238915195867,0.0237273511647972,0.0669964028776979,0.0840566468707171,0.123047799337435,0.2181724845995893,0.199090449722082,0.286178861788618,0.3067180616740088,0.4496029321930359,0.483125,0.5399091499026607,0.6033783783783784,0.4585125998770745,0.4567219152854513,0.5057106598984773,0.5339366515837103,0.4209580838323354,0.3482954545454544,0.4513761467889907,0.4859110832811522,0.3110497237569061,0.3732638888888888,0.3369014084507042,0.3804537521815008,0.4260817307692308,0.4016538688718252,0.4877742946708465,0.5379131561892418,0.5883534136546185,0.5767441860465117,0.6829787234042555,0.792296072507553,0.7616926503340757,0.8395348837209302,0.7359180687637161,0.792296072507553,0.8729281767955801,1.2033426183844012,1.396969696969697,1.297192642787996,1.8694074969770256,1.6163175303197352,1.3128654970760234,1.2751677852348997,1.380140421263791,1.5877862595419847,1.8487394957983196
