Momentum Index,0,1,2,3,4,5,6,7,8,9
ABF,-0.0433219992600552,1.7184448464232664,-0.47924568147059443,-0.274173501458781,-0.2592123131772259,-0.2597349250553576,-0.2820076328952499,-0.1252967356225589,-0.052912063658695545,-0.15406083678969035
AEP,-0.2329507089804187,-3.560452137539429,-0.13109925081341461,0.9917781434633876,-0.9689165360558567,0.2571481071635803,0.17431396817352957,-0.2247540222905772,-0.11829648400542292,-0.14731812156032123
AHT,0.0734391148398077,6.181984187276978,-0.7069555403190786,-1.0501047659444296,0.17560057920797292,-1.0388830760019672,0.4220043771350617,-0.5420752464750215,0.06016548557768138,0.1038304199177258
ANTO,-0.050349196037031,-2.2548098557559215,0.12248908781961274,0.1509469354991285,-0.37496455744974794,-0.07126069250715017,0.7801758606515222,-0.2937192890800186,0.325774257924297,-0.27714089375360235
APTD,-0.0666689857895744,-5.654306769913923,-0.06312368919215113,1.1707728809473161,-0.615224045060009,1.4226259543870494,0.06746678545312945,-0.24065287128777366,0.03009871966573256,-0.6051176800686873
AV,0.031593667947791,0.2374591465627518,-0.1505803454635849,-0.565591561111659,0.19564431301179716,-0.4871714197431142,-0.6436589279782342,0.1665775625327055,-0.10579847896171989,0.10365227280452653
AVON,0.0249377878964367,-2.0796839872780177,0.09639746521588792,-0.09599459640199236,0.20682745445704917,0.39321080190424934,0.4383135520264499,-0.13880157232627127,-0.05947591687787842,0.06950961778530809
AZN,0.0963073532534468,3.948227520936406,-0.9906463981041125,0.44222753276345356,-0.5251480859111174,-0.08723967184405922,-0.2618690841967984,-0.00565701152915722,-0.4910456598083778,-0.11402731512504821
BA,-0.9336756062960212,17.711363751026347,34.26977118004395,0.6604462194212986,-1.6646401503555723,0.7467229669163029,0.06667581952302794,0.09430341923260627,-0.005054145071419836,0.008727176123551788
BAB,-0.0191173568938679,-5.698915840582898,0.40175543696896354,0.2811754585426378,-0.37594896452332627,-0.41601463054861665,-0.3101508616588983,0.5444010885293922,0.7244486448242784,-0.5030311467161858
BAG,0.0503294999353922,-2.213064789315234,0.26621663573210674,-0.13523147235336583,-0.12046424788342167,-0.6616819959564866,0.09944822896450052,-0.09093551526009853,-0.047162266891865354,-0.2302995554105928
BARC,0.1197204641708757,5.102056609504233,-0.6640010139244237,-0.49033845138929566,0.1411559074037258,-0.8677368074404305,-0.5901106857131925,-0.03493794309348737,-0.6677535576100426,-0.19320904875938458
BBY,0.1315793975264714,-6.195019489196799,0.28262442511246383,0.7996170433909016,-0.4234099648606565,0.8135051590843515,0.21812182793275064,-0.12131577430149529,-0.14672216025600854,0.09577612763914338
