Momentum Index,0,1,2,3,4,5,6
ABF,0.0851738182652595,-4.670803019226651,-2.0667647279849746,-1.2245148590905854,-0.8320133346926624,-0.3784016902123856,-0.32872820005341674
AEP,-0.0512734343119133,-4.294362241013544,1.9378697543026504,-0.4292259368722212,0.5485396187816381,0.533266644707953,-1.5930372190558335
AHT,0.0159123465871693,-2.4785915897113284,2.234157127899892,1.5183584436468645,1.282070405246347,-0.1715310055096206,-0.6008506167494794
ANTO,-0.0491210572247851,-1.4057966720142439,0.25294341162746004,1.4577262478069208,1.1849152409370243,-0.17149179118096802,1.003597454908599
APTD,-0.0691788583854863,-4.259923117507083,-2.566195843176022,-1.0331536778196597,-0.8529859957396011,-0.3856065062771009,0.035220640794474185
AV,-0.0279523602381988,-3.3404045302963503,-0.8480464843763251,-0.46637097467658123,0.04214509099576908,0.040659401503599764,-0.3241089045342476
AVON,-0.0504842930143987,-3.526409386922323,-0.13336534192323826,0.8974831204084524,1.156259789034658,0.15079643867825515,0.9265365200181986
BA,-0.0483791614278684,-5.985649875926589,0.28171056174072445,-2.021179745280493,-1.1140230363652925,-0.7833085081916611,-2.244991909181681
BAB,-0.1811512415349887,-6.7580649760284945,-3.164524532843707,-1.5838705451854815,-1.5614044597451786,-1.1942739396447875,-0.12676120645250907
BAG,-0.0557229573343813,-1.882189540524734,-1.494646691245762,0.2253511033193557,-0.07816252089367184,0.5345683634210481,0.3889199259932355
BARC,0.0703014601978333,-3.379160549269421,-0.4482663083636126,-0.5701931728592909,-0.26083991107054405,-0.27533154080605626,-0.587042573698336
BBY,0.0293432125420152,-5.457025084239295,-1.2340026573423837,-1.0785489543079334,-0.5993814023482624,-0.5131069637662435,-0.7355457302406475
BDEV,0.0837928583682574,-3.4654703562138387,4.364397839168799,1.2736876978764105,3.261169507213883,1.5746106443007553,-2.625438388928258
BISI,0.0294409526959973,-4.851861788399171,0.47699611803552766,-0.5160130019887538,0.2503642819275823,0.16693750532888757,-0.879223396043504
BKG,0.0297471359088505,1.1947645969013863,-0.7955286339976902,-0.8674603201304968,-0.11625950615784118,-0.21913512777349714,-0.40187754332641934
BLND,0.0985292157298376,-3.89678565047874,1.2317554849363757,-0.649121478058505,-0.13867921696044874,-0.34164524466086554,-1.2605844750593291
