Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
888,0.0204961623595021,5.270497593810472,-4.38584509012461,0.606970739861131,-1.6380458013333226,0.19617759794747416,-0.008220657041504082,-0.6548183854511459,-0.061464879689620534,0.06675443043506907,-0.003669984727604533,-0.30018029880014113,-0.21550575499737812,0.3154874763192476,-0.8821439037407313,-0.25804554171941674,-0.16894559924062266
AAL,-0.1512634712057897,3.7806947617744227,0.4279225112502114,-0.7679418185382074,-0.2846035158597688,0.420098302488807,-0.19741252366370268,-0.013483342629408734,0.03041431420523049,-0.010162925763525456,0.00143220567826243,-0.3058970933331238,0.1756325792829926,-0.26169565999128597,-0.15228498267653595,-0.0885402718437077,0.26848982273734634
ABDN,-0.0496063390800233,-2.262488665185821,0.03376275891644637,1.0458841757852988,-0.008873895449028465,-0.015430791494145422,-0.21336078546769374,0.02855926661694985,0.08347399883432272,-0.00173595767639131,-0.09071694025173352,0.04824712970355924,-0.06731493166067153,0.07412499939247878,0.09583222580614095,0.021154878444873404,0.08326883832298772
ABF,-0.0777498230091264,-3.301712280883702,0.7970278089801337,0.711844719489089,0.07242498169563398,0.26080357377152225,-0.16496540131834983,0.0446529570686218,-0.21633955909283417,-0.0005719131950320765,0.07494521810478261,0.047129618023388935,0.02296714211337518,-0.022418471141035564,-0.010973228860291312,0.02807221700660734,0.030793046710097017
ADM,-0.1189959601232049,2.9330439629360088,0.5078263341268481,0.27084190248568335,-0.5130888570850027,0.11029379110216787,0.4576956794205245,-0.16539656764761726,-0.28820368500765536,-0.1347305972998533,0.2599012556718861,-0.22432924359364112,-0.01644783317002323,0.07604239270522123,0.07035802371168205,-0.003547941046330908,-0.132809009992057
AEP,-0.0552993935333397,-1.804943057955311,-0.4281281511971126,0.7660332279478315,-0.3151899884547533,-0.19730242150017174,0.18287219332954127,0.1653653717306875,-0.22554982915175953,0.0010189484309855322,0.10372387028254292,-0.025245009355907632,-0.03985738023139614,-0.04687378091480848,0.011154410621218875,-0.02324137149768208,-0.015855184519858685
AEWU,-0.0393323734869087,0.575294978016199,-0.058370062285272264,-0.19586445366123076,0.17375984924162313,-0.004749949342103275,0.2902884058374108,-0.08286932627429493,0.24218745393203794,-0.05891668484292782,0.19725975262525516,-0.0188298012941721,0.31703506548868665,0.01576392496518569,0.04986429986087387,-0.022742900045883096,-0.04333794995933673
AEX,0.3043478260869565,-5.833142297640493,0.6308465658215795,0.6823354823014652,-0.17790445741793695,0.13970536481618248,0.15514473047645927,0.08991516205002459,0.21962311444179144,0.21830964259719296,-0.02169217903815231,0.13938829179516962,-0.17475335932702685,-0.16883873875408034,-0.03607753143421587,-0.11876505511106254,-0.26644434082964685
AGR,-0.0788630849220104,0.290713258576332,1.3794872414617885,1.164715615407318,-0.002225900301435974,-0.07683986523521982,0.251035996439983,-0.15253016923237675,-0.011537445730436068,-0.08025890645773381,0.19693343145856473,-0.12683728055833818,0.07072096385342826,-0.10064607474038956,0.05800525908540987,-0.026069061636450244,0.012541243027179403
AGRO,0.0098634962571555,2.2560796153974496,-0.965923848282654,-0.55780165282847,0.1296955891250459,0.3525625295014633,0.675227503113287,-0.3010145559007762,-0.0931908612493311,0.1280239702759171,0.05392221696851527,-0.22330652234635623,-0.061079251422932905,0.10115482307969498,0.10116127685220588,0.0765861072599664,-0.07563156428982933
