Momentum Index,0,1,2,3
888,-0.0548639619725098,6.448518757768771,5.918035440396858,-3.8444452993091676
AAL,-0.1237766872877808,-6.263508245985654,-3.252256360288864,-0.9309594704955027
ABDN,-0.0770559402015487,0.41897582214512374,0.9178134848748813,-0.7273038832328478
ABF,-0.0871959347646014,3.1336909180762778,2.694992772433468,-0.07363007192968611
ADM,0.0433607046386272,-2.709540419960225,-1.4649928221830548,0.4346260912996854
AEP,-0.0083347508079606,-5.096346223552274,-2.2859565136254174,-1.0170262245419706
AEX,-0.148148148148148,-6.842196621907308,-2.9480645087253396,0.1189004335929073
AGR,0.171418408668053,-1.3932746084049028,-0.5693183775053472,1.577665349966007
AHT,-0.0795939756787412,16.252795874423228,11.341686095762384,-3.022844267224678
ALNA,-0.0162601626016259,-5.7732684624417345,-2.438693034633833,-0.13520350224979624
ALTN,0.1968190854870775,-4.04503450128529,-2.6870155329020347,1.9318434489677294
ANTO,-0.0411767479614554,-5.526909281904635,-2.597894560339526,-0.7750851412650702
API,0.0764603143799727,-1.6022030287923443,-0.08079852498585383,0.5670829386583307
APTD,-0.2597062616696503,-4.46414686804204,-1.9314405457869153,-0.47234947319334974
ASC,0.165,-1.0230536641494405,-1.0691262139505169,-1.2488334092513134
ASHM,-0.0212451429773997,-4.547685762171266,-2.175481199325769,-1.0188363441011374
ASPL,-0.0244444444444444,-4.185707305312242,-1.8335116084482141,-0.08804393238835209
AV,0.0242517870060445,-0.846027763146505,-0.3799375791932135,1.0760316988566723
AVAP,-0.0090359730954104,-2.611541240929813,-0.7320527978137081,1.3022689590890029
AVON,0.0626708482061224,2.2946215539448085,2.0177760148954396,0.29296755512597766
AZN,0.0368671774125644,-0.9475309737012259,0.1855605093577338,0.5879267038315487
BA,-0.0131832727549319,0.08818449756241147,0.6864182767777448,0.3890384816476525
BAB,-0.0050304477670016,-1.975367776680195,-0.18559263900972445,-1.5159680983667199
BAF,0.0,-1.5728927896735074,-0.3235918621145703,-0.1724303940621548
BAG,-0.1073538699038663,-1.1353486188630726,-0.15702250253039746,-0.009519608115125665
BARC,-0.0383801471524722,-2.2881290848155795,-1.6095476797564987,-0.3792821205124442
BATS,-0.0323892923085969,-2.7398183636497295,-0.4366852754534345,-0.5429497456971826
BBY,-0.0616741506864441,-4.264088736620395,-1.7294758125087644,-0.3298896688352965
BCPT,-0.0406314779074635,-1.715872926049958,-0.06867385395418603,0.40601999622631574
BDEV,-0.0028704822523641,10.945221441285005,7.4020155172205016,-1.0630160056573188
BEZ,0.0193655732745581,1.894952940723053,2.087672020463921,-0.32382485643932124
BISI,-0.1103472651762834,-6.229199117571556,-3.3889785706142077,-1.2591124491377672
BKG,-0.0109229784682557,1.4489300784535293,1.7000726812312414,-0.35896769645883264
BLND,-0.0008984930139546,-0.7248003346663862,0.23628174560209192,0.9356078356044201
BMS,-0.0355550981817245,-2.5345835967200254,-1.2806184863231913,-0.17268964223540886
BMY,0.0244532240846009,-2.5369723514996707,-0.8016957251294544,-0.28602688032994833
BNZL,-0.0315791299008824,0.7789891340553796,2.15093940737616,-0.3036973441118812
BOOT,0.0160174569716495,-0.8136933422948551,0.13443493895886266,-0.106807740645523
BOY,-0.0481757822428181,1.634929516136767,1.2914349224559725,-0.2532740689762667
BP,-0.0101850180006559,-3.664311200214159,-1.535956868288468,-0.5270354903807344
BRBY,-0.0850951284020135,-1.9719046656274362,-0.42631031494906985,0.4743455768819174
BREE,-0.0594313335970475,1.7764672798501229,2.3108903892792263,0.8850560491040738
BT-A,-0.0322288733040251,1.897980752723718,2.0726768766956662,0.12688069399352012
BVC,-0.1355735012318641,-4.967530459173729,-2.8154419448891637,-0.7257087061126773
BVIC,-0.0320889958694264,1.8642732057848028,1.0353213219160042,0.6901476417170893
BWY,-0.0332669074516887,3.5367564716779367,2.9553142703779645,-0.011501060778000618
BYG,0.0194265522463401,1.7273674137031838,1.404186073841156,0.91921741073738
CAD,-0.1168831168831169,-7.229555422015215,-3.6391126036240764,-0.941808351516334
CAL,0.1165042413016481,-1.1880944334069092,-0.9857017358263193,1.414408841430447
CAPD,0.1304253940833513,-7.343041719004961,-3.306795800409089,-0.5145100389185934
CAR,0.0651563736309499,-7.1625169897411975,-3.556950779226071,-2.3799335354617335
CARR,-0.0018079001030083,-1.0464123888699555,0.06337911695665349,-1.1727768670302146
CAU,0.101569158269414,-0.7014174814316602,-0.7547311453085972,0.9853088217542333
CBG,-0.0426778841494178,2.0330879212852997,1.5673271303948237,0.7767643483254029
CCC,-0.0773977754770308,-1.662897599012866,-0.763656773763494,0.2078240410661839
CCR,-0.0197383090246932,-3.5788159759804405,-1.6773251237714553,-1.255751006051346
CDFF,0.0,-1.8551996828079862,-0.6168703232247826,0.4550339032010268
CEY,-0.1224692390083336,-5.495055126368416,-1.9956051459766777,1.423256024359504
CFYN,0.0283024699307183,-2.5823050321537506,-1.256622443643257,0.475449944018844
CGS,0.0129048382729677,-2.750908037536895,-0.8589048097781067,-0.7728757947115404
CHG,-0.0659954345344855,-6.08688037091824,-3.1296215468056214,-0.36618165077119136
CINE,0.0468642768489451,2.683050855559726,2.5573749736208953,0.5630144318709343
CKN,0.1230000612608526,-1.1400699527140679,-0.06951300800178606,-0.4561267095718861
CLDN,-0.0168831126907421,-1.6032248690673583,-0.7159716458033341,0.4818632740877088
CLI,0.0342714636515937,2.4707795421699976,2.079659212704729,1.00539831695559
CLIG,0.0676954964533294,-3.541963840633644,-0.9708698099223081,1.1804603199644634
CNA,0.0336653840481584,-4.8921192071133115,-2.4160564210067936,-1.532690647734518
CNE,-0.1910846152693938,-5.661611049900551,-2.756669343213048,-1.1523729803941944
COA,0.1477229652894354,-5.393203295898376,-3.164955000603091,-1.1865834024510995
COST,0.0664426435299443,-2.182048424953401,-0.7396676546670923,-0.2633529257879168
CPG,0.0155972704776663,-0.5481959119186751,0.6857087490813706,-0.27060121135294807
CPI,-0.0762219618859522,-0.8110610174851836,0.015574329806755676,0.2323083749067007
CRDA,0.0268260313867019,-2.6479704438168756,-0.3545186432257152,-0.7768076265095303
CRH,-0.0132238489278758,-1.4230449851434506,-0.2968523241180658,0.3443614169722824
CRL,-0.0195785631325701,3.548081846587576,2.4616566299832603,1.0766848854378228
CSN,-0.0396569525071103,0.8036118632806962,0.24112674580278293,1.1829405740876118
CTO,-0.0673280270696351,-1.2662191269705199,-0.9663929289526529,1.3147414886351148
CTPT,0.0272878174400024,-1.0585542602897016,0.025250943662998897,1.2725846921595494
CURY,-0.0574854057345598,1.2656388138245924,-1.3809520203684653,3.9639387581997236
CWK,-0.058050906886729,0.14174294164639953,0.8914409163837445,0.0473635733611979
DCC,0.0593111972589837,1.8609591074117398,1.39321945625018,0.7638465415233474
DGE,-0.0253000489227466,-2.5682128219980602,-0.4201654133753511,-1.1877376482220312
DIA,0.1008717456692311,-5.250516612884195,-2.326498042613681,-2.1144963494726756
DLAR,-0.0395866766009476,-5.555954235802183,-2.4519274117534207,-1.8463363338652952
DLN,0.0008752814675967,-0.01756370455829164,0.8662423729274314,0.3989941539605599
DNLM,-0.0826795491982055,0.07849631959153024,0.9562770203211011,-1.1793154213894521
DOM,0.0814225154081169,-1.4673990356353213,0.2359983961853913,0.14162275563727306
DPH,0.0858495532462662,0.227332596300845,0.9136547936409088,-0.02409248698980945
DPLM,0.0133508083695284,0.7254492364584393,1.6330691298290858,-0.6890791219143516
DRX,-0.1188322951184779,-4.9913849044193315,-2.5015468267902277,-2.097204023872731
DSCV,0.0,-0.6296557078365579,-0.6930345539901818,1.7670183737387652
ECOR,-0.0659326106286773,-7.082486282419907,-3.8712963269191296,-2.204531126197363
ELM,0.0249649502174276,-1.2908557263545424,0.5083403886281759,-0.9837503710739811
EMG,0.0569921564534645,0.5437407183382397,-0.40787639611403204,5.519999345302194
ENQ,-0.1187446739737299,-7.256167248057685,-4.187125939139871,-2.8257858820955013
ENT,0.0213899966314967,10.165408392572822,7.990899964532282,-2.3094822077402872
ESKN,-0.0348018041342472,-4.345778161569082,-1.893010207067719,-0.06966272040555473
ESNT,0.006155247475839,2.1446638166198335,2.853445102884092,-0.9104258390280414
EXPN,-0.0681634139631839,-2.461690348794958,-0.41988308278854225,-0.8203446646317566
EZJ,0.0864776983014143,10.133186805173198,7.368941533762875,-2.651594972999571
FGP,-0.0860752703621752,-6.4196467450649966,-3.1399234365457374,-0.8901097904843318
FIVE,0.1807432432432432,-6.531303129908902,-3.460478415916799,-1.0260964460989188
FLTR,0.3020178048704716,2.9712155022084077,2.8285500320874037,2.972575035687785
FOUR,0.1305731739928499,7.897887513575806,5.459391852232892,0.7422829520670753
FRAS,-0.0974545454545454,2.6292400839385768,2.6306031000368217,-1.6921267086765432
FRES,-0.1373993971396568,-6.419526867295591,-3.0200057599567294,-1.288875967802901
FSJ,0.1051725420594518,0.3023669575977713,0.7427332452408943,-1.0453628885708448
FSTA,-0.0059113756972507,-2.1389783937092792,-0.4102894756113852,-0.34105737167937483
FUTR,0.0459209933732227,-5.10332907355001,-3.1695924679643275,-1.3193861799154207
FXPO,0.0551616442981346,-7.484187691087724,-4.371825237296188,-2.255746076511598
G3E,-0.0571428571428571,244.54645879263836,-16.611432175083554,-1.29228328559637
GAW,-0.0206896964473809,-3.2773582923557867,-0.7221622376505121,-2.041640777137881
GDWN,-0.2018518757121007,0.6205560480588864,0.0848721536266301,-1.072839164215332
GEMD,-0.0751607141511353,-5.546530241942248,-2.604010576551984,-0.25027154950048974
GFRD,0.0961775585696671,40.0203586301517,32.93153537137776,-10.529968989833945
GFTU,0.0969095509742632,4.537036501569074,2.1859134989802103,0.7540034570536238
GHT,0.1000012866866533,-2.566254797125542,-0.6149628595490587,-1.9753846751481245
GKP,-0.2676762448157994,-7.583882788461313,-4.054604004924872,-2.8390877321609698
GLE,0.1564629566902318,4.979153989503583,2.6068157164765213,-0.6689825733814401
GNC,-0.0576700138786838,12.884752957670264,6.9060992250658355,2.857420002493177
GNS,-0.0153938123458168,-3.4148826076935395,-0.7646767030167643,-0.9786826788052103
GPE,-0.0127733734446567,0.7585250896507592,1.1487986462179018,0.6760974021567915
GRG,0.148168224353538,-0.2523074820480239,1.5041106455596496,2.6950203386534803
GRI,-0.0089847869119343,0.6422009676674446,0.21034664626365143,0.29926632813515397
GSK,0.0074004626086365,-2.9161294517437,-0.7590897853139816,-0.631531617773282
HAS,0.0109225499754113,0.2898729118101297,-0.05915031504565617,1.3237157570003513
HCFT,0.0058138559215372,-0.3308530894669426,0.6402015671443323,0.07706443930632954
HEAD,-0.0607747542551617,-1.0359898152226015,-0.024119895172783828,-0.07821769236726109
HFD,0.0260754178214495,-0.9769211857233246,-1.2028377524625857,0.34680274202649164
HFG,0.0739826168129982,-1.8303207279470062,-0.5554676731643744,-0.4808774894084086
HIK,-0.1389900323898227,7.1087643573430945,4.490825746323273,3.2517599482882638
HILS,0.206349069514337,-0.0028232283429072895,0.7448352569739222,0.38540617437350744
HL,0.0083193125887051,1.0223185265217138,0.5160990777559757,-0.2789698295296059
HLCL,0.0062815153557023,0.41527296923952084,-0.10776323612282987,1.3062878990552298
HLMA,-0.0203373151880185,-0.2018473173730414,0.7680557652172889,0.09332035731815312
HMSO,-0.0086812071246192,-1.128696726628582,0.0728486206105096,0.46869770153108703
HOC,0.0936493897045815,-7.973081530578677,-4.290842537351748,-2.4477745241472655
HSBA,0.0158477689566449,-3.6496158033050174,-1.8734735924711352,-0.9474834324590496
HSBK,0.0771943573667712,-4.008752849618303,-2.553161708602681,-0.849193075623735
HSD,-0.0515885498584461,-5.081143819549882,-2.4827740148329354,-0.4183690693631544
HSX,-0.0185479640679299,-1.4784770847812616,0.057894749720659375,-0.30480419082126586
HTG,0.0446094800132672,-5.938004007389481,-3.0869036030474475,-2.067952599294338
HWDN,-0.0245642602333229,8.21379596930769,5.32695860070357,0.3099659553980699
HWG,0.6175185068514726,-5.624820579427823,-3.311030711184911,2.1550648805508335
IAG,0.0452957330779304,5.79169646168622,1.9539395272227185,3.256530733662262
ICGC,0.1761375572093217,2.3751221723722975,1.9877063104322594,0.9220115622658112
ICP,0.027441037639712,0.46180364612987196,0.4961177647310281,-0.05509852284078775
IGG,-0.0374386739635843,-0.6190769661592961,0.372694549807068,0.5270933002980784
IHG,-0.0171136891907732,0.5962576068337553,1.5688481013292168,-0.08727993064735871
III,-0.0394369017690181,2.3772581431569915,0.9290635097773494,1.5754640617398015
IMB,-0.0475444300247711,-1.7744344653700377,0.38638120158532024,0.4687032568391947
IMI,-0.0703812868368864,-2.497557176010728,-1.4104433009276791,-0.9191659317155597
INCH,0.0796234959151844,1.129105562557916,0.831052142339573,0.24669909436798632
INF,0.0260336833800298,-1.9137707147327763,-0.6480274779992881,-0.3109356792689726
IPF,0.1052260307153603,-1.283341854308782,-1.2214889316387376,-1.0243041995820363
IPO,-0.0901819577671058,4.484310480617997,7.248448525383076,-2.7193142575106863
IQAI,0.1066666666666666,-7.846686961249723,-4.187919352740407,-1.6107609582000655
ITRK,-0.0191258178030451,-3.748428110770223,-1.387907797083446,-1.6720637636065183
ITV,0.105792432228408,5.473596936717358,3.375553255194167,0.10229304516220895
IWG,-0.0815772120626724,2.795582059979217,1.7848105736097626,0.5832420588601442
