Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12
AAL,0.0426922427370164,-1.6809376805885967,-0.5337026942432412,0.08166430920594427,-0.28632089955373996,-0.0837153867748911,0.25221662166760206,0.04139446609625132,-0.15292948579240428,-0.14451521022593772,0.15018856319425417,-0.01846680858823839,0.07182384601625381
ABF,0.0630571514476796,-0.6950922764800457,-1.0221174504133896,-0.05052476382918096,0.6650063177433676,-0.33806685588141316,0.10483678356941957,-0.1576134085879289,0.24636450077424973,0.09397767815368804,0.046787708612066985,0.01704245828678298,0.1177151178919228
AEP,0.0061917491510727,13.019023888625766,-3.775976770116133,2.14356940497899,1.5047216490084323,-0.292818597168991,1.2310594222096662,-1.0206697445567827,-0.41372149718655743,-0.4688997643276457,0.285523116354924,0.8744621320496248,0.46401041289798745
AEX,-0.0526704126227368,-5.835752521580234,-1.9697058948174675,0.2922146407403424,-0.44938013467252025,0.3741735467826678,-0.44774770520659335,0.25308451451843295,0.2359497274750351,-0.188993661646833,0.010811712930323274,0.5597263379709875,0.06286786780181805
AHT,0.1977957223919686,-0.10061729053341126,11.604400964241346,-4.570240841655683,8.856420958547867,0.22935658125057978,-0.652223464604697,3.4538810298508626,-0.7272127684708555,-1.3996927922511508,-0.04400515137212243,0.7302127606912693,0.2631252953295081
ANTO,0.1341294934678398,2.9261406046367386,-0.6641359865244255,-0.14880511112852018,-0.37392123340967853,-0.3539738181714921,0.11095985061817516,0.0020197951267439283,-0.39421227377580775,-0.2196283754552706,0.29124948144684204,0.33772358396158525,0.1584947401534002
APTD,-0.0350986709625452,-4.917815361286161,2.030488517328377,0.4710281053418568,-1.0223516685773635,0.8270573359337685,-0.1522634416646469,-0.43719997846598985,0.3167160541391362,-0.18759831524568688,-0.1988218543379849,-0.3258678346858918,0.20319400599270396
AV,0.0681197920449945,-4.208064966197752,0.38979346772924117,0.14247783709056083,0.02587642659001484,-0.11178127266907613,-0.0435662770591707,0.2021428761767687,0.16512311467658808,0.04765719269979594,0.09335046149583763,-0.007733418747921292,-0.16743195017703855
AVON,-0.0191862454953595,-0.35513819997906737,-0.7625571481971589,1.6229525221415855,0.3253773999271123,0.06007818736887359,0.5347542016178537,0.042351418741122644,-0.36235778938153224,-0.05510752668900843,-0.6228696482368775,0.24604691996058925,-0.1019890140374791
AZN,-0.074008363241374,-4.669520309281038,-1.0406309602506643,0.31410647227110033,-0.3400553946469592,-0.0010267327116868028,-0.029885572730180388,0.08109971048898718,0.03376067409237869,0.04494030000100248,0.09418265002838001,0.18023205400366607,-0.062097181470331296
BA,0.0298026800578585,-3.341569461290838,1.6188593384688033,-0.8464334767827582,0.7859705485975743,0.9670385225431901,-0.2590083558947488,-0.45678283592257335,0.4860947696633666,0.4892225629894088,-0.21857341413226297,-0.2250870239877949,-0.07828829943928364
BAB,0.1228410399369732,-2.1143978988221512,-1.1291604011982872,0.6284734037724574,0.38518612085753917,0.17249662712120145,0.5517267141878912,0.01029407543107,-0.30614952723506367,-0.130242844927897,-0.14827797595291817,-0.06388653536782095,-0.09225115701684646
BAF,0.0114608076009501,-2.320500539499467,0.5075572908388492,0.01675918844057237,0.6101242002950787,0.028796727716581753,0.07322322869154063,0.21402599213997606,0.06852801378890436,0.007228988957234158,0.012806828502899223,-0.1374942706406095,-0.06972510984056753
BAG,0.0193080328582031,1.1404759783144247,-0.21451991101340986,-0.2389735975834191,-0.4162768958377687,-0.4707395018116947,-0.28199871228698675,0.08280306976020636,-0.030205339873678544,0.17962846059631002,-0.13669134815469944,-0.15279963557174855,-0.02421107788459199
BARC,0.0166060658218405,-2.3519640689167334,-0.21253772897234216,-0.07234420046243767,0.0496563296909732,0.03606158822975953,0.04247732911930178,-0.008345800369566786,0.17003746759120825,0.08077162780807082,0.026551790689771128,-0.17668481221278962,-0.001876922260273309
BATS,0.0623475455201494,0.058094253809210114,-1.0830503121599098,-0.4270783151290103,0.2563888455501339,-0.1208066749284712,-0.21406629754742285,-0.15872547881987362,0.12298413510048009,0.16128803955705096,-0.12600323339102495,0.18354606990464975,0.19330879174926316
BBY,0.0902522212058685,0.8054419763616728,-0.2346412234270523,-1.30515061892759,-0.4391928067059928,-0.11833203392470647,-0.40149999386416,-0.06712102949184601,-0.09905485526026869,-0.18163612331964216,-0.1900797241352064,-0.14968846951436268,0.09331744201845697
BDEV,0.0185874000456327,0.9704721975060274,-1.7269400071325622,0.7272713262629682,0.3655937275550801,0.0327178138658686,0.4977129000881706,-0.3862700149496952,-0.5745127102845728,0.2421468065046661,0.030335731169157932,0.20095235732532807,0.29921358853244645
BISI,0.1783823831329389,23.736895862892432,6.881790928718338,0.26689577518657415,-0.40844819170463126,-1.2146822540862707,0.8020456467465888,-0.26140043237590116,2.123621758681211,0.8133128371510124,1.7423675188123198,0.8184624797140156,-0.77956434080747
BKG,-0.0041810843757341,1.0597918188088231,1.0619977817999195,0.1400340104882249,0.05766640287489038,-0.34749951788886646,0.25091648488586094,-0.4867634614744783,-0.34914254754708823,-0.21585005396927154,0.06784992442652567,-0.3561200626210117,0.15820072521685835
BLND,0.0753482312123496,0.3662649350254097,0.3300507938502373,-0.26677545694933935,0.44422873121966683,-0.1701673277717343,0.02961233580613083,-0.19587184342837244,-0.022877922564385558,-0.03542308142818346,-0.12651818910150686,-0.03566980892969257,0.06312936178655947
BMS,0.2767489883262004,3.467466539875831,2.809951759709519,0.9617752170348135,-1.1020287005718634,-1.4114613389632817,-0.16321097379834637,0.451758692413703,0.6033405341320064,-0.31306036076974475,-0.2333559413694821,0.09457297297412456,-0.3738295850330035
BMY,0.0664908728019695,-1.6797614071633928,-0.2808307771469318,0.6273033908008984,-0.35998234093237563,-0.10918116725755314,0.041914537204923566,0.09195716620121203,0.27293022350731566,-0.1844578115026703,0.12661306698405997,0.1972313107805685,-0.18783916247342
