Momentum Index,0,1,2,3,4,5,6,7,8,9,10
888,0.0498011350940696,2.4979579196404598,-1.1630587966476125,0.819258792001743,-0.29575635691170116,-0.49923994006033845,0.12099556729620246,-0.38177399288633174,-0.5987774803025391,0.12383022968749452,-0.05064401894783056
AAL,-0.0575413843475964,2.8915570424812165,5.5118077896973965,-1.7072113982713133,2.7108411471172276,0.5276643245717411,-0.31694938349286833,-1.1217135749967535,0.2574653642127941,0.48277983593322127,0.15725493405435845
ABDN,-0.0249493754269541,-1.6570417701060411,0.6799315467786005,-0.8302276993963085,-0.02916907681883764,0.2673595924114391,0.21386827361618768,0.21496277450873016,0.11520921703663681,0.09647411146550462,0.003196400344007613
ABF,-0.1201719842616905,-1.8108197658169358,-0.22823217596898618,-0.25071224116050617,-0.32737745113806394,0.4548687319787724,-0.018456883103584912,0.04259378890533608,0.13971576502924257,0.2020896233711487,0.05562004522063964
ADM,0.0274638144398751,-0.7026998589232875,-0.5090220603663976,0.8676806014141439,-0.0025197071125593706,0.12033885008995826,-0.12582501292754958,-0.1924098914922319,-0.017668544705493883,-0.1259468565757515,-0.03913730394472816
AEP,-0.0715145248781906,-0.15447565303545446,1.1786260901594616,-0.9881408912932312,-0.5019150154745149,-0.05491266233255585,0.06480592937455054,0.6409177367393086,0.08055580959200709,-0.16832986821216925,-0.1009066614099888
AEX,-0.2407407407407407,8.54868164473611,-2.394682938828236,-3.0957161342163086,1.1975221173745807,-2.9691550759739265,3.5131576905609156,0.701653890929987,-0.49987038031188713,0.9083093397747513,0.0016593392218302618
AGR,-0.0231970355773555,-0.5531151992737436,-0.9163386128364126,0.17197552824508644,0.4532620355934324,0.24667911830100575,0.037179934758048934,0.016371942225493586,0.08965645201000359,-0.050988166263119625,-0.06979714678840872
AGRO,-0.012621359223301,3.0937022520002313,-3.3597777212086104,1.8013593200867817,-0.20431851727492176,-0.5720478589025192,0.11948740113200516,-0.26158592767765304,0.3732557794152865,-0.7775508359323001,0.9898784139742661
AHT,-0.0114229219632068,3.950274440446023,-0.706536063396925,-0.5365772984144777,0.721518910175788,0.6299762206439288,0.07699713977526539,0.33872536709906176,0.3491105960291555,0.13088637171528572,-0.5255234025277152
ALNA,0.0163934426229508,-2.587684724586691,0.650318674125177,0.07453384616281838,0.08325938682167919,0.18544218767006004,0.3814404598009259,0.27623659488474955,0.19096567092454567,-0.022131285831529263,0.15497552292161992
ALTN,-0.1294117647058823,-5.201886470545863,1.0075552492337383,0.4107894196901453,0.8688992766081615,0.040371107484059955,-0.017238483070034515,0.05104163656095681,0.25985184683705664,-0.08616381372756879,-0.1313238602925363
ANTO,-0.0731955520668469,1.0594618043113375,2.212667418726517,-1.611662326929563,0.1868237329665575,0.12227879958925753,0.1647210611214358,0.30502819673469916,-0.01107104672655888,-0.09904011901721982,-0.337116828209192
API,-0.0004824217572212,-0.7524974664416105,-0.4824117878200709,0.07766654261808692,0.07272931524919636,0.14469577585572932,0.0399542919283719,0.11984803671589077,0.049354300519754424,-0.06613484694781478,0.07101920837254046
