Momentum Index,0,1,2
ABF,-0.0301102946678439,-5.028125455646789,1.9482418705377325
AEP,0.0130997629700275,-6.917896580331969,0.217820764420981
AHT,-0.0689614144466785,-2.753474929494622,5.764835292349513
ANTO,0.1029617995175855,-6.58562151856522,0.4288401778367424
APTD,-0.0579719101991625,-7.469896110712867,-1.082775360315393
AV,-0.0104661886769998,-7.571561901343906,-1.3680185035275885
AVON,0.0350434680253575,-7.885721243117603,-1.6080516917758778
AZN,0.1032985900861986,-3.548301353751577,3.542708881660672
BA,0.082856211045079,1.6535803856671194,4.161111061075938
BAB,0.0057667577559876,-10.217191106435509,-4.604043979114767
BAG,0.0331467042214819,-8.176818711700129,-2.2243310523305606
BARC,0.0828220858895705,-4.551947120437728,2.2005643291711605
BBY,0.0563708509164198,-10.505961009272042,-4.884087228029578
BDEV,0.0287553060386143,-7.34428862442418,-0.4221710849010869
BISI,-0.0461249838271445,-8.696396352611748,-2.7466996535664014
BKG,-0.0316463074661664,-6.142837578847159,0.9090163615776459
BLND,-0.0301495417269657,-6.588847644915904,0.19363442249266707
BNZL,-0.0299242688108908,-7.565237647393509,-1.2258633157551884
BOOT,-0.0671718911470893,-7.3263677316615095,-0.8886376540699299
BOY,0.044069323722705,-3.068354006098399,4.263783348504568
BP,0.0413144639838263,-4.98112429750205,1.7382581080618948
BT-A,0.0262207736445605,-8.97904383262322,-3.1188013954335276
BWY,-0.0030088622069753,-6.7031595626608675,0.08720489229024242
CAL,0.0021722107442585,-6.688490602296694,-0.0005451312467410031
CAR,-0.0488513360078721,-9.42776812436209,-3.6189266009971734
CARR,-0.011652101539742,-5.813121953987173,1.284704350400441
CBG,-0.0603226658143767,-4.603759937839579,2.7457078206481
CDFF,0.0394485882165414,-8.025922649854339,-1.4680737522587197
CFYN,0.1733800493964932,-8.681144161801539,-2.4225625598760163
CGS,-0.1074912748358021,-5.294871254092011,1.5665302708990507
CHG,0.1982443306510606,-11.537901754671555,-6.202853581519367
CKN,-0.0049578443180863,-8.265001574083657,-2.29011750632473
CNE,-0.2296294615027713,1067.7612944113764,-2.393619882994249
COA,-0.166669161844735,-9.901984913841886,-4.295413494396585
COST,0.0,-11.515353067028753,-6.169235145567202
CPI,-0.0703162809235062,2.748334330513269,11.57859419013921
CRDA,-0.0836155682638387,-9.181110816571282,-3.201188321507591
CRL,0.0,-11.560357497550873,-6.232009268436066
CTO,-0.0290832945556072,-6.853469585480187,-0.8520997557923526
CWK,-0.0320828658308535,-5.78148250277602,0.7960871987850954
DGE,0.0527150897882604,-8.119956979160916,-1.9572136559122189
