Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AAL,0.0195476085690813,-2.3882896801178095,-0.7051253235170568,0.30841275936867146,0.2390178110211054,-0.1296171585553359,0.28171195472817534,-0.04946615185125488,0.12303746839665973,0.15968671292580539,-0.20362388795781952,-0.20922393640318712,0.04663625178789232,-0.02330998309833116
ABF,0.0233645296184166,-1.1409828840409235,-1.181462679164079,-0.521453434395672,-0.5322565310081284,-0.210124224947531,-0.08555065321109638,-0.15142724227818383,-0.10093579396239641,-0.25478657312169006,0.10227936543464562,-0.23636242932092288,-0.09939142412912796,-0.004122663550136002
AEP,0.1809574609947992,10.292734925321637,-5.743964460325675,0.2879168650815677,-1.2768594702633405,0.37522995483781685,0.5317481836818985,-1.1080677880653844,0.7269501348061905,0.2568646669501891,-0.21330447626433915,-0.8925473797468734,-0.018353222502803843,0.09524914513193262
AEX,0.1249578755813169,-7.276218684164136,-2.2787952174958614,0.5646045489174248,0.5279370366802196,0.5919834095688856,-0.22379210063832036,0.5482731355917339,0.45881277506299084,0.04686363938687277,-0.17741307435509904,-0.42566856799039515,-0.03177848793899458,0.18837662293525084
AHT,0.1625083786400536,2.5180080773148372,14.031528227120784,-8.49601903535932,-6.689020700806261,1.9740119830326741,2.2088128848283186,3.2873892743588473,1.0314724774568815,1.592268299349622,-0.027232023540619425,-0.47970799777463174,0.341412929926529,0.04580424678501382
ANTO,0.1058119489356532,3.8152607805791736,-0.6540730671985996,0.13763690428898362,0.07239713683499423,-0.4076490694155389,0.09805102978939341,-0.07318206208992845,0.2608197750623602,0.3916422007606572,-0.45182281041615713,-0.18990295076492056,-0.09793476122016448,0.245829090851949
APTD,0.052627036730185,-4.242513634389886,2.652731575876663,1.042814181432433,1.1442187273336086,0.40021006283186766,-0.3227255999909969,-0.30549562545558495,-0.4523748885233669,0.24232115212623326,0.440545856080413,-0.1010968266952166,0.6095357024375039,-0.5095551510593846
AV,0.0360764002455273,-3.954247138323783,0.8069195285245339,0.060474470600608184,-0.10853673116300631,-0.2503180146777458,-0.021877049561135366,0.28468547289538515,-0.13593885658348254,-0.05310037572523759,-0.09141046797268283,0.03597841690815625,-0.08527355493914537,-0.26420190714769143
AVON,0.0178163961957613,-0.25762405547272393,-1.3701415211469838,0.9548291308898803,-0.6968772540984399,0.24717872767098217,0.7385266257793363,-0.3455951709540472,0.39172334949670673,0.0052970083124002625,0.6189223941888774,-0.08072984866247164,-0.5482741463586915,-0.03243986025075888
AZN,0.0407147678143435,-5.932456051378525,-1.4666562949974264,0.5489962831717624,0.34945438571204235,0.1459906606046124,0.018656495070006492,0.24712980445172225,0.41777616002618523,-0.06682095504977278,-0.29338696230519945,-0.2212608921956817,0.08300406546026284,-0.1600317000080805
BA,0.0179325545514656,-3.618219439104219,1.6320941721572544,-1.037036545920344,0.2811746276283135,0.8888875002258401,-0.359529361971098,-0.19971988582416883,-0.10926468841045378,-0.6428724914755072,0.2195941469937368,0.07746785637531528,0.1097935603274798,-0.08851261564556655
BAB,0.027685492801772,-1.1503568638254575,-0.9931749961919898,-0.17011819979604034,-0.38870413102958146,-0.028338195900232645,0.6789733130849961,-0.44422274879611007,-0.09717031945055887,0.22958793673383712,0.15415121090914063,0.25141320395626615,-0.1507558939760958,-0.013150552643146022
BAF,0.096772401533248,-2.5598207283160535,0.43927913123584156,-0.2868101288603715,-0.42191937644248995,0.10889246186534926,0.22606684623718878,0.13231817449404276,-0.1483603378078633,-0.04147869449362371,0.04603773237526161,0.03290199315648236,-0.08549484425480541,0.08647026784401426
BAG,0.0590306856492515,1.5682367911898274,0.022343686523387873,0.20842218202366894,0.011667882400632422,-0.5112665379585496,-0.3115742542050989,0.11688757933333627,-0.015166635274197877,-0.12507276459040356,0.13271396538424304,0.32846816842653226,0.12889945184662513,0.08362662813335357
BARC,-0.0127931561656311,-2.5804761213886755,-0.12079916479119987,-0.10917989705433956,0.06417434293294039,-0.044138188996815916,0.0035456349711957347,-0.020981655341138182,-0.21062302320933024,-0.14209670516696501,0.05506420862265336,0.008235049738945777,0.030743739056904636,-0.027150465640886638
BATS,0.0614150165458304,-0.3460339478853643,-1.1036668031564136,-0.5305211224634474,-0.08567326081244406,0.017431539003263326,-0.35261294337869514,-0.0019218682820546175,0.2602226427821963,-0.25516588351025304,0.048700212507364865,-0.1347301332115835,0.16842529057737624,0.13272915642656413
BBY,-0.0572465546866781,1.1732073803306822,0.39852638399206824,-0.7620314872223758,0.6443567275181658,-0.2673920163759273,-0.5369667180429775,0.10187512384174864,0.2266244087441638,0.3037597811430304,0.10216354523529098,0.37872953382375546,0.4941048869080843,0.026799165947636684
BDEV,0.0948962558704733,1.8573579110433271,-2.0184629403887406,0.08512570094080703,-0.5603245080989516,0.09289275204057396,0.5610914347806225,-0.9315619728767213,0.2422726799981805,-0.22418057418214046,-0.19252809558857073,-0.04701848824928664,0.22434303793957078,0.3187623624379434
