,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9
Number of clusters,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
Number of stock in clusters,0.2115792152543513,0.33073932838659204,0.43325463353733307,0.5265277777900079,0.613499423338278,0.6941740094776078,0.7749762039348291,0.8522883226468247,0.9261897339103697
Number of outliers,0.7884207847456487,0.669260671613408,0.5667453664626669,0.4734722222099921,0.38650057666172194,0.30582599052239223,0.2250237960651708,0.14771167735317522,0.07381026608963023
Number of stock traded,0.029586335267479166,0.05074700082380419,0.06874349423099928,0.08485374004764434,0.10029366069976502,0.11552349394930046,0.13060369822612597,0.14584099376035545,0.1616152430545468
