Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
NTOG-L,0.0625,-1.495224172534552,0.1263746250573788,-0.9986692915674622,0.7309588144714827,-1.6620593130840637,0.1303754916223362,-0.8334313763172411,-1.91219300206294,-0.41897491789910235,0.5164677504107343,1.3837119046651536,0.48015153057538745,-0.013086968937022344,-0.21684927307005472,0.19388426207033926,0.70681525626255,-0.47418292924235445,0.4616697970973888,-0.3098432270124831,0.5976921109310793,-0.10621693384565105
SWGS-L,0.0,-5.747973848017518,0.8050277074246099,-0.5029789592726019,-0.7222068862353159,0.3087440406134855,1.4687230949661836,-0.03589759776786021,0.39841027797081074,0.10847443929725423,-0.9651164763652939,0.011454032445173802,-0.15319808675457006,-0.26777736450963563,-0.15653823406181436,-0.3779416157813584,0.03131973317456703,-0.1399965335296832,-0.12574884521672786,0.0724308487913907,-0.22863091514219352,0.07046065007550455
ANEA-L,-0.040625,2.5249193077631524,-0.7081648447006296,-0.6128268084532749,0.488072531070857,-0.47022831807991733,0.39062311984829107,-0.2685881724067932,0.04376152494429482,-0.007093269853006278,-0.08768720449981499,-0.08405188718816455,0.26156052576387123,-0.33136572156466443,0.34079339822097093,0.0029286053756232312,0.1908036322767909,-0.1285491317814773,0.011288087347839643,-0.19857672361299256,0.10421497125819806,-0.11658145186183556
CPI-L,-0.1154127100073046,-1.8899360039995114,-0.23392826499351133,0.1867253349749708,-0.2783872861703319,0.34511324397286103,-0.3182599424350826,0.014318495423937544,0.4639543590734133,-0.5532724376036005,-0.500728746160756,-0.03437113539293931,0.03739487601472496,0.22638001342161593,-0.33099319592808335,0.20538753672150598,0.19694569151754115,-0.2644584451477348,-0.13738037617027946,0.07670680792302798,-0.1609884662904646,-0.09950613989214413
KWG-L,-0.2424242424242424,-6.833185676517468,4.535500350946135,-0.8418636500710807,1.49052020198898,-0.40983719718641415,-1.364546281477309,-1.3497451297216905,0.8932462662952639,0.4737380719975574,-0.26760856856550935,0.11899016203659582,-0.05988951700208723,-0.15377903537280502,0.1487290188479555,-0.1080039289576581,-0.04771222089038716,-0.32931314701285375,0.2993412328446892,0.11938378304224095,-0.16845731362018349,-0.027343207773921286
BKIRx-L,-0.1284046692607003,2.463247798637207,-9.164948688247568,-2.232429314204217,-2.3020494301724024,5.221554965187688,3.5327293482543665,0.004850664875603463,0.43205417231494053,1.463684815165287,1.2441938554477772,-0.16152133161548876,-1.317413342863083,-2.1697442118144674,-1.3346092333170385,2.5349331959149826,1.854431368305343,0.14879502940899894,0.34834897523609354,0.4785991991304277,-0.5142774837234572,0.33148986981137835
LLOY-L,-0.2344098824229795,-4.125066938980192,0.3947154318866212,-1.9752394362685273,1.4009867051168121,1.5193743363843906,-0.1687507381934146,-0.7295091125820633,0.3109855002536884,-0.18215466663619279,0.13302244328871327,-0.20648212102331343,-0.030771518203066634,-0.0006921163124636956,-0.14344612566687234,0.19779767081589816,0.27087273223735253,0.2620915775796032,-0.3397604260921783,0.09064681351212087,-0.3755031839479302,-0.08243255503211366
HSX-L,-0.0305741983594332,-0.1811279824411667,-0.45538839328974007,0.01899865673928794,-0.49657202741089124,-0.6262184795397959,-0.160192792756967,0.7435018995085866,0.4895791370377904,-0.4093074886104082,0.13883866418200017,0.21404332506434268,-0.20799451067566962,0.25840291017162537,0.11669417509025638,0.15820813226773586,-0.24018541058432705,-0.06232821645494155,-0.11374249977963609,0.0014515206864528117,0.07404904636212743,-0.010677103862820161
LIO-L,-0.1608695652173912,0.9348760454734808,-5.447774009059527,-1.453232830403428,1.1715229707910513,1.4699609381855054,0.33815246527353743,-0.43270621078724253,-0.3585351917984805,-0.5221674054617461,-0.8877480768849947,-0.033840247612670904,-0.7625826296086506,-0.311150488388274,0.5476811793923839,-1.033954876462142,-0.20302291473634448,-0.43370443954555254,0.3355802698171561,-0.6022709452384928,-0.6047284383421281,0.63506465863534
OXB-L,-0.2767295597484277,-4.485948142335586,0.48051178580495585,-2.411942769204218,2.155169290125702,-1.4493798649416887,-2.256250146383407,-1.4265908954147806,1.346748365617764,1.7903717817691376,-0.1374522657877696,-0.5350999349447562,0.08542880562353802,0.05286078397432509,-0.021686980348449247,-0.2246193856354415,-0.05524942044103873,-0.08621513229376254,0.4465278347046615,0.36190365011391074,-0.24162382679289307,-0.22824467841759752
COA-L,0.0212765957446807,-4.112934284001472,2.238219413057108,0.8419012078769111,-0.29059584550566414,-0.6187257884586038,0.6131989426175808,-0.1121258609896665,-0.31133120278578813,-0.3972425083942202,-0.09165186900249009,0.17463783502125746,-0.1229591075327935,-0.16526377214849783,0.09222192795275336,-0.1247593770358613,0.09126729814440673,0.09458042522788211,0.03146511710252622,-0.03402539564146845,0.1235869171387565,0.029320922047412882
SOM-L,0.0405405405405405,0.4022414771108452,-5.222154034344662,-5.137391734776418,3.6915304090977292,-1.2910484250447112,1.5104139706996238,-0.4559380907730922,-0.825999455304677,-0.31153582137193236,0.4229291047361748,0.7246705631421102,0.6183871017238162,-0.1725270283498887,0.5410969749975874,0.08529087341614214,-0.25587943304613303,-0.5386447783779531,0.25977185986273293,0.22206768282579706,0.2140921105641064,-0.24483922437065775
BPM-L,0.0055865921787709,-1.6608755787857787,-0.10493289510453409,0.6324443861187369,-0.57376025111106,-0.20015645197204493,0.7415976228938221,-0.03950651077938106,-0.1863389395747597,0.044427519540765195,-0.0431627862390371,0.015966770766049028,0.046480044999285666,0.0718942446258737,0.14213113960139814,0.05854344845570722,0.03246759591497426,0.11403352383390243,-0.03101476041117613,-0.05449510721604379,-0.10108122854739157,0.08262290410431254
