Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
NTOG-L,-0.1724137931034483,-10.104950370439813,-3.6260172188233595,1.6890266150262259,-1.7632637366041242,-0.32895463292304716,-1.040628410729738,0.1982116882120968,-0.060804320461791996,-0.03625147403927328,0.5770293878230954,-0.06935638802490117,0.0669165603151551,0.6479345122158091,-0.8099905481197593,-0.24665153308135065,-0.12441511094882399,-0.504183747357012,-0.2511375074685709,-0.612991092190053,-0.21146120248288672,-0.12329938656671025,0.11356669122649538
SWGS-L,1.2000000000000002,-3.578537517035073,2.4802782514380906,0.4293255896269475,-0.02991730581901676,-1.9574964401695065,6.3748786909648985,0.09696034974467475,-1.1137239755607344,0.46787963657004544,0.13044206851862097,-0.4886715613916433,0.44814959826071343,0.4203483164772726,0.16710826570940937,-0.17204093923740651,-0.05834889507566512,-0.036817586817295356,0.15079931487283932,0.39976060736549235,-0.44408522754830815,-0.05530960213957462,0.08263213305037057
ANEA-L,0.0464304884594739,-3.6443441952584212,-0.27016978432719563,0.36323701796947666,0.6815826321477763,0.5507139676844048,0.25352589226388517,0.5172434234002393,-0.21830168317244988,0.027591144371313072,0.11607829556994913,-0.09844344906116048,0.021353155747881214,0.05893305461844808,0.037519964691305384,0.07502733963935915,-0.34129121265579854,-0.07736318488232723,-0.06666211494851268,-0.011169593913440306,0.07718502091217579,-0.13245374149211506,-0.11799456819606674
GWMO-L,-0.0574712643678161,-4.960034225576652,2.2688857903043482,0.25244806648917134,-0.12401179985363783,-0.32873718742833524,-0.4409099114703903,-0.1338287735853455,0.7603102047104651,-0.5167822046585777,-0.04002365268995286,-0.05488251883858231,0.464323520265001,-0.7104008921106255,0.12464745668726218,0.09144263380455808,0.07701681712019853,-0.33490760084945564,0.14384253774095382,0.11671432461242606,0.23599322671459966,-0.020478697249013272,0.23202255615868056
CPI-L,-0.3527131782945736,-1.3716587909611302,-1.1636287872681546,-0.09179883517329174,0.5086284336304785,0.7822942508262206,-2.022537760697624,-0.09285292386502589,0.3072215825630489,0.016353383222541724,-0.06088349267810248,0.01103404378474599,-0.10808922389384523,0.014526663847195514,0.008446952455328446,0.07111000200978232,-0.030276733510034296,0.035566262430852695,-0.01468440714895116,0.1349728137158986,0.14684206332304467,0.053942795579243155,-0.026879589830165633
KWG-L,0.0097087378640776,-4.70101089832983,-1.8858958447205911,-0.05589384403887101,0.29257640184049116,-0.15564240473386778,-0.14154815918075642,-0.05842997417472577,-0.019734570272877602,-0.2870252675116564,-0.21864738439844203,-0.26986658889837156,-0.044028575797579024,0.3118802134402346,0.1140710169695216,0.10068587725443853,0.08945658377830683,-0.09168106705129074,-0.1259024379822622,0.1302447226116534,-0.2788104530139566,-0.06236481196795017,-0.04419994030622265
BKIRx-L,0.0181112548512289,0.6674854539161612,-1.1636872467237112,-0.2047141062873584,-0.14059566462401596,-0.4174429381632501,-0.17256556690360136,0.12942733614012486,0.10077528220415108,-0.098553058181636,0.025748861868540827,-0.34091974235908223,-0.08735951478604953,0.035544717393460976,0.01202018998721992,-0.1041137761446748,0.050658380760852585,0.058836552662703684,0.09583877525026398,-0.03646583903106297,-0.12075733297196058,-0.1757960572388774,-0.10321882817455864
LLOY-L,-0.0977902374670184,-2.549731082276603,-1.5076403211059035,-0.31591173356540975,0.5093396435263753,0.5834354332483412,-0.6181544191726142,-0.1080879053824866,-0.619966654673287,0.42696327951969737,0.009331938143388101,0.25755164598376573,-0.06099601235582861,-0.12115300596401002,0.03746486288325264,0.18304525788801926,-0.08042171576293486,0.19455478668720438,0.25130524205229693,0.1405615933939553,0.007475389326395795,0.11442280126932396,0.12065361931438369
EDENE-L,-0.0315789473684211,0.5277482673266385,-0.3076217874389752,1.7148649427533644,2.8255855828876704,1.433249288128846,0.2635114541760747,-0.45884911476100265,0.9144525218845315,0.2438869054519416,0.2794183414200927,0.8723391592324873,1.819573355466279,-0.2826723672770848,0.6813274585601214,0.1753478534122186,-0.1688391661190069,-0.03760236668010003,-0.672638095878864,-0.7184003759147476,-0.30736615607894746,-0.2333846542390023,0.6018045115797003
HSX-L,0.0123927550047664,3.3315785833408373,-0.8331609235817665,0.3832395352396122,-0.15610386460214495,-0.03889707332695922,-0.0728583383512233,-0.5786931912163708,0.2016186289782549,-0.4540375898388522,0.03452692088077607,0.05273502650977311,-0.2573775492709624,0.17985923646473542,-0.2391165142505284,-0.08238688531393823,0.149167141958917,0.1790354522643247,0.03976333314380679,0.16437658519733922,0.1759047095031259,0.03649348755494848,-0.06916729282647947
