Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
ANEA-L,-0.0491803278688525,-0.38759689618465265,-1.9921184131755745,1.1048429077757778,1.014366535187039,-0.1478319122521845,-1.2942978891704293,-0.22792349553419278,-0.18365282140594036,-0.4438443843984867,0.5405308377475847,-0.03541151161461829,-0.2575921503767886,0.15009135162844883,0.03401379892974486,0.38027715080121116,0.33497523223368664
COA-L,0.0678733031674203,3.9435984822363936,-1.250900463755238,-0.10019674288596142,-0.515259398450744,-1.1992210452344454,0.9961201275728921,-0.2023040123689827,0.7986370904224266,0.13726944063220492,0.3136481211603652,-0.1570302050994265,-0.28759234671582545,0.20495961425739012,-0.26284129609806156,0.23851796416741383,0.25354412002796356
HVT-L,0.0,11.036577655952975,-3.535860732840341,0.8235874338354574,-0.5217717898048843,-0.40766906790444607,0.3221874733106008,-1.0287082698719694,-1.1566721244277522,0.09300605889979217,-0.986403656130952,-0.4010929220185292,-0.937421448111026,0.33369533307254934,-0.23737524386413775,0.2523488960129803,-0.5855084350831321
SMDS-L,0.05,-2.0727194563154976,1.1831571396164238,-0.46491777715431526,-0.07560298551629127,-0.6876052622161929,0.7574656342596358,-0.7373611070010314,-0.11427199102359596,0.39519120440068506,0.21514931263673723,-0.011129765829492013,-0.12236306706962116,-0.09289082181419384,0.07841206089578018,0.2319628485424315,0.4237200666452173
ANTO-L,-0.0833333333333334,3.9799273083299163,-7.27012212347193,-1.7847857350711747,1.1063227544571068,-1.8893915764830547,0.968467801326588,0.6598055800974847,0.3043796577794062,-0.25193447264671576,-0.05803693875051543,1.0556574082474186,-0.16314530815732334,0.2894825993320762,-0.2645191332543789,0.31749926659596167,0.43601750444288434
GRG-L,-0.0116279069767442,2.740454437073086,1.0175420240927002,0.7072131210946989,0.4946545747366372,-0.19101468080800732,0.42603812078197106,-0.2699273601779405,-0.27970944173487317,0.3113795596987593,-0.6686481941695838,0.09682708522847092,-0.11418663314032872,0.27422901386020165,-0.3167179256682228,-0.09538155362078855,0.15055794139286555
DLAR-L,0.0441176470588235,-2.1442329049632756,4.494421485498652,1.4506582903387473,-0.09770182110415003,-0.16804891736460129,-0.4735288368720182,-0.37405303320056166,0.21049559271903753,0.02928073147045403,1.845053432671934,0.06260387168500428,-0.3495401315691683,0.09028880370419373,-0.08100601590529712,0.7326933641513372,-0.16009206470929982
GLEG-L,0.0082918739635158,2.792042770437078,-2.016205111339851,0.4003117330621599,-0.8260251621524166,-0.11773072767804134,0.12868350675763504,1.05884623469786,0.30218747566368803,-0.6626107634932401,0.042412656392606427,-1.0392838070067814,-0.05371566817736705,-0.3567630382908077,-0.2163426711427636,0.013081615661145794,-0.21612577598886945
EDIN-L,0.0398936170212764,3.1800094080278787,-0.10142520922666914,-1.8401903852387043,-0.6611233013099483,0.624349592238955,-0.1980629687638532,0.2846555140943451,-0.017383603350835775,-0.07123610044826172,0.21338530259953226,-0.07487769186945044,-0.04338580862144395,-0.2207223261382899,0.294773786447288,0.029463367752205444,0.056356067192225995
HBR-L,-0.1125000000000001,9.734738131433934,-5.85200344395086,0.7143258437055975,1.6099448579269695,0.10966494437951547,0.1370468293479159,-1.0469222224084784,1.0869772592505362,-0.8454677787305981,-0.1552812052686159,-0.4987066689566157,-0.26325001364119077,0.6602332000802978,1.3205384039301198,-0.2773393254250027,-0.19239970589111186
