Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
ANEA-L,-0.074074074074074,-7.335158163525514,3.787688235948564,-0.37921899823741917,0.007523374499641431,1.1891324577871012,-0.8356680411206474,-0.8298218989238975,0.7106532982527061,-0.4029093420348065,0.1286615441406817,0.0439659569281298,-0.41256063416442373,0.11839835221409671,-0.142886783877863
CPI-L,0.2035040431266848,27.88742384737519,5.014483447070679,0.5174367779082081,0.650694012178341,-1.3061189381712106,0.10040704709617927,2.7310279208098756,2.1720812072932096,0.33567558884902193,-1.0842400054703691,-0.21617575578995574,-0.7819746866829258,-0.029148019396357597,-0.21525176612035912
LLOY-L,0.0575620767494355,16.41563565107689,0.01225756982487135,-0.933578447485084,0.30376283263250825,0.48481563022152924,-2.1737020964662372,-0.24198873623191,-0.9244532096705553,-0.5553475062108542,-0.9189238995954924,-0.3790576559304624,-0.2518225535888026,0.563318081924318,-0.07778651152378326
COA-L,-0.1451612903225809,-5.608102424685576,-1.7515776401299927,1.7253458508295625,-1.244943121171102,0.9481207035694597,0.0402180638270608,-1.2283607466727526,0.6309951550315611,0.8576527139933346,-0.2647812989576309,-0.2773470402627329,-0.41540761424502703,0.16547217723202287,0.3560708126394404
HVT-L,0.0,9.106551986836157,4.331575225142504,-0.7536168493201739,1.02830321820463,2.2388220175453406,3.114579736087242,-1.5604558145558551,-1.878981601289121,-0.1607680993675041,0.1814933226155948,-0.36306312902414445,-1.2410484736709024,0.14657580769217174,0.19190903048566604
JMG-L,0.0646551724137929,-4.518666127621187,0.6573875605338253,-0.6977605422637823,0.8043294891284696,0.12241580544296435,-0.9380585190903218,0.382081697259096,-0.45042400204716043,0.05624707440490765,-0.08387377406265142,0.030144573306172685,0.41415419264878545,0.21169116052400902,0.06612415513982721
SMDS-L,0.1656976744186042,-6.890906793246277,2.645467575763979,-0.520380196600527,-0.8898693402323514,-1.4509987280526606,0.43602386566118245,-0.514271696067679,-0.08202306547349872,-0.03579405882110374,-0.35839964632495697,-0.33897528211668204,0.15446209109359174,-0.25302129913390203,0.3628952856302445
NWB_pa-L,0.030252100840336,1.3104796691112996,-2.265540859353547,-0.17560026734054862,-0.4489867020166394,-0.12063070990173658,-0.06540986860876984,0.11282875169305097,-0.10821445773219239,-0.052129560483699953,0.17598706306576692,0.30337262845473745,-0.21443804223261587,-0.19532468767045805,-0.13542761046485888
ANTO-L,-0.0283464566929134,-3.6535975248275006,2.3610367416109455,-1.1609609683493214,0.04787295373390681,0.9394920920271231,-0.7291934284814025,0.02250432669350608,0.09537430852735297,-0.1654082265888923,0.05249027950659727,-0.17871341644111619,0.11430327994933709,0.1048634173244795,-0.251145840136184
GRG-L,0.0,4.524784427384844,0.12175767157071561,-0.6312306495099862,-1.0659836328839363,0.2821243752656965,-0.9538920333564993,-0.6716399883511573,0.011526699204324722,-0.3846977772906543,1.2673248129383825,-0.2877675106651538,0.1716580394228872,-0.22571925972984258,-0.24566729367131449
DLAR-L,-0.2326530612244899,-7.574415183169692,0.8669844536768344,0.7251867747741161,-1.356075640782655,1.9003320168923683,0.32347888705702404,0.2223672636680202,0.8035835044814682,-0.8427229909788605,0.015503035282122189,-0.38551403971905357,-0.02885268015360812,-0.48232162197393774,0.19730087596129453
GLEG-L,0.0098522167487684,-0.20749512846201856,-0.884661040950869,-0.6185029645283391,-0.3731794187800546,0.26794196005595683,0.5812218896937772,0.04514020544101952,0.20614085623375805,-0.11678133421970334,0.4890198399673545,0.022322520559612237,-0.279409950244096,-0.21898137636058795,-0.3550141050913346
EDIN-L,0.0612021857923497,2.055731267847938,-1.8477472509653075,-0.05325482911606146,0.13410904760733547,-0.1932850239092173,-0.3430043815857934,-0.008686625541707146,-0.2201433070470457,-0.028932732040903096,-0.034769611446510695,0.05212893472094385,0.08245574960475083,0.11893859360645374,0.09884690961801608
