Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
NTOG-L,-0.3619047619047618,-8.46208316486341,-1.1901110160430939,0.8382115867988242,-0.5131299588908196,-2.9377153217459284,-0.6368301270394396,0.059033515737120096,-2.048210027371446,1.1132755130401877,-1.126142979443688,-0.812523863164454,-0.7329975787032653,-2.2937549610800834,-0.0869107436492628,-0.4824242149882956,0.3839724021381403,-0.37478768185436634,-0.1821922994480652,0.19250132582525067,-0.09879848002082212,0.2166326320575246,-0.10481606954864776
SWGS-L,0.1111111111111113,-4.225604488796772,2.1501072106698045,0.21833251341274773,0.0721792894898071,0.7189929521768913,-0.1616127573246214,0.4329285974604321,-0.11963460676580844,0.5683926077551986,-0.7520756779480842,-0.475097210105067,-0.00727155991568602,0.4327485800312439,-0.22800236585478284,0.0020750013467899855,-0.3990058136542507,0.03847462075306132,-0.07274943922206852,-0.13874795570250115,-0.19464277435329763,0.29841804503316816,-0.19004000771138693
ANEA-L,0.0121951219512195,-4.273108606674491,-0.8576703119507416,1.0448957092435054,0.43438358075385325,-0.10413585398632214,-0.42119674116225697,0.033587687920540066,-0.16896625418156772,0.06480497726791111,-0.14652062689913914,0.054406595637982565,-0.0873294880211639,-0.1617834351026098,0.1254077768768787,0.31069762222098096,0.010578652645594586,-0.047099935985466024,0.04158846250164861,-0.10128662908759699,0.04965296076869628,0.0539333101128868,-0.014297992208968368
GWMO-L,0.2933333333333332,-5.861786632973595,1.5258021943506754,0.29607179303613956,-0.1036570247988911,1.4804758386338648,-0.22344528378491513,-0.5382797663767444,0.3494043525637519,-0.4068548553586216,0.06765031322643762,-0.1118199713526926,0.2569849026596837,-0.25394046163308165,-0.030723159635354477,-0.23322270476789303,-0.18994016725309565,0.05700691821523137,0.13813642312252283,0.37699599823388685,0.13470894011119583,-0.144034324117303,0.34725673381054367
CPI-L,-0.0031578947368421,-1.3945869533134803,-1.4298805265047811,0.312368807868364,-0.09542742091308694,-0.3481389392541817,0.2236926083554203,-0.09691094434849738,0.10382182117529119,-0.2104527652746792,0.0915074209308904,0.17878173700076505,-0.05790327862316273,0.1164955909866722,0.12986173461467368,0.1848818750207289,-0.05909660751801741,0.1925591658934639,0.10287625009696658,-0.07902458883086154,0.0735797196296938,0.02883713516439374,-0.030578654518053448
KWG-L,-0.0288461538461538,-4.014629303058738,-2.0628212524103104,0.1722806517443538,-0.41999300945218154,-0.5317626835626723,0.3159663767385998,0.011541269801569219,-0.3883562003802905,-0.4183450907980746,0.08701391110982715,-0.04055940619808617,-0.43001732684477195,-0.044229979227175184,0.09557935036600489,-0.050738119154887615,-0.1123813587289023,0.15065136423717862,-0.33177729005614537,0.027181911101916378,-0.1386402831612076,-0.07567878550041512,0.004324065960835699
BKIRx-L,0.0131926121372032,1.6777491801927031,-0.9836771479801365,-0.506943099417424,-0.4428949014955923,-0.2246663068535153,0.09900949726290549,0.07975737535785003,-0.2674265845826487,-0.3885561763768262,-0.21238163657886594,0.16884964670265717,-0.11134297892274758,0.07917022265803005,-0.20046692635296862,-0.04723318712122574,-0.10394248452734949,-0.271743727470881,-0.3801620526634971,-0.012553237262857675,0.0763864298466199,-0.12056688772078487,0.10375057774022557
LLOY-L,-0.0202391904323827,-2.696834650252049,-2.334558805205763,0.24406931735031356,0.44222579053333105,0.023226044164057207,0.44277621372935616,0.9241576191672761,0.11789262493901231,0.11355370603388873,0.06963441756055995,0.0013256913285885977,0.12478716352269009,0.4398502920420109,0.05426428899598701,0.057201658437618666,-0.12272311436870817,-0.09295093354706227,-0.2290090533031927,0.27379272152554107,0.043074275253159267,0.007400495559430371,-0.04199494059867745
EDENE-L,0.4098360655737705,-3.47233340834404,-2.3596322475474425,2.9772607613463147,0.6601954412099731,2.202476336250795,0.18991953207294313,-1.0144219552158584,0.9646369896161189,0.4322972175053818,-0.35621634574757866,-0.7432020420563802,-0.4592339418954856,-0.5447639756051351,0.13423711011941167,-0.3831870607068767,0.4642628458817645,-0.18104207090640995,-0.21019060124764066,0.06259245010105305,-0.16171495292361138,0.21416748956676004,0.3673360705103367
HSX-L,0.0144092219020173,4.661111248265555,-0.04364735434303848,-0.0923158869251019,-0.39051341714266063,-0.4881588101525539,0.7379049072073266,-0.6624123714911115,-0.3417317975520969,0.06205421171187575,0.34220989192713136,0.10072142796215904,0.17028000982463268,0.2258440971445855,-0.037264105676409705,0.09234876050357142,0.011248986404444312,0.11531028478283753,0.09604456072797207,-0.03121850469021604,0.12775563863426603,-0.0320128123824505,-0.093939409704359
LIO-L,0.1272727272727272,2.3314411697072215,-1.9662174709210596,-1.3059317484098203,-0.6194956993723845,0.46716782420632996,1.8613599551938862,0.1675115188354079,-0.1941556604152409,0.01157833684305227,0.07207625046188865,-0.24942370017344997,-0.25586652312265384,-0.32422024957953366,-0.15811946460777598,-0.2540850637511996,0.3021415207883672,0.008857628025004846,-0.0964628432852082,-0.21944902575938074,-0.04297752511615564,0.06367426739700953,-0.020006700334635058
OXB-L,-0.0744920993227991,3.334674168536633,-6.143153720209642,0.8455243465267391,-2.5478756719026894,-0.3622616301185885,-2.678769445426622,0.4567391813900591,0.8083625265684565,0.40951269370416044,-0.4561461607418062,0.4386538437465392,0.9011630085794187,-0.007179739228066367,0.007227941206632181,-0.5308441710920175,-0.32132923163371807,-0.3444963465716142,-0.6418739169683978,-0.6124290175041756,-0.6458955364802024,0.07421421543786065,0.3393145398195179
COA-L,0.1069767441860465,-0.7294705871105345,0.7991592646990119,0.1328193334704746,0.9371056522888919,0.3340711172735332,-0.12777183372436426,-0.19086098858414835,0.3319680048410163,0.02742521340365148,-0.3799183370143899,0.1248415928790289,-0.18256722986189816,-0.20856322937629676,-0.17587070323734377,0.38029474164391025,-0.1706562951808593,-0.018148746263273077,-0.23848503086682468,0.4319819172837388,-0.09732331792208528,-0.13669157134609763,-0.13844706874415325
SOM-L,0.0601265822784811,9.662376986313069,-5.7415074157053825,-6.020921076108739,0.12520958153667497,0.33033296133075696,4.41759395123156,1.6695204506154302,-0.949201791107422,-0.1066041505654702,-0.9019820902577892,-0.7542686117526269,-0.39757726375384156,0.024135458660767686,-0.2820549472162011,-0.35061499383582506,-0.34994334076651534,-0.1936932453034291,-0.7152512380881476,-0.47591143892146487,-0.5628519192119849,-0.18869681242353384,0.3308523922920528
BPM-L,0.1968750000000001,1.8292169664045543,0.42812467536077964,-0.21859787067963768,0.23119824458958324,0.853834426202834,0.5844640103012431,-0.34866169468731406,-0.26088202996261894,-0.2456993474524195,0.09801507851213358,0.1040914162680441,-0.22356042431565368,0.04468638501534208,0.0336103035752428,-0.1513778435923206,-0.07338858533223205,-0.042544664971770396,-0.2566916969100688,0.06705167821549378,0.05945236825602944,-0.15358660378225597,-0.06595314192670472
CYAN-L,0.0,-3.4667283779565787,1.872109807064084,0.8268391079732307,-0.22392847558730314,0.5327215662324618,-1.0536542936176214,2.4886027114893015,0.409657853710953,-0.5299677121988345,0.4869157427926618,0.25087602072306237,-1.0654071272576446,-0.2986359565601033,0.6241933331792908,-0.8708869902067575,0.18086947578049947,0.24717924092864813,-0.18160323832440053,0.6148014229924837,-0.15535258236099125,-0.34451836519426954,0.016547852416244565
HVT-L,0.0,2.334609814166027,-0.4376210692582985,1.0331264197226921,-0.9325838422902996,-0.30952208783079344,-0.3687637496428186,-0.15818697473357013,-0.13162276839740114,-0.015803110935652658,-0.08823458995279178,0.32864919644540946,0.2627721599045312,-0.0799769918663858,-0.1775905363975932,-0.10064580773300821,-0.12330129722334528,0.0176002124559209,0.11031594872114202,0.06934393317222969,0.045823882763726516,-0.0466820878828925,0.03965063493670419
KEFI-L,0.1067961165048543,-6.050994629197589,3.3253761183848587,-1.621406789305943,-1.2593083901981217,1.1079688653865551,-0.1880886240510827,1.8819032842862828,1.051971338781388,0.4150321678729725,-0.125041651371003,0.27630645493938266,0.29891519066108685,0.09878591129368408,-0.1293642145822166,-0.24106754434359523,0.17707551856592027,0.3684023594218632,-0.11345227296282238,-0.41476318195617085,0.5461523773271256,-0.11922697597318883,0.23504124473744262
JMG-L,0.0643910007757952,1.2536780542732076,1.8200118866227886,-0.2072468384310221,-0.9590075242808147,-0.07147694996589492,-0.09938165471426211,-0.40986793071473626,-0.6819610238116594,-0.2477887215765256,0.031092124037804654,0.015755457435797045,-0.1618210940262815,0.0734057782551999,0.17417982721774536,0.015262959225956888,-0.04918838986089306,-0.13026876595375442,-0.12636830759059664,-0.09778950305078997,0.026714949446029628,0.06330340022389863,-0.09865231831986251
MUL-L,0.051219512195122,1.4822205646255286,1.8351065213883242,1.6565058630114964,-0.22298719231190942,0.036785691556401136,-0.3032272847644238,-0.1844833638396856,-0.20017606062322438,-0.0021072663331427,0.19700009575162752,-0.10640434124164487,0.09139624589617101,0.26814790033287517,0.17654152406945253,-0.17548447440236511,-0.008247564061193643,0.09437181314151928,-0.15118250906107766,-0.13202362393322695,-0.23920104217955035,-0.2704630818807751,-0.11454112652332706
CHLV-L,0.1044776119402985,7.294510453939904,1.7734498940706458,-1.6668305897255413,0.7744665233611497,0.45250141097192487,0.3111467701711737,0.6312924796635341,-0.0908960945357305,-0.7455461966918541,0.4355019985624518,-0.09547988795778385,0.04553946748439494,-0.359091454544645,-0.1833179548677079,0.0628708582339256,0.015284928354131293,-0.15693532989070444,-0.19335411544428627,0.15568401566839024,-0.2735086063283954,-0.0311367639906915,0.00893313258638619
PERE-L,-0.4,-7.1439321291363855,0.29018111307047795,0.04673147476721775,0.9989152174061203,-2.619007289411875,-0.8024984231489564,1.2793076837523798,-1.0460572329200057,0.49960769754143247,-0.2259881311787987,-0.5708919859550038,-0.2527315455532871,-0.9160076502030532,-0.22509627072095745,-0.34522414022407805,0.2246590175233849,0.0031034708691462624,-0.11982905169301745,-0.09089120189523957,-0.18503825134867313,0.18615031864141374,0.09452030783488238
