Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
APAX-L,-0.0481927710843372,-0.231924227448667,0.6452854551839471,-0.39780189243827724,-0.5105099128767118,0.024500354481979347,0.2552356569688108,-0.2018978093077525,-0.27161275567905246,-0.12380483171659033,-0.08474502333855767,0.2620316779978109,-0.007751436591938856,0.4002999892428053,0.03753936421559492,0.2961929189024073,0.017996392696817014,-0.04228188518590085,-0.20933077992987661,-0.04997754256346589,0.005404141055042449,-0.022777402505233784,0.10033503700471709,0.14478031100907585,0.024202533839197293,0.012178822355066255,0.03835360797836623
GWI-L,-0.0107526881720431,-2.5023510393526083,-1.077091279928547,-0.520273122315102,-0.14485804261018892,0.0005892327980419407,0.1916786184896031,-0.5512171939774243,0.25452409745832466,0.17599725463396054,-0.023615871576228627,-0.09196269429403268,-0.09505687977795468,0.11453768606666685,-0.09741060576341048,-0.14619734543050517,-0.062466129389584776,-0.07051647001807292,0.10014222637345958,-0.04417600474375658,0.1194367826857831,-0.08307066443058098,-0.19966322634789604,-0.10860760189253418,0.09871319683138738,-0.11120738198018534,0.045050542600143496
LIO-L,-0.1635514018691588,-1.3341600913398992,3.9079606050405307,0.12863666409776295,-1.1888300720867038,0.5183942407534672,-0.31747817239864545,0.8537435127496317,-0.1719927242222332,-0.48735405870330023,0.2448553452859318,-0.009349137080542098,0.21295215185706282,0.16664339691653554,0.009989588882360118,0.14978789561430214,0.22703150267706404,-0.12981051835288748,0.06163205896476143,-0.1473607914204583,-0.15368893878652787,0.03377571307763418,0.05351225108454187,-0.05886994971983762,0.029067032672939537,0.08027422099293138,-0.11059314288214772
ARIX-L,-0.0266666666666666,-2.080761542293792,0.25578236383189823,0.8396264501669921,1.002870987925109,0.002942165418049805,0.26834514054846403,-0.9187083082867438,0.16903820545623766,0.36340065453669473,-0.11214123098811571,0.03968548538853835,0.17984061932856493,0.183086822871157,-0.24599116674977917,-0.3221580411436297,-0.33400979248985924,0.08260884828965187,0.21373121090950092,0.3388381967949983,-0.11023761358126774,0.01811971501558182,0.09790215837249806,-0.08157237755809832,0.1715327893275611,-0.05330188178602351,0.030379826113999118
DSM-L,-0.0544629349470497,-0.9797430842458307,-0.7221030732795058,0.2949378328342314,-0.2168673983009886,-0.01963527340927187,0.08347414718312658,-0.1670665785270993,0.21682581191964986,0.11726936256839235,0.12489177555946836,0.02340543889872435,-0.19436412790834248,-0.25949385420754,-0.1685356401238737,-0.1009573448645713,0.04719499201526997,0.2429960051956977,0.3477979288643194,-0.04598718483857346,0.09667241037888118,-0.0051622965986457495,-0.004459416811433396,-0.011081546546197446,-0.08115426955216716,0.00038133368723771365,0.04053196669563223
OXB-L,-0.0499490316004077,-4.904518833509065,3.130022203138726,1.884984860352652,-0.9120706671293477,-0.007381059466801645,0.5468724292842397,0.3295690895444003,0.2592194445758054,-0.24044208752137705,0.0395868805580908,-0.05538723202413894,0.0839868459197768,0.16999350603722158,0.027105911301695103,0.06282413715029397,-0.09993590611180053,0.10909668145183192,0.14947953600184735,0.011953952678619838,0.03397782073650937,0.0087326875637157,-0.1458448540521155,0.015743091231551216,0.0520887412745257,0.09629894984686613,-0.02932470699851965
COA-L,-0.0715350223546944,-0.5796757307370113,-1.5794607358082637,-0.4137503023474894,-0.1951343948102521,-0.5124453867216738,-0.07277781139857878,-0.22503017179160412,0.06942781478106069,-0.3556624959528977,0.3398442114181509,0.24905037168252747,0.4002341406995314,0.7378172526192354,0.06666052855027121,0.15054392594529573,-0.05801007470422296,-0.424277818190206,-0.3119986000135522,0.14004285054546822,0.011157123989313638,-0.039752729226961846,0.10102937844555095,-0.06563406987769059,0.0363370243109397,0.055967081449641874,-0.04137925121000514
SOM-L,-0.0126582278481012,0.9840839181524673,0.5363633354566585,1.9349664359111123,-0.898481332804192,-0.21470927573428655,0.5877737740856306,-0.18705089202593547,0.11875028132360387,0.050026420018089504,-0.25728096419895136,0.2425657941698925,0.1341356999151837,0.2659048048933528,0.17103790327211696,-0.23501788178504102,-0.31174540988618776,-0.41789245331348945,0.2156600517446867,-0.06358174666449593,0.14455702392243772,-0.062127031077643745,0.03087528102657227,0.04334937119318251,-0.09141307280439144,0.0697830399594222,0.0492235706754475
BPM-L,-0.0066006600660065,0.12976337300854388,-0.7480218929140778,-0.07130060128788246,-0.2340741369633134,0.3746732600731289,0.8145170425228309,-0.028795606414346402,-0.29087225622076407,0.005796184779558943,-0.02062492804801381,0.21122230133938724,0.13433119307867034,-0.2349462388056045,0.06759633797575167,0.05308276193214287,0.04316892067695859,-0.10798208068687122,0.0177027618476543,0.17411780389270415,0.07764325717235972,-0.09772542653062116,-0.09018098049043946,0.08103369830832567,-0.08525913619868991,0.021375466031011255,-0.18679585173638755
CYAN-L,-0.3049645390070922,17.203906806337628,-1.6280913968125263,8.74087962328244,3.814319990095153,-1.1440237203573478,2.631470917077987,2.407930395047045,-3.4738425468863348,-2.842470254942218,0.22024149374318552,2.1323138565147293,1.1135258606236869,-0.11618791250049904,-0.04924918512555342,0.5734372391590242,0.7709351141737765,-3.0562169871431455,0.517383492438443,-0.9383056752919237,1.1366360865870335,-0.012095347229553776,-0.6861896446855178,0.5017735597105348,0.23040712365646382,-0.3002220411213647,0.4628938497189888
PRTC-L,-0.0068571428571427,-3.9684859172680818,2.701602947883186,0.13795292278117963,-0.419145036591966,0.7199530624404118,0.5147361186512014,-0.44708665641453044,-0.16115251518985266,0.22033938153007648,-0.437951241266729,-0.037696246160329155,0.04564727245872743,0.27747255264762244,-0.07915143190646409,0.22240299155476817,0.094337381365706,0.03108699639567875,0.16794883781193104,-0.09869872537277943,0.012716825384299591,-0.12440148492832712,0.06538116095158333,0.14346666997182114,-0.005401910673581644,-0.02008780722162419,0.03290827721079587
SYNCS-L,0.0148883374689825,-1.5761826337208558,-1.4989144638239238,-1.8676639417813299,1.6568685709447109,0.6319110386474952,1.1943419757300369,-0.05692287549472951,-0.08823249996594522,0.02834873481387433,-0.3260678393906697,0.37681381543322506,-0.712198441571214,-0.2580957897072242,0.33358971484497085,-0.1832899406617128,0.11488195260021031,-0.08946486151259435,-0.29001542358046684,-0.031033636748867527,-0.03787729851127892,0.049695776672183105,-0.13658993688785542,-0.04908258410015519,0.1324026446510581,-0.08359416308723883,-0.1813916300662854
AA4A-L,0.0161290322580647,-1.35126932170157,-4.304531853434195,-1.4801065450592512,-0.8435807477451652,-1.0512616993895907,0.8577381031478422,-0.13083604529123388,-0.9670190499150122,0.3929907447100897,-0.004441979582165894,0.41803033886578256,-0.3182791687760753,0.1362684660994102,0.2221249281544979,-0.04212767275405149,0.05882298774006152,-0.19141456326343892,-0.21701907394770695,-0.054264654398419744,0.0932619167993759,0.24055320020879922,-0.2797788061048241,0.018947038408494446,-0.08797688495346209,-0.005744543328226744,0.09745112051059963
HVT-L,0.0,-2.6346152454587743,-1.0448090330835076,-1.0433214695627933,0.5226214395843783,-0.49257776792038704,0.5646978190351327,-0.5778865913856143,0.0012217426236657137,0.4093748639001711,-0.16148685271814014,0.044898575677390834,-0.021746210843402922,-0.13933305738663374,0.14398975097341787,-0.01220866920253788,-0.05013676540277991,0.12273571027072859,-0.11018899960604105,-0.0773330132205216,-0.07047338006955994,0.19143867342382742,0.022610386114689966,0.06623977150398548,-0.12827308095659812,-0.0649022916720254,0.06110165852303969
450-L,0.0,-3.6801396444361703,-1.775774413193566,-1.4409388948459751,0.996862255327581,-0.8324793963331123,0.3649460480238175,-0.9151062907035793,0.17773792935409155,0.5275178350532224,-0.49847076637959026,-0.33327496785270977,0.25408299598063977,-0.5124972897916074,0.06823433071249593,-0.23132122561189594,-0.4150104397465787,-0.17456321152273488,-0.1815425872467796,0.1783373425593234,-0.13943856897085133,-0.15079374732789827,0.09263137008562602,0.11699875446459047,-0.18775512377087095,-0.15797712233862876,-0.04183339339352373
KEFI-L,-0.0342897130860743,-4.9965685917379545,1.0791875880894557,0.13673321463349367,1.2433371113962852,-0.6362748744094985,-0.015171738613912371,-0.9826831239266729,1.0816893107218457,0.09238171549662325,0.2059163297610758,-0.09795306291739335,0.42421170379532563,0.027589318898124923,0.09742395347129461,0.19256424502070774,-0.2681499052680241,-0.10223049242102786,-0.035882820643380234,-0.09744719746321891,0.12010874023812287,0.31692718049450413,-0.02739088592747098,-0.07602898178761434,-0.1689736125132288,0.020362086379812735,-0.28326568590261486
AXI-L,-0.0335195530726256,-0.8165047331685239,-0.739904785435655,-0.5897558804629504,-0.3192073055086406,-0.11744855168060392,0.4689652495920073,0.047520638002015086,-0.12462392833991152,0.19108159014233142,-0.12585653618237783,-0.01879712979788026,0.03776779093932603,-0.20534163496011076,0.06075928205191764,-0.08055413265381374,-0.0037989939194509764,-0.032744693114931465,0.022808148427433686,0.029584600963254847,-0.025434588150475224,-0.014692937259672585,-0.08029505902712389,0.025571429016826245,-0.07374118619711639,-0.0592292205174252,0.07169293329916387
JMG-L,-0.0131826741996233,-1.1184739178612397,0.904995079864036,-0.48152536168555155,-0.16501276189417324,0.026481404495856474,0.4775786126983747,-0.47256858299067733,-0.11365940069972143,-0.10866661655803174,-0.17621620438758148,0.1385781459859472,0.06846561953875901,0.13083806702785272,0.018639889375112715,0.09315230879354947,0.0053933419226490685,0.0018168277848614079,-0.006532990912461722,-0.02006253789393071,0.015187318437557246,-0.005025045123498917,-0.04897549088097613,0.09867938618824683,-0.01173741910439852,0.027431339323244503,0.007708325117155354
GRCG-L,0.0,-2.4486182176739586,-0.8591012891199657,2.258195049847135,-0.3715887446545909,-0.07506609568556594,1.2620781783110941,0.5061818943775236,0.11339807707002199,-0.06592847626008465,-0.5350979865625612,-0.3531972851050175,0.6271643168744488,-0.4818362850255869,0.2287927754626105,-0.38396632590037233,-0.09742682438164724,-0.202482850924787,-0.18394145218080965,0.9084474713427985,0.002129927771539114,-0.4139273160332019,0.3411349303030247,0.06679775723460936,0.09314914844107755,0.047569060740676475,-0.0689750971970427
OTB-L,-0.2886178861788618,-4.749979880428964,1.033660755373252,1.0827596048675807,-0.15670222404869621,-0.4896085680961213,-1.603171882592536,0.41808021299617126,-0.3444543783878468,0.18468253568561407,-0.11163623556606238,-0.16496294358036256,0.022724775035038093,-0.47407503320304145,-0.02865351518742358,-0.011703797412292582,-0.1306866871747118,-0.06359195875798086,0.03097231775490774,0.28245747228799556,-0.012257832191338915,-0.20461758047773465,0.506620510943581,0.32766244979684866,-0.034772672395783674,0.01433319858769213,0.08377081119286353
HVO-L,-0.24375,7.238679158087216,9.660054912083762,-4.1101101473781405,2.305674340307798,0.9624733271910563,-0.6424079767211128,-0.18602449830276188,-1.1617242700921957,-0.8877336717290277,1.6683148034218187,-5.546769371040545,-1.710721306859974,0.2585905564758425,0.9684037262042524,-0.9039604857879469,0.8476694958346643,-0.05154166810937629,-1.52574556260706,0.41363834272095656,0.7800906100827548,0.8108361295022061,0.3337146694628084,0.45002684793819203,-0.40474416144012865,-0.0485609465477823,0.31966437275594983
SCGL-L,-0.3333333333333333,-4.988963502040827,0.7825300076053068,1.3477443530807849,2.1474088905938395,-1.041202976214214,-1.066746770631856,0.6597860453274383,-0.5775824223828939,-0.6311287389224416,-0.5056950613573898,0.05890116376137199,-0.06853020794571855,-1.4911744446240547,0.30282133533988864,-0.1051989477594214,0.2836788154322317,-0.06627450260341054,0.12832217999773612,0.010321242824641415,0.044188606672465616,0.09184461612925884,-0.23644593622521265,0.4963847434855443,0.013513582172318992,-0.19932428941979724,0.06291203601197479
PREM-L,-0.0597014925373134,22.77208985946771,-5.684156584758913,3.9268297449075815,-2.9108167507797225,4.258599545395541,-1.3524814418207964,4.906094131977081,9.170233439920118,5.6776948275952535,-0.2313843861197741,-0.15090201113187715,2.528910736987859,-1.1777334939474369,2.1850340455417596,-0.7104182481783358,-0.28002290244473294,1.306238059813115,0.42784400918696996,1.1884102351483765,-0.5029291066020071,0.6480400848771873,-0.3766288181339484,0.9813402086390427,0.6577055769053625,0.23535103702548887,1.1619549999484549
MUL-L,0.0338983050847456,0.2768628895615419,-1.7146709987760884,0.5273689118688675,-0.3813044783308816,0.4683545155664656,0.6118115258303353,-0.4172813937200078,0.49102450420452676,0.3230233415793575,0.15390368704221524,-0.18144501541514027,-0.1220480936215203,0.4641804231297163,-0.014112600000239717,-0.4802531946236201,0.3106000943683251,-0.01529318490213627,-0.014217504018261424,0.0600414373897996,0.18133173470460484,0.026867575538602518,-0.1689597067420266,-0.37033397774365123,0.16083857012567687,-0.34409007766510313,0.29268745707599125
CHLV-L,-0.0303030303030302,-2.5398844122561837,0.18132947211476982,1.2798717750514879,-0.9513991169506321,0.9340231144566068,0.7954361673896603,0.6958382560451774,0.04451131216443848,-0.08127703994196919,0.07355025325707082,-0.018006321638748733,0.20540493712895,-0.23074951256572013,-0.06934160345169049,-0.03762723616824638,-0.132962037679724,-0.05971385293968867,-0.09547625845766321,0.012088402158539952,-0.11574991087519344,-0.17263394583738031,-0.11439189977582691,-0.12924155374432394,-0.10974145918139502,0.03675734847934785,-0.02129229627133743
PERE-L,-0.1443298969072163,-3.8367451291324888,-2.133020411339304,1.310558415415915,0.08477372105197149,0.25416100894342464,-0.9406004119586698,-0.5338681454539119,0.13341104878953824,-0.3015565282949798,0.7406297880997801,0.4301408131446729,-0.5553394408662985,0.21673675177623716,-0.30660642452405384,0.08658594752531673,0.18419987705430443,0.1727856186856127,-0.17168661470944133,-0.381934265208042,0.13401228433111972,0.15465153442362947,-0.2962595440244113,-0.04026041300153008,0.048110681977505516,-0.504978042575445,0.03384908244000469
HAYD-L,-0.2272727272727274,7.432014413829377,0.5493559643737282,2.352031617228937,6.8928460420739945,-1.378975256960046,1.2907838580909363,1.9181898934658694,1.6078302316841753,1.3622549339429564,0.38630011374783896,0.1057374848994136,0.26708231095408197,-0.19519422718764787,-0.04229442210508781,1.0316957450230058,0.7438412336396207,-0.1814218044658258,-0.1177540643818235,0.6046080515248552,-0.6428451780155374,0.518533022704936,-0.8637308275269587,0.4594282111442686,0.6363919554296036,0.25111952601071785,-0.3152265950330097
MYXM-L,0.0,-1.600410035554547,-2.4965756982778164,1.727261110273412,-2.9673599104036916,-0.17638290458505915,0.575935493452055,0.8026443902989097,0.4818882612284592,-0.17135158906106354,-0.4947457827167324,0.31940604407687284,-0.05155540303649358,-0.13531041891484322,0.8101930428779968,-0.7960612641123346,1.1085478423294488,0.43534605616240896,0.2652336495150989,-0.09468226019702186,0.044819922741040706,0.022111883274594433,-0.11275205658814275,-0.02505537863889602,0.1019198110772177,-0.4312188031011908,-0.4547425033678917
SMDS-L,-0.0969656992084432,-2.3157553341660964,0.3537242073950088,0.33096535006787353,-0.04042195998444458,-0.015470897261676365,-0.16147292402162527,-0.003750250952926328,0.20459493342850477,-0.035118431280400736,0.1912315159042478,-0.17549835087693846,-0.25748930667723685,-0.016640668271808004,-0.008298613075586277,-0.27396633927583935,-0.10198429118198134,-0.026479494123926396,-0.10150585429123204,0.13628804796049968,-0.014012345390363919,-0.10359413744942403,0.05772873090895106,0.02015954867436848,0.017784674509498624,0.012731021552938584,0.027573628254744055
TEG-L,-0.1791338582677165,0.6892129591322024,-1.5726163173338126,0.08622635856196913,-0.5660448110933923,0.5402395384532788,-1.0481988975439922,0.16472723438619002,-0.3007911160610625,0.2418188196413501,0.23844609312811196,-0.001473335521699727,-0.2923476615812656,0.3597170314318708,-0.45945730392324424,-0.24323461915954947,-0.20146813454309534,-0.08633267834038376,0.25015666969358813,-0.08273225192666603,0.10224677217742956,-0.12329692511366792,0.2644905705978812,-0.004700134841911553,0.05808667109360038,-0.25258619276456074,0.012271994812231547
JD-L,-0.0364455364455363,-2.2296521658963355,2.5350102750339993,0.3356514088523726,-1.251362068194949,0.45887280952500176,0.2503037052156189,-0.26127695489806624,-0.2663049919746538,-0.35075962782529957,0.13775588193899374,0.10957310238647455,0.006323914197206215,0.3406094963197357,0.23482620583703215,0.10921239242002895,0.23825027619991168,0.01737359180051041,-0.14002366921283296,0.04206242862326847,0.21626642020597325,0.15389797994209065,0.048492066091074405,0.05917951267363988,-0.15210017234098194,0.09049703746489948,0.04607340515184517
DNA3-L,0.0476190476190476,-1.6760453720870583,-3.122536878989168,-0.9050831940287574,0.2435984532283541,-0.13650382863356825,0.604902539887298,-0.9227091073656496,0.19109726537373473,0.18799522855812487,0.3247362637467858,0.09998493168401294,0.07466135596436176,0.3792879953890905,-0.19865510337785114,-0.008703192915886263,-0.3044471626136916,-0.2231599390012051,-0.2418176086354328,-0.044826779999219316,-0.15477354945646607,0.10355759464735285,-0.0103189639521478,-0.15809416879407862,0.146704151494824,-0.04218587544525253,-0.08747620568496942
CCC-L,-0.0646964856230032,2.276585776767909,2.0078416701555875,-0.9759425929187109,-0.7363957740140598,-0.37603428332886013,0.15117416783914375,-0.11978001430132526,-0.22765829270575533,-0.0724449328625024,0.36210270788393123,-0.42820497923546824,0.30294682999805644,0.18008001741720764,0.22342111326760666,-0.0020740569884902813,0.023700309607692947,-0.19991419618915077,-0.10527248479179806,-0.1305804026248626,-0.093589245364451,0.33444217988221897,-0.050489129015402145,-0.038785504403305616,-0.15351947284189385,-0.0900920737834411,0.08832173919784421
