Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
NTOG-L,-0.4224137931034482,0.11026212678422025,-5.872328544457691,-0.394349640291078,1.095901875575638,-1.4472810860913787,-3.5719044007041143,-0.5332260814286583,-0.44083395879317006,0.3884799709254531,0.44428676014951696,-0.2719109564480464,0.3271467804692344,0.4448728186361314,-0.8003365251926818,0.36371376342125206,-0.9199672404133231,0.008456293260011488,0.2812914956533708,-0.6889242921460368,0.12235246676381724,-0.10245467180899759,-0.4446106379290804,0.5921443191642143,-0.3086104628541736,-0.40498474753398794,-0.17205819023258845
SWGS-L,0.1016949152542372,-3.3563538095057197,-1.7050363600413634,-1.5021997317490268,1.3610076937227862,-0.1693705096983809,0.7162232575726586,-1.111517996338498,2.1656890127660584,-0.5288444011908924,0.8046472094438526,-0.027292431132551136,-0.20341370012016557,0.32451021339617103,0.0734594844552937,-0.0028877819378693072,0.14834635457149925,0.11536906559468586,0.06801885249981551,-0.09725160175838232,0.19690602053520148,-0.005753074092223131,-0.2928738800509726,0.015317879307313313,-0.0938140960193016,-0.07021305085737366,0.08034363126326376
ANEA-L,-0.0769230769230768,3.795086017358622,-2.304264480365905,-1.589029991192227,0.2938799251723157,-0.5111659984171344,0.16491447086103553,0.26097109257377044,0.0855347929244641,-0.012463060732281593,0.27507390945450966,0.2519506438778236,-0.5582420809553355,-0.12490475276886802,0.021579854742987233,-0.03347112271823124,0.049754953330645925,0.262053484782437,0.20905605770334176,-0.10404714428049934,0.1057264897869205,0.22185883104903334,-0.14865105718553462,-0.06428968375510279,0.1025185695611347,-0.17616849589046527,-0.24001350907824645
GWMO-L,-0.0377358490566037,-3.0451677394644228,-1.2529343464756304,0.13970810389336472,2.0361797840372824,-0.4382676574152519,0.3250321475072923,-1.1603138619426354,-0.08161884702834805,0.42448758433703915,-0.4647479201705326,-0.5451607993367542,0.4919401580592878,-0.12033437039676968,0.15858780231736755,-0.5827562680407895,-0.23957619345236006,-0.08576477735840715,-0.24123863972465634,0.11941278787004292,-0.19576211974821783,0.04018290696328746,-0.12800689497890985,0.16512813268056245,-0.10909340114355012,0.10775937516369957,-0.09130857989354337
OSIO-L,-0.2580645161290322,-6.774227177708022,1.0675142991591653,0.5498374392873605,2.095274458818464,0.11149580843822167,-1.4229304570712642,0.26686545100924003,1.8286423035494719,-2.4549020653079894,1.6445059002174554,1.1242078325718117,-1.815819002770679,0.3370219123592549,0.4028273194400745,-0.29705890991186706,0.36792199714024826,-0.1634126947456402,-0.7023409455399475,-0.078767206329709,0.1604475076692117,-0.6777586881697545,0.20614318683447352,0.6055096233477211,-0.2215847437149562,-0.14426297885826098,0.023699031267946532
YU-L,-0.0246913580246913,2.720674738428461,0.19751347396263635,3.4569040960317134,0.013538398174320626,-0.05851787174495041,0.19758106378937504,-0.778457922747191,0.5281497298292955,0.812344430152754,-0.22362191347430224,-1.7172659624138902,-1.236186200822468,0.005434810908666644,0.14472103107630188,-0.506043809539152,-0.8395619180139576,-0.5545240203941282,0.11953549731999204,0.13778017965641776,-0.0066493682935915245,0.12962351737086975,-0.11121748339634475,0.10442051541814033,-0.6525767265500212,-0.018634882191373076,0.4112303923591429
SOHO-L,-0.0530973451327434,-1.5027401514799013,-0.35396376133777036,-0.952786701543874,0.40272237789757603,-0.2720831544035157,0.41234555790903726,0.11469997921580168,0.08122409995593871,0.1611262762381084,-0.2035108537311111,0.013953144319509362,0.21780231696191288,0.23401295976044173,0.12366119965455621,-0.020223043362057005,-0.15029199335061405,0.009387607334346175,-0.1717627753498097,-0.10011179311645922,-0.04787578198045234,-0.011030007128178428,-0.06964310900074885,-0.06684902941889662,0.007885265783945,0.05207420983138645,-0.07095542719851354
CCJI-L,-0.0826446280991735,-0.09499666090648658,-1.4038075553800053,-0.8072689628573795,-0.14901383214466302,-0.041520736837779376,0.15645450847449607,0.20859419674272023,-0.40753938465917167,0.1091494678174063,-0.03906209279545686,-0.027832374433658706,0.025258927063888034,0.23517986852134176,0.05495157868285178,0.11381812463552592,0.05582935061320577,0.12659264385106295,0.09709691946455369,0.01197848086221967,-0.007067679142037694,0.0299533856348181,0.01134223974866256,0.07162918375552967,-0.019983628903206898,0.02200245880497235,-0.030282899395254068
GYM-L,-0.095813953488372,-1.2382977497944432,-0.6668121754367984,0.2837135671168532,0.6782266345971165,1.5749259229466046,-0.03906823256529936,0.05280888112215939,-0.11898473472834979,0.34971684822055565,0.2746540417865338,-0.09710379324560792,-0.42919065610512513,0.09993708477673954,-0.2224421792625651,-0.13495147351392384,-0.009267548873765888,-0.21156373898937175,0.18068472308413364,0.055844283467276365,0.07621682480542069,-0.2964401037154158,0.1878282209061189,-0.048952551488204175,0.11967023774233189,0.05302534494270406,-0.04805670753638754
CPI-L,0.0364372469635627,-5.344853251111644,-0.21840764093747056,0.4544523596191792,0.39123029025705724,1.5622216657963637,1.0507716019554478,-0.060182256149831,0.2972526705022029,-0.08168574737252422,0.31036344005410466,0.27828621491494016,-0.8879832850618011,-0.4347180616595243,-0.2434993577055064,0.1576510262815683,0.040753347961392135,0.1610349355082301,0.35548896293738635,-0.011787381287003884,0.3489530406132586,0.08572951882832451,0.21480692993751,0.11575087517825301,0.1211692214942928,0.01975653607350244,0.2663809268383852
KWG-L,-0.0692307692307692,2.8631782231906624,2.071901695857808,-1.929473857912913,-0.3620515994950563,-1.1008461812664996,0.6639036656401313,1.2414087445357973,0.41247416241105433,1.4333256804630148,1.0472149369639687,0.044431613905476536,0.2689180244113062,-0.1554653645052725,-0.9796814445426043,0.26263213801067803,0.1228200467702397,0.18653857718794378,-0.15820582147485354,-0.48443797474925887,0.26359449252600053,0.298965280178253,-0.0024098615699206785,-0.23604790841761497,-0.2049231339974305,0.5703748849905926,-0.2670369511905029
INOV-L,-0.0912951167728238,-3.8782487649510013,-0.3238429816987758,0.9789518112764745,0.12872628516092077,-0.05764540382635706,0.18841011651870404,0.207653385335712,-0.02708545090133364,-0.11941891549760446,-0.13244382297680288,0.2753399799335448,-0.31461755477677095,-0.26139830287440596,0.056505451788773135,0.12249021673533828,-0.04359023548916104,0.2881610334325327,0.13070088938889257,-0.0154297294350819,0.0045994055728949546,0.07505555279934682,-0.0844620568410097,0.14591001081568603,-0.0412119235613845,0.05649199357226795,0.16756535532729946
BKIRx-L,-0.1020942408376963,-1.4868637795452637,-0.08344962745060175,-0.23036258878005628,-0.5626982622558522,-0.45961224476069673,-0.10148426559458538,0.15964961790299342,-0.17830128807960618,-0.08261086068699146,-0.013996374769339544,0.00866868462321014,0.030377741445590387,-0.1217590292876946,-0.021752821192932984,0.07168686975457379,-0.03140930642130223,0.085511434461845,0.004522826823990338,-0.05156878383324296,-0.0771093715457674,0.01658224324309942,-0.06026971367580747,0.03928934640913283,-0.015411874897821436,0.0010083598748031415,0.013360885086688664
DXDX-L,0.0,6.037988452191491,3.264982347030561,-0.9990418089711579,0.5768179958225642,0.43475844707530864,0.10436355343642488,-2.2029551658975772,-0.8925129655449736,-0.4353333760398327,-0.3730415235563265,0.20761870511980282,0.6315557972177045,-0.3417640249602799,0.18581251425123055,0.1889572681711459,-0.4105906762191577,-0.319589695364754,0.2538444872631613,0.6843737982866698,0.11459390527976585,0.005283755500760121,0.3058435786555986,-0.16816238037002945,0.26717576762952505,0.13379409851659083,0.283639335130718
PTRO-L,-0.0267857142857143,-4.08556981740251,-1.1284868455081989,-1.2222780594625855,2.4935305745208685,2.2709794630322486,1.0565260936090664,0.447459730815003,0.134212661947141,0.19933513843642964,-0.33475372200588205,-0.13063115899496056,0.08651697979491622,0.2766769446108144,0.16050998577292994,0.23943341524939885,0.1649359999304728,0.16042601263682166,0.291469068279416,-0.13193285886131234,0.3666600928694796,0.10274844923950209,-0.20060525119313935,0.1314418271800508,-0.11246380331485828,-0.06835822542674219,0.18294620454989718
LLOY-L,-0.0601662049861496,-0.5224655964487144,-1.7616167818079629,0.40749263497174526,-0.7456980333259277,0.547003031396146,-0.1389996100201029,-0.1793159907967208,-0.005922884453422027,0.23085964662430408,0.0913293787575703,0.14386893718406413,-0.15332023211850546,0.18641868064826683,0.015888386753621225,-0.29320694863462266,0.17161411228316598,-0.043535725490699825,0.04976264554660792,0.009459751384536981,0.20758103308489573,-0.09526062588527655,0.12497953432953794,-0.018029056184053913,0.10662024610980368,-0.19935989619801697,-0.17283483088890284
EDENE-L,-0.1460674157303371,-5.529886558152571,1.8838363643845006,1.3322842935295727,0.01574526997168055,-0.30769008343374343,-0.4989037559493408,-0.0886771646235085,-0.029239804277636634,0.22701426900119168,-0.4051398927106473,-0.038823625352803835,-0.28239924974211317,-0.304817312992775,-0.03626133784371971,-0.05655437853535655,-0.10654084154110094,0.15748966991680927,0.1997883456336074,-0.021218224166200887,-0.1480928842025329,-0.03616618214629463,-0.15913293464743647,0.03527691630549067,0.12158516289673865,-0.0162979127018606,0.0759156784102303
HSX-L,0.0372807017543859,-1.6014494641128936,-2.3941709665814637,-0.7076273003341235,-0.5885372015171957,-0.6297795426919995,0.7044865297398473,-0.6758770317762721,-0.28896227245481776,0.18889171310731112,0.13563406094840882,0.1960001258263069,-0.0002576561954189182,0.21681850317475,-0.035873253099399705,0.0485188306074384,-0.3125018790195376,-0.24274185845614416,-0.19512981312792285,-0.022268012140454877,-0.03326885982896194,-0.04604078935778006,0.12305211595504466,0.21435776927284575,-0.01562614184377333,-0.042434155106808334,-0.09783516227551436
BOKU-L,-0.0242718446601941,-2.4061223848304474,2.0817578437795463,1.730912106983536,-0.42842633596191665,0.07729761229675883,0.5667293807834762,-0.33578716302802775,0.057780247970900825,-0.3136918959349595,0.1424947474014174,-0.3101056660578773,-0.1679891837763558,-0.16807748793375688,0.10134404028708319,-0.20033054764875202,-0.19258919412970404,0.23218189885732332,0.09005103389300434,0.20510794911440802,-0.20447917321614914,-0.06325219048814751,-0.05717598673900084,0.3253069991735481,0.12202519982065796,0.08952588741953155,-0.09546733893897424
SEPL-L,-0.2169491525423729,2.6154447428956717,-4.403001915023409,-0.3617061664547559,-0.06269484712599958,0.03278862036944334,-1.582500039883167,-0.16568573304845577,-0.22915976764116078,0.25732625159772027,0.34195478135598645,-0.09293898114744632,0.1263724598225192,-0.7385258909745588,-0.3576468688728328,-0.13750900664277266,-0.2730488371264109,-0.292450505950555,-0.16710421669113207,0.04709198592060483,0.014812193990890937,-0.2884796630180359,-0.21360573176714212,-0.15912911911106656,-0.35743688436977045,-0.20373871728549095,-0.06117810573850875
