Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
ANEA-L,0.0,-0.19788441373711432,2.4536627250506817,-0.21026892354548268,-1.5419626009368903,-1.22640272639845,-0.2264425277937839,0.7778812355680235,-0.21549439006273247,-0.24839941274488597,0.019546442118167074,0.10182252718329202,-0.18432826165399196,0.6962108279171124,0.3796130863066553,-0.0363187817892529,0.5025250758547432
COA-L,0.0789473684210522,3.4007030166674603,0.5465836352386856,0.447673915403307,0.3416568778494314,0.3139635148248409,-0.06354398194200828,0.36779026626663397,0.4472294165442821,-0.7128611201087367,0.05258657706721862,-0.1439251012909685,0.1658033926670855,0.06609927720141567,-0.13170136897859713,-0.02100885313280108,0.0441443196945797
HVT-L,0.0,14.550732579104178,-0.18361818006985345,1.6339061030313209,-0.8609088975672717,0.897255605335207,-0.8160795700696309,0.5902631404122732,0.34698561662808325,-0.4113690191762947,-1.5742933745511563,-0.049185185871054804,-0.38640154897175655,0.5962649714085912,-0.7816624406601846,-0.10598015527475495,0.182548507528566
SMDS-L,-0.0165562913907285,-1.3215933281549235,-1.9890974570768323,1.3074676696396155,0.8808171029505625,-0.1203023591640452,-1.0331265755369428,0.8318764471424952,0.4907064006920624,-0.4249162578117424,0.1381671415560172,-0.08625895572375906,-0.004298935046816915,0.41199161457465977,0.44034634513959053,0.47790314776829934,-0.15599088924413476
ANTO-L,0.0714285714285714,17.344894583615854,2.217704876447804,-0.1459367449614573,0.4214556661643623,0.4297724206112713,-0.005957517092701091,-0.14651073552943844,0.3278334939762139,-1.755342599720466,2.0098732876502274,-0.5759600725879266,-0.030136569564259464,-0.5852949835474731,0.6371968023231892,-0.5211938279264766,-0.1755939648318532
GRG-L,0.0043956043956041,2.231009247941731,-1.204118973054589,2.055414936335408,0.5270294916584192,0.08731114875846878,-0.481649732701754,-0.19858972628261737,0.4818330634356918,-0.2247837792637359,-0.2787870565372017,0.2535871345472637,0.01016479866952611,0.07743849981920156,-0.36456852190765304,-0.2075473666221635,-0.062034100784072246
DLAR-L,0.2077294685990336,-8.8859607697713,1.0244586261008386,-1.3951163053545563,-0.5624090130134568,0.652036853205878,0.7773268317825797,1.0348495583164856,0.5057835594408598,0.3055436600284407,0.023877923109459787,-0.5568355018016202,-0.5362028690203566,-0.2323106256023101,0.13238292706402502,-0.23669149385816218,0.2663319201372971
GLEG-L,0.0855365474339036,2.583270979587134,1.037575438683934,-0.3442435382776351,-1.3558410887523342,0.4614149143932761,0.12762595687042072,-0.9345081277041318,-0.7468808946990614,-0.06079006251789135,-0.12939295074097745,0.08379401075579536,0.30763432018686493,-0.022702116801328727,-0.23593573324579858,-0.3458171630035112,-0.23046003636821924
EDIN-L,0.0926829268292683,3.2954166836213115,-2.2864595773858185,-1.2327816073733266,0.09900062968477043,-0.553464701197728,0.42767576780374106,0.19797614272839498,-0.4152561950578211,0.19961880765327317,-0.10304160146585277,-0.1359821145930357,0.23437900986130727,0.02007296481901581,0.04670921993055859,-0.05247549360392206,0.0252506684894799
HBR-L,0.101123595505618,9.82077423741381,6.341490786978396,-1.8613654996771527,1.2765105630939062,0.20511708685970362,0.020280315194313645,0.35989906905856617,-0.30638199085022905,0.13610275843160125,-1.572381396869884,-0.338431451281828,0.6764144087482491,-0.1820238349035608,1.1615542436052686,0.03065553519686746,-0.2695205198349673
SNXS-L,0.0952380952380953,-8.011238716313388,5.0503445574556345,0.15429184645784388,-2.766353485194643,-1.8420435946324925,1.3544451311355041,1.288238106119989,0.6407322254624049,-1.2455461092504791,-0.005242911155918511,0.35344058226787617,0.3086278234781665,0.019057376557348595,-0.07823879097690538,0.6052224275713337,0.035799889307973884
BAG-L,0.0217391304347822,-3.915724772832387,0.87469086688513,1.4162029380964838,-0.12684193361901247,0.1321348855013853,-0.4161257548027093,0.6007669411661625,-0.09017890397719994,-0.18816521368144964,0.07678538074277381,-0.026282925292692643,-0.25929411766858934,-0.09672172297660325,-0.10021735869480182,-0.16787679512576104,-0.1566934452475755
CDFF-L,-0.074074074074074,-0.21311311731817156,-1.0957946524576931,1.5324274667437914,0.11419337114048489,-1.3315579091584608,-0.8321238206094568,-0.3183262847256762,0.290098326783493,0.0054078729413301364,0.45543981289715507,-0.16852224171345104,0.039282230478966444,-0.13314711416478142,0.2966774085380561,-0.336575787867476,-0.01958569899679705
PZC-L,0.0,1.2670893103573853,-3.361836459864007,1.4812687193669989,1.4977656699668007,0.25709600962790047,-0.6950487621448801,0.47742263759080056,-0.14994278287480706,0.3387599058829335,0.3133549889700086,0.28349072154278393,-0.5025126775057088,-0.0040774087632323205,0.09868734407163231,-0.26443307066034405,0.10808377560530712
GPEG-L,0.0191570881226055,-0.19155015304679085,0.9112827305204684,0.8499780064053034,-0.8130771684135581,0.15060646406356593,-0.30279290755840577,0.5162449707442788,-0.407698936401205,0.44948063850687836,-0.39481164708558725,0.18342023550070022,-0.49023161796488,-0.9017502484468719,-0.05194399043749464,0.08899701607841692,-0.007884799832370079
PSON-L,0.1270801815431164,-1.0019493122489993,-1.3149363631458242,0.12775454656814986,0.15954832032423952,0.5937573910248972,0.40707727255453324,0.7271849476329301,0.4094260275962652,0.14838385607690133,-0.12245199895604646,0.139073732895889,-0.030544921816795457,0.17440670766540003,0.05843555855747319,0.2728606592116531,0.20595956090334505
CRDA-L,0.0955414012738855,-4.032950971381212,-0.31716370724521975,-0.3838683426032669,0.08044035274317983,0.08499541625780473,-0.08292119484190702,-0.5167968268077001,0.361293258816039,-0.1397611803356009,-0.26636936976902753,-0.26008716814478405,-0.37389692198462515,-0.3160053560852028,0.20624734232060316,0.07859995664667019,0.129371599014679
BOOT-L,0.0275229357798165,2.206284835705747,-1.126268671781379,0.9436205678077806,-0.4507989891166088,-0.22873464666722004,-0.03890806745446745,-0.7532898090273442,-0.39891604167296113,-0.26448141462420405,-0.1580906127836949,0.3931673039764319,-0.08555149997293496,0.17497565747980626,-0.2727900367829934,0.36599547083490885,0.02916766966222022
CFYN-L,-0.0193050193050192,2.208417755768795,1.127734233979963,1.5937939167699682,0.5573005941228785,0.07280455305428421,-0.8441400925038381,1.1097145622793312,0.5012770102956653,-0.37780057231451447,0.06881902871588104,0.3494872125170796,-0.5559502263101905,-0.5286698543894649,-0.2767223617016747,0.02013463035417613,-0.642895758181129
UBGU-L,0.0419847328244269,2.8669960390237117,0.1543031009462062,-0.46108176949249235,-0.6439581137924271,-0.9171045119264843,0.09793835603367214,-0.030437121525093026,-0.1345670952203908,-0.1392318759805276,-0.523512653884591,-0.09963509197187737,0.2479102011115869,-0.08767493384471492,0.135268356025411,0.2129308339660351,-0.03317155632699788
ECORE-L,0.0357142857142855,-5.652003678346207,0.7643895849323009,-0.032857276071493795,1.119617204071684,0.7668994280694573,-1.2011718382298533,-0.14246751367565175,-0.7735915443955675,-0.3339367292265887,0.07095214037436652,-1.2073534414419347,1.279708256561413,0.22543878617143873,-0.5124964947495084,0.19459119555017523,-0.4037207760322206
SHEL-L,0.0246765191275359,4.771509492041234,-3.1132981494245673,-0.615007330998111,0.9639902690883693,-0.4681041139148332,-0.4557644444166534,0.23269135520918066,-0.0861673562993635,0.466547784132096,-0.0610163351524649,0.18145836401165494,0.20317130702606898,-0.09409897309145167,-0.23094918873503356,-0.3530710870630436,-0.09684042952055838
HID-L,0.0,0.24795883070382593,-3.369237783644509,1.2294616421943039,-0.10000631657027856,0.12143773153800665,-0.7559898480172224,0.6836195433288784,0.0888985191630462,0.16689991347992317,-0.45014133176933774,0.3960266495150181,-0.4945488805888374,0.11903496555977056,-0.4178818220057365,-0.4818000319011993,-0.02803290352415919
SBRY-L,0.1620553359683798,1.4534997937939125,-2.6766004244666943,-0.5534687653880057,0.8061820101027154,-0.06008841334788165,0.9211158369626705,0.280112118826603,0.5474208505983644,-0.7596711773041728,-0.4035614995968102,0.004907177308137769,-0.15637924516802754,0.2477856625792085,0.009900282202760968,0.10149998869525688,-0.19197291654284648
RCH-L,0.0411764705882353,0.5050052198146824,1.5732211238509002,-0.14215744571519107,0.027105153775041205,0.03703585571423181,-0.14237656599255424,0.9171655409522309,-1.2282942357942623,0.03984975156752635,0.8366167415893193,0.253499949952684,0.5701458682342573,0.9039459847518965,-0.38107403143230456,0.011811393702502173,-0.39061333196469783
HILS-L,0.4159999999999997,-3.8926639072517544,7.129433110506624,-2.8780456543279986,-1.0854980624365913,3.115304866280846,1.9471689094238886,-0.0528265669604471,1.1575095546430159,-0.17033484772598556,-0.16797517657787545,0.12685536268805858,-0.25915488525195945,-0.2830897865348346,-0.17241597478027484,-0.42005162361546666,-0.35468547880145124
