Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
NTOG-L,0.02,-4.703945926156643,-0.36444506867789517,-2.01854291973522,0.019524042017616705,-0.02317249759070482,-0.5590159810940397,0.0939307821087349,-0.0942083099178059,-0.38259355361136616,-0.9906625302003985,0.3162609622065082,-0.28885246791018604,-0.642109733634354,0.2598586782129461,-0.8212822716995283,-0.3412132083715288,-0.1418215293553675,-0.2676975264422844,0.12721101075466654,0.010757503159485378,0.22870377541505765,0.03473651896576975,0.07444151947052392,-0.4041399611285838,-0.03216046395845755,0.029364499084367314,0.03822824938124291
SWGS-L,-0.024390243902439,-2.5628573922432483,-1.9960603626910716,0.5787387599348084,-0.8517275043723513,-0.48102616982663393,-0.6864822803373013,-0.014136145775862821,0.9915318503520221,-1.0574303900623596,1.024552170708087,-0.1499120552099323,0.19243917228055846,0.11260377399614771,0.10704523114741712,-0.2826250318691696,0.19617738384751657,0.3832739908006217,0.2417237046586397,0.03447971741557641,0.12854873096928093,0.4663625386219919,-0.38573484777008754,-0.1408556004593411,-0.15607579370908112,-0.28651668801953784,0.02066283864311598,-0.003533712837286369
ANEA-L,0.0,4.555549573538666,-1.2040093789840662,-0.3755808947178997,-1.5032691507702034,-0.4942286743269488,-0.06290576117860534,0.00687811780378767,0.14963888757039245,0.1678344316700945,0.08046355974054056,0.5037001651987848,0.10798051856859044,0.32321037754160165,-0.10717807555714029,-0.26739784553331986,0.0411161341177507,0.14971148397605138,0.17163014427416062,0.11274007181998617,-0.10794202037925305,0.15336839612753467,0.06295910515461163,0.014387661888616694,-0.10724334244050308,0.013157765850168786,-0.13888518985980136,-0.06383996313767673
GWMO-L,-0.1964285714285715,-0.096925443800367,-2.623725254216595,1.5560667659221445,1.2733330647820529,-1.3830206369786562,-2.5212797956736406,-0.3626741608799092,-0.021957188896028698,-1.1369501358624374,0.683854922993985,0.48136440846615164,-0.13902726785488534,-0.1550966980703961,-0.4123502238806607,0.7913642240257788,-0.7352434250188731,-0.16978066236180325,-0.159927498937876,0.10970481827912061,0.05059828879575636,-0.08629480168525999,0.19418108854723193,-0.211988589890313,0.04101781468541947,-0.11776745798221779,0.13217524523083507,-0.1221272822543411
OSIO-L,-0.4842105263157894,-7.172040009453359,0.6185795115169465,0.40569492376586436,1.1638854417091729,-0.04387610648342685,-2.72527201999755,-2.76619675655917,0.4483943642847885,0.03358414068665456,1.5090471091055042,0.8133780892358099,-0.14831707474822742,-0.03150039329651428,0.1278387363213156,-1.2620393452723642,0.22853341206178931,-0.054992749170589605,0.5980667033035493,0.019066835059675036,0.04266315547060367,0.4766839040657495,-0.33523201646219414,-0.34376320161508067,0.188611847044513,-0.5474702471843818,0.2794814255555414,0.2952289070861823
YU-L,0.3771929824561404,12.518723423307247,0.5149496016334396,1.2063148946352071,4.571119750629578,2.315525400690195,-0.8879585210850198,1.7929113908447747,-1.3728373433962566,-1.5446496572453805,-0.8056486101713941,-0.4475732645614786,-1.8154623935789627,1.0983169697764545,-0.24462992657577196,0.22601507607396062,-0.4976202849731755,-0.26172597753309906,-1.258814609153546,-0.6909953556471435,0.6511310735151401,0.0029063644152416113,0.11355865927855606,-0.29174835341289335,-0.17463757852026932,0.41307438609198055,0.8861363667134893,-0.027503849339469366
SOHO-L,0.0043795620437956,-2.3909063424200414,-0.07633824334120541,-0.05368609163739067,-0.8474495117532287,-0.48708695448957645,-0.04788298854813825,-0.01039121126888851,0.4028660654664914,0.0468891518712368,0.11052972775942381,-0.05161303949100646,0.12139716441022134,0.1208218837170585,-0.08897481126992901,0.15387345592060117,-0.0783354016484503,0.02608829325830004,-0.1339970661492157,0.04374930073250288,-0.08767216215277857,0.020124154805997926,-0.04389474654506429,-0.025374611146643324,0.04928694770012205,-0.08676111291045523,-0.06824385677244856,-0.0502759993337965
CCJI-L,0.073943661971831,1.2521007817641516,-1.8015808777145306,0.336241025344197,-0.45028351242718445,0.1674346761146294,-0.08856516643065897,0.22830710425926987,-0.20208794370812358,0.25175351139231933,-0.12639798733821578,-0.0718162115084777,0.10225053383077308,0.09600580705913841,-0.060281767515391965,0.054624742624160845,0.06668534099701562,0.06730674735762124,0.05564900509815512,0.16964539924188604,0.045662850651371,-0.025661692440866895,0.1203482660279771,0.03340657303113806,-0.09224598941202504,0.04292518446919607,-0.017712643782791977,-0.08008208542075484
GYM-L,-0.1256366723259762,-4.405027158561527,1.1071092028673883,-1.3431018287059606,0.08764149519865974,0.34406139563260935,-0.7593816278602079,-0.8644511354110141,-0.13383610414943195,-0.32092515791082077,0.4151911343608298,0.00398328642160469,0.23548792329703064,0.3556133742564795,0.19843887254890893,-0.009999368836569603,-0.04366552714159664,-0.07482474718696412,0.06474278100269983,-0.07693480648038542,0.15127029970145559,-0.051420366023766415,-0.017136002773845714,0.2197883413314814,0.10900135088523931,0.02979274955407789,0.04547162071254692,0.0878027784528126
CPI-L,-0.0418679549114331,-3.441914691456846,-2.1539816743607,0.7547532245136785,0.8475149112112659,-0.0512092460034785,0.5716416482747254,-0.7555830294416872,-0.13948944515992712,-0.3634828384211565,0.8515066335846502,-0.5084771859566323,0.5774678649023205,1.0992044360027269,0.3056736265186329,0.17914706054952245,0.43337327969859507,0.05364864013644378,0.061153649955818914,-0.042279431473113534,-0.26793850710024353,-0.00968557503329278,0.1002537812664197,0.2400177385192142,-0.12282847324256127,0.24193240643631891,0.29589718388568537,0.3821474921383881
