Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
NTOG-L,-0.0937500000000001,0.5507016008400458,-6.915002959949592,-1.779632276264861,1.4803959477491977,0.18499120583425444,0.43668915499360894,-2.4929198712452947,0.10164318759006512,0.15919207055887113,-0.20307459189915458,0.6450242129302957,0.1250315237628751,-0.9380747755019486,-0.2218090662379007,1.062922714639018,-0.33384970686428067,-0.29344015514336674,-0.3082534362430169,-0.35133718437375516,-0.40909713290704686,-0.3425179112942794,-0.48861424187132846,-0.562892198009105,-0.4904085683414761,0.15510013562452493
SWGS-L,-0.1194029850746268,-2.7344892218664802,-2.225580545908386,-2.327584169120046,3.029485669714347,1.3763898631516658,0.7141932725478687,0.4994447983639047,0.6056848231960472,0.3756419585093719,-0.11592818566142063,0.38489844015801916,0.5153116478883033,0.1472951051778871,0.0468213803370718,-0.1573703008510641,-0.20437543724129137,-0.017575486425801874,0.018756160686793734,-0.13950156089862548,-0.12138814889566411,-0.27764148897444757,-0.06112715625868732,-0.05874882782824754,0.1414960768195452,0.10360407980575399
ANEA-L,-0.0205479452054794,3.354824277957712,-2.5865846528097767,-1.7615933963905352,0.4607660278814294,-0.23580017872982606,0.04318133210581929,0.5919809401205668,0.040108505671778046,-0.4246152707942977,0.3940469433110322,-0.06870279573025101,0.24472667581760013,-0.053503629700534225,0.0404375744925887,0.03336917009366693,-0.4050918470368018,-0.11841032166837852,0.1589726736473014,-0.10820734862383785,0.08139798437789593,-0.13679716620670818,0.074428584059244,-0.06555128550054543,-0.14831680367958472,-0.1784738566768094
GWMO-L,0.06,-3.725147636172817,-0.3907149785113202,0.5388486771516016,1.2783595602561582,-0.989977284313499,0.5740026867974978,-1.0956507456150169,-0.29011568435115037,0.40108574152254256,0.1411292553190867,-0.13089288651678233,-0.5330295939502745,0.4975098553929925,-0.1701502942747336,0.06727226531981655,0.08540573594802184,0.04048441359349704,-0.18556900868646198,0.01279717358851661,0.14942720949946395,0.04101127490025932,-0.32676871535748725,-0.08429940939445692,0.13530538573696851,-0.2648364955969803
OSIO-L,-0.3541666666666666,-4.96509297754625,-0.9730038512862671,-2.1492943338941064,7.051176379990545,5.096639150212065,0.6684909570068636,3.548886933866066,-0.5522265323645977,-1.4951133858553103,-0.22960600312768925,-0.16830377724025672,2.423185640532779,1.131411810346949,-0.12121824749193888,-0.12379946649475233,1.022266898102674,0.5298341145000174,-0.6722915371954323,-0.5845180904953999,-0.7248772950138694,0.30057400777847854,-0.23520902117812903,-0.4049048476593413,-0.38333800061678436,0.28824614955415123
YU-L,-0.0999999999999999,3.3393353886539723,-0.6927172817193857,3.3457896092376886,0.9418232733239066,0.10849924350315361,-0.2825137202921454,-1.073218136665775,0.4894898358814244,0.5378129365145669,1.7920766871410463,-0.4104146199083739,0.42129641077521,0.23751489519326782,-0.32637622166371116,0.733312519126547,0.3749459499450254,-0.03418731895886658,-0.12027880907147641,0.41973439653122147,-0.18463562563547778,-0.027309236718284283,-0.28924021788339144,-0.47983082151122824,0.25395508838990605,0.31331770685837323
SOHO-L,0.0307867730900799,-2.060742572688563,0.18790715798082763,-0.5197813277251729,-0.12802001258244367,-0.6987172743939722,0.1414309791032073,-0.046698363982060904,0.20901234432993776,0.253365912665778,-0.2212880089656721,-0.09588611086884814,0.038596629291492414,0.14016882794173083,0.08843075016842077,0.08417245404841045,0.0849479483298586,-0.09472928340763495,-0.12327283503326067,-0.09613851394967224,0.07751744301387604,-0.06592665265127907,-0.00869625080862953,-0.042862712138528804,0.012916555869266816,-0.05740077147391516
CCJI-L,0.0413080895008606,-0.88808396204312,-0.8308083441860007,-0.37773215940623306,-0.7520453618357817,-0.5716572964793175,0.10904640154574893,-0.01663542831358542,-0.06397867179595706,0.06725524858046626,-0.06695523963946011,0.015292980835050408,0.2145975761039797,-0.06919731124348671,0.048928186822857184,-0.02818131678957771,-0.13862714244176344,0.059488707251009125,0.022518956219287643,-0.001727667514058083,-0.012702607414232847,0.04571904358220049,-0.05641516101191948,-0.03516553647846827,-0.01257574749481974,-0.05306253585530128
GYM-L,0.1128364389233955,-2.4487101646540164,0.47840243179010283,1.106900950300232,-0.48363119793925147,0.1884500579740169,1.0587734624635385,0.07501332604389217,0.014948770098680115,-0.3330635448031155,0.31059973589327733,0.12537569857951567,0.22681109239258143,-0.02542393364877594,-0.2696433542684164,0.15751070973811207,0.13818744554303727,0.15753107398642824,-0.036697474134427775,0.16514834327045827,-0.18652789748163193,0.009959486537137158,0.09630078869800013,0.16697618744954337,-0.018263397696205233,0.043123956935888774
CPI-L,0.0300250208507089,-5.555824944987239,0.7194897986621132,1.0701499165776531,0.07004633025193403,0.8977418153164567,0.4834395875715845,0.9662862587881176,-0.1598886327320467,-0.7015219961318034,0.632098673986624,-0.14095645379870142,0.1653821228233396,-0.36389831547721174,0.036346203738216704,0.17378841990087965,-0.24896225320179138,0.07300677801651273,0.1700120979793947,-0.1124254775838525,-0.1518557820902892,0.22958330836089333,0.030404524528502626,0.2146311403658562,-0.028278341339963178,0.14501693324760573
KWG-L,-0.037037037037037,2.7735434931849263,1.6930080401016032,-1.8882184858020385,-0.3833523727781023,-1.2136064793519779,-0.5300038502807092,0.5598644531759045,1.46504748506094,-0.28695914252157734,0.5755466968660434,1.3026909588798068,-0.18482442521596337,-0.6322320582396627,-0.2047203915245168,0.06231839430784924,-0.024062996369387985,-0.5568605900231738,0.04740066138440044,-0.6698484426988803,0.03893405052023922,0.07742298303620765,0.05985695469020004,-0.0911170165142665,0.2981392948744873,-0.39180674885496897
INOV-L,-0.0673267326732672,-3.599324230295559,-0.2630524457753115,0.8283267100846543,0.32773441500933476,0.21639320639581222,-0.4169539791536121,0.3754991407027419,-0.06052639919124096,-0.35257407138670255,0.11700051507593903,-0.33916638313391173,-0.04014759055145549,-0.17771223184390364,0.1679061289191215,0.06648900010459058,-0.2608851342142571,0.02261740849187154,-0.007682422238760899,-0.08709774129647681,0.06398069464236673,0.05024053444045329,-0.19144080704012936,0.040537097222008676,0.0668650275625007,0.08542398929757958
BKIRx-L,-0.0839328537170264,-1.0088346403997401,-0.3832151076432095,-0.5655133576508236,-0.2868390007404972,0.004662232355528591,-0.5318479442061596,0.03900910768076834,-0.06635515687753595,0.03645768566113792,0.03696324551068928,-0.030665260976672118,-0.09073129473882685,-0.11300363419647388,0.07499843068532781,-0.0062120761115726265,-0.04453442741462595,-0.0773556619846072,-0.054373091285702835,-0.011366825839088579,0.03724442068914171,-0.0260328759876748,-0.055496442401066826,-0.019339584121784513,-0.019489029498734517,0.0016885716580926351
DXDX-L,0.0,5.381719743279307,2.9722812839154176,-0.7145694479764164,0.46404204616553546,-0.04756253005976259,0.6881295325109021,-1.2676786349813147,-1.6711733186257942,-0.2562244697793787,-0.5853255349442432,-0.028222628305529136,-0.6950977115230971,-0.05148730090225527,0.2717908206224912,0.22958032818157037,0.14299321120743314,0.4538658600108257,0.22581651570934247,0.46508514278584917,0.09848602118246076,0.24446352408463734,0.14875819741529847,0.3430193899288594,0.13368978420546926,0.04343769873533649
PTRO-L,0.3493975903614457,-5.831141234253893,1.430629480544883,1.0121085773665235,-0.49629713033626044,-1.0210197171806847,2.2423861431543366,0.5785323159168987,0.06612091093154873,0.16580852346219038,-0.013821915918573057,-0.20176506161164273,0.18309054494865984,-0.07930708248255657,0.15088136069804386,-0.017612254406106375,-0.28675897456273525,0.10831209000924241,0.18870088435614127,-0.15588439944303512,-0.1862944972250678,-0.0723293265732793,-0.10289210204547257,-0.04017729935054114,0.10746282102026834,0.16078873590056442
LLOY-L,-0.0164559721011334,-0.756525938380294,-1.5493590186733721,0.47892140535006467,-0.8506109174536275,0.42908102853522684,0.14018308321459233,-0.23191402851154702,0.11904940903801602,-0.23123489316376442,0.0064173965650582985,0.043347772068806786,0.1792804005267994,0.24482848905101395,-0.22046869067959074,-0.02606208107399081,-0.08254384587701821,0.14695924787099623,0.07839772783308929,-0.09421383069917198,-0.15379290818175254,-0.01413917325004253,0.202698034329533,-0.03981248923360461,-0.23907738203449144,-0.16142799632767632
