Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11
ANEA-L,0.1382978723404258,-0.34013252499361324,6.289966760534974,-0.8137004219706987,-0.5245425289646324,-2.242983505757003,0.13149881421634993,1.6842509135316364,0.669784465117257,-0.014789698361782214,-0.24792491934344274,-0.6059613577711065
CPI-L,-0.0121951219512193,-0.2623852626159219,-2.7015367682295173,1.0849112277761246,-0.4143123020471382,0.1474664433595137,0.4669187780374891,0.3589807120556238,-0.05590188482297181,-0.5847686988202022,-0.9151374125465421,-0.14708064178541963
LLOY-L,0.0654205607476634,-0.4923662462221109,-0.35242776636773027,-0.9866615412451013,-0.48845534486605013,-1.064342015207227,0.3958958854791066,0.83157618413753,0.788506083393615,0.0236465894148036,0.42349914314047243,0.12288328377282837
COA-L,0.0109890109890109,-1.0546607977890854,10.57820507372696,-6.173174505797863,2.2328108364144628,2.1129355462048176,5.327367051547977,-1.32873027662569,0.17668249929915136,-0.8906766314398711,-0.5448460525547352,-0.7637331163942159
HVT-L,0.0,-0.83910414890447,-0.6109959964873319,-1.8788011473278472,-0.6609162989304193,0.1962801405541194,-0.2720449218986249,0.16360136610557638,-0.7738084343684821,-0.12345644147816319,0.07252624841091758,0.0792332756162287
SMDS-L,-0.0249999999999999,-0.4139951603505651,2.8780519851680775,-0.7198700414674019,1.09819085192108,0.6261943415874062,-0.01740050371951981,-0.8835945382621663,0.19294530860825085,0.006972371403407771,-0.8214363640808567,0.286404971568838
ANTO-L,-0.0760869565217393,-0.007835113764267819,9.05444557036592,-1.8498141847455858,-0.5661670257703041,2.1651496902395104,-0.9962249676736421,-0.12636712783831092,0.13563204018644284,-1.139276230233993,0.9564439801657169,0.5943218726118806
GRG-L,-0.0278293135435991,-0.3965452487414863,7.914933966782479,-4.656381285982429,-0.009040505831173027,-0.10931925502959401,-2.7627820506044776,-1.4306651224109626,0.10353517155384122,0.7254412936610505,-0.23796054684216916,-0.32716934568397216
DLAR-L,0.0663043478260869,-0.2554971169309704,1.107142100972329,-1.0868210143213326,0.8338032836314939,-0.6641702465510083,0.47220915477014097,0.014680131168192468,-0.29677075546164694,-0.4014319522013456,0.256936407747601,-0.1791837483762799
GLEG-L,0.0023866348448686,-0.6058176932796404,-1.7656382439653915,0.2544044234845651,-0.41841950472597317,0.2919216574851741,-0.14642105225205881,0.6201749607489035,-0.4079420895147852,-0.09654760473737384,-0.0665934607953002,0.05122643462234192
EDIN-L,0.0100334448160535,-0.5440826868636063,-0.8587680680469153,-0.8046119753257275,-0.13819807135501083,-0.7192856332795773,0.4208026769364037,-0.29047357217600595,0.08555234708818198,-0.00964231740772391,0.10843614070852382,0.18445007060538257
HBR-L,0.0576923076923077,-0.6210566572442016,-0.6597312234051201,-1.222161344631095,1.8614409564254566,0.023421075095925944,-0.38376537543449474,-0.027891123446796947,-0.4380390409484647,0.5261857300752136,-0.471824509169211,0.3117616700073743
ALUG-L,0.0433436532507738,-0.347966634215401,1.0971151087947628,-1.5334088906715415,-0.07705705375678071,0.06727366140198736,-0.8186874445868754,0.61142613629061,-0.271206896045269,-0.29078845680528814,0.0937562318583789,-0.11382487101931141
