Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
NTOG-L,0.0235294117647058,-3.370013966136287,0.933658902672901,0.6672166475275022,-0.8937272741542435,0.3202411969212112,0.20246162132486062,0.8809580515413286,-0.7146617686901413,0.09481429770574813,-0.16562498047990273,0.21463183205177794,-0.38614469903115506,0.0967544445227443,0.9570447261583863,-0.019335649832236564,-0.05256531549347331,-0.3479156063576547,-0.026346531102166577,-0.33066948277277075,-0.039221223823979,-0.1341558237009178
SWGS-L,-0.031578947368421,-3.137889332165252,2.2215983712929432,0.4181453283787598,-0.616600434050475,0.14891932625425142,0.3244590052792963,-0.5599812178314072,0.69035739944126,0.007464191888653556,0.20922218282710284,0.32581216581805134,-0.13921180413877024,-0.34666889674391954,-0.30261261199891737,0.46130103633072644,0.024350553686747847,0.2463860747799585,-0.055494252708259494,0.18842817977910828,-0.03149531270462882,-0.09631247093871047
ANEA-L,-0.0552995391705068,-1.0623613854647171,0.5771533224760439,-0.1750621131175177,0.37807638917092085,-0.377412680194048,-0.4166003476956153,-0.12271596717948227,-0.1670454263247932,-0.13654759739601643,0.33979920963706844,-0.03162532269926615,-0.027354212372491468,0.046886260603941576,-0.11645819624131072,0.1989895462190962,0.04042896605375341,0.09953086594687936,-0.09569143498244057,0.058489058461254705,-0.0925907195155353,0.02715007521701827
GWMO-L,-0.2816901408450704,-2.5715946169949504,1.1928593673116337,2.563373368201555,0.358765772056876,-1.8660646017188414,0.8187803216131208,0.19153655542657508,0.46589390922296103,-0.24693748471094779,0.06349636509272481,0.3832306600436876,0.2249368423377484,0.02436300524644498,0.41374892273510666,0.14177269615377222,0.08196578639932708,0.2099907604676866,-0.1381534896650118,-0.05831838971408729,0.09432814325477834,0.07551482496153243
OSIO-L,-0.1083333333333333,-3.0291818177870855,0.568227616953965,-0.1897454570201901,0.4659922010124009,-0.6979896721855373,-0.06475259214077221,0.09883761197452928,-0.2774823627757041,-0.5091427636625254,-0.05137854983792143,0.13930531208362382,-0.09696482025883203,0.08184934517673682,0.35473941315335045,-0.19066777476150318,-0.15784355091708405,0.2115068320486073,-0.18905422392789545,0.007503630116703939,-0.24972268208646872,0.06174554731378465
YU-L,-0.0612244897959183,1.4627866794918478,-4.435416788714337,2.2150010027157045,-1.565814604246704,-0.26051173049033566,0.45641963750219505,-0.4522867669935705,-1.9503720715611352,-0.697028567379472,0.4191494061225149,-0.40657407263221595,-0.5325027060247125,-0.29036850712300877,0.8458497588865158,0.12343430632478292,0.35526986839802777,-0.6045869198783329,-0.019945864026667245,-0.5205165817667055,0.2148013889364609,0.9372648622725017
SOHO-L,-0.1154562383612664,-1.3702682274181452,1.4009367763657732,-0.1870054012456369,0.7321269840336316,-0.4306947038631529,0.40099023570613457,-0.17438663153631728,0.12563965833979154,-0.191374849166047,0.01068934551747123,0.12547794672573617,-0.04391222400749238,0.01802690213304854,0.16566625346503078,0.10652767042480098,0.012959714423640953,0.06708284757689702,-0.0010088189908324925,0.06180755375050657,0.0030998721809105943,-0.07848467461951773
CCJI-L,0.0189003436426116,-1.5822811541272928,0.9401359709735709,-0.4418202342954298,0.20103443675852642,0.16077466158852952,-0.5765397776865858,0.0871410229748519,-0.0788616543917043,-0.02417331109656346,0.026728373700640528,0.0967165426071139,0.12117130685098289,-0.014455369037690142,0.053406671595297134,-0.04698121761733247,-0.17431323293966242,-0.07329090925993174,0.007398168338087128,-0.06114863895630564,-0.08314673942920373,0.03486559095941249
GYM-L,0.0459363957597174,-0.5139894124854336,-0.959359683568845,-0.4659023927034705,-1.3214665296196453,0.24144465147410207,-0.2085479856130969,0.3804286122180488,-0.4989649091454568,0.2820573542944278,0.06313576016759821,0.3299144220729206,-0.39771214665020865,0.15283010504609396,-0.3644883397474753,-0.23749760546011117,0.33270946308580546,-0.011508524072247622,-0.036961522071629754,0.2942745401555608,-0.0002465644806019059,0.03160741805163319
CPI-L,0.0420271940667491,-2.5904958587472775,-0.49874459828165385,-2.071036334378541,0.08719170676912613,-0.9748788045499922,-2.8174571511011237,0.48605717296979745,-1.3995072287962949,-0.5197925538903947,0.5202984901158543,-0.7134242294913852,0.23509158584736634,0.4065453211153582,-0.4212834910430538,-0.31974457302979364,0.3015194283937372,-0.07671422724177397,-0.04350911149439384,-0.07800253798135279,-0.046187290468725654,-0.1125246750362972
KWG-L,0.1132075471698113,0.6579331416049281,1.2286405989833893,-0.5324995298270441,1.1360666064728735,1.6686084239981238,-0.06382517150124858,0.07650244972281794,0.24955638285486625,0.5479581106475396,1.324164021835596,0.17974902326376224,-0.0823712008312561,-0.06788464312937552,0.5092568152699367,0.18731805236944102,-0.2085659429188624,-0.028337970112185557,0.07329828007754136,-0.26443957876874513,-0.20887428652912465,-0.37642839814495405
INOV-L,0.0769230769230768,-2.549001913237727,0.7259252763612343,0.27361085290861586,-0.06102912604626453,0.6011274620998247,-0.7770241988390316,0.2991590866268274,-0.22963747472559545,-0.4539800249086259,-0.10787834947588205,-0.22379141949615686,0.0755468513257377,0.09527217150149442,0.2152179840093052,0.02004351123501525,-0.08772961033012719,0.3768769867444214,0.07848969396066685,-0.11382872714513464,0.09957830142916183,0.15468502364049883
BKIRx-L,0.0028264556246466,-1.3784423902366747,1.0168306714023325,-0.3625158402268391,0.2752972684478445,0.31469642594918923,-0.064355431924892,0.02226876598505253,-0.032164873441406,0.050258925542036675,-0.05418210171138768,0.03878387417360397,0.01912795794938231,-0.010691598773696456,0.17493366028172935,-0.007717460704569284,-0.005214969960750837,0.021179017440700353,0.027719651179721288,-0.029619379160766218,-0.02694710390304724,-0.03662541369993539
DXDX-L,-0.1374999999999999,5.651026561003836,-1.1325148453408238,1.1875695927100496,0.6799870054982012,-1.277614406131386,-0.21666188954658278,0.97562499903678,-0.18494188999543676,0.6822218701060833,-1.2825850729154944,-0.37702797807283106,-0.06439916544041914,0.12927954325437258,-0.8027826083102554,-0.2833785796003305,-0.14084073485218915,-0.0922167490280946,-0.05449080432244894,0.2197592446367167,0.23864172074480056,-0.006740222054116137
