Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
ANEA-L,0.1132238547968884,3.563280008978603,0.45325059041954785,-0.82952216341995,1.007111575265999,-1.9309684042837314,-0.9581018758771113,-0.23375725540186296,0.6319899581659046,0.2562094019009322,-0.4970086652943985,-0.353628446732822,0.2787655358340734,-0.763001642759189,0.06157237798527967,-0.265335157495616,0.39236591299885754,-0.17358445012393722,-0.461560728836103
CPI-L,0.070639115809707,2.076205571352617,1.0065685295030231,-1.8550441297343048,1.0251042574539726,-0.5715535000320051,-0.6208549381086805,0.07419349101493224,0.5459794272720697,0.06334340129162355,0.12275629570434654,-0.26550730077017987,-0.01734736509229441,-0.12180198552339916,-0.13215043520551148,-0.20174709508394364,-0.0316676711102125,0.017224803796385156,0.09208884601010889
BKIRx-L,0.0045351473922903,5.617685071083106,-0.4264316426560224,-1.7781490048237973,-3.845953936107,-0.7611117386727746,-0.043899151253976414,0.4325950952594357,-2.0319653897222554,1.8625812263780381,-0.44306447960559847,0.4593041072999575,0.4393677393289897,-1.309371701815646,-0.5725161858422688,-1.5632104851545883,-0.1797790644351997,1.2803945174527707,-0.41450638995789996
LLOY-L,-0.0159176029962547,-2.1096576592732306,1.0585817425730975,-0.69956545390055,-0.004111175648181934,0.14718730075937442,0.35942820693722044,-0.22046921647344034,0.0721217659343339,-0.09333911932878197,0.06578294135895874,0.09432690425337541,-0.4279992101788451,0.03415024713201619,-0.013568835912915864,-0.10369843653874392,-0.08987888555267072,-0.07510623081852012,-0.05993651353297283
HSX-L,0.0891647855530473,-0.6840952503333955,0.8004095885188722,-0.5327712915713578,-0.5995986348547948,-0.5819223026985637,-0.7587402343354142,-0.21563013797432556,0.7798345365063182,0.1793358441469849,-0.37237542078376457,0.2783284003650732,0.4469414409839599,0.10490422671444401,-0.1459180235635919,0.04108651230531434,0.041286456553235255,-0.1239984898318421,-0.043386916317232606
LIO-L,-0.0083857442348008,-2.822772449731149,2.076994103587025,0.0636479282224067,0.3535299908978897,-0.6811901236193102,0.4800607977962927,-0.5124620169663445,0.2868028412071546,-0.43154112649038767,-0.6322246207731591,-0.0012671003563771654,0.23738429425603957,0.07228124259382362,-0.08974135003527124,-0.39510201326901295,-0.04920554439995764,-0.22999701182406326,-0.36598354373711206
OXB-L,0.3636363636363637,-2.6897326178205847,-3.7873747957169863,2.8944851180367834,-1.0092383233262092,-0.9048919135311365,-2.9762740784515693,2.044512224804487,-1.3471250110685424,-0.7269026483010511,0.2417812969818934,0.32844608189569724,0.7283043620695797,0.11180893619539417,-0.7288658610354702,0.013685815913847236,-0.243343626568499,0.4198386205885839,-0.26403004912837036
COA-L,-0.0173410404624275,0.9497846955184658,-0.004400547363483343,-0.748847049335225,0.9277908665507877,-0.16854586808645686,0.20485155656773676,-0.4486907675537545,-0.1421415283336894,0.23100616144802585,-0.1361348494888289,0.27993116717104677,-0.07762790433011107,-0.19226902268359067,0.23537890940831444,0.3138332640659923,-0.24037479282050833,0.05461659136686828,-0.16717475881221702
HVT-L,-0.0638297872340425,14.477845715598841,2.01091341868705,-3.2645164214424356,-1.6119776506645638,-0.7983945154567402,-0.046737612896292274,-1.6421477755589935,0.3150464488438161,0.9818476055615482,-0.17822608874221513,-0.43437503765129826,-0.005556068868731949,-0.4949744056887395,-0.6603557058424744,-0.3868563868310229,-0.4417517413600143,-0.3654592485354595,-0.0019622198804768623
JMG-L,0.0198511166253101,3.6119597874337583,-1.4288928521040056,0.11355577391952822,-1.376320556827736,-0.14402827503906793,-0.21476663831566095,-0.43954730524483715,-0.03969188421760661,0.3817736946974951,-0.5442001393014013,-0.12344367011767397,-0.10619104944330923,0.15365561976392275,-0.03627089789661451,0.11643971699550568,0.21687969240522154,0.2361607363935297,-0.13316416042062623
MUL-L,-0.0225352112676056,8.589564266569248,-3.0494609565799906,-1.0735792574816159,-3.1300845615152477,1.8427540509955163,0.4295523613640334,1.189310633411038,-1.215172504142057,-1.1318480180122152,-0.8136933339649116,-0.4882289101175546,-0.3178913113078476,0.10424404362224128,-0.23283084320520128,0.8364415537538192,0.12988644586732376,1.2197818069148398,-0.6359697917759167
CHLV-L,0.0151515151515151,-1.660436587427866,-1.5150401784021472,1.0731462830621972,0.004447019586679925,0.4011757187649682,-0.09455318199371847,-0.40159058117995783,-0.08506854936935646,0.17431734451494316,0.07535816987891646,-0.15268137960945263,-0.20881587146270894,-0.26030844127267094,0.05636343644505387,-0.44262665787310823,-0.37981603415621196,-0.24009703720223521,-0.014559692470595824
SMDS-L,0.0762711864406779,-4.222936624335309,0.20515340760790385,-0.0315621364838227,-0.15427409866123476,-0.05750502010051827,-0.5442808162139126,0.12168653091895693,0.5040926460059089,-0.06301745693237457,-0.36493821376879504,0.1639489287861726,-0.0660663527865514,-0.14025364560717873,-0.07855855966059264,-0.16579523692467296,-0.5388282048568919,-0.1429590823488684,-0.12242913744887807
JD-L,0.0559380378657488,0.002147990900558034,1.0966101065816471,-1.2323568419838742,0.21881931850783493,-0.18110265237698858,-0.5450298603365752,-0.12226439396184312,0.10085675085472984,-0.19482564436660205,-0.47852149744001604,-0.8625770380195439,0.3668575124768425,0.44946079604265704,-0.1006442251525541,-0.33694384184507165,-0.26690120027340175,-0.3808364488474126,0.5692605504426105
CCC-L,0.1219768664563616,-5.334403550892595,1.1324016454945878,0.5083214329362994,0.6389130302405645,-0.6720961795459534,-0.7304025402149097,0.07002505999913647,1.01647910965326,-0.595030587782203,0.3940475637787378,0.2844164633777395,-0.47956732970903193,-0.28817429516191434,0.07282682550055551,0.09787940713647421,0.5098876305525853,-0.1874075148680097,0.39230929451680974
BWS_p-L,0.0037453183520599,-3.081141372567935,0.4816466786259619,-0.5433549234726741,-0.17856179063439745,0.09619849192321211,0.25649558628401764,0.05262149602274409,-0.02571950418951998,0.17873451771289114,-0.08373778057445573,0.35352673565567405,0.07377681379738087,-0.016091861324085296,0.022499002366756445,-0.09542676325910128,-0.1461347790455689,-0.06260351383510121,-0.07492134061301012
MVCT-L,0.0,-2.4163136148058215,0.8836512947077141,-1.000073924826134,0.10502218847040104,0.0005629056863496256,0.2770631510323586,-0.03053335614363881,0.03256827250457522,0.1609190913222016,0.37657204383242776,0.434198021589531,-0.23035312558374052,-0.16351617728973847,0.10685053451234625,0.014348851801205393,0.11313081697266364,0.19235903766291257,0.0548091336782581
