Momentum Index,0,1,2,3,4,5,6,7,8
ANEA-L,0.0779220779220779,-0.48469951000338285,2.5386770983089173,2.363053970403276,0.5113694341207848,-0.0031177864705523952,-0.6544779233448526,-0.38982681586390194,0.8052109869671744
CPI-L,0.0044444444444444,-0.05303963071056264,0.09423212185403432,-1.3521431291791253,-1.8834830496128765,0.06411833445987271,-0.8955987632094002,-0.5085278543440884,0.0934503925405339
LLOY-L,-0.0296803652968039,-0.6579026183647972,-1.422387576491037,1.6019123663232286,0.7633584404812144,-0.3166775196379713,0.6704300221782273,-0.5572960825785931,-0.20716642653830902
COA-L,0.1221470968599973,-0.738592761432522,3.5556155838331076,-4.073539158007097,2.77488541049868,-4.076729678395159,-0.8037093159886499,-0.21219346595921032,1.1625467004718868
HVT-L,0.0,-0.9274520706630339,-2.555146661294029,-0.7350295069916603,-0.7063410905889143,-0.4212074518309692,-0.5856303603568479,0.04801604466876552,-0.18411498457058026
SMDS-L,0.090909090909091,-0.36200824555771666,1.958460036533929,-2.334418912504757,-0.3396512295606421,0.3761564372818545,-0.8546685357581035,-0.09829980804124915,-0.69812459606404
ANTO-L,0.0444444444444442,-0.1499792437161826,2.9637743931291807,-0.220886405510498,2.160339955023509,-0.5792461099378502,1.300601417536094,1.0250864444717005,-0.3912164044532918
GRG-L,0.0471063257065949,-0.48765956342174255,-0.3038640215024856,-1.230581308438155,-1.441269632853031,1.0444024851158478,-0.6459282308898182,0.3886259002170996,-0.1342467180324813
DLAR-L,-0.0091201716738196,-0.21057831458768933,0.3568787962695197,-0.8460201609089221,-0.3594145652736609,-0.9058142735121549,-0.14441867293106345,-0.3831140763317666,0.07264712555912384
GLEG-L,-0.0081799591002044,-0.6713968952641604,-1.0417148305267558,-0.27326441090072773,-0.5330298709789029,-0.01813152564438154,0.03989439164869418,0.3134477911415117,-0.2870808702864518
EDIN-L,0.0080515297906602,-0.6865649954721487,-1.6487514117638054,0.6919023140042765,0.278078107389191,-0.42495724095246407,-0.21908443707996988,-0.4400890486428984,-0.19625089428086634
HBR-L,0.2978723404255319,-0.9416510334505813,-2.5378092625532522,-0.41249068256293725,2.5195365216660575,1.3057445496269495,-1.9666311591793217,0.22637103583670043,0.7399688947076749
ALUG-L,0.0,-0.3820352484619269,-0.8149535993220365,-0.7898255956180732,-0.5873972526396827,0.12326488772977572,0.11799100838943537,0.4826516839089895,-0.07338360891671275
SNXS-L,-0.081081081081081,-0.7007493096180438,2.7812245026928015,1.320974601444178,-2.421128975648164,-1.0069004208615777,-0.18121566446079942,1.4044661825598694,0.272167330272289
BAG-L,0.0447284345047922,-0.6981188985384686,-2.9427219605283446,-0.06178352211713252,0.9303928903221125,-0.09181292496418088,0.012142140285806216,0.3169091452676387,-0.1768483151124449
CDFF-L,0.05,-0.39374264600563985,4.384862854605637,-1.5423375306676936,-2.621671549174105,1.0083713495577047,-1.1736480379449588,0.060289666966308934,0.09138239319150684
PZC-L,-0.0842293906810036,-0.5377508197148327,0.1717352587811545,-0.9074162458003333,-0.3274481531627369,-0.8367189835481414,1.2381061040157462,0.727405165444248,-0.5237277971825304
GPEG-L,0.063106796116505,-0.807429353236221,-1.0205156125280521,2.1393594621076355,1.3886427967529154,0.5131693113780563,0.37843785185803247,0.5561533700246393,0.25241044112202743
IPU-L,0.0,-0.4382531919111807,1.0429712419631094,-0.8254056715423269,-0.9902136656736283,0.1627853087882137,0.014511315093400687,0.3873020510207449,0.015250938514828359
PSON-L,0.0188087774294669,-0.45396990898392475,1.0077504670460848,0.34520139403479855,-0.024183707730372546,-0.2551394926641074,-0.05036347829061576,-0.2591126005789288,0.2179406370735859
