Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13
NTOG-L,0.411764705882353,-2.3460152752539862,0.04583243695508407,-0.3817105246627958,-0.6860227469492335,1.8033954250317683,0.03758593953444344,0.3642544670845474,-0.05680056415457795,-0.16341414748553618,0.22570042108660282,0.989278808935313,-0.3953874920568328,-0.490023557386754
SWGS-L,-0.0677419354838709,-2.018219304408852,-1.2942366910842578,-0.06743149349469636,0.5098646387023853,-0.4782933375132325,-0.24565839196501893,0.41569773757672024,0.43108370553759606,-0.0656505592276761,-0.16440019284434312,0.08756346846628559,0.28827021850189455,-0.023607427989138473
ANEA-L,0.0204081632653061,-0.8450786336658627,-0.37602480048166953,0.0707643952649261,0.10794860488747739,-0.10805915187223329,-0.2887858980859311,-0.004123050802759697,-0.21429676928702163,-0.027082323115194405,-0.10963032936021,0.02077292909993302,0.19179807336092225,0.0036913073704151473
GWMO-L,-0.0434782608695653,-1.0740935099817106,1.9192534936624999,0.6063639294887885,-0.6141338998968238,-0.5983371312164247,0.40663446165540196,0.6556307097542874,0.13609112730292483,-0.12595192194291083,0.1490134534641073,0.687944694954056,-0.07528579991200833,-0.45491560385717716
OSIO-L,0.0204081632653061,-2.1681045710687967,-0.01044890513031812,-0.4813822743612264,0.15688867432136047,0.04141960678198379,-0.012524763018734673,0.27315935382578943,0.3041802466179525,-0.32957991613095927,-0.07927097615597385,-0.16697316266282441,0.329699361808688,-0.021821342033896535
YU-L,1.0750000000000002,-1.845008489309886,-0.20105442547528268,1.550746588308159,-0.2575883537639853,4.401831758091969,0.30902159145362623,-0.09805610255641004,-0.6101448950105002,-0.03472182925249705,-0.30400999939857837,0.4278301936983019,-0.1436372782706474,-0.09590483970370656
CCJI-L,0.0181159420289855,-0.9342589843289588,-0.7339393441031453,0.020251502880041492,-0.07511940805133308,-0.16352103057089468,0.0583385101018629,0.12298729184733921,-0.11757704471800615,0.004123169782908369,0.006593717075680666,0.039813979837958716,-0.0037284341588614957,0.022608676226417875
GYM-L,0.0333333333333334,-0.8210139901172839,0.07840873387034548,-1.3658822857743502,-0.3405160476148759,0.30405880440345084,-0.4005603703190607,-0.6144523369020586,-0.770203768095079,-0.09267565093861022,-0.08503277647799085,-0.1798200198226145,0.17824076684010676,0.19638756517999204
CPI-L,-0.0785326788943425,-2.393056616938577,-0.6263014962658034,-1.124182764771675,-0.18238438385058772,-0.2639428966174903,-0.9878115151112024,-0.4216227327453698,-0.6761871600633231,-0.19608248223468264,-0.0764378550945094,-0.02072881442078319,-0.1718546834489129,0.07134015849130246
KWG-L,-0.0925925925925925,0.7518389095953716,-0.5331952416747584,1.2654046756447812,0.21952357269865927,-0.8194929574624309,-0.9441069173800791,0.5344909385993443,0.083073009695319,0.5686593712143556,-0.40426245970427327,0.6014167504322665,0.1763719030390693,-0.07063801715409036
INOV-L,0.1324503311258278,-1.9313351222428272,-0.32874171122663026,0.22475827119721756,0.05017449329665948,0.3641171698654933,0.033149746266711626,0.23716252991665604,0.48376145927139835,-0.24495009320716313,-0.026253645308307823,0.050758885099099676,0.12402867198737326,0.026597394533823693
BKIRx-L,0.0132530120481928,-0.826377556172075,-0.7910590194990432,0.17656748123140678,0.0556987439443134,-0.20913022661415503,0.031087849140309164,0.15793058232628934,0.046672964893428,0.030806467116096903,0.058440983977222534,0.03928362274485702,0.01987824555992078,-9.061670371408341e-05
DXDX-L,0.011111111111111,5.685466372500958,3.8054967754720033,-1.6319645758047545,-0.5684022137309496,0.44211948938100604,0.37017635407188865,-0.7962550409069994,-0.05194898759784068,-0.0429266194568633,0.8424552524504981,-0.7005190420725447,-1.0196368324365732,-0.030860063260437356
LLOY-L,-0.0376058561791302,-1.687070980271012,-0.5443173136182262,-0.5151904813116326,-0.2955541132251137,-0.25843087252791286,-0.45267097567930703,0.04595704474422402,-0.5553784302296766,-0.14175106745913316,-0.002478715634973026,0.04863849194633486,-0.10465625571212382,0.10066155758983043
EDENE-L,0.1999999999999999,0.1791885818843989,1.9043027512699762,-1.675671884756743,0.25694616755842165,1.3236750226886749,0.373690917414729,0.3963146868428246,0.43156998332446905,-0.3834231028969396,0.11108747217810032,0.009297422887981159,-0.23125314899012742,0.0064111383171019465
HSX-L,-0.0537547815582846,-1.3957065823190773,-0.5670530982583285,-0.20207417209516143,-0.5109958461452718,-0.47461804201311825,-0.16998773259096153,-0.07497830959837236,-0.35305418104692804,-0.06728041206431629,0.11200768791718342,0.28005229059506226,-0.0720051698384561,-0.06332736994860165
SEPL-L,0.1393939393939394,-1.6406718002435197,-0.6417445228617302,-0.3045828259015424,-0.25976656327186787,0.49557101076607646,0.15675565567689995,0.2270031971085528,0.24962049661179442,0.03051737797225507,0.10030136226502476,0.3556019503474521,-0.10758463654065321,-0.039607744647787164
APAX-L,0.0144628099173553,0.00947329251589192,-0.28892977039136014,-0.053547317322756166,-0.06930786971290952,-0.10810102926177416,-0.09044061392749685,-0.09429443873091649,0.02841472169628692,0.019856682467321495,0.1745158131027279,-0.11687363649509139,-0.036215405330459464,-0.03926094221853916
GWI-L,0.0,-1.0661183523789006,-0.3506070893687874,-1.074071203582589,-0.028123460017163822,0.07530860548351996,-0.09490920003527692,-0.0006306728773649492,-0.35499475211238585,-0.05491695931824112,0.05745539363460286,0.10477244193336069,-0.12904109291018487,0.04710510854603583
LIO-L,-0.0714285714285714,1.8506406913105877,-1.5957647311006957,0.11550819211530412,-0.06750942559293244,-0.7333912007782792,0.8413107258673923,-0.4186004568668574,-0.26656081979755397,0.450011434324095,0.14925972297518172,-0.02191903167327614,-0.01916106895723549,-0.013899465755029863
OXB-L,-0.0219123505976095,1.573374354874277,-0.4606065781062067,-0.507825490575933,-0.17723850438627653,-0.4687742066334836,2.001908939856958,-0.8003717178116946,0.05843839699650204,0.5104283054896975,-0.14449129068844965,0.01133400157480032,0.1530776945667201,0.2793395994068674
COA-L,-0.0985294117647059,-0.888384643458468,-0.20549082168462254,-0.38268527064219127,-0.17688469330738046,-0.5947664344734521,-0.07100975191298928,-0.11004201298340502,-0.061096589898106964,-0.040899590309599075,0.006899973671286843,0.017926525180796637,-0.17575635634766298,0.052179598656164936
