Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
NTOG-L,-0.1343283582089554,-3.9660460835618983,-1.3426081486236117,2.372825183503399,-1.4522199636745285,1.542127753285682,-2.2409515409742617,-1.7637689433651262,-0.20099563889865815,-0.13012964460989762,0.4019954874263108,0.11047751723437833,0.16612934476922614,0.0005932792396015446,-0.6305917837704537,-0.003050283300585565,-0.5872851714984121,0.131020518660843,-0.3353054695792718,-0.23072662105425695,0.3707988807773194,-0.06189654964661526,0.1812544759647513,-0.3354234013213406,0.18284769386320063,0.20526846255272554,0.3591537576841891,-0.050869322333454745
SWGS-L,0.0538461538461538,-1.6460138491333867,-3.625068242655754,-2.9756759866804683,2.053368842489034,0.43301104460038015,0.4897121832604658,-0.8731985971912256,1.667545894785144,-0.12129593709752548,-0.05697164379401579,1.0491754790984222,-0.03243902201084816,-1.1551615452517348,0.05142143612205428,-0.09063777471578674,0.2139875130919858,0.08272579485062286,-0.16276507533269474,-0.12912702906676857,0.08602146506590053,-0.1518519071992524,0.03847460922821228,-0.2881947792324227,-0.13917317958848968,0.011342567568204853,0.11690775776569585,-0.08623449699528223
ANEA-L,0.143939393939394,4.24658104429513,-2.0662613993507826,-0.983949740007951,-0.581428456052259,1.1330654465293,0.4337297735606923,0.0336926928269481,0.33207495519548724,0.17075415119104376,0.31890144794221936,-0.27359042371138476,-0.12300231937754391,-0.47045806114193395,0.0768660611897092,-0.008165274200341495,0.11994371726347955,-0.16436358044121782,-0.1440652887548741,0.16016119208948176,0.21405465421332362,-0.06930704179219857,0.2515312261015142,-0.1341378587379719,-0.08240240728660383,-0.2202120726970308,0.2561298744671182,-0.02999038564838688
GWMO-L,0.1176470588235292,-2.4859275691739486,-1.7034611468185044,-0.4314207778142062,2.1663444856364094,1.2338509012284677,0.738018840262041,-0.8710599932391994,-0.19856047199314966,0.19782477605069193,-0.46450138167002936,0.1361499332449787,0.4622890305612739,0.7603802623527237,0.16221120330566977,-0.6479865967291978,-0.2313112450951073,-0.10816482228852574,-0.003800019239830217,-0.08697562646162778,-0.3049667312714044,0.14675397021439973,0.05045039283425183,-0.1231529487000882,0.014899664803919467,0.18767939771088982,-0.060034732575212295,-0.21542326651840238
OSIO-L,-0.0434782608695651,-7.789320259398059,1.6805989566809831,0.8257702511978443,0.8086866617501753,0.02008601785210695,-0.7367919230219913,-0.6160392392260294,1.0703086978767442,-1.2598577288762856,0.6281777489800403,0.2208159039006695,-0.7361379575455977,-2.096315458528065,0.29994195225196374,-0.1622609163245595,0.3777605476401388,-0.5836543607715086,-0.2826432485441858,-0.29425061208678205,-0.36617923120543383,-0.20151989823586233,-0.5060283206719728,-0.15645308291832433,0.542657862589198,0.28851971660877124,0.04108243290968168,0.12059252443609997
YU-L,-0.0379746835443037,4.093747664322436,0.40110514599534847,3.08705322837757,1.6016891807770213,-0.6729502556715041,-0.34490859745745067,-0.3378955692521301,-0.16420623015365235,0.9176551466492533,-1.1057438321932163,-0.32405770526460875,1.7910540187058277,-0.7242196900027418,0.6130874309060466,-0.41843926423470396,-1.148051721217627,-0.5377661348775171,0.5827547083163449,-0.27783410521413554,-0.07455847114353385,0.058225527771593406,0.4063226003077803,-0.001541208038668365,-0.2014248584692208,0.8147390423725048,-0.07487550471029092,0.4225082033119669
SOHO-L,0.0747663551401869,-1.0926240426178824,-0.7103845094072715,-1.2375889879181254,0.26172526033433563,0.5318851216369193,0.24363175301287604,0.2616112851432366,0.24680138468703092,0.09532919572373728,-0.028045776708177043,-0.03207925571777975,-0.06439529176656233,0.19209079195871034,0.025280075719259807,-0.10272017761506506,-0.14996190523634426,0.1848254166325568,-0.1289672634030825,-0.18597772998124884,-0.15634268845371418,-0.02352391829450939,-0.029556153700838753,0.014220669191838156,-0.08352259990835684,-0.044527629785445784,0.007371658718152331,-0.013443790051630683
CCJI-L,0.063063063063063,0.06832974862918789,-1.449721283190683,-0.5651682970738368,-0.4223482093282041,0.28699158464475155,0.14593372710818314,0.16709169826883843,-0.19756712800392595,0.01275751465273944,0.17550931259109404,-0.16110187966284728,0.06351639814224634,0.03931912518095002,0.022827166163467853,0.011050649729360165,0.030781791140748107,0.286146823783716,-0.03431601604706197,0.07731894471311919,0.05181288011111678,0.029115454664198483,0.0558399084260113,-0.025369471716262523,0.025402496636744886,0.05991212599969471,0.005165013489524489,-0.04461251193287777
GYM-L,-0.0637860082304526,-1.2287608895310125,-0.7218988617291724,0.22560541374478557,0.7690916563722475,-1.2590736827968567,-0.21653540090802573,-0.4197763188815331,0.0594787545481549,0.15078476207945402,0.4567885928753687,-0.5237158551503133,0.3371767844339709,-0.251524388038479,-0.1708421193696485,-0.14119287878138037,-0.09377163597286631,-0.08487543670426687,0.19191502324457002,0.03164261281846013,0.18325701855275486,-0.05812237165487291,-0.28547261507149013,0.1292996474040276,0.09796152329188233,-0.11031710836417417,-0.0398708310733369,0.11468624826851465
CPI-L,0.1531249999999999,-4.586511566698956,-1.492083659943728,-0.6324422436962063,1.3629448202471468,-1.5184680388455243,1.5944769240138894,0.3471065902853223,0.2907977556273158,0.07690824570654788,0.32722367889007287,-0.5442563227541161,0.10038269955406409,-0.6080021433466282,-0.025826487010770855,0.4181103407069628,0.15051190567519418,-0.5116244435494711,-0.044681378452041176,0.34723985546463904,0.44346022438409655,-0.19422874008151966,0.1872368587757102,0.06915370488301802,0.22195181243313888,-0.06870258896937301,-0.274259834945978,0.05012328062968402
