Momentum Index,0,1,2,3,4,5
ANEA-L,0.0476190476190474,-0.902271483817594,0.6627842407887473,-2.279695207210688,-0.778167827034468,0.0944222920052507
CPI-L,0.0,0.04113861524821801,0.22258003539583196,-0.218461493810351,-0.5484196641247576,-0.09099091462433562
LLOY-L,0.0659340659340659,-0.591164263571817,-0.35020253478647967,-0.017025358140289847,0.5538730504467523,0.19848104823166055
COA-L,-0.095238095238095,-1.2304729697582466,-5.165993659749081,1.2708166206741414,-0.9564599624207457,2.696932494528083
HVT-L,0.0,-1.0137130296680479,-1.3102179579983326,0.1439834632568826,-0.2099288732369222,0.068536674004273
SMDS-L,0.0517946423812705,-0.6932233291913877,-0.13231693943296297,-0.16507096264851742,0.2289192462769415,0.3324886192785428
ANTO-L,0.0091383812010445,-0.4960813361656806,-1.5371840398322167,2.1163941231824976,0.7926059659669606,-0.0006562907543146857
GRG-L,0.131621187800963,-0.586914201265979,2.0658649455930993,-1.7284205543815143,0.558001810994656,-0.3329095537161461
DLAR-L,0.0119760479041917,-0.27275568389950416,-1.3932825306092458,0.6938732972708928,0.22552204339251705,0.030483078877249468
GLEG-L,0.015028901734104,-0.7138832099533248,0.8217274648125343,-1.332476828520474,-0.8770404723391984,-0.11385912816163178
EDIN-L,0.0458015267175571,-0.6749239798015981,-1.096432553315389,0.1420151199011438,0.4513697662801121,0.02326337418505654
HBR-L,-0.0877192982456139,-0.9074792200517496,-0.05573807347577409,0.3496225397766885,-1.61371938904592,-0.43910203087257765
ALUG-L,0.009259259259259,-0.21432404915416306,0.07730503487591564,0.17620621080663912,-0.19589169679822058,-0.3977116962714598
SNXS-L,-0.0526315789473684,-1.1653589343880544,-0.5883618685129586,-1.4211583483463477,-1.7094024615157544,-0.3220068595081439
BAG-L,0.0216216216216216,-0.3268052876811675,-0.29571818789547416,0.3817126905106252,0.0163588466388857,0.4458748571467999
CDFF-L,0.15625,-1.0258812203738592,2.3000609120739863,-4.044645256220156,-0.06931989963850818,-0.23792477594566214
PZC-L,-0.002232142857143,-0.6421511275637282,-0.06314776094445287,-0.6141438090682503,-0.6681641189108432,-0.4371646319665888
GPEG-L,-0.0327868852459014,-0.8494737491788067,1.440424263642294,-1.1240234838611152,-1.5639768941158445,-0.4496919418644017
IPU-L,0.1075949367088606,-0.7396341829425007,0.25048820114370485,-0.8649857666458154,0.7257024754467777,0.3231895745991321
PSON-L,0.0684931506849315,-0.6868120819871572,0.004471961498055091,-0.2834510801973088,0.4150688916451944,0.3616809786483602
HRN-L,-0.0291970802919704,-0.9592247390279237,-2.244381828882096,1.6684358898151217,0.10620996951149238,0.16554466038672833
OVB-L,0.0,-1.163810399341565,-1.4805190938471382,0.0974283723598117,-0.16733151852761122,0.020514871436365774
ATRAS-L,0.0797101449275361,-0.41620157620941184,-0.010838226419557102,-1.1909020151312248,0.2871400730170545,-0.20801970742699194
CRDA-L,0.0581818181818181,-0.4921816794919805,-0.05929348947564664,0.0025885823554568596,0.3978355650691486,0.311399380241392
BOOT-L,-0.0141843971631205,0.02901805240922533,-0.24985048721197467,0.41460258200266475,-0.40886548848093995,-0.31385439371472046
CFYN-L,0.0165016501650165,-0.9166741484226435,-1.5434039779232593,0.11152960078868958,0.06251670549986181,-0.013086468316783431
UBGU-L,0.1189427312775328,-0.8104544992423928,-0.24807720458615923,-0.9415899393185452,1.025566894520467,-0.3434508080022787
