Momentum Index,0,1,2,3,4,5,6,7,8
ANEA-L,-0.0365853658536585,-0.34470692253936197,2.776897410726149,1.2991788874847778,-0.9827985517035019,0.323153964093379,0.08465640719587587,-0.1920865719000125,-0.44345817683509725
CPI-L,-0.1725888324873096,-0.27600372052189087,-1.3191896346336052,0.7502757978994893,1.3087553724787853,1.5538567949720197,-0.015007748825294185,-1.1802918156717446,0.5467084804152278
LLOY-L,-0.0266990291262134,-0.6838787391144481,-1.9553526288141607,1.160565764841656,-0.21444197548576915,-0.08020482562850756,0.15377529090978023,0.613466030783728,-0.5539494365521203
COA-L,-0.0758620689655172,-0.7427217215987031,2.6549699012466776,-1.3513206862335216,3.1200420450209037,-0.57304699026577,4.086417088905129,-0.36959884322609743,-0.02159418882107032
HVT-L,0.0,-0.9005070805074036,-1.71769902414091,-1.285695748968198,-0.7686764413364853,-0.3822007562660089,0.44981878984047086,-0.20568150087324544,0.15976576276649748
SMDS-L,-0.06496062992126,-0.36303309749223184,1.8133086608529752,-0.8543294951480396,1.0939098037179178,-0.17390943390580177,0.008593160505395934,-0.8947181721148025,0.32725075476093113
ANTO-L,-0.0212121212121209,0.2754175382133552,5.6945002208822535,-2.4018808276362087,-0.2716623714966684,-0.15766115494888921,0.35646215597594966,1.9987252301314458,-0.38724604677608426
GRG-L,0.1161369193154031,-0.37496131288686185,1.5762957739210168,-2.345842995874356,-1.8908151138741607,-1.956283568825649,-0.8595573403931225,-0.23546660460013796,0.7316227331172568
DLAR-L,0.0478971962616823,-0.4072443416937853,-0.7331967314149496,0.53676096135162,0.07844434183287943,-1.459685115770059,0.8193840285001672,-0.09780407685966849,0.24861405276148923
GLEG-L,-0.0778816199376946,-0.6490014292999098,-0.8061675464441389,-0.48023060295911274,-0.10961501437252709,0.6520972163933411,-0.05394760386310741,-0.004371935996727244,0.21736328509185285
EDIN-L,-0.0034364261168383,-0.7382127319130367,-2.098716073906337,0.7784193677201819,-0.16289207048689688,-0.5307636207472414,0.4367064725362033,-0.13913821471613497,-0.3202821534450829
HBR-L,-0.0357142857142857,-0.7094218656465031,-0.11231293445106437,-2.533155284212651,0.22193988965812705,-0.4110574588912021,-0.3830090335147279,-1.370181133623346,-1.0113048123366055
ALUG-L,-0.0031347962382446,-0.34935359302242047,-0.1195439241854686,-1.1885544725578108,-0.5554578001636105,-0.41859984659586447,-0.18292995589267147,0.1879275164694248,0.3892785233842707
SNXS-L,-0.0606060606060605,-0.7869490592590611,0.6927120963193704,2.001080392762548,-0.8450721648014943,0.8141499250202858,0.4168325800121256,-0.22643154808857083,1.087757395203295
BAG-L,0.0272727272727271,-0.616528994429186,-1.6945699915818602,-1.4538346109904337,-0.6704481235101726,-0.8582717486097294,0.20500442585724554,0.25564810893820167,-0.35722968245278447
CDFF-L,-0.0215384615384615,-0.27519405041194844,5.454233430648745,-1.2623072281862484,-1.0012118828454015,-0.07811600152171273,-0.8375147294883488,-0.8580302231217541,1.2645965304274163
PZC-L,-0.0119047619047618,-0.648210714465074,-1.0039051464998845,0.34500672446354214,0.3393050536485478,-0.4739587153079752,0.4406180789186377,0.7767787105998445,0.5131311009148596
GPEG-L,0.0,-0.8213780699169827,-1.964216526791823,2.008859777287958,0.1221295925027144,-0.6538718216339761,-0.3635820039206728,-0.18043015661290268,-0.4528308546880398
IPU-L,-0.0598290598290597,-0.4298354266382736,0.9799475791048491,-0.42098269203059296,-0.015097099928419878,0.3000126065370007,-0.23296108959710965,-0.0824849331483115,0.5797246583472738
PSON-L,-0.0183028286189685,-0.5249352057429206,-0.05599886164317912,1.1095590148233123,0.18566847775442696,-0.42895179336256534,0.24806983676358066,-0.17409154345035507,0.06053590399921114
HRN-L,-0.0257731958762887,-0.7334284210566163,-0.09782501344623921,-0.5042418318391719,-0.3581478368507055,-0.008316053544802754,0.9836128744841272,0.39361987379194946,0.13943453744735823
OVB-L,-0.0384615384615384,0.838637966571903,24.31121326151982,8.923568835910585,-3.0511697451303026,1.2460718673751938,1.7372437868980277,-0.9515767479543094,-0.9191696574378954
ATRAS-L,-0.0362694300518134,-0.25108555483446743,0.30148407053295556,-0.021702186069830504,-1.0892920673795927,0.3109431468182097,-0.012121007503639076,0.20308740836902334,-0.9033834293704213
CRDA-L,-0.0466472303206997,-0.46029165827537954,-0.8467279788414751,0.5581851476866359,0.4734723443154344,-0.10791273376540943,-0.02935659382616066,-0.6621985808751515,0.23892987625130396
BOOT-L,-0.0151515151515151,-0.1937335510417947,0.02597221426428991,-1.0834663777065738,0.05902259154989017,-0.46842929793674754,0.20388597406106257,0.36188124092668866,0.01624526695491091
CFYN-L,-0.2592592592592593,-0.6384766995846889,-0.4621501858658328,-0.47864415683074607,0.8505250781564984,3.2584062312375943,0.3774427243343872,-0.11185941805418673,-0.16095861260460853
BAB-L,-0.1353383458646616,-0.7976810577172652,-1.092141743744887,-1.8243911626222158,0.46464668071461707,1.277672872497481,0.006639520488791347,-0.4719739427135772,-1.0899673222946022
UBGU-L,0.0716783216783214,-0.7304949537690021,-1.2794977885796917,1.187809880188062,-0.5219251488032245,-1.618248366598675,0.0396540834282724,-0.07435867714766652,-0.2557862417584831
ECORE-L,-0.0689655172413793,-0.37264874832929584,1.1958654716760837,2.2584697217014846,0.37014664917993084,0.16209812664609236,-3.0053429750382317,-1.0757873600041747,0.856063160693212
SHEL-L,-0.0269350684481279,-0.589034498278462,-0.9356405048160095,-0.7636831668314704,-0.7189634764246652,0.02352049002300501,0.10718562182097238,-0.3124337984642528,-0.20309402270467972
HID-L,-0.1075268817204301,55.92721478641964,-1.454859341653745,0.06793314484698228,0.018107089765282452,-0.05682964656377778,0.11383986604075512,-0.03726088554720903,0.004120961956666982
SBRY-L,0.0756756756756757,-0.8734401523063351,-3.249465946520013,-1.3846803174716857,-1.5326263498405666,-1.3596470853980804,0.4432747925624802,-0.37282368727691506,-0.15319357197974312
RCH-L,-0.0783410138248846,-0.4472451646161464,-0.4739227842881029,-0.23706181208375482,0.24837074880906163,0.49481564700490177,0.24705505455435947,0.06583102839721927,0.19625484112785552
DSCV-L,-0.1047297297297297,-0.4263214471719195,1.1456043026376488,-3.179258096278634,-0.8154181092360695,1.191941656656194,0.15917881513268536,-0.7222658118516252,0.23023452005448006
HILS-L,-0.0129032258064514,-0.5932650122157773,-0.607692095398697,0.23888683621031165,-0.5048470134731985,-0.26885491332033906,-0.15739341064348625,0.1633838853713797,-0.06137059085730283
HDT-L,-0.0218579234972678,-0.3058896449936282,1.100208145072081,0.49089776493663734,-0.7765875840662536,-0.03885248205177632,-1.072828101841219,0.03808719704854617,0.3923167419216627
C1Y-L,-0.0229007633587786,-0.4513358490627926,-0.6201423213485621,-0.4583178076119047,-0.8385156302136538,0.020477674081202983,-0.11998263040637117,0.3212397262724833,-0.31585513304439444
ATST-L,-0.0179171332586784,-0.6721364862028925,-1.7385828007055126,-0.07661601019400574,-0.45372155454675317,-0.17962937394360065,0.38426622889401346,0.1071644079162059,-0.34799563147867885
JET2-L,-0.0516129032258064,-0.36346085229184244,3.1787316824170597,0.7751645259930763,-0.43950394060134085,0.23204925259060702,-1.1752689498601052,-0.12066616586233145,-0.48876293839892176
ADIG-L,-0.0364583333333333,-0.7920564392022336,-2.820391812652602,0.47354052686630926,-0.08669731495008284,-0.02171991266747246,0.38772046212486566,-0.15438190736620802,-0.47938051074181937
BATS-L,-0.0099502487562189,-0.8605193535219074,-3.764269591534602,1.5355507963382486,0.26149999736313595,-0.6060396334487903,0.6425888259569091,-0.7683733378805306,-0.23902761471589723
CTID-L,-0.1428571428571428,-0.18100941276467544,5.3414477144811325,-6.308897383052666,-1.892501507411803,2.2488356509680636,0.7185565579081437,1.3618633735293202,0.5946482197326348
BGFD-L,-0.0738786279683376,-0.5653617190352384,-0.1884286687834263,-0.6752482242509902,-0.10585497933550708,0.5213741845582401,-0.6137843050175302,-0.22199666509584348,-0.10322966577605466
BOY-L,-0.0281690140845074,-0.5399710731686403,-1.9534713746136694,0.12645577582430215,0.429935310819815,-0.31846338826384446,0.22266127964338292,0.14898116477766185,0.23419804970556857
CRGT-L,-0.0087719298245614,-0.6681122716418552,-0.9619843526925757,0.9087315430769274,0.633968648265991,-0.6593366089076111,1.393603464181445,0.30015639314715303,0.35632293718087443
RIICi-L,-0.0125000000000001,-0.5631146133503144,-0.15544725280501856,-1.0312096300870326,-0.9386180434593948,-0.14230061387388132,0.19897962737258892,-0.12462401900517273,-0.0473751199690693
MKS-L,0.05,-0.7315664037560133,-2.1552783213950626,0.9819093084199833,-0.22448602255835337,-1.4181963157150401,0.40831265970429764,-0.972614441713493,-0.0355273200989725
BWY-L,-0.1068376068376067,-0.3857745228039831,-0.8630110262128932,0.33933716555721616,0.20483803228679012,1.0663501517002063,-0.20804072123798836,0.782259869321943,-0.20679523034578157
TPK-L,0.0401459854014598,-0.6986074329338895,-1.2229175139517001,2.2093676306489107,0.34183803734671486,-1.420692353675308,-0.01086960715860642,-0.27713900460167507,0.5026721674932131
LPA-L,-0.0588235294117647,-0.7305854758863772,-1.1945438330413514,-1.8932569915957393,-1.0678302968758708,0.6052149153722723,0.05001621540874222,-0.9245705700855793,-0.1422557588654334
BRSC-L,-0.0403225806451612,-0.6825996990136362,-1.6650792872391342,0.9984844884945301,0.4539179004886603,-0.11653081133879951,0.45162031204202374,0.2928563169353587,-0.08388631407261345
TW-L,-0.0874125874125875,-0.6953735063676902,0.332852211194446,1.5513912813667348,0.7212456061223971,0.5719952209135319,-0.43185281901077005,0.7913295331614695,0.6422385748950362
CGT-L,-0.0043956043956046,-0.6948885356240687,-1.7353073534641517,0.21855931765416173,-0.7283475853737167,-0.26555118547286216,0.1669101150745972,0.2977453613476221,-0.37476069016661134
ABF-L,-0.0304761904761904,-0.7461662273943878,-1.7925816191895292,0.33471987229321626,0.527211059136453,-0.4374256724907507,0.5133106514891247,-0.9600369701719885,0.14704100172507126
ACRM-L,-0.1546391752577319,-0.5680929404034916,-3.1640174634925065,0.12911961999827878,0.5074949110122208,1.635586773629525,-1.0937957409093586,-0.7630677626581309,0.41659995448698905
CKT-L,0.0377358490566037,-0.7737454069480086,-0.8206193447643152,-1.8256361031556845,-1.2126486074168161,-0.8582010408061987,0.19031995999053186,0.20749379959941225,-0.6297791649300741
BIOM-L,-0.1999999999999999,-0.03864817886616688,8.840437766378722,-6.037761068392974,5.055443821321577,0.35217681328646405,1.527924462111225,-0.15249671250141528,-0.24234885815462698
RNWH-L,-0.1428571428571429,-1.096322105321815,-4.504843544644388,2.4395534260659564,2.5496369640317464,0.7985357940161626,-0.01754908291049811,-0.37996005391957677,-0.1377104261888305
VIP-L,-0.0220264317180616,-0.5453878778218268,-1.0957315886988435,0.08046186912043068,-0.47298320772536245,-0.12291258761136806,-0.11288963443250073,-0.043006683667579496,-0.04529767806401181
GFRD-L,-0.1739130434782607,-0.8461012361953358,-1.353560881469379,-0.2070577531887095,1.5970076637786308,1.6739710165368724,0.7286154484777342,-0.07459893151001484,0.2711666260428404
DLN-L,-0.0168224299065421,-0.7805166329693017,-0.9647255020766093,2.478980906589224,-0.14347575704768392,-0.2134884900022704,-0.6010190698408496,0.3591689249707467,0.14638144275944365
CML-L,-0.0535714285714286,-0.6075981578510761,-0.8786950279289357,-1.5070721920206025,-0.6656470136776851,0.4016269234884029,0.003738061482315827,-0.27085774055661516,0.1101307266185898
C3U-L,0.0357142857142858,-0.6846523034516969,-0.3383307452546351,3.6527282356891027,1.046497013187873,-1.4898685411671468,-0.59532913566219,0.5000364569481784,1.7654083986746953
RFGR-L,-0.2134831460674158,-0.5458290645251305,-0.8206022899938205,0.7307581351737883,0.7564796319633641,2.558253471750516,-0.16713980294687855,0.012071769500709465,0.38879394242157694
