Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
NTOG-L,0.0517241379310344,-5.023318269656575,-0.4012179881543986,2.7368476525993475,-2.156566899465261,1.2546455405865795,-0.611444971691832,-0.10753027825901007,-1.429325132542243,0.3793767073867254,-0.3952517470352045,-0.48622878235185696,0.03096131594400763,-0.26719095620447875,-0.00801217766808038,0.004810162945593063,-0.41520710747684747,0.46911157858234714,0.010776311856897747,0.0613133345359315,0.29643926200471227,0.4717254212537373,0.15431544460524177,-0.04763164160272715,-0.2414030865875826,0.19514105301776652,0.1308919467832988,0.15155170315855346
SWGS-L,-0.1642335766423357,-1.0528034617395636,-3.614443449664097,-3.0711749249887133,1.6494569887356676,0.9520265802792657,-1.1149140193252725,1.3606496629512346,0.5679699292930448,1.2105308420892218,-0.5963573857005604,-0.3486533052561258,0.3833619388711019,0.1865439287718798,-1.2788681290439647,-0.1868947014307993,0.013256411189648645,-0.3122987628556673,0.12907332901689886,0.1448204045918098,0.08538820034104831,0.18176544426366253,-0.018953374479903976,-0.031200952259229524,-0.32979179639699213,-0.08651482480915478,0.07569343073904221,0.06985653286091019
ANEA-L,-0.0022075055187638,5.958496513407821,-2.5576911590644813,-1.75443097947139,-0.20752911757094714,0.7083396346149506,0.15779323370117637,-0.3151598136704938,-0.10500047555829793,0.30218796316926505,0.1763580348915168,-0.21093054746037265,-0.5014786433503416,-0.13901754043402098,-0.3736051557523101,0.00902492916913387,0.0820318032994285,-0.18984679784851893,-0.09153174422476759,0.1784673776018441,-0.12532264539664847,0.2222847138520466,0.2628554453667528,0.03910168390214505,-0.14570699824491645,-0.16277425605896884,-0.2490946627883235,0.1455242418053209
GWMO-L,-0.0877192982456139,-1.4025956678600457,-2.332888405424448,-1.0711426727615676,2.6422723559657597,1.2719642414244374,-0.7272169876561668,0.3455777875177915,-0.6929377732806881,-0.015296018953343548,-0.05676335664152183,0.40045216778575793,0.5246659145393147,0.07172163329023411,0.74250243579058,-0.5517714113846527,0.32540887398312146,0.21660274765970486,-0.15567523537825234,-0.005339875616161367,0.17691607301307152,-0.2648573297393212,0.04172563594144871,-0.12836247279396368,-0.08697102400927226,0.14506719251845238,0.23456204970622654,-0.1777751638162486
OSIO-L,0.0454545454545454,-7.842176895670748,1.5344571780936582,1.0442426538541232,0.34092714227787,0.450560343279145,-0.17650543750646502,0.6955791729985413,0.4278233389620043,0.5394422370819217,-1.1552473334708975,-0.6775548757972204,-0.9579233421326295,0.08349225705808101,-1.6847030242343535,-0.12966577078151073,-0.020461163949244132,-0.7751768656666224,-0.3401795278210937,0.38441206018201673,0.24476397757458296,-0.08223805601733677,-0.5234613644378853,-0.0686945826455029,-0.14840834225700253,0.48485238250760393,0.2705312466761113,0.16546934086181456
YU-L,-0.0789473684210526,3.034076795545456,1.0826751450737901,3.105732632398861,0.7236705725938977,-0.30600260886946934,-0.3275587028093889,0.445669365118012,-0.40020583570505586,0.23220617634632448,0.279586483949364,1.5157866735014343,0.4968348686928618,-0.967485286476827,-0.45751151989988265,-0.457174115736583,0.5218841681114061,0.8257580314878449,-0.9079458478324468,-0.22324018940366863,0.2008304992177105,-0.16198249124970385,0.2752930085320714,0.45067310292606205,-0.09489689894249428,0.1277179754071359,0.6363018261821742,0.037241645334223715
SOHO-L,-0.1271739130434782,-0.5395703116020372,-0.9867332442109077,-1.5447378575897779,0.4819033356655463,0.3334623358180026,-0.4175034162606124,-0.2769662725926983,0.3077930112691556,0.1941047706261312,0.1461571606514074,-0.01890537072427693,0.005449136153368421,0.11063833116967889,0.1527658010104701,-0.07719657266076392,0.04370564707470582,0.17435538195854172,0.1362022550582655,0.033715554592199805,0.25350057084183425,-0.08383687447470349,-0.10732915269112768,0.048353814451674054,-0.02834344939536044,-0.053747948285087034,0.008737015005339542,-0.016591976164929956
CCJI-L,-0.0559322033898305,0.5111915494670101,-1.6130201035217298,-0.8041047395392558,-0.23161087563381574,0.045911090668172026,-0.04919392538578346,-0.2961756409504036,-0.0011663551489559042,-0.21266259657915929,0.12091073508970486,-0.04369038141967285,-0.09659637842833026,-0.11086359297474524,0.04042433876590025,0.03661918829361312,0.05082008707250208,0.052917400198879166,0.2719107719626018,-0.053564930145987136,-0.012767554997732545,0.048248989006461684,0.0924494024899986,-0.0323850322809586,0.020306523842145995,0.02449020484359306,0.0399430554814801,-0.030547416694608327
GYM-L,-0.2461538461538461,-2.0710835936983445,-0.15137426334729717,0.7073415378839005,0.11339631698198412,-0.7870388466223218,-1.117565490434284,0.7056376211107337,0.2658232556427361,-0.20821536605063717,0.3841903850311852,0.01002536650578484,-0.21194536901974004,-0.4406131368573093,-0.19824478230891004,-0.12328864038862014,-0.060690871764217585,0.09613082029088321,-0.18244454084630216,-0.1618726302328601,-0.15954489157694926,0.10269696051119531,-0.20669296409541044,-0.06502544408730117,0.08773368738264564,0.04873994824622869,-0.053391232592306305,0.0814126548957669
CPI-L,-0.1558265582655825,-3.3722136141047985,-2.4843781130416223,-1.5883738263634313,2.4612945830752517,-1.6540207872996011,0.03722491619611492,0.9264664602019205,1.0097176835333055,-0.30646759144871,0.48029488241653184,0.17317141186194387,-0.573063142673106,-0.38184791198315143,-0.49947836731209777,0.4618431179652958,-0.18069125003387526,-0.31379559116907585,-0.42201618525289797,0.17927078146197,-0.4761117384450097,0.4458218605621327,0.17476640710899563,0.0963899761627537,0.10423805760583553,0.18342858538582602,-0.18532999071133213,-0.1990456135841362
KWG-L,0.0775862068965518,1.9634015221476444,2.5646976065860736,-1.3487093026401349,-1.5025450474629183,1.026256211720255,0.39904225722329423,-0.44721850903601923,0.7555444474498806,0.6443146945817286,1.595504348365042,-1.0804936765458268,0.6379595727922844,-0.6102823346647974,-0.1104962965283689,0.043688358048701956,-0.7548126327433141,-0.13974400341333162,-0.015621258714903623,0.14139534980867272,0.11252535661273676,0.05769293898043894,0.17829782855442838,0.5054463202869445,-0.1838752012804764,-0.2627843548621659,0.08472138960047756,-0.2189774317254043
INOV-L,-0.130390920554855,-4.521854627168902,-0.007862467310138791,1.1362722788501558,0.0026495928477072127,-0.0032338852726103992,-0.5503932197448109,-0.2545421805273346,0.40121594254713533,-0.1703427424069854,0.14244064900506165,0.18326337533734002,-0.1889686698987214,0.2023938168065239,-0.09684850891988454,0.17952918337276585,0.013726192132695736,-0.03184191251684037,-0.033500256750968835,0.29576052543377157,-0.10673709590482093,0.1424213167276134,0.18330211465374102,-0.06857889162414176,-0.07770338815889133,0.008746038111203815,0.044898973403438604,-0.08777316217556175
BKIRx-L,0.0305232558139534,-1.8698074202337156,-0.0058621409496529475,0.008353301346705595,-0.6330038927372504,0.18324238995292008,0.23807059230627606,-0.3214125095314686,-0.03455141829268137,-0.11938689422318811,-0.031270725843575535,-0.005232723758803368,0.07944752891947625,0.05373189220145868,0.04234212507177049,0.049983327330026875,-0.040601750560026954,0.0072798629552666815,-0.008509659878425068,0.11716929712581194,0.027886413198671477,0.02787498658493107,0.06959575655797046,-0.05606999198876934,-0.0320342400270255,-0.03166082709344948,0.005182169655615299,0.001793793315825701
