Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
NTOG-L,0.0,-4.646618052919393,-0.3952340165034912,-2.041331557745738,0.23597344748291202,-0.2397308031828182,-0.566708232062299,0.22980075269494837,-0.0016059401243984682,0.17046199160373424,0.822008238317684,-0.23471087784885986,-0.6863187865858348,0.12494076300386867,-0.1029148294213195,-0.6028235102477716,-0.39485148557207966,-0.32915249550016135,-0.4811043014839614,-0.07358982831049646,0.1660163058989845,-0.042259933801611645,-0.4231600062805066,-0.175217218687834,0.31123515405563623,-0.015406107642503346,0.24602480459613002,-0.2247353184910115
SWGS-L,0.0621761658031088,-3.138721479843125,-1.5685587943124726,0.1290729779836875,-0.9544269705553768,-0.8291016613460109,0.2222374407390371,0.21687042926328906,0.1993743444507612,1.3067821919169742,-0.8216967063067134,0.18540900529754856,0.2604776226474775,0.23908778243200393,-0.23949917116309277,-0.31849019634881554,0.2582840535101285,0.32440916165304556,-0.1513614417299966,-0.03385886176365973,0.32284935117152447,-0.1912946476289435,0.1966344754675263,-0.36113753159792383,0.019441716373245918,0.11372896093921411,0.12231842591524568,0.0016650398948937037
ANEA-L,0.0051546391752577,4.6588215996830895,-1.4921419943360248,-0.3396671378355845,-1.3902430285287792,-0.2717180299007259,0.18309658063656914,-0.36447217778184204,-0.6174640224962006,0.31090200617544844,0.27669327902174606,0.09556305145314888,0.35794269533696127,-0.10633662600740652,-0.05225835950862657,-0.19570451262464636,0.06994765369388896,0.21120894843119753,-0.16167262927227558,0.025997081988385733,0.19217881182775,0.0422391725956374,-0.11258507376319325,0.011509701093594851,-0.02609874821841961,-0.03419321387934386,-0.02435437091740474,-0.10455813648505263
GWMO-L,0.3333333333333335,-3.015347217730825,-0.6678969609547467,-0.38192117077338994,0.15643311520916128,-1.95732181891905,1.3248501561334773,1.2210736639252482,-0.38081289774224086,0.5516724412901495,-0.24936638320466453,-0.05702580500450721,-0.16409362273681175,-0.27872716077512766,0.7147278213929569,0.2483056244104676,0.045169936334000856,-0.2482978004597007,0.17058635917523188,0.12639295086831545,-0.033047253308959794,0.13648474110584816,0.05127026751604229,-0.13939228500221335,-0.05547826059843479,0.11421713244244326,0.04413138969368048,-0.08850235826844113
OSIO-L,0.4615384615384614,-8.490817223529298,2.2604584931395353,-1.7242856524928245,0.14545031695004043,-0.3968153552966771,2.3554071761122164,0.5214946329244977,-1.0142656478704255,0.7498394772920782,-0.33808401664178994,-0.022373379579477985,0.1545552572085517,0.2148850871041994,-0.4117900749298159,-0.5475322090839171,0.1878828512193611,0.2932174514370416,-0.6180954342244629,-0.31547010729095076,0.1288412889099876,-0.01741886933432554,0.26973332109442716,-0.2481106685274297,-0.15094180645142108,0.19788671145129907,0.2439082660693085,0.1351600338714135
YU-L,0.4074074074074074,5.767800062438077,1.4290860742100333,-0.746922873551511,2.361339270033379,-0.07275221982474078,1.4470292691859985,2.403142111304226,1.2590418103478989,-0.5047992225991175,0.3042299909781279,-1.2848362944958256,0.46573396838223446,-0.2888345955328342,0.31494301658950874,-0.05491164726615866,0.07851848710285854,-1.0280768348268663,0.4843841610763349,-0.24932022783655872,0.08665707302562863,0.035314431781020054,0.04580796902140454,0.08521981803401336,0.5510327341775008,0.22706909784313845,-0.1299132427508249,-0.07510001064186778
SOHO-L,-0.0486111111111111,-1.8616737805343877,-0.31239346011028307,0.19466137051206153,-0.7036699156055104,-0.38340700179503723,-0.26484795418640883,-0.49575055167265436,0.02418489692436909,0.1995856902458019,-0.08569234839008823,0.07965167905238457,0.13680118112320616,-0.05667319927664135,0.10702232506138244,0.06387541660228928,0.006491821019007083,-0.1129632623557095,0.045920154828007334,0.0758559844252635,0.043321288137496375,-0.047791200600553446,0.10420899322282817,-0.06830457347295919,-0.10900819787313944,-0.08756602669437184,0.0074908500294820326,-0.0033893910381170645
CCJI-L,0.0364963503649635,0.8347735356238951,-1.6570772264238418,0.15739365340767664,-0.5905234925079338,0.03058836996370473,0.06072408340044404,0.09065270980143864,0.014902313867392937,-0.39397834634866863,0.0948754614668334,0.07904701733763927,0.11034915967575648,0.02645580316662384,0.009575263918478509,0.03551580177174458,0.14059337845391848,0.05967464153246946,0.007529695582675371,0.13514159545379065,-0.02576716376053729,0.051484139557861984,-0.11455619239094543,-0.04946316630511641,0.03648737095549007,-0.020139436112811392,-0.019032015831181952,-0.07118259218085501
GYM-L,0.0907407407407407,-4.84927244261509,1.4622891841589736,-1.6603519908847841,0.23496936604853277,0.3219444556935575,0.10543623691672338,0.24225741288581468,-0.19198272419548987,0.2680166462817906,-0.0921476614499152,0.14896522077665886,0.3525793390362745,0.22917169203189552,0.061077466801937895,0.007021291710790233,0.03684167374427689,-0.018358239307486916,0.0141169833328085,-0.11870248931094196,-0.09929442143076347,-0.16531550205965598,0.00243958362241314,0.11647068999937761,0.027475369272035206,0.06548080214438616,0.07110612868544457,0.06384615731942093
CPI-L,-0.0468150422102838,-3.2743684059310145,-2.329513464133554,1.2886353427595274,1.008488353638182,0.5030597775106308,-0.32894519611788686,0.40122953154733704,0.3424333872831855,0.05787769902768511,-0.6531943814623525,0.4805698296356785,1.2764363876009355,0.2854522906612918,-0.32321580818822837,0.3594155436291717,-0.03786490351064149,0.22381793582496318,0.11818607314166525,0.054760436840144956,0.2059831805403493,0.01501628722723602,-0.277255295506679,0.3581436754769368,0.01416455446309151,0.34899110923818105,-0.05705429985005595,0.41721678221570735
KWG-L,-0.1130434782608695,3.0548276304736084,2.0199781889867516,1.6087466836694075,-2.2530801074315967,0.42122996395942286,-0.13486559706513457,-1.4767789284287915,0.2738615903862704,0.411614502522792,1.0393729959689655,1.218892941072888,-0.08157554263578955,1.2583318308970466,0.1816354691389079,-0.03178359715528831,-0.5565246641149354,0.04341496417255482,-0.2102713875206379,-0.009980704344103801,0.12199807520998095,-0.050163887853220956,0.06521142149465733,-0.1658860281424835,0.23290855190474347,-0.20473518484139258,-0.3219098343751378,-0.09763787038261784
INOV-L,-0.0333745364647712,-4.641522134849926,0.12557263269889116,-0.5861466159871691,0.6849649675741434,-0.10554788465076022,-0.3483271274404176,-0.39079584280144414,0.39823923638358427,-0.3154767769957114,0.08756184803017758,-0.02538287665881921,0.19495553610570412,-0.08860749062943261,-0.13149605853660426,0.1387903515033213,0.06625374268508914,-0.062387793330046,-0.1305142889686036,0.03929932140759308,-0.019611547069596426,0.04950888643531446,-0.0794546363432594,-0.10604470144899752,0.08620136848706628,0.12179165098319576,-0.06149808384764835,0.11703666812703617
BKIRx-L,-0.0088365243004417,-0.8460733180436306,-0.7027605804999056,0.38285603276556573,-0.294908131304882,0.12882524132555906,-0.10860930576795541,-0.18842715455294914,0.02917660163583054,-0.32707305066945513,0.1857304031432456,-0.07860228054546665,-0.19344860696301774,0.030479018084113078,-0.014668932053947713,-0.01144530391465997,0.0062368641707075175,-0.08839996425209108,-0.06689310497119509,0.010261405010133666,0.017468941664926973,0.05399084384038702,-0.0377197493378671,-0.08172916960549302,0.012029102109148076,-0.0076087651576413505,-0.05775266522679089,0.026214210085275413
DXDX-L,-0.1999999999999999,7.6698196063623785,3.192881816428592,1.6461699628562825,-0.22222009375512092,-0.961572329976267,-1.7646572830571825,1.1783981732773516,-0.6079028772813443,0.08488826482420242,-0.4702162422993015,0.08708660666136556,-0.5407437297588601,-1.0824593238698306,-0.4699521086715797,0.12427175366393262,-0.1527995058596091,-0.12135324180268432,0.5445563252559873,0.08771124774046368,-0.737472314448745,-0.14365451826955103,-0.09122914238850377,0.571812627706888,0.02385748256052993,-0.026500190984635845,0.025141647963908238,0.2933810850930937
PTRO-L,-0.1098901098901099,-3.708333233105818,-1.5570140930194354,1.4104868393562466,0.3839454224373964,-0.22246276275114518,-0.5155833300513147,-0.23748964888711646,0.4602820592062199,0.5661575130993377,-0.8925664803817603,0.16598317591987108,0.5770913925589067,0.07584941357914825,-0.14598500553853153,0.3733911701308564,0.10927195963561177,0.015113551500419571,-0.3730767414814912,-0.31163884520467483,-0.32440897119061357,-0.08270868850974747,-0.5064673544681609,-0.055690283049816235,0.2807967593934978,-0.12174241249977504,0.0214705705408575,-0.20969111642411956
LLOY-L,0.0101723312589754,0.7620340397889104,-2.034037830583185,-0.630685917090605,0.4770165152214961,0.7283787949729081,-0.1424488728983513,0.4385889243297132,0.11288122227580374,-0.03150068122424365,0.1354139895238947,0.12995076168817393,0.21600017049585907,-0.10734942036877611,0.25125843149640226,-0.1094298172180667,-0.029230533448178397,0.26645404460690764,0.015051838992320031,-0.01958175740149703,-0.0010551341282672953,-0.18487060359627513,0.01668830887233619,0.1549504064361679,0.06841431911176549,-0.0830486948767054,0.12231767862394174,-0.007112995985782394
EDENE-L,-0.1262135922330097,-2.888655732526759,-1.0513932251084728,3.106796903323148,1.810867523989989,-0.16388666950319472,-0.8809643861170775,0.35367823901229845,1.6643783739027809,-0.6282515104608004,0.56953876229746,-0.46181131783469226,0.02377637718709926,-0.17548847759831346,0.11840381513957202,0.011971339127418608,0.02718382032476162,-0.3844011191503994,-0.18229434137870829,0.07194794374850244,-0.02964466387815979,0.11097850441646014,-0.23748298257736053,0.028814354899057204,0.07450948523996669,0.04176574963406788,0.04665289227379832,-0.0831644238557563
HSX-L,0.039574172645221,-0.08559374718835881,-3.053374180347466,-0.15079100814024488,-0.6169343986280417,-0.34952191135470484,-0.08340429039115681,0.2998105217580149,-0.1731985651790531,-0.5447609009127163,0.38324839446675185,0.3247404300888144,-0.027478061364319944,-0.04485301355993372,0.05280624413343991,-0.10730719179248152,-0.0989039674826863,-0.2536150707625041,-0.0012286107970960237,-0.14230476111627358,-0.06610005330332853,-0.006411047925390876,0.06778472485889002,-0.1319987011486957,0.12671410130662392,0.006262233137474271,0.26399957885856606,0.19075195224294214
BOKU-L,0.1479028697571744,0.39318935142571654,0.6415360883223764,1.5836511494309826,1.554923655305193,0.028709179087035783,0.4881985136121873,0.8731090829576775,1.0897489483628722,-1.1594147765379803,-0.447317200337911,-0.10461030162572608,0.015394695703335766,-0.19431300433205012,0.15314124353637315,0.0025787388355836775,0.3733331100332132,-0.39983041005472053,-0.08551064876158518,0.4577919372135454,-0.1904239553876613,0.08467422102039354,-0.13190924845342708,-0.048417712169024414,0.0014498994395060923,0.14904056310623565,0.5328490640449317,-0.008234060081405366
SEPL-L,-0.0450450450450451,4.437141555914757,-3.9436555204867805,-1.2421144548071863,0.05540180871525822,0.33033873845559136,-0.6015252378705517,0.7511723649591551,0.0249421536137289,0.36025557922104223,0.38138420470089324,0.08456861321860143,-0.5164579886882682,0.011558243883917385,0.15194700582285584,-0.13889156729698426,-0.5418693790575946,-0.26389598561797206,0.19856014745803405,0.034367569704534896,0.17801025073263035,-0.14664988276301344,0.13228803601430134,0.1848727967362281,-0.2547235330668586,0.3697247379094706,-0.07890465421675982,-0.43844730306232016
APAX-L,0.0240963855421687,0.4401289185954855,-0.04985797042353783,0.6139561694592299,-0.26398779275758466,0.16463594108300544,-0.05494752159619239,0.17308241044021008,0.15494805700316372,-0.5217987397508982,0.05546505166042708,0.09740625279890786,0.10079251039844357,-0.053514790755101106,-0.2488220469571327,0.06561909838317277,-0.11320061663958944,0.04373642008755689,-0.11086553013469592,0.003587876586979839,-0.06778803283378147,0.034887735338816867,0.04717332322134479,-0.15607766269959164,0.002723220982783841,-0.07026886313092952,0.16187941823928362,0.10577260603853808
GWI-L,0.0193939393939395,-3.1892259588010545,-0.6436913903474977,-0.4372848336233754,-0.31200623302255454,0.025735490526833976,-0.26161424333429545,0.25348685265703363,0.3127871624455454,-0.01798313800645199,0.052896729131342794,-0.02856877474898756,0.1365342760223819,0.03035398471356997,0.12319866844655923,-0.0678727564219816,-0.021166345787933492,-0.03841972413052463,0.03618223857449334,-0.06582582828523961,-0.02203784757723966,-0.23270740643312424,0.017853670708809447,-0.08293427904971795,0.04953002623074503,-0.06422258597706841,0.10397275046581875,-0.006555535874578558
TWD-L,2.401639344262296,-10.458162286454764,4.914985875994669,-5.518486661638545,-1.4884805165673336,-1.219678501719014,12.099154240867229,4.901337375521648,-2.1848412327665714,-0.05718781805459787,0.3252025335168461,0.07593526778354627,-0.2863867050740403,0.7887623279384737,0.11085876682775508,0.12815090158977122,0.37009612111703644,-0.10031805569150772,-0.06463440929684713,-0.0502335282500342,0.02058205624431974,0.14503936325241926,-0.12420891422450865,-0.4110456910538247,0.06443973124422168,-0.29319912863046677,-0.09609128504748783,-0.020884697418273784
LIO-L,0.2268456375838925,-3.284287152065186,2.9825754154078865,0.0809061390026105,-0.35035076902979917,0.9214539419958668,1.0838227311534328,0.1979500272347318,0.10883257493635765,-0.5094949296691201,-0.32748775160252047,0.10825546569446384,-0.08599281110167964,0.17252609597412674,-0.13113902060587274,0.018783572845063205,0.04335625862281229,0.1271134940883162,0.18524224304151746,0.03126166570338069,0.21708555487036443,0.05215948817521611,0.018270364032445467,-0.0009057169173844066,-0.09074995864179923,-0.0047763477405407435,0.029319543580346545,-0.09404536225653137
ARIX-L,0.0531400966183575,-1.0136796890898025,-0.2058517835565698,0.34855116129423597,0.9821288249377429,-1.0829915773252312,0.07587992711995539,0.5727124836605552,-0.1666146964991221,0.7043411308481023,-0.010847183096005237,0.19833207117997376,0.1624231941620898,-0.10782382420897707,0.3182833142639264,-0.29569172498319796,-0.04638267336176457,-0.1481249727309106,0.1296162721799093,0.28797168811510837,-0.3544037141261986,0.09881557067105128,-0.048309111781297126,0.13704525665998069,0.19595114089424875,-0.08967899343199846,0.14899973207751832,-0.003668105312038548
DSM-L,0.0191938579654511,-1.4110431361684532,-0.23853805485241,-0.7062621127616514,0.09641670510673878,0.0626208357537293,-0.026511712552901884,-0.026782119486843236,-0.14776281082214646,0.22667645579919923,0.08139076914609546,0.03474876850207015,0.147120037338549,0.06348218854417073,0.09484179291588803,-0.0004648836662748826,0.05042481842482193,0.07975857619746847,0.01368298596387959,0.0903275231795212,0.12263126703871784,-0.03756550882646577,-0.1120555541656316,0.062133074424053594,0.2095561522588474,0.15162389463131823,-0.09265146004753592,-0.024735922959318476
