Momentum Index,0,1,2,3,4,5,6,7,8,9,10
NTOG-L,0.0,-5.794238855050817,0.6029959193797177,0.3161186584731221,-1.6762100206696122,0.39698101313877365,-0.136644979750978,-0.9125120617463464,-0.7993683537616236,0.7818435201813834,0.1361458347683939
SWGS-L,-0.0103806228373702,-4.7855204175276,1.7221856509501166,-1.294067990629228,-0.02451630233663757,-0.5262118700696652,0.5454820119721574,0.32307749623267246,0.30022552952290915,-0.036550606124879696,0.09233135619272534
ANEA-L,0.0049999999999998,-1.9652753067784137,0.1894364506345195,-0.7267251313204911,0.0747332503989376,-0.2710691097706115,0.3241298057359291,0.15033944112970313,-0.0920910703655328,0.07229858528089267,0.10712403855693148
GWMO-L,0.0909090909090908,-4.609092992978148,-1.6230416972237032,0.5925921461005037,-1.1937062980250563,-0.3954378942189591,-0.2901155260398432,-0.17529241697207204,0.5648782604190165,-0.30673284412126434,0.2146992150930999
OSIO-L,-0.04,-5.9183505038471775,0.9048989596267429,-0.3673151801501148,-0.6750977746905072,-0.6365634881302774,-0.10504436393251454,-0.07300976575345533,0.24605242220864243,0.16728013624897875,0.33388219679133413
YU-L,0.3975903614457832,-2.083794350438937,-4.608608585947816,0.32599818945758746,-1.2717781727664716,0.34383785959043933,1.3938933157077733,-1.1502140168457744,-0.8384034102730726,-0.048704193766010775,0.833810284420553
CCJI-L,-0.0693950177935943,-2.024264841500214,1.126421034575414,-0.036594789546111214,0.13391507294672544,0.06269430943981648,0.06874694776609053,0.04486261644074505,0.11183745184064382,0.0942137537393254,-0.007203770357922852
GYM-L,0.1428571428571428,-2.0285565383291435,1.1648854805833873,0.4593913909437777,-0.3828462088753259,0.3906375087557894,0.26287611344369394,-0.20873422026894897,-0.32590057331406175,0.6055772064102798,-0.0888283353427559
CPI-L,0.3347350714886459,-6.113516693744889,1.9118369903656587,-1.2327769813488425,-0.5887148367274542,0.13871461477862407,-0.03799205483117811,-0.12892327558474484,-0.26285800183457353,0.1894906843146376,-0.23503460592961228
KWG-L,-0.1428571428571429,1.447123300496378,-1.5681073513484165,-2.332853499905001,0.8803327693195163,-0.47249670544905786,2.1467539682176247,0.3225566137150177,-0.2833558110732121,0.08593261136968793,-0.26924947349483386
INOV-L,0.0730994152046784,-4.688226870478044,0.45811989451252444,-0.3262601884449734,-0.8581828677275902,-0.5366513586607001,-0.319083750278442,0.037624311375629424,0.017341034347849168,0.1114263342219601,0.16724118177323463
BKIRx-L,0.009512485136742,-1.7180138677470036,0.9801891221834241,-0.2689428251081107,0.30383955402047247,0.0222908793316295,0.01344493382573084,0.08703869487308574,0.08427323390806335,0.011191862411955935,-0.02580466222621115
DXDX-L,-0.1098901098901099,14.01720217308599,-2.8140633827399975,3.474705219040287,0.10001521159444389,2.179310192776875,-2.856380729504768,-0.6918876856237032,-0.21077059382352373,-0.1905588952249517,-0.17742085941478578
LLOY-L,0.1634601043997019,-4.3140614321312105,1.4695495547226103,-0.6879690635209736,-0.3521946555348108,0.05759876169753191,0.00045067595591730434,-0.07889792835917986,-0.18101779695036777,0.13894922765698986,0.0903166023472066
EDENE-L,0.24,1.0883475160493166,-1.1187608172662704,0.9104883639238274,-1.1885605461509452,-0.30915679661250384,-0.6532220690112494,-0.6920726115080893,0.008561774951848736,0.997824246093161,0.3433895863893508
HSX-L,0.0344680851063829,-3.699397305307315,1.6309724688040117,-0.0405150549936469,-0.29996610503912124,0.11266044841821904,-0.08993034191063966,0.085566649677782,-0.09799171432461465,0.11651659206354661,-0.14858480749462538
SEPL-L,0.1303191489361703,-3.6066252741490668,1.4173889080898212,0.21951166382052892,-0.46614318236387337,0.1958069922078936,0.11111639012645975,-0.10569641918591077,-0.3952909134731316,0.29510871025974056,-0.07418232283195252
APAX-L,0.0997963340122198,0.39925129372455637,0.5317692482204386,-0.07669216037605683,0.2456674106618384,0.30793854170652224,-0.4261371481472127,-0.11062808350727757,-0.050412827635831485,0.029915265679590707,-0.21052225033254104
GWI-L,-0.0571428571428571,-2.70435043442744,1.563557381929359,-0.007745106021644614,0.06972013488662104,0.1969786998998865,0.07779712203290956,-0.16402277614670965,-0.1651343432022605,0.35751625003873383,0.12663012114645741
LIO-L,0.0080971659919029,4.951812663594718,2.1085932300534123,1.6679574127358976,1.7322466990673506,0.6193785892744172,0.2008806453745031,0.4169277831154991,0.07391743556885247,-0.1308437692937981,-0.3423389808482641
OXB-L,0.0407331975560081,3.4405961104299516,1.6680759551685571,4.292059218171631,1.4641581388035003,-0.2142851211416015,0.6345711796368806,0.9244157773294293,-0.16129322911168736,0.17477827554830466,-0.31746531776999193
COA-L,0.0244698205546491,-2.8851288324930313,1.1534821341163355,0.025340268809977553,-0.11825859954993337,-0.05614501999166736,-0.13660910052945985,0.13430030074352545,-0.07048542761401998,-0.04542636848428296,-0.19670463745653732
SOM-L,0.0277777777777776,-0.6577153832168128,-0.3531689750635796,0.8359568735246842,-0.6728697262115109,-0.41346576486531594,-0.16646894395335138,0.06408342280042828,-0.41846855963523033,-0.004633078374928279,0.48149132115628873
BPM-L,0.0148148148148148,-1.3210849259865989,1.0763741854743791,0.5952718795963213,-0.06296859455655546,-0.007805393827768371,-0.13040727082661155,0.18440329827847063,-0.057329414224536614,-0.08009759719113449,-0.11419588300556016
CYAN-L,0.095890410958904,-2.5695201587454344,-4.968989923667621,0.520346509178482,-2.3545918586147767,-1.303684674657864,-1.2634708088083444,0.5251529056937004,-0.25486678470074725,-0.7009488217391147,-0.6573880064729205
PRTC-L,0.0628205128205128,6.569974484042174,1.6229566148047447,2.495518241949718,1.5568569088622344,1.2670388599107714,-0.56892275479392,-0.36451565256952406,-0.2018173268097821,0.48488730602602603,-0.4934727179554199
SYNCS-L,0.0158730158730158,-0.5505066234754886,1.6407197543993268,0.9701990725795934,0.431354928932105,-0.3488090728242609,-0.04437014009479672,0.34675927104820076,0.16233071669959523,-0.02405945606432168,-0.16506647035988553
AA4A-L,-0.140625,-5.394255588545207,1.775739362547749,-0.7178210948838256,-0.5027723919009268,-0.015152441616486174,0.02042460828719307,0.10646438009119999,-0.14920090759376725,0.03661442251886292,-0.13759784082364435
HVT-L,0.0,-2.1676303608972116,1.1899014075662047,-0.06415401206382935,-0.08245885833961221,-0.09927308254070803,0.014647802134745007,0.2758039043054885,0.11285793891262566,-0.08559639912100869,-0.08892104348472872
KEFI-L,-0.0207317073170731,-1.7294839981030543,-2.4238950435117035,-0.933205777871544,-1.0762689785439112,-0.5161788896314415,0.0778012353238153,0.4049178203667354,-0.47584493204645123,-0.9134729751129705,0.33134464432811517
AXI-L,-0.0446927374301675,-2.0976751860576504,0.9853549232439142,-0.41383977741020006,0.15637167050927409,-0.08985803222773744,0.10250198476394407,0.13464923036456156,0.032769217945282814,-0.03219131022879328,0.05740999176470399
JMG-L,0.0109090909090909,1.6572007245479161,0.5421982657616825,0.6798160868529399,0.4993132184266629,0.36432378627786993,-0.45200535264789493,-0.05999017663779116,0.007729922042941108,-0.015590114649677765,-0.13298709968959888
OTB-L,0.2683658170914542,-3.0282553089172364,1.1035597985038854,0.13651621211402137,-0.21086390197863653,0.13006669107677002,0.1253574323140662,-0.03350711346901098,-0.1968368672317708,-0.005901273914712268,0.014826867592180533
HVO-L,0.2688172043010752,16.40044013151045,-12.190376519140754,-6.876859875097261,6.390592358064821,7.469323932881862,4.095921308624715,-2.449462720188599,3.769097580252859,-4.433886254247639,-0.053612955735831004
SCGL-L,0.2407407407407407,-4.3512068391712,-3.544563477734641,1.4240572784131742,-1.38558946984041,-1.9159014079604129,-1.4618156922968801,1.1308316765093565,0.7863332394583484,-2.0159071425792976,-0.440112973341935
PREM-L,0.6145833333333333,-5.2275428214688935,1.2813765491814197,-1.8572732550568642,-0.23918645849743472,-0.9969806843021063,0.8593574660822765,0.6421051850679382,-0.3730888305657037,-0.1556375335172138,0.4177219300043549
MUL-L,-0.0176991150442478,-4.724044693319284,0.265457899606232,-1.1595632445933008,-0.4316220572669333,-0.09025772401044348,0.28847665895013613,-0.1291867178406744,-0.15270111423724642,0.16738345562048712,0.12604024388961357
CHLV-L,0.1,-4.385394148629335,1.276681002982315,-0.9021861158505589,-0.13203736964238943,-0.2664146432820778,0.1299443520355054,0.15529278723763176,0.06877762301559517,0.022472997774604618,0.13044382117565348
PERE-L,0.3333333333333332,-7.113930646215578,1.5636730844699491,-0.5087406549481485,-1.4638553305333812,0.3907157753406877,-0.18201649105588993,-0.42358196505957035,-0.4823494280640698,0.2903438075155679,-0.2703527466828442
HAYD-L,0.2777777777777777,-1.2320258640829875,-7.374855197842563,-0.42665382253789563,-2.4682126352157576,-3.2408737921983035,2.105954309171087,0.9361875194609345,0.13873072346795487,-0.8023690233991584,-0.3998098137901156
MYXM-L,0.1702127659574468,-6.209982642376892,2.6620173529483635,-0.8817824433268517,0.0713589609206063,-0.5963436136415169,0.11240790284111067,0.4532990902304635,0.22772297654306087,-0.11756056465286369,0.11244866681601769
SMDS-L,0.0917704385489985,-2.239522674919161,0.5118359104557503,-0.35618541785321883,0.031596961913364315,0.07091398099029705,0.32712803519272643,-0.10570075131191764,0.11441536902245227,0.10476267287920261,0.13753229076572468
JD-L,0.0470235117558779,3.3431019315138757,1.9301155843160633,0.8071882306574157,0.318828690559855,1.107414900310306,-0.719147634906978,-0.27855693112082325,0.23495170469037002,-0.4729207590475582,-0.1519076818013069
