Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
NTOG-L,-0.0806451612903226,-6.7068669935785925,1.1722222814314196,-0.9209764577489504,1.3192447083657686,-0.3077776045604462,-0.6062072238240505,-0.12330771353990168,0.1099211863586758,-0.7952638786334051,0.3920534476900222,-0.11882232612424357,0.037597079625695994,0.10965218629762694,-0.310264828456357,0.2795259000364607,-0.8512190829921654,-0.10259422853543966,0.2687783080241526,-0.10787282937432409
SWGS-L,0.0,14.401398131848081,3.4668483842417768,-5.607647679197645,-0.4195853099915195,-0.26023561681258506,0.5151894830414364,2.8276077608106713,-2.6552111458470025,-1.92526254837463,1.4644226679167078,-1.9261629251407333,2.368768399545461,1.4450068885869807,-0.08299846375811096,-0.10350293718289862,0.06125778791165677,-0.0340922584264926,-0.516029736148205,0.4299031238274262
ANEA-L,0.0274725274725273,1.1843114866464095,1.420681905479279,0.9694137887940951,0.25750699276267597,0.01156666332740491,0.23688502481007626,0.12417152139167133,-0.35086441849015315,-0.20112301839475114,-0.16313146740754733,-0.7023179759476098,0.33284906762346644,0.2443338314710325,0.0783961658166924,-0.09152779753074022,-0.2854221051630155,0.13549273649466637,0.13314586241597,0.044342813066957656
GWMO-L,-0.1052631578947368,16.337609910245195,12.816508728968365,22.418054622352447,-13.55538042024411,2.308786567190846,-1.0165618101415053,1.5822187804103025,-1.814377855110223,-2.206486887357266,0.8802661255714298,1.3922459957897149,-1.3120634377632234,1.1708003039083204,0.5071301119031546,-0.021317034171748652,0.3693555137987473,0.12298573575477549,-0.22003587536728994,0.037333852778832666
CPI-L,-0.0139603232916972,-3.605851405128218,0.7050554844419511,2.302399123922169,-0.8785301894888128,-0.0393815444457935,-0.2322183801871143,-0.2507529647075916,0.3695354570974662,0.27114388833876346,-0.1140070025612875,0.42856177654751587,-0.29914217023482853,-0.13762860814064976,-0.26376616330300184,0.012365991046231227,0.049006289338952035,0.013897176454879635,-0.12627157885197357,-0.14565730987896977
KWG-L,-0.16,-5.803407419637755,-0.08425664470279046,-1.1161042351200092,0.03635589208768935,0.2506955863450791,-1.3709881387735476,0.27539214842147897,-0.28763940325652826,-0.7894200404515552,0.7029061322375713,0.5248573114872334,-0.25859421120261605,0.6475154698432551,-0.02885386472675256,-0.11213226002427064,0.48723373173809137,0.058639890197598014,0.27569574375340816,-0.03148973777723045
BKIRx-L,0.0107913669064747,-0.546670128495293,-0.6837888949059564,0.3931507243587622,-0.0754613976735236,0.462669263764982,-0.08972509213128715,-0.09875133018864098,0.12354686812133209,0.03105033228041577,0.10380397726954467,0.012827201822104426,-0.08249478886651307,0.05625725699886652,-0.06005079464009345,-0.017526919205754218,-0.05712357454972458,-0.011540665327193564,-0.0044698146267679924,0.003676738325841832
LLOY-L,-0.0170888922200569,-2.202947390756587,0.45616678165287117,0.2865401330676941,0.3715184740274401,-0.10330472824778317,-0.20577833556333452,0.023109183946832822,0.10734486538408126,-0.060642638041083434,0.03645520752581856,-0.14917388653337998,0.10669632897095484,0.10045440514540316,0.0682102659296389,0.09633881913985001,-0.061918595743953204,0.017308537691998308,0.09246552697270463,-0.04318324575959178
EDENE-L,-0.1099999999999999,-0.05960608120123621,-0.7531161174635692,1.1711993040735231,-0.6136633239353012,-0.6297484551021523,-0.8619627984983032,1.439907800013577,-0.7804265068227247,-0.995635318550674,0.4039956504543137,0.19185356174885831,0.4467079389192944,0.09009631097396675,0.14628921584470803,0.21085297843492531,0.7710400032155512,-0.22848557614674592,-0.0047111259394066575,-0.3600538399038511
HSX-L,0.0322073841319716,2.330043869015539,-1.3009911464948618,0.8653168591676287,-0.30348722942461936,-0.21781272822631667,0.06968845341729674,0.24635859808301908,0.11232243409179274,0.2008854542695316,-0.2957636842720952,-0.06730922292002534,-0.270225592426981,-0.08836896867487402,-0.09594688064272054,-0.013285706984176377,-0.019480675145304587,-0.03402124470512062,-0.0768698126348979,-0.06423615268567287
