Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
NTOG-L,-0.1343283582089552,-9.668552055310904,-2.6497980913395245,1.4158190597739158,-0.669032705824382,-1.904543756384108,-1.0665708938861052,-0.09903857862103153,-0.2526442461638271,-0.03976665313350008,0.3145068962273008,0.8996939389402133,1.0584614457896262,-0.22924819459212098,-0.017574248751012923,0.4082935990329301,0.7378826700444729,0.3261732014100681,-0.5579348684818289,0.08850328659946227,0.08528500640169588,0.08040727789716336
SWGS-L,0.0,-3.488143910895202,2.728498992080063,0.249740936456421,0.12369384083829951,-0.10178767641973223,0.00668474306321922,-0.16530675420668314,-0.13531945756725922,0.7389596357275003,-0.4235262680684527,0.10690417149110058,0.645430709556441,0.022314759472701482,-0.2590683828382293,0.041076689573974326,-0.03607104746180296,-0.3446714148079915,0.23574490028437745,0.19187846880480222,0.267817458894162,0.06817035406196564
ANEA-L,0.122289156626506,-4.386240204494902,-0.7242241105872996,0.7569193025800779,-0.18893752468323133,0.2329560253581078,0.42641483651885603,0.3310004031684093,-0.22744848249630514,0.11016845441472732,-0.11604623098108804,0.08437717295305933,0.017156881530005188,0.0808682019851776,0.1849244990292884,0.2622450060872809,0.013131866131854734,0.015457112205661682,-0.027015605512554428,-0.023015459317213344,-0.08985999328877277,0.049720965551811436
GWMO-L,-0.1030927835051546,-3.985598179749203,3.791345218081677,-0.45085862311659075,1.0644181136138193,0.4222362502278867,-1.0510583078546434,0.7077136044387015,-0.11567322887199788,0.019705003669845792,-0.46362953341130625,-0.33157633274995274,-0.3523674347924572,-0.41808017149449556,-0.04066708193541062,-0.010225330474984426,0.27378943575859377,0.013547672974806763,0.2900229244457012,-0.12428628301566455,-0.25540345637450657,0.16972424785366463
CPI-L,0.0897571277719113,-1.8901874483899654,-1.4560148737450467,0.18161915278603877,0.07131779284583457,0.21429501091829994,0.13138425239173152,-0.0566345251911756,0.13406935702036624,-0.23118911139552675,-0.016535715258400658,0.032588281698458524,-0.11698208181310059,0.126209787049022,0.11733648303742912,0.0004474702878610283,-0.08520425722501994,0.09556434173738239,0.17208728256660039,-0.06522115378216345,-0.04704450720564376,-0.018697328410683736
KWG-L,0.0198019801980198,-4.534488066437319,-1.8006867587727433,-0.04530200707649912,0.416712275598432,-0.10024637902433044,-0.35513192110926856,-0.1243498703940273,-0.19037791214333752,-0.4601379601257168,-0.09905137541511888,0.03829672449249208,0.12500176079283268,0.2919949502318637,0.07940737919846141,-0.06542099844081709,0.07747200173195273,0.09648665166456089,0.03360753088211942,0.34659215204288724,0.10482889169556607,-0.02252502256334435
BKIRx-L,0.0065104166666667,1.1255142481352653,-1.1357728364443997,-0.37600621875853346,0.2739870970078466,-0.3295442017459286,-0.12951248018831107,-0.05949456810809245,-0.06474144284661865,-0.3271601656083593,-0.23204223856032635,0.24435688408195777,-0.04937344724080959,0.0667426627580987,-0.15849556838643603,-0.02248749566997464,0.0009148596883645482,-0.2064631976079873,-0.16183416619310423,0.34443162345052936,-0.09928819765196559,-0.04045059353196749
LLOY-L,0.1387793427230046,-3.36711173286416,-2.118394016238589,0.10845147415970162,-0.2949656768114536,0.15704034555425422,0.49745817402770093,-0.6318072884543379,-0.12481663916086363,0.29767020179777803,-0.03627779788762228,-0.1880569810405193,-0.1277376606839048,0.021630528390440062,0.11060192200993355,-0.058010699542705255,-0.19475732441593896,-0.24387732788731348,0.1103410572550614,0.09117398607474278,0.005298883158749328,-0.15147128665233925
EDENE-L,0.1046511627906976,-0.312133414354798,-0.47482290145171213,1.9644060774337346,1.335695161120179,2.512354283426014,-0.5800280493391473,0.869014232109637,0.33040902025608726,1.3368543354017297,-0.7982962157211746,-1.01274008132468,0.5242184815285842,0.16506948246052572,0.0997497137608902,0.09626483327114442,0.2948893144314166,0.3862946076058406,-0.7808587453974467,0.0056468536710117655,0.1793075395941706,0.3300341273980615
HSX-L,-0.0066287878787878,4.011801577626675,-0.6332307194368251,0.20818781642044532,0.1353583469878096,0.23789413696330344,-0.50754423181368,-0.22559732718056946,0.08305095662389203,-0.3535156077845252,0.5285606218854658,0.24082303357199403,0.09074007971024659,-0.0802630004551811,-0.07162999967843896,-0.12028512078849507,-0.2142679093453482,0.016085801937746613,0.14541258859162998,-0.09028922564471822,-0.10045237956160893,-0.04297225842171057
