Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
NTOG-L,0.2539682539682539,-7.731755692706626,0.1686487177289721,-0.9663249850452414,-1.3745148519629764,1.444775618640952,-2.223676755346858,2.166941256770939,0.11338587212224599,0.3819256297511084,0.32907164650853293,0.416854449208815,0.8401814332531893,-0.15662982093450487,-0.10519998962606751,0.19812301103528487,-0.05793591711236257,0.180723324088927,-0.38781110077997066,0.06785987082468414,-0.0061912198164559345
SWGS-L,0.2336956521739133,22.826195668122192,19.587969048081998,1.402547823463446,-5.453860359617835,2.053073011303446,-2.6096840840796136,-4.3827358539675085,5.474035146969113,-0.6217574985053282,-1.2921606736487063,1.0834969149234164,-0.24367220282434032,-0.1630782492742567,0.9862726127547444,1.0363110877334394,0.6808025465957783,-0.10249265585651898,-0.9586573500323244,0.2763379324955286,-0.08195429031466091
ANEA-L,0.1045531197301854,-0.9885638399655352,1.5071580564947376,-0.41070076044554216,-1.2374244556555074,0.840245716712445,-0.8912244704442616,0.149884844629281,0.5123442067337118,-0.10972589550824183,0.08006698637705018,-0.21355740934309844,0.15413264950732855,-0.05297146293326099,-0.07172143034708948,-0.2340642652114859,-0.08450760866158005,-0.05214388136096092,0.07090987768673208,-0.05790746400115746,-0.14719813022662165
GWMO-L,-0.09375,-3.4725949372067784,2.4607049915359416,0.3602437098589405,-0.19068833576088298,-0.03427505864746119,1.0283819662332874,-0.36365922082641555,-0.235778989238761,-0.4975004758617627,0.32443557998506994,-0.1556143792897565,0.190138786677987,-0.15507139437145195,-0.4689373025564816,0.2691095946225809,-0.11185973359341471,0.1313552391367656,-0.032033396515818276,0.0026079516418593316,-0.4188775142154468
CPI-L,-0.0158878504672898,-5.681837604087859,-1.9381183692490247,0.20449696235267184,0.6823819188028127,-0.38884891789407033,0.44146559583172423,0.3023379867435426,-0.541610782784179,0.05744134263919978,-0.05264323713863238,0.08992976189268878,-0.005300482516554526,-0.036186528941036786,-0.031433961313611807,-0.156372696635777,-0.09823778251870947,-0.06678649500415546,-0.0936198308746403,0.047594655815504226,0.031119986675380833
KWG-L,0.0,-4.1042547293409,-0.22183220730222278,-0.6901547051229546,-0.5503015099603277,-0.08893114169715861,0.18731108033847252,0.16779230227734013,0.20740368391013575,-0.23238197507679276,0.16804762602065515,0.017211777177222977,0.05304047708456543,0.010841773748627355,0.10502644936433256,-0.20208696243002455,0.13926994843074939,0.06373109960389618,0.015212576976677814,0.015703882356864953,0.09452553156471219
BKIRx-L,-0.0025445292620864,0.3751654441037413,-0.8521596177819565,-0.4509717011580666,-0.17262211336361,-0.1199155610413584,0.24875125188895314,0.3227734610347619,-0.06831967490771142,-0.3459086003533252,-0.10487051440311307,-0.1149647198247912,0.09596398225697383,0.1426155989181733,0.06942833256675564,0.024387941511610584,0.0034050995509492823,0.07991142747525047,-0.018063691889934536,-0.010412684361468246,-0.02606130197198676
LLOY-L,0.1220698037853793,-2.703833815457839,-0.43727161883610605,-0.6029425768676857,-0.3968706538546645,0.2927378685454559,-0.8834769818247796,0.3918190351481081,0.19449226792326427,0.5212004996544563,0.016998443479659175,0.10112331414690505,0.1403288594721319,-0.10373482349306236,-0.1506335347232465,-0.09718348109052559,-0.13785341935623208,-0.13609110840713523,0.08142548038736135,-0.020508881777176732,-0.07668972244902834
EDENE-L,-0.0333333333333334,-0.06159156776120082,-0.833348795646659,1.0926082292012929,-1.519595831714817,0.43688582008680443,0.6802259889891982,-0.9798883773708418,-0.006955024961577259,0.3452170311854942,0.011233770038098518,0.6757930033721171,-0.4159685033506703,0.3133412733891982,-0.37277691589615464,-0.3899108174338944,-0.6109785989081988,0.005329744521646297,-0.23642520069886816,-0.4284572386413811,0.17189418373836343
HSX-L,-0.0058309037900874,2.133566312261557,-1.3331296666619745,0.26804144025040977,-0.058270776267520925,0.04187306147596963,0.4172497336945051,0.02411441372979615,-0.32677154765433675,0.3054758916169102,0.09229835419698619,-0.1989996287827739,-0.04626696269166338,-0.1727988194243685,0.11271230127301789,0.017404403860488644,0.05700106161742266,0.15979293361508778,-0.050035506774845785,-0.035728241352846996,0.06561895136415712
