Momentum Index,0,1,2,3,4,5,6,7,8,9
ANEA-L,-0.0947368421052631,-3.208888120474185,-1.42028045243878,-0.19427643911843143,-0.32430134516676357,-0.3499242837039959,-0.565527080885678,0.08499983304864613,0.30486956915658886,0.2536583222374814
CPI-L,-0.0918429003021147,23.05055533384375,16.62583086029702,8.666605616769917,2.6983384346138566,-1.1724167529294622,-1.1924118351381476,-0.07062595853127297,0.054532616450637734,0.26606958977470185
LLOY-L,0.2070484581497795,-2.522541824755303,1.977055017441861,-0.2249317136028649,1.2351863552136884,0.4618612451401079,0.13360397743780827,-0.4782848255867672,-0.08942024713828566,0.17589112058601755
HSX-L,0.2485549132947977,-4.50146804606646,1.1463889946557269,-1.5157554403941862,1.1962270203874243,0.03491310281008657,0.9775683865665727,-0.6675169377784363,0.18680135464622352,-0.1479488304316998
COA-L,-0.1578947368421053,-4.700560000251743,-1.4548600968449399,-0.5551603168580403,-0.10645141526189736,-1.696917246076084,-0.35729971426056567,-0.32934992103810706,0.11952159001082648,-0.10439633309677619
HVT-L,0.0,-0.9289527193929328,1.4423622092989297,0.7707266423407709,0.5655845036952541,-0.3016014396016378,-0.12876598710620438,0.3152028868399979,0.46454850305497714,0.8060886428596948
JMG-L,-0.001560062402496,0.4528394527200956,-1.2037528619625282,0.013748353958113644,0.049670198824445844,0.289938084366289,-0.25977643880211604,-0.7445210584108082,0.202750124823677,-0.10475266326671463
SMDS-L,-0.1352313167259785,-3.2325036646231315,-0.7823473169741813,-1.0945865023997952,-0.30212202189500853,-1.3303818253465933,-0.49417047644635004,-0.340483395677044,0.187769888485925,-0.3389366509553538
NWB_pa-L,-0.1026615969581749,-1.9518767082876847,0.5618062107616615,0.26819787996616307,-0.5193625882372213,-0.5410018523517081,-0.16764428943716017,0.45956876998495333,-0.020517409944042986,-0.02829810227254637
ANTO-L,-0.0259579728059331,-0.12113340701085114,-0.9664173173102972,-0.7618688557804737,0.38166905498172726,-0.12731045151196227,-1.0280579456657126,-0.7107199389749499,0.23953912820966441,-0.28839494376489244
GRG-L,0.2756933115823818,-3.1631033379911897,1.433946924246715,-0.9200285176268524,1.2726173176970967,0.5568508800856073,0.9893298794808226,-0.3878554266884053,0.1747838701874202,-0.04313313944004007
DLAR-L,-0.1250000000000001,-2.7563465175225783,-1.1723489205792579,-0.795898360500467,-0.6184596824325409,-0.4026345292464488,-1.1329677035036916,-0.30450812984703507,-0.04706289047429931,-0.07152501523312328
GLEG-L,-0.048,-3.4001519240520546,-0.001414295058716536,-0.22951640415140384,-0.11134387069463086,-0.46551785647192784,-0.24796543687403297,0.22349690296227456,0.04499609635917066,-0.03334835515207203
EDIN-L,0.0488047808764939,-0.7288598047533549,0.8461182888520317,0.07832450973419632,0.17745486102320362,0.18076577451507306,0.12564198515718275,-0.0609531075919925,-0.19962703693555214,-0.029735318338677007
HBR-L,0.0980392156862746,-4.76819270268864,-0.3398511261348325,-0.4208658679596356,0.808028667222151,0.10162891623656044,-0.05445896818549666,0.13204118492363323,-0.16033795933847128,-0.0025056980576259346
ALUG-L,0.146153846153846,-3.1226877865732967,-1.7653937078665436,0.3127366674247334,0.6953645114989716,1.3675630432164443,0.01022470740741348,0.421068287164205,-0.26349220753784053,0.09768192174574368
CNN-L,0.0618556701030927,-2.3379665640959177,-0.7227236165261248,-0.24445054680930337,0.30745692805896807,0.38438046900518197,0.008177971317909961,0.052735205666766996,0.051366832739746,0.2088304016858482
SNXS-L,0.0,-1.0530850311834976,-1.8758899590555602,-1.6809491422476037,-0.4801951322788066,0.5839414685417896,-0.496101421665596,0.23094033767327699,0.2060697260376748,0.5586100581819682
BAG-L,-0.0538461538461541,-2.1165746878841856,0.5557331244890742,0.014986570794640084,-0.11303741790674321,-0.5425781309977006,-0.08417367556672872,0.2074320347957549,0.17558380268261653,-0.09369928772475558
CDFF-L,0.0386533665835411,1.2115659112073842,1.4256792023529634,0.6664027043121453,0.45884898300467764,0.07014334107059486,0.11050392111933455,-0.21903311895267844,0.20697755049324823,-0.05430272007489443
PZC-L,-0.022077922077922,-2.128623545780411,-0.6533827908438142,0.1285561780041748,0.08224459016397785,-0.3247799122099181,0.12127816929400903,0.10345631500333691,-0.23143642032424963,0.20896925009223344
GPEG-L,0.0844686648501362,-2.5511458033349594,0.27140417911908105,0.009807814312688633,0.4814655486551473,0.3275133825623557,0.1229709277376345,0.11466201098787185,-0.03095954140963191,-0.045914140459687725
IPU-L,-0.0821643286573147,0.7390561072263071,-0.16511692835767974,0.2275839092827603,-0.49388769509632624,-0.19408215285914182,0.009158206492209085,0.12562916835627042,0.0211407724647468,-0.27470516975339493
PSON-L,-0.0351423487544484,6.083316870495918,2.598107577216356,0.87525667491961,-0.6917991010019849,0.00442546773770954,1.0322757742544686,0.16342455423632657,-0.0480654942478127,-0.24607476614579532
HRN-L,0.0936329588014983,-3.7273080760975343,0.09537281874472052,-0.5860319269843515,0.3404868044092272,0.3067072939808381,0.0882151007445811,0.2134505710103994,-0.1103554299866876,0.2518660475331328
IBT-L,-0.4101040118870728,20.603370300176017,-13.919899705535276,7.264251651723037,-0.15913866546248995,3.1211458043282168,-1.970210958819961,-1.3492188340745523,0.8723446465423879,-0.45760909457892385
OVB-L,0.0,1.5124049553059133,1.5149595894726504,0.3671357620090416,-0.5062319342946786,0.34747294301794407,0.9907205509562862,0.8552752580583717,1.6042971027803627,-0.2467768761083159
ATRAS-L,0.0085836909871244,1.3296168934734944,-2.2019084104783486,-0.6744802791606151,-0.22837487089390476,0.8010614127370124,-0.5777669594107858,-0.7233725772951956,0.18255615189925398,0.7916656704354198
CRDA-L,0.0810810810810811,-3.117797649430081,-0.04830368961086637,-0.5051064187565601,0.4605839687502769,0.12411004062634264,0.07366792263588996,-0.15172588267943024,-0.16099323811727742,-0.2724020303783287
BOOT-L,-0.0541176470588234,-2.3859685004268183,-0.4402707960095869,0.13712116163255847,0.06416487668943999,-0.32442063311572084,-0.43364445447148875,0.04735696915278706,0.2613204725496624,-0.0355688973781862
