Momentum Index,0,1,2,3,4,5
ANEA-L,-0.1145833333333333,-0.4130315633980521,3.6635626855565566,-1.0441678440651687,-1.1017597681912303,0.44045484881064023
CPI-L,0.0047393364928911,-0.22385526664768368,-1.140414995568372,-0.65622413765594,0.22391928639595363,0.02811993974435687
LLOY-L,-0.1163636363636361,-0.48388219185549153,0.27603186844704336,-0.005285811056371408,-1.3494659470303372,0.5495955417181344
COA-L,0.0649350649350646,-0.9760272297860895,2.239243080403858,3.126550189706824,2.2328303202853013,3.36599253438465
HVT-L,0.0,-0.9702478542935778,-2.578893129384682,-0.3213140029713374,0.21790433966115344,0.39138145683461684
SMDS-L,0.0060975609756099,-0.5556226464509924,0.49808593697218867,0.802066763227046,0.2609721567283939,0.103543465150835
ANTO-L,0.0967320261437909,-0.12112195771513179,2.79698428652238,1.8112433807316324,1.5461609704693973,-0.19236228772512926
GRG-L,0.0431654676258992,-0.6333265041684896,-1.494143246967547,-0.3776128011027792,0.50441291820542,-0.8064103766669677
DLAR-L,-0.0093457943925233,-0.251153134587213,-0.11549370863700326,0.18822777755904815,0.2580252870809383,0.7088878338318144
GLEG-L,0.018,-0.7118208022160627,-1.3088148746526989,-0.17105649607161855,0.3485271745236479,-0.16758530571518676
EDIN-L,-0.0800561797752807,-0.6148960024913435,-0.78990787004857,-0.27882440047911894,-0.7822953229570497,0.7422530356325105
HBR-L,-0.074074074074074,-0.8757585006185186,-1.647549819286494,0.7198606002113013,-0.902210878881217,0.3710621517557515
ALUG-L,0.0551948051948052,-0.4291080890303736,-1.464097494644049,-0.011524123713090334,0.7810467575628344,-0.43560436922886975
SNXS-L,0.1680905690703638,-0.9076115299570164,0.26590394185374483,-1.9904566368875773,2.524631258556001,-0.8545488006901215
BAG-L,-0.0144927536231884,-0.6015932757131823,-2.2157655968378,0.37403901767917025,-0.05259435492105252,0.29266080747914563
CDFF-L,0.0370370370370369,-0.7281470436418016,1.3046321891574095,-0.6000408785477445,0.5779772951007495,-0.7866497919978009
PZC-L,0.1045045045045045,-0.6314056421515828,-0.6577258903309642,0.587517358260805,1.5560526396651402,-0.2958262200245691
GPEG-L,-0.0278884462151394,-0.6799932123500317,0.1414214567392912,-0.42622625444428297,-0.3789886137551711,-0.5073648387413862
