Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
NTOG-L,0.125,1.4563863083205972,-7.5591573971418,0.33904845711317083,0.7977518283862503,-4.14082342383615,1.9225084855603434,0.34813330648500457,1.7908771220974022,-1.1639165867272927,-1.8519764883384946,0.28066990169065015,0.8362485749211603,-1.302303577079304,0.20601117627759802,-0.3867545409755898,-0.48649371753221854,0.3440027251340265,-1.1427461200782225,0.5773587813972343,-0.25601288413130147
SWGS-L,0.5660377358490565,2.147588189382011,4.5522046918835395,2.6890005981292084,-0.39148926256344047,0.1995247425068351,0.7954639986895123,2.1803935858871175,1.1450358044252162,-0.13667719359621272,1.2987440354140047,0.028579020684172087,0.9201752453231288,-0.3078133027925034,-0.848750188044119,0.5713262922741894,-0.08740137213674896,1.0810311851967915,-0.39113547379967917,0.3344880630567974,0.05365222607589634
ANEA-L,-0.0194805194805194,0.21930218787966826,-0.3567853913388634,0.42235178656085043,-0.5266066486682772,0.5941260005142764,-0.38839951247152416,-0.4361993340869026,-0.1234475722714647,0.20006563384006915,0.37069936793279146,0.27755903956749567,0.07097091241899861,0.021145330260849513,-0.40283351665257056,0.18996661490003994,-0.1336304888532937,0.10669516582234832,-0.07277531494069145,0.2942751421936538,-0.0449673384479684
GWMO-L,0.1794871794871795,4.129396399439226,-2.079661005599105,1.4922017419319775,-1.4441701298885143,-0.2127019919650668,0.5572064019645829,-0.21395041635002507,-4.341518107008051,-0.3545540440583895,0.3312788468543864,-0.6282839911255437,-0.9062502279325763,2.3791904556663988,0.03304739096390424,1.4721328341990023,0.42191308012992956,0.010742206711801197,-0.5795954140038495,-0.43480717784038275,-0.35129082492874697
CPI-L,0.4321589205397302,-7.91211953987559,3.6928339838463966,1.8227285217977345,-1.5199777624340922,-0.7652788394553758,1.3491351570238255,0.5535154985402944,-0.6360371971002605,-0.39138731942064453,-0.5231974279850249,0.32390998114997466,-0.5557811374145095,0.30030833862196954,-0.6489951084614243,-1.1497932666307902,-0.2656974837285963,0.00351645812827629,-0.1549407488286161,-0.16862232294928944,0.22416540725106832
KWG-L,-0.0652173913043477,-4.274833379870086,-0.5905511620265448,0.2827783894130819,0.42989293841992693,-0.3690424926518274,-0.1111396253750323,-0.6056365754006275,0.24650443216295562,-1.0258374760126274,-1.1236651323059044,0.5422925564125981,-0.283782923319213,-0.8380149270579494,-0.3644924298766811,0.2966319281002673,0.06454421132902793,0.16410066877360582,-0.16408676817075052,-0.10085217634089978,-0.028340465993293925
BKIRx-L,-0.0213963963963963,-0.42938000370469687,-0.363727754853846,-0.38339740306090886,0.10554857750575541,-0.38686176931815797,-0.2171776233081899,-0.0936526325881268,-0.15670178240292942,0.16199601016366932,-0.12636630622174758,0.03587585329492097,-0.02043253520811126,-0.04901090641992424,-0.05462168687054674,0.0028449064375196545,-0.008833250722645285,0.00606507991218323,-0.024745630594410446,-0.045779418406492384,-0.04849472228226688
DXDX-L,0.1092233009708738,-5.036082409935123,-1.1134806119742684,0.19489759696087885,0.477350530990023,0.6393758848284442,0.25141014529713457,-0.15116748058188464,-0.4403531511177178,-0.7710422789437869,-0.5336385340182376,-0.10669540804019485,0.05176819584088835,-0.14223790062331454,0.07296987329104171,0.5567264816735166,0.3044973083070847,0.1683661588697069,0.10257328148520702,0.3033420871493058,0.33608569238057784
LLOY-L,-0.0121295869798863,-1.688032906176808,-0.7264899208240462,0.08229589745026282,-0.052457430908487195,-0.11452576760144857,-0.09750933408591458,-0.25823112625482875,0.14771262316622502,0.281978649302187,0.018733202870549807,0.11041589985556947,0.12800299661718922,-0.024521646402785598,-0.036477544630049194,-0.004779070104147886,0.01567810600187373,0.05009029702842362,0.08114973837457874,0.10725839579805557,0.0500560395035562
EDENE-L,0.3367875647668392,-1.727518924276193,-0.2970179082335208,-1.259674603462375,-0.25944448045940566,2.209239996810319,0.19384241195507348,0.6483852307749924,-0.0773296519830304,0.026117047045675607,0.31273622470896334,0.3627456742662444,0.028432153704277225,-0.10291731797492806,-0.13625634503547607,0.07573704040363131,0.0023467154298204914,0.37859106651074836,-0.20042643307379013,-0.15725690803595993,0.02605451562004851
HSX-L,0.0240219629375428,2.252715312109771,-0.014075282743948597,-1.4520802668577368,-0.2139002925613771,0.27372437666341376,-0.3521574312551565,-0.008211731768789293,-0.30890194260371834,-0.12146558341124587,-0.3009496765442735,-0.257767755027154,-0.12261911754999395,0.03317297674902105,0.003766807548494477,-0.06710218760482427,-0.09696729655870405,-0.22713870679308124,0.09531973216193304,0.02876316875812302,0.15131564832423666
GWI-L,0.0218579234972677,1.9057970603602357,-1.3453286592636007,-0.19126344026152525,-0.004689166223280154,-0.0808447740969819,-0.10456908818488377,0.004096766524881976,0.11498805627366986,-0.13148900314793652,-0.3256933723342253,0.010186497488836176,-0.0847785875968434,0.18777345425585223,-0.02016616500139683,0.16494365837885902,-0.1763285797548977,0.048161925042393465,0.24816924055221515,0.10200177093621826,0.11247861005423752
LIO-L,0.062043795620438,3.328197960704085,0.11445278867773215,-0.8322657173590989,-0.3073917396581507,-0.18664527169683962,-0.44253951612575965,0.5760924123038341,-0.08438558447928259,0.4569308582831618,0.127768094465917,-0.2152089869443874,0.06583461344837127,-0.4185617236509744,-0.03331554774929611,0.45539077616431817,-0.09102469495431065,-0.04808060186690643,0.019750861836106207,-0.07257362933649357,0.14053294874361516
OXB-L,0.1210428305400372,6.439339415412491,-2.231820166934733,-2.4645892601666515,-3.148086804878727,-1.3685789737441543,-0.5263412413242399,1.3564770062933371,-1.9738094528163557,3.2050355818785543,-1.7226777942238025,-0.01953522540025525,-0.30570124142765825,0.736055272649013,-0.36190891887496257,0.5906030183962327,0.24620722936407893,0.9519994102465519,0.18415261706041375,-0.21882993865913666,-0.2668125298400376
COA-L,0.0076628352490422,6.111678702555152,2.233683053773813,0.5033880731403557,-1.1615841089118462,-0.1220967224323178,-0.406358109792376,-0.3120078333206099,0.2797838495922007,-0.5948199622308729,1.067621954410696,0.0787546917511994,0.08327809727799075,0.18470436482062827,-0.5319456747289616,-0.37475393049752165,-0.19287410339327593,0.15335851183998261,-0.36706865657013843,0.3214426597658703,0.26225479823379577
SOM-L,0.0536912751677851,7.130175885160747,0.8222945616565894,-1.6871213662285924,-0.1545952502802516,1.00567910574678,-0.6146206990485832,0.37575027157401963,1.1145927208061044,0.2334647759097313,0.4360325311485902,-0.37347418689623546,0.3241720170110839,-0.13999938428608397,0.4147433303088472,0.019400538116832833,-0.039904716775328315,0.5604637163112081,0.14602911179090614,0.08527537828349886,0.12038696635579739
BPM-L,0.0039525691699604,1.9176330338820489,0.1861763302181454,-0.7625293447661369,0.2125259213456949,-0.3501435021427109,-0.27093003307037483,0.06615999255954541,-0.2884181818489448,0.08500237946799157,0.21552188153172563,0.22846109855901783,-0.1710727459131478,-0.2183263764966381,-0.293665006040552,-0.03231494424653346,-0.11248954604622649,-0.05463295305452966,-0.007836511893488012,-0.04957856834213631,-0.056425993765071736
CYAN-L,0.0407239819004523,-6.898939770032975,2.8095904002526377,1.4739380174057133,-0.7465576399955867,-0.4400895594081806,0.13479409249642768,-0.4520902800167918,-0.28885326472806566,-0.3605031259469549,-0.577782980091607,-0.07050084981743882,-0.10373701641379493,0.1957693967654837,0.006418792124556378,-0.13554954143809583,0.10393084093684311,0.0801541414285165,-0.045179945374558717,0.002393055496966124,0.055790702744239695
SYNCS-L,0.0598290598290598,1.1571169542464859,-0.233074872581766,-0.36766700928179114,-0.35438192639030386,-0.7186600621639718,0.1473026356659031,0.020884796285802504,-0.37839824997690047,-0.005547634881451638,-0.0966838114922013,-0.12862982491172956,-0.1085558250268918,-0.016793656538407874,0.08232920938671474,0.07871618550787102,-0.04232189837858668,-0.07178992775122782,-0.10686122519255677,0.05258099781092422,-0.07991263083034683
