Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
NTOG-L,0.0519480519480519,-3.4816657448020556,1.6432088271674798,1.4862842981216988,-0.6912138793151552,-0.7714476247163403,-0.6755941099114051,-0.7041142248123062,0.4731231318158284,1.1478128255918347,0.6764785116592995,0.4741088483090601,-0.7778033446798831,-0.700293380297347,0.5228634648297926,0.5459117229494732,0.31756319085097057,-0.1000342387033828,0.6142991435848203,0.46293777865491975,0.019274052083497303,-0.11269497086442123,-0.10895914103996382
SWGS-L,0.3157894736842108,-6.263752130683047,0.8336513130042356,0.20210910826120296,-0.3069941065613209,-2.08400767732857,1.2006776031579554,0.465758736888931,0.5859722001902635,-0.7364921798946029,-0.07225776346518321,-0.38214881391648103,0.3231564988513426,-0.3885796284820689,-0.018533062446137165,0.2985231937318139,-0.19288768620563054,-0.18157255963627197,0.3021648703948075,-0.17673454603987732,0.12109912352309433,0.22241858475619364,0.0002589422027658854
ANEA-L,-0.0657370517928287,1.4944555047419672,0.631070151077424,0.5612153423471086,-0.36049913379100196,0.26855233655583544,-0.6566994389092343,0.34170134072073427,0.0366346233517949,0.2762073971217643,-0.12128073225308555,-0.27903132041935097,0.13417546714711845,0.1408538057090249,0.10540041432075545,-0.07973104748337471,0.31501351034290254,0.11016118229200815,-0.0968152806713835,0.03628616319811333,-0.013332246381160562,-0.005307523979645322,-0.0676861556195244
CPI-L,-0.0754958413307743,-0.2543089968292657,-1.8534381073518027,-0.8347185453679765,0.41599683817691796,0.675058819871748,-0.37902609142762117,-0.08051250494527488,0.027983451970634027,-0.28854740052665334,-0.1994704808744239,-0.05967233662089199,-0.11484435349832214,0.2046868054194135,-0.17520029814201385,-0.5052420967919805,0.08377897876826403,-0.1489673266416971,0.4188324961208176,-0.2522797539180843,0.10551519629914066,-0.0744011039999034,-0.043158152904574545
KWG-L,0.0661764705882352,-6.98236375439895,2.867255161873316,-2.3591937663749003,0.5289179210653747,-0.06485477948993074,0.021161587940511643,-0.7760727443397445,0.6781351700444361,-0.39174506477815274,0.30375181331771395,-0.02740292372088719,0.016968188871633615,-0.09311918891774995,-0.5198632435228914,-0.6975525688283154,0.4513681713192357,0.6959297783916162,-0.2290471218312032,-0.26820064641379276,0.049168090317842125,-0.06637753302615514,-0.2427245779772862
BKIRx-L,0.0385542168674699,4.71746136363898,-7.988264321617613,1.3555556564022104,-2.074705339983997,-0.8945926700792113,0.5226423508557972,5.130187239368099,-3.228446032856698,-2.683121858511871,-0.7269837410281262,0.6052660515889133,-0.04389183888192177,0.32309748362757806,0.2296494583385079,0.9326305044999169,-0.8570875787550717,2.928245725351186,1.8523009750562234,0.034802328618344404,-0.05724326892754179,-0.22613056148192104,0.3756161448953117
LLOY-L,0.0990619136960599,-1.6375867554115577,-2.3302392623610713,-4.13253491282826,-0.5145270999910871,-0.5224191406458172,-0.04096291113517349,0.8129416046739145,0.40575322416181964,-0.11370311401374866,0.5329156696357915,0.35438743650945215,-0.07747476280135669,0.43576064144488535,-0.20328102393519956,-0.09423675984245278,-0.2810055675238081,-0.05858059079923073,0.3794405775923047,0.13541155999642845,0.4580509769200524,-0.22681815498667793,-0.06908187145813924
HSX-L,0.0024650780608053,1.769516608003062,-2.245285239118322,-0.4215957432061693,0.3840011760454685,0.0588405942449632,-0.21891169391942064,-0.2956992211938695,0.40703757431224336,-0.1916506373269645,-0.12214722603718503,-0.06135070711880262,-0.21026908025825236,0.06000788638989237,0.061629708391388635,0.014657219260681165,0.08295028258145717,-0.13025080172588446,-0.09702864945677978,-0.03648810299802797,0.02481633651783305,0.05785307026026947,-0.015588727872696837
LIO-L,0.0412844036697248,1.0828895717287221,-3.5797240990576467,0.027489374628072213,0.05491065766021651,-0.41354156266479064,0.22005694871117348,1.390069081388135,-0.5353304553078189,0.3113810492213791,0.43154746521200565,0.31111227708299183,0.44045262491132753,-0.13658091260789354,-0.44036383492003367,-0.21439281246764574,0.025007849567692243,-0.2944836987625751,-0.34054562889231244,-0.5337816150173781,0.22353852978770938,-0.09241585925187495,0.256052563376744
OXB-L,-0.071969696969697,-6.236655248939164,1.5562807510964103,-1.5349087348990844,0.4676615719468973,1.4999176883899867,0.477656232735164,0.6252241273573074,0.3619843292251678,0.7995140104104809,-0.2773464824380214,-0.2928441105806155,0.8249962272995472,-0.5856130061712845,-0.19314833289680064,-0.2332081683023514,0.18447044304560412,0.29905682309474035,-0.23444591522897745,0.0420327769687986,0.2960009106501506,-0.1455646499015645,-0.39214467016274224
